Sample temperature (C),Heat flow (mW)
88.562,-1.12513
88.613,-1.12598
88.66,-1.12684
88.712,-1.1277
88.762,-1.12857
88.816,-1.12943
88.864,-1.1303
88.916,-1.13116
88.962,-1.13201
89.013,-1.13286
89.062,-1.1337
89.107,-1.13453
89.164,-1.13535
89.212,-1.13617
89.26,-1.13698
89.317,-1.13777
89.361,-1.13856
89.412,-1.13934
89.46,-1.14011
89.512,-1.14087
89.563,-1.14163
89.613,-1.14238
89.662,-1.14313
89.718,-1.14388
89.763,-1.14462
89.817,-1.14537
89.862,-1.14611
89.91,-1.14685
89.959,-1.1476
90.012,-1.14834
90.062,-1.14908
90.113,-1.14982
90.164,-1.15054
90.209,-1.15126
90.262,-1.15196
90.308,-1.15265
90.362,-1.15333
90.413,-1.154
90.459,-1.15466
90.51,-1.15532
90.561,-1.15597
90.611,-1.15663
90.663,-1.15728
90.714,-1.15794
90.762,-1.1586
90.812,-1.15927
90.865,-1.15994
90.913,-1.16062
90.964,-1.1613
91.011,-1.16199
91.059,-1.16267
91.112,-1.16336
91.16,-1.16404
91.21,-1.16471
91.261,-1.16538
91.31,-1.16605
91.36,-1.16671
91.412,-1.16736
91.463,-1.16801
91.511,-1.16866
91.56,-1.1693
91.611,-1.16994
91.657,-1.17059
91.711,-1.17123
91.76,-1.17186
91.809,-1.17249
91.862,-1.17311
91.911,-1.17373
91.963,-1.17432
92.011,-1.17491
92.063,-1.17549
92.111,-1.17605
92.159,-1.1766
92.212,-1.17714
92.262,-1.17767
92.309,-1.1782
92.356,-1.17871
92.408,-1.17923
92.456,-1.17975
92.511,-1.18028
92.563,-1.18082
92.612,-1.18137
92.66,-1.18194
92.708,-1.18251
92.764,-1.18309
92.809,-1.18368
92.86,-1.18427
92.907,-1.18485
92.958,-1.18543
93.006,-1.186
93.062,-1.18655
93.108,-1.1871
93.158,-1.18763
93.208,-1.18816
93.254,-1.18869
93.311,-1.18922
93.363,-1.18975
93.409,-1.19028
93.46,-1.19081
93.507,-1.19134
93.559,-1.19188
93.607,-1.19241
93.659,-1.19295
93.711,-1.19349
93.756,-1.19402
93.809,-1.19456
93.86,-1.19508
93.906,-1.1956
93.96,-1.19612
94.004,-1.19662
94.062,-1.19712
94.11,-1.1976
94.157,-1.19809
94.208,-1.19857
94.256,-1.19904
94.309,-1.19952
94.358,-1.19999
94.409,-1.20047
94.462,-1.20094
94.502,-1.20142
94.559,-1.20189
94.609,-1.20236
94.661,-1.20283
94.711,-1.2033
94.759,-1.20376
94.804,-1.20422
94.857,-1.20467
94.908,-1.20513
94.961,-1.20558
95.008,-1.20603
95.059,-1.20649
95.108,-1.20694
95.157,-1.20741
95.21,-1.20788
95.256,-1.20837
95.31,-1.20887
95.359,-1.20937
95.405,-1.20988
95.457,-1.2104
95.514,-1.21093
95.554,-1.21145
95.603,-1.21197
95.657,-1.21249
95.706,-1.21299
95.759,-1.21349
95.808,-1.21397
95.86,-1.21444
95.906,-1.2149
95.953,-1.21534
96.008,-1.21579
96.054,-1.21623
96.104,-1.21667
96.155,-1.2171
96.203,-1.21754
96.26,-1.21797
96.307,-1.21841
96.356,-1.21885
96.408,-1.21928
96.454,-1.2197
96.505,-1.22013
96.556,-1.22055
96.605,-1.22097
96.656,-1.22139
96.704,-1.22182
96.753,-1.22224
96.803,-1.22267
96.855,-1.22309
96.903,-1.22352
96.952,-1.22394
97.007,-1.22437
97.051,-1.22479
97.109,-1.22522
97.158,-1.22565
97.204,-1.22608
97.254,-1.22651
97.304,-1.22694
97.357,-1.22737
97.403,-1.22781
97.459,-1.22824
97.504,-1.22867
97.554,-1.22909
97.601,-1.22951
97.651,-1.22992
97.704,-1.23033
97.753,-1.23072
97.803,-1.23111
97.854,-1.23149
97.904,-1.23186
97.958,-1.23223
98.007,-1.23259
98.056,-1.23295
98.104,-1.23331
98.155,-1.23366
98.206,-1.234
98.252,-1.23434
98.305,-1.23468
98.35,-1.23501
98.405,-1.23535
98.454,-1.23569
98.501,-1.23602
98.553,-1.23636
98.606,-1.23671
98.653,-1.23706
98.705,-1.23741
98.753,-1.23778
98.804,-1.23815
98.849,-1.23854
98.905,-1.23893
98.95,-1.23934
99.002,-1.23974
99.051,-1.24015
99.1,-1.24055
99.153,-1.24095
99.2,-1.24133
99.254,-1.24171
99.303,-1.24208
99.353,-1.24244
99.402,-1.24279
99.447,-1.24314
99.505,-1.24348
99.55,-1.24383
99.602,-1.24417
99.65,-1.24452
99.7,-1.24487
99.748,-1.24523
99.8,-1.24559
99.852,-1.24595
99.899,-1.24632
99.952,-1.24668
99.999,-1.24705
100.051,-1.24742
100.105,-1.24778
100.152,-1.24814
100.202,-1.24849
100.25,-1.24883
100.303,-1.24916
100.352,-1.24948
100.4,-1.24979
100.452,-1.25009
100.499,-1.25039
100.552,-1.25068
100.6,-1.25097
100.652,-1.25126
100.704,-1.25154
100.747,-1.25184
100.803,-1.25213
100.847,-1.25243
100.901,-1.25273
100.953,-1.25303
101.003,-1.25334
101.047,-1.25364
101.101,-1.25394
101.149,-1.25424
101.202,-1.25454
101.251,-1.25485
101.302,-1.25515
101.349,-1.25546
101.399,-1.25577
101.449,-1.25608
101.5,-1.2564
101.551,-1.25672
101.598,-1.25705
101.65,-1.25739
101.699,-1.25773
101.754,-1.25808
101.801,-1.25844
101.852,-1.25881
101.897,-1.25918
101.946,-1.25956
101.997,-1.25992
102.048,-1.26028
102.1,-1.26062
102.148,-1.26095
102.199,-1.26127
102.25,-1.26157
102.299,-1.26185
102.35,-1.26213
102.4,-1.2624
102.447,-1.26267
102.497,-1.26294
102.546,-1.26321
102.603,-1.26348
102.649,-1.26376
102.694,-1.26405
102.748,-1.26435
102.801,-1.26466
102.849,-1.26499
102.899,-1.26532
102.947,-1.26565
103.001,-1.26599
103.044,-1.26633
103.104,-1.26667
103.149,-1.26701
103.196,-1.26735
103.246,-1.26768
103.297,-1.26801
103.347,-1.26833
103.399,-1.26864
103.449,-1.26894
103.496,-1.26924
103.547,-1.26953
103.594,-1.26982
103.646,-1.2701
103.699,-1.27038
103.744,-1.27065
103.795,-1.27091
103.845,-1.27118
103.895,-1.27145
103.946,-1.27171
103.994,-1.27198
104.046,-1.27226
104.093,-1.27255
104.148,-1.27284
104.197,-1.27314
104.245,-1.27344
104.299,-1.27376
104.346,-1.27408
104.398,-1.2744
104.448,-1.27473
104.499,-1.27505
104.547,-1.27538
104.595,-1.27569
104.649,-1.276
104.699,-1.2763
104.748,-1.27659
104.793,-1.27687
104.844,-1.27715
104.898,-1.27742
104.946,-1.27768
104.999,-1.27795
105.048,-1.27821
105.095,-1.27848
105.142,-1.27876
105.194,-1.27904
105.25,-1.27933
105.295,-1.27963
105.349,-1.27993
105.394,-1.28024
105.443,-1.28054
105.494,-1.28084
105.544,-1.28114
105.598,-1.28144
105.644,-1.28173
105.7,-1.28201
105.743,-1.28229
105.797,-1.28256
105.845,-1.28283
105.893,-1.2831
105.944,-1.28336
105.991,-1.28363
106.043,-1.2839
106.096,-1.28417
106.145,-1.28443
106.19,-1.2847
106.237,-1.28498
106.295,-1.28525
106.343,-1.28553
106.391,-1.28582
106.443,-1.28611
106.495,-1.28639
106.539,-1.28668
106.59,-1.28695
106.642,-1.28722
106.696,-1.28747
106.745,-1.28772
106.792,-1.28795
106.841,-1.28818
106.895,-1.28839
106.942,-1.28861
106.993,-1.28883
107.045,-1.28906
107.093,-1.28929
107.146,-1.28954
107.193,-1.28981
107.244,-1.29009
107.295,-1.29038
107.338,-1.29068
107.393,-1.29099
107.446,-1.29131
107.495,-1.29162
107.546,-1.29193
107.592,-1.29224
107.643,-1.29254
107.695,-1.29283
107.746,-1.29311
107.79,-1.29338
107.839,-1.29365
107.89,-1.29391
107.942,-1.29416
107.994,-1.29441
108.042,-1.29466
108.093,-1.2949
108.142,-1.29514
108.193,-1.29538
108.245,-1.29563
108.291,-1.29588
108.342,-1.29614
108.39,-1.29642
108.441,-1.2967
108.491,-1.29698
108.542,-1.29728
108.59,-1.29758
108.64,-1.29789
108.687,-1.2982
108.742,-1.29851
108.792,-1.29882
108.845,-1.29913
108.89,-1.29944
108.937,-1.29975
108.991,-1.30006
109.039,-1.30035
109.092,-1.30065
109.139,-1.30093
109.191,-1.3012
109.24,-1.30146
109.292,-1.30171
109.343,-1.30195
109.392,-1.30219
109.441,-1.30243
109.487,-1.30266
109.538,-1.30289
109.59,-1.30312
109.639,-1.30335
109.691,-1.30359
109.736,-1.30383
109.787,-1.30407
109.839,-1.30433
109.892,-1.30458
109.943,-1.30484
109.986,-1.3051
110.042,-1.30536
110.09,-1.30561
110.141,-1.30587
110.191,-1.30612
110.239,-1.30637
110.29,-1.30661
110.34,-1.30686
110.392,-1.30711
110.438,-1.30737
110.49,-1.30762
110.538,-1.30789
110.587,-1.30815
110.639,-1.30843
110.69,-1.30871
110.739,-1.30899
110.788,-1.30927
110.84,-1.30955
110.887,-1.30983
110.938,-1.3101
110.99,-1.31037
111.039,-1.31063
111.088,-1.31088
111.137,-1.31112
111.189,-1.31136
111.238,-1.31159
111.29,-1.31182
111.336,-1.31204
111.389,-1.31226
111.437,-1.31248
111.493,-1.31269
111.541,-1.31291
111.587,-1.31313
111.634,-1.31336
111.688,-1.31359
111.737,-1.31383
111.789,-1.31408
111.836,-1.31433
111.885,-1.3146
111.938,-1.31487
111.987,-1.31515
112.042,-1.31543
112.095,-1.31571
112.14,-1.31599
112.192,-1.31627
112.235,-1.31653
112.286,-1.31678
112.336,-1.31701
112.388,-1.31724
112.432,-1.31747
112.49,-1.31769
112.537,-1.31792
112.586,-1.31815
112.638,-1.31838
112.688,-1.31862
112.736,-1.31886
112.788,-1.3191
112.837,-1.31934
112.884,-1.31959
112.937,-1.31984
112.988,-1.32008
113.037,-1.32033
113.083,-1.32056
113.139,-1.32079
113.186,-1.32101
113.234,-1.32123
113.285,-1.32143
113.336,-1.32163
113.387,-1.32182
113.438,-1.32201
113.485,-1.32219
113.531,-1.32237
113.587,-1.32255
113.639,-1.32272
113.689,-1.3229
113.735,-1.32307
113.784,-1.32325
113.836,-1.32344
113.883,-1.32363
113.933,-1.32383
113.988,-1.32403
114.032,-1.32423
114.083,-1.32445
114.137,-1.32467
114.186,-1.32489
114.235,-1.32513
114.283,-1.32536
114.335,-1.32561
114.384,-1.32587
114.436,-1.32613
114.487,-1.3264
114.535,-1.32667
114.586,-1.32694
114.632,-1.32721
114.684,-1.32748
114.732,-1.32775
114.783,-1.32801
114.834,-1.32826
114.884,-1.32851
114.932,-1.32875
114.982,-1.32898
115.032,-1.3292
115.081,-1.32942
115.131,-1.32963
115.181,-1.32984
115.233,-1.33006
115.284,-1.33027
115.334,-1.33049
115.383,-1.33072
115.436,-1.33094
115.482,-1.33116
115.532,-1.33139
115.582,-1.33161
115.63,-1.33184
115.681,-1.33206
115.731,-1.33228
115.783,-1.33249
115.829,-1.33271
115.884,-1.33292
115.932,-1.33314
115.98,-1.33335
116.033,-1.33355
116.083,-1.33376
116.135,-1.33397
116.178,-1.33418
116.232,-1.33438
116.281,-1.33459
116.332,-1.3348
116.381,-1.33501
116.429,-1.33522
116.484,-1.33543
116.532,-1.33564
116.584,-1.33586
116.635,-1.33609
116.684,-1.33631
116.732,-1.33653
116.781,-1.33676
116.831,-1.33698
116.881,-1.33719
116.934,-1.3374
116.981,-1.3376
117.034,-1.3378
117.083,-1.33799
117.131,-1.33818
117.181,-1.33838
117.235,-1.33858
117.277,-1.33879
117.331,-1.33901
117.382,-1.33923
117.434,-1.33945
117.482,-1.33968
117.528,-1.33991
117.58,-1.34013
117.628,-1.34036
117.681,-1.34059
117.729,-1.34081
117.778,-1.34104
117.833,-1.34127
117.881,-1.34149
117.929,-1.34172
117.982,-1.34195
118.033,-1.34218
118.08,-1.34242
118.129,-1.34266
118.183,-1.34289
118.233,-1.34313
118.284,-1.34337
118.331,-1.34361
118.384,-1.34384
118.434,-1.34407
118.482,-1.3443
118.534,-1.34453
118.581,-1.34476
118.629,-1.34498
118.682,-1.3452
118.729,-1.34542
118.784,-1.34563
118.831,-1.34585
118.881,-1.34607
118.926,-1.34628
118.981,-1.3465
119.034,-1.34672
119.081,-1.34693
119.133,-1.34715
119.18,-1.34736
119.233,-1.34757
119.279,-1.34778
119.331,-1.34798
119.382,-1.34818
119.432,-1.34838
119.485,-1.34858
119.531,-1.34878
119.583,-1.34898
119.636,-1.34918
119.685,-1.34938
119.733,-1.34959
119.781,-1.3498
119.833,-1.35001
119.88,-1.35023
119.929,-1.35046
119.981,-1.3507
120.027,-1.35094
120.077,-1.3512
120.128,-1.35145
120.18,-1.3517
120.225,-1.35195
120.276,-1.35219
120.324,-1.35243
120.375,-1.35267
120.429,-1.3529
120.476,-1.35313
120.525,-1.35336
120.576,-1.35359
120.623,-1.35381
120.678,-1.35402
120.723,-1.35424
120.776,-1.35446
120.827,-1.35469
120.877,-1.35492
120.928,-1.35515
120.98,-1.35538
121.03,-1.35561
121.074,-1.35583
121.129,-1.35605
121.178,-1.35626
121.227,-1.35648
121.28,-1.3567
121.327,-1.35692
121.379,-1.35714
121.426,-1.35737
121.481,-1.3576
121.531,-1.35784
121.582,-1.35808
121.629,-1.35832
121.68,-1.35857
121.732,-1.35881
121.782,-1.35906
121.832,-1.35932
121.88,-1.35957
121.927,-1.35983
121.979,-1.36008
122.029,-1.36033
122.078,-1.36057
122.128,-1.36081
122.179,-1.36103
122.23,-1.36126
122.275,-1.36147
122.332,-1.36168
122.375,-1.36189
122.424,-1.3621
122.476,-1.36231
122.526,-1.36252
122.58,-1.36274
122.628,-1.36295
122.676,-1.36316
122.727,-1.36337
122.77,-1.36358
122.826,-1.36378
122.874,-1.36399
122.927,-1.36419
122.974,-1.36439
123.027,-1.36458
123.074,-1.36478
123.125,-1.36497
123.174,-1.36516
123.225,-1.36535
123.271,-1.36554
123.323,-1.36573
123.374,-1.36593
123.428,-1.36612
123.472,-1.36632
123.521,-1.36653
123.571,-1.36674
123.624,-1.36696
123.676,-1.36718
123.725,-1.3674
123.773,-1.36762
123.822,-1.36785
123.877,-1.36808
123.925,-1.3683
123.972,-1.36853
124.027,-1.36875
124.074,-1.36897
124.123,-1.36919
124.174,-1.3694
124.222,-1.36961
124.273,-1.36981
124.321,-1.37001
124.376,-1.37021
124.424,-1.3704
124.475,-1.3706
124.52,-1.37079
124.574,-1.37099
124.622,-1.37119
124.671,-1.37139
124.725,-1.37159
124.771,-1.37179
124.821,-1.37198
124.869,-1.37217
124.918,-1.37235
124.97,-1.37253
125.021,-1.37271
125.073,-1.37288
125.125,-1.37306
125.172,-1.37323
125.224,-1.37341
125.272,-1.37359
125.323,-1.37377
125.374,-1.37395
125.422,-1.37413
125.471,-1.37432
125.522,-1.37451
125.573,-1.3747
125.625,-1.3749
125.671,-1.37511
125.722,-1.37531
125.773,-1.37553
125.821,-1.37575
125.87,-1.37599
125.926,-1.37623
125.969,-1.3765
126.021,-1.37677
126.076,-1.37706
126.122,-1.37735
126.174,-1.37765
126.219,-1.37794
126.271,-1.37822
126.319,-1.37849
126.374,-1.37874
126.421,-1.37897
126.47,-1.37917
126.521,-1.37936
126.569,-1.37952
126.622,-1.37967
126.671,-1.37981
126.718,-1.37994
126.768,-1.38007
126.82,-1.38019
126.871,-1.38032
126.92,-1.38045
126.97,-1.3806
127.02,-1.38076
127.072,-1.38094
127.12,-1.38113
127.169,-1.38133
127.223,-1.38154
127.271,-1.38176
127.321,-1.38198
127.372,-1.38221
127.421,-1.38243
127.47,-1.38266
127.522,-1.38288
127.57,-1.38311
127.618,-1.38334
127.668,-1.38357
127.723,-1.38381
127.772,-1.38406
127.822,-1.38431
127.869,-1.38456
127.919,-1.38483
127.969,-1.38509
128.02,-1.38536
128.073,-1.38563
128.118,-1.3859
128.171,-1.38616
128.219,-1.38641
128.271,-1.38667
128.317,-1.38691
128.368,-1.38715
128.42,-1.38738
128.468,-1.38761
128.521,-1.38782
128.57,-1.38803
128.618,-1.38824
128.67,-1.38844
128.717,-1.38862
128.772,-1.38881
128.82,-1.38898
128.868,-1.38916
128.919,-1.38934
128.97,-1.38952
129.019,-1.38972
129.069,-1.38993
129.121,-1.39014
129.169,-1.39037
129.214,-1.3906
129.266,-1.39084
129.316,-1.39108
129.372,-1.39132
129.419,-1.39156
129.468,-1.39181
129.519,-1.39204
129.567,-1.39228
129.62,-1.39252
129.668,-1.39276
129.717,-1.393
129.769,-1.39323
129.818,-1.39346
129.87,-1.39369
129.916,-1.39392
129.971,-1.39414
130.017,-1.39436
130.067,-1.39458
130.118,-1.39479
130.167,-1.395
130.22,-1.39521
130.265,-1.39541
130.317,-1.39562
130.367,-1.39582
130.417,-1.39602
130.47,-1.39624
130.518,-1.39645
130.564,-1.39667
130.616,-1.3969
130.665,-1.39712
130.721,-1.39733
130.76,-1.39754
130.815,-1.39775
130.864,-1.39795
130.915,-1.39814
130.967,-1.39832
131.02,-1.39849
131.065,-1.39866
131.114,-1.39882
131.17,-1.39898
131.216,-1.39914
131.264,-1.3993
131.315,-1.39947
131.361,-1.39965
131.412,-1.39985
131.465,-1.40006
131.516,-1.40029
131.567,-1.40053
131.616,-1.40077
131.663,-1.40103
131.715,-1.40129
131.767,-1.40156
131.814,-1.40182
131.863,-1.40209
131.915,-1.40236
131.961,-1.40261
132.014,-1.40286
132.067,-1.4031
132.113,-1.40333
132.166,-1.40355
132.215,-1.40376
132.266,-1.40396
132.311,-1.40415
132.363,-1.40434
132.41,-1.40452
132.461,-1.40471
132.514,-1.40489
132.565,-1.40506
132.615,-1.40524
132.661,-1.40541
132.712,-1.40558
132.762,-1.40575
132.815,-1.40591
132.864,-1.40608
132.913,-1.40625
132.963,-1.40642
133.012,-1.4066
133.064,-1.40679
133.115,-1.40698
133.163,-1.40718
133.214,-1.40738
133.26,-1.40759
133.314,-1.4078
133.363,-1.40801
133.412,-1.40823
133.464,-1.40845
133.512,-1.40866
133.566,-1.40888
133.609,-1.40911
133.666,-1.40933
133.714,-1.40956
133.767,-1.40979
133.813,-1.41002
133.863,-1.41024
133.913,-1.41046
133.963,-1.41067
134.013,-1.41087
134.059,-1.41107
134.112,-1.41126
134.164,-1.41144
134.212,-1.41163
134.261,-1.41182
134.311,-1.41201
134.36,-1.4122
134.411,-1.4124
134.46,-1.41259
134.512,-1.41278
134.559,-1.41297
134.61,-1.41316
134.659,-1.41335
134.713,-1.41355
134.766,-1.41374
134.807,-1.41393
134.857,-1.41412
134.909,-1.41431
134.962,-1.4145
135.014,-1.4147
135.062,-1.4149
135.11,-1.41511
135.157,-1.41533
135.212,-1.41555
135.261,-1.41578
135.308,-1.416
135.36,-1.41622
135.41,-1.41644
135.461,-1.41664
135.51,-1.41684
135.561,-1.41704
135.61,-1.41723
135.66,-1.41742
135.71,-1.4176
135.757,-1.41778
135.809,-1.41796
135.861,-1.41814
135.91,-1.41833
135.964,-1.41851
136.01,-1.4187
136.06,-1.41889
136.111,-1.41909
136.163,-1.4193
136.207,-1.41951
136.258,-1.41972
136.308,-1.41993
136.361,-1.42015
136.411,-1.42037
136.461,-1.4206
136.507,-1.42082
136.562,-1.42103
136.609,-1.42124
136.661,-1.42145
136.707,-1.42165
136.759,-1.42184
136.809,-1.42202
136.862,-1.4222
136.91,-1.42238
136.956,-1.42255
137.009,-1.42273
137.053,-1.42291
137.106,-1.42309
137.16,-1.42328
137.21,-1.42347
137.256,-1.42367
137.308,-1.42387
137.359,-1.42408
137.405,-1.42429
137.459,-1.42451
137.51,-1.42473
137.556,-1.42494
137.608,-1.42516
137.657,-1.42537
137.707,-1.42558
137.758,-1.42578
137.808,-1.42598
137.857,-1.42617
137.907,-1.42634
137.958,-1.42651
138.006,-1.42667
138.058,-1.42682
138.107,-1.42698
138.16,-1.42713
138.208,-1.42729
138.26,-1.42745
138.308,-1.42761
138.358,-1.42778
138.406,-1.42796
138.459,-1.42815
138.506,-1.42836
138.56,-1.42857
138.606,-1.42879
138.655,-1.42903
138.704,-1.42926
138.755,-1.4295
138.812,-1.42974
138.86,-1.42998
138.907,-1.43021
138.956,-1.43043
139.008,-1.43064
139.059,-1.43084
139.108,-1.43102
139.157,-1.43119
139.203,-1.43134
