Sample temperature (C),Heat flow (mW)
70.102,-0.07791
70.099,-0.07809
70.103,-0.07816
70.105,-0.07821
70.114,-0.07826
70.123,-0.07831
70.137,-0.07837
70.155,-0.07853
70.18,-0.07881
70.197,-0.07896
70.23,-0.07908
70.256,-0.07922
70.292,-0.07938
70.324,-0.0797
70.355,-0.08024
70.391,-0.08079
70.43,-0.08157
70.471,-0.08237
70.51,-0.08344
70.55,-0.08455
70.588,-0.08612
70.628,-0.08797
70.675,-0.09006
70.722,-0.09239
70.762,-0.09497
70.81,-0.0978
70.855,-0.10072
70.895,-0.10367
70.943,-0.10721
70.991,-0.11109
71.04,-0.11526
71.085,-0.11972
71.129,-0.12444
71.18,-0.12961
71.227,-0.13526
71.275,-0.14085
71.327,-0.14662
71.368,-0.15261
71.423,-0.15896
71.472,-0.1657
71.522,-0.17247
71.57,-0.17962
71.612,-0.18679
71.665,-0.19388
71.715,-0.20124
71.765,-0.20868
71.813,-0.21621
71.866,-0.22381
71.909,-0.23116
71.959,-0.23835
72.013,-0.2454
72.063,-0.25232
72.114,-0.25923
72.16,-0.26615
72.214,-0.2732
72.268,-0.2805
72.31,-0.28786
72.359,-0.29526
72.413,-0.30269
72.464,-0.31001
72.509,-0.31716
72.565,-0.32432
72.615,-0.33133
72.663,-0.33835
72.708,-0.34508
72.762,-0.35157
72.815,-0.35782
72.862,-0.36406
72.911,-0.37015
72.961,-0.37626
73.012,-0.38214
73.06,-0.38791
73.115,-0.39373
73.163,-0.39962
73.214,-0.40531
73.259,-0.4109
73.315,-0.41652
73.361,-0.4222
73.412,-0.42776
73.465,-0.43333
73.512,-0.43878
73.561,-0.44432
73.614,-0.44984
73.66,-0.45531
73.712,-0.46064
73.761,-0.46583
73.809,-0.47112
73.863,-0.47647
73.913,-0.48186
73.968,-0.4871
74.013,-0.49228
74.063,-0.4974
74.113,-0.50248
74.161,-0.50751
74.213,-0.5125
74.26,-0.51752
74.309,-0.5226
74.359,-0.52751
74.414,-0.53242
74.464,-0.53739
74.513,-0.54219
74.566,-0.54691
74.611,-0.55159
74.665,-0.55616
74.714,-0.56062
74.764,-0.56509
74.816,-0.56947
74.863,-0.57386
74.914,-0.57814
74.959,-0.58251
75.017,-0.58688
75.068,-0.59121
75.113,-0.59544
75.159,-0.59955
75.21,-0.60375
75.267,-0.60795
75.315,-0.61211
75.363,-0.61618
75.411,-0.62014
75.46,-0.62416
75.514,-0.62816
75.565,-0.63213
75.607,-0.63612
75.666,-0.64016
75.716,-0.64404
75.764,-0.64784
75.818,-0.65161
75.866,-0.65535
75.914,-0.65914
75.96,-0.66298
76.017,-0.66671
76.062,-0.67045
76.114,-0.67409
76.165,-0.67775
76.214,-0.68128
76.267,-0.68472
76.312,-0.68808
76.367,-0.69145
76.415,-0.69471
76.466,-0.69791
76.513,-0.70108
76.566,-0.70431
76.616,-0.70751
76.666,-0.71068
76.715,-0.71376
76.766,-0.71694
76.814,-0.72023
76.869,-0.72353
76.917,-0.72682
76.964,-0.73009
77.014,-0.73328
77.066,-0.73638
77.118,-0.73955
77.163,-0.74273
77.216,-0.74588
77.263,-0.749
77.315,-0.75215
77.364,-0.75535
77.419,-0.75842
77.469,-0.76144
77.516,-0.76443
77.565,-0.76741
77.616,-0.77038
77.667,-0.77338
77.714,-0.77642
77.765,-0.77941
77.814,-0.78245
77.866,-0.78551
77.916,-0.78857
77.966,-0.79159
78.015,-0.79465
78.065,-0.79767
78.112,-0.8007
78.167,-0.80367
78.212,-0.80646
78.264,-0.80915
78.313,-0.81189
78.364,-0.81457
78.417,-0.81715
78.463,-0.81974
78.514,-0.82223
78.568,-0.8248
78.618,-0.82737
78.666,-0.82993
78.716,-0.83241
78.765,-0.83474
78.817,-0.8371
78.864,-0.83951
78.917,-0.84183
78.966,-0.84411
79.02,-0.84636
79.067,-0.8487
79.115,-0.85103
79.164,-0.85327
79.216,-0.85555
79.266,-0.85779
79.315,-0.86005
79.367,-0.86241
79.413,-0.8647
79.465,-0.86689
79.519,-0.86917
79.562,-0.87146
79.618,-0.87373
79.666,-0.87598
79.719,-0.87825
79.764,-0.88055
79.82,-0.88275
79.868,-0.88495
79.918,-0.88719
79.966,-0.88938
80.013,-0.8916
80.068,-0.89377
80.117,-0.89597
80.163,-0.89809
80.215,-0.90021
80.264,-0.90236
80.313,-0.90445
80.366,-0.90647
80.419,-0.9084
80.467,-0.91036
80.514,-0.91231
80.567,-0.91424
80.619,-0.91616
80.665,-0.91807
80.72,-0.91997
80.764,-0.92185
80.819,-0.92375
80.867,-0.92574
80.917,-0.92778
80.967,-0.92978
81.016,-0.93181
81.065,-0.9338
81.117,-0.93581
81.169,-0.93777
81.217,-0.93974
81.265,-0.94166
81.314,-0.94364
81.364,-0.94562
81.419,-0.94756
81.47,-0.94945
81.519,-0.95138
81.565,-0.95326
81.614,-0.95518
81.67,-0.957
81.717,-0.95878
81.768,-0.96055
81.819,-0.96232
81.868,-0.96405
81.918,-0.9657
81.966,-0.96735
82.014,-0.969
82.071,-0.97063
82.115,-0.97225
82.169,-0.97384
82.215,-0.97541
82.268,-0.97694
82.317,-0.9785
82.363,-0.98014
82.415,-0.98178
82.466,-0.98342
82.521,-0.98504
82.564,-0.98664
82.614,-0.98826
82.667,-0.98993
82.717,-0.99161
82.769,-0.99331
82.816,-0.99499
82.869,-0.99664
82.918,-0.99834
82.966,-0.99998
83.018,-1.00154
83.065,-1.00308
83.12,-1.00461
83.162,-1.0061
83.216,-1.00754
83.269,-1.00903
83.32,-1.01048
83.367,-1.01183
83.419,-1.01318
83.466,-1.01456
83.516,-1.01589
83.568,-1.01724
83.618,-1.01854
83.666,-1.01988
83.715,-1.02117
83.763,-1.0225
83.814,-1.02378
83.867,-1.02511
83.917,-1.02636
83.965,-1.0276
84.017,-1.02884
84.067,-1.03008
84.117,-1.03131
84.167,-1.03254
84.214,-1.03376
84.265,-1.035
84.317,-1.03627
84.364,-1.0375
84.414,-1.03879
84.467,-1.04008
84.518,-1.04136
84.564,-1.04262
84.614,-1.04387
84.667,-1.0451
84.715,-1.04633
84.767,-1.04755
84.817,-1.04877
84.868,-1.04999
84.914,-1.0512
84.968,-1.05242
85.019,-1.05364
85.066,-1.05485
85.115,-1.05606
85.168,-1.05726
85.217,-1.05846
85.269,-1.05965
85.314,-1.06083
85.367,-1.062
85.416,-1.06316
85.464,-1.06431
85.517,-1.06546
85.565,-1.06661
85.615,-1.06775
85.659,-1.06889
85.711,-1.07001
85.768,-1.07113
85.815,-1.07225
85.867,-1.07336
85.916,-1.07446
85.964,-1.07555
86.017,-1.07662
86.064,-1.07768
86.12,-1.07873
86.164,-1.07977
86.213,-1.08081
86.262,-1.08184
86.317,-1.08288
86.37,-1.08392
86.417,-1.08495
86.462,-1.08599
86.518,-1.08702
86.566,-1.08806
86.616,-1.08909
86.667,-1.09012
86.713,-1.09114
86.763,-1.09216
86.818,-1.09318
86.862,-1.09419
86.919,-1.0952
86.964,-1.0962
87.013,-1.09719
87.063,-1.09819
87.117,-1.09917
87.166,-1.10015
87.218,-1.10113
87.26,-1.10209
87.316,-1.10305
87.362,-1.10401
87.413,-1.10495
87.466,-1.1059
87.513,-1.10683
87.565,-1.10776
87.615,-1.10869
87.668,-1.10962
87.712,-1.11055
87.764,-1.11148
87.814,-1.11241
87.865,-1.11334
87.915,-1.11427
87.964,-1.1152
88.014,-1.11612
88.065,-1.11704
88.113,-1.11795
88.163,-1.11886
88.215,-1.11975
88.269,-1.12065
88.309,-1.12153
88.366,-1.12241
88.414,-1.12328
88.462,-1.12414
88.513,-1.12499
88.563,-1.12584
88.612,-1.12668
88.662,-1.12751
88.713,-1.12833
88.764,-1.12915
88.812,-1.12996
88.863,-1.13076
88.914,-1.13155
88.962,-1.13234
89.016,-1.13312
89.061,-1.1339
89.115,-1.13468
89.16,-1.13546
89.216,-1.13624
89.267,-1.13702
89.316,-1.13779
89.364,-1.13857
89.41,-1.13935
89.465,-1.14012
89.511,-1.1409
89.565,-1.14167
89.612,-1.14243
89.663,-1.14319
89.715,-1.14395
89.762,-1.1447
89.811,-1.14545
89.865,-1.14619
89.913,-1.14692
89.958,-1.14764
90.012,-1.14836
90.064,-1.14906
90.112,-1.14976
90.166,-1.15045
90.214,-1.15114
90.259,-1.15183
90.315,-1.15251
90.361,-1.1532
90.413,-1.15388
90.466,-1.15457
90.511,-1.15525
90.559,-1.15594
90.613,-1.15663
90.665,-1.15733
90.711,-1.15803
90.761,-1.15873
90.807,-1.15943
90.861,-1.16013
90.912,-1.16082
90.961,-1.1615
91.011,-1.16219
91.061,-1.16286
91.111,-1.16353
91.163,-1.16419
91.212,-1.16484
91.263,-1.16549
91.31,-1.16612
91.363,-1.16675
91.413,-1.16737
91.463,-1.16798
91.513,-1.16859
91.562,-1.1692
91.614,-1.16981
91.658,-1.17041
91.714,-1.17101
91.759,-1.17161
91.811,-1.17221
91.862,-1.17281
91.91,-1.1734
91.967,-1.17399
92.014,-1.17457
92.062,-1.17515
92.113,-1.17572
92.159,-1.17629
92.209,-1.17687
92.262,-1.17744
92.313,-1.17801
92.362,-1.17857
92.408,-1.17914
92.462,-1.1797
92.508,-1.18025
92.566,-1.18081
92.608,-1.18135
92.66,-1.18189
92.714,-1.18243
92.76,-1.18297
92.809,-1.1835
92.859,-1.18403
92.908,-1.18457
92.959,-1.1851
93.009,-1.18564
93.064,-1.18618
93.109,-1.18672
93.162,-1.18726
93.209,-1.1878
93.259,-1.18834
93.311,-1.18887
93.361,-1.1894
93.413,-1.18993
93.46,-1.19045
93.508,-1.19096
93.561,-1.19147
93.609,-1.19198
93.661,-1.19249
93.709,-1.19301
93.758,-1.19352
93.806,-1.19404
93.859,-1.19457
93.911,-1.1951
93.959,-1.19563
94.009,-1.19616
94.055,-1.19668
94.106,-1.19721
94.159,-1.19773
94.211,-1.19825
94.26,-1.19876
94.307,-1.19926
94.357,-1.19976
94.411,-1.20025
94.457,-1.20074
94.512,-1.20122
94.556,-1.2017
94.607,-1.20217
94.657,-1.20264
94.711,-1.20311
94.761,-1.20357
94.807,-1.20402
94.856,-1.20447
94.908,-1.20492
94.963,-1.20537
95.01,-1.20582
95.058,-1.20627
95.108,-1.20672
95.156,-1.20718
95.212,-1.20763
95.255,-1.20809
95.31,-1.20855
95.358,-1.209
95.407,-1.20945
95.461,-1.20991
95.508,-1.21036
95.558,-1.2108
95.607,-1.21125
95.657,-1.2117
95.705,-1.21215
95.759,-1.2126
95.808,-1.21306
95.86,-1.21353
95.908,-1.214
95.957,-1.21449
96.006,-1.21497
96.06,-1.21546
96.105,-1.21594
96.157,-1.21642
96.206,-1.21688
96.256,-1.21734
96.305,-1.21779
96.358,-1.21823
96.408,-1.21867
96.456,-1.21909
96.506,-1.21951
96.555,-1.21992
96.608,-1.22032
96.656,-1.22072
96.706,-1.2211
96.755,-1.22148
96.804,-1.22186
96.858,-1.22224
96.907,-1.22263
96.956,-1.22302
97.006,-1.22341
97.052,-1.22381
97.105,-1.2242
97.158,-1.2246
97.206,-1.22501
97.259,-1.22542
97.303,-1.22583
97.353,-1.22626
97.407,-1.22668
97.455,-1.22711
97.504,-1.22755
97.553,-1.22798
97.605,-1.22842
97.653,-1.22886
97.704,-1.2293
97.755,-1.22974
97.804,-1.23017
97.856,-1.2306
97.904,-1.23103
97.957,-1.23145
98.006,-1.23187
98.052,-1.23228
98.104,-1.23268
98.155,-1.23308
98.203,-1.23348
98.251,-1.23388
98.306,-1.23427
98.352,-1.23467
98.4,-1.23507
98.458,-1.23547
98.502,-1.23587
98.554,-1.23626
98.605,-1.23665
98.655,-1.23704
98.707,-1.23742
98.751,-1.2378
98.803,-1.23817
98.851,-1.23853
98.901,-1.23889
98.952,-1.23925
99.003,-1.23961
99.056,-1.23997
99.1,-1.24033
99.155,-1.24069
99.203,-1.24105
99.255,-1.24143
99.304,-1.2418
99.354,-1.24218
99.404,-1.24257
99.455,-1.24295
99.505,-1.24333
99.552,-1.2437
99.604,-1.24406
99.651,-1.24442
99.704,-1.24477
99.751,-1.24511
99.801,-1.24546
99.851,-1.24581
99.904,-1.24616
99.955,-1.24651
100.003,-1.24687
100.055,-1.24722
100.103,-1.24757
100.151,-1.24792
100.201,-1.24826
100.245,-1.24861
100.301,-1.24895
100.351,-1.24929
100.404,-1.24962
100.452,-1.24996
100.501,-1.2503
100.548,-1.25064
100.604,-1.25098
100.649,-1.25132
100.706,-1.25166
100.751,-1.25199
100.801,-1.25231
100.85,-1.25263
100.903,-1.25294
100.952,-1.25325
101.003,-1.25356
101.047,-1.25387
101.101,-1.25418
101.15,-1.2545
101.206,-1.25482
101.253,-1.25515
101.298,-1.25546
101.351,-1.25578
101.399,-1.25609
101.455,-1.25641
101.501,-1.25672
101.553,-1.25705
101.599,-1.25737
101.65,-1.2577
101.703,-1.25803
101.751,-1.25836
101.801,-1.2587
101.847,-1.25904
101.901,-1.25938
101.948,-1.25973
101.999,-1.26008
102.052,-1.26044
102.099,-1.2608
102.15,-1.26115
102.198,-1.26151
102.248,-1.26186
102.301,-1.2622
102.349,-1.26254
102.399,-1.26288
102.449,-1.26321
102.497,-1.26353
102.548,-1.26383
102.602,-1.26413
102.649,-1.26441
102.698,-1.26468
102.749,-1.26494
102.8,-1.2652
102.85,-1.26545
102.9,-1.2657
102.949,-1.26595
103.0,-1.26621
103.049,-1.26647
103.098,-1.26674
103.147,-1.26702
103.198,-1.2673
103.245,-1.26758
103.3,-1.26786
103.35,-1.26814
103.393,-1.26842
103.449,-1.26871
103.496,-1.26899
103.55,-1.26928
103.6,-1.26956
103.645,-1.26985
103.701,-1.27014
103.746,-1.27043
103.794,-1.27072
103.848,-1.27101
103.899,-1.2713
103.949,-1.27159
103.996,-1.27188
104.047,-1.27217
104.095,-1.27246
104.146,-1.27274
104.196,-1.27302
104.245,-1.27329
104.295,-1.27356
104.348,-1.27383
104.394,-1.2741
104.444,-1.27438
104.498,-1.27467
104.546,-1.27497
104.597,-1.27527
104.648,-1.27558
104.696,-1.2759
104.747,-1.27621
104.798,-1.27652
104.848,-1.27682
104.895,-1.27712
104.95,-1.27741
104.999,-1.2777
105.046,-1.27799
105.093,-1.27828
105.147,-1.27857
105.196,-1.27886
105.246,-1.27914
105.297,-1.27943
105.348,-1.27971
105.393,-1.28
105.444,-1.28027
105.494,-1.28055
105.544,-1.28083
105.594,-1.2811
105.648,-1.28137
105.7,-1.28163
105.747,-1.28189
105.798,-1.28215
105.85,-1.28241
105.894,-1.28266
105.945,-1.28292
105.994,-1.28318
106.047,-1.28343
106.093,-1.28369
106.148,-1.28394
106.192,-1.28421
106.243,-1.28447
106.295,-1.28475
106.348,-1.28502
106.393,-1.2853
106.447,-1.28558
106.49,-1.28586
106.547,-1.28614
106.595,-1.28642
