Sample temperature (C),Heat flow (mW)
84.716,-1.06279
84.764,-1.06393
84.816,-1.0651
84.864,-1.06623
84.916,-1.06737
84.967,-1.06844
85.016,-1.06953
85.066,-1.07064
85.115,-1.07173
85.171,-1.07286
85.218,-1.07401
85.267,-1.07515
85.315,-1.07628
85.364,-1.07742
85.415,-1.07854
85.468,-1.07966
85.513,-1.08077
85.565,-1.08187
85.612,-1.08295
85.664,-1.08403
85.714,-1.0851
85.77,-1.08617
85.817,-1.08722
85.865,-1.08827
85.915,-1.08931
85.965,-1.09035
86.016,-1.09138
86.065,-1.0924
86.119,-1.09341
86.163,-1.09442
86.216,-1.09543
86.271,-1.09642
86.318,-1.09742
86.368,-1.09841
86.413,-1.09941
86.465,-1.10041
86.517,-1.10141
86.567,-1.10242
86.615,-1.10343
86.665,-1.10443
86.712,-1.10543
86.763,-1.10643
86.817,-1.10743
86.869,-1.10841
86.915,-1.10939
86.967,-1.11035
87.015,-1.11131
87.065,-1.11225
87.119,-1.11319
87.167,-1.11413
87.217,-1.11506
87.265,-1.11598
87.315,-1.1169
87.363,-1.11781
87.417,-1.11871
87.462,-1.11961
87.511,-1.12049
87.566,-1.12137
87.612,-1.12224
87.667,-1.12311
87.717,-1.12396
87.766,-1.1248
87.813,-1.12564
87.867,-1.12647
87.918,-1.12729
87.965,-1.12812
88.012,-1.12895
88.064,-1.12977
88.113,-1.1306
88.169,-1.13143
88.219,-1.13226
88.267,-1.1331
88.315,-1.13393
88.365,-1.13477
88.415,-1.13561
88.463,-1.13644
88.514,-1.13727
88.565,-1.1381
88.613,-1.13892
88.666,-1.13973
88.714,-1.14055
88.768,-1.14136
88.814,-1.14217
88.862,-1.14298
88.909,-1.14379
88.963,-1.1446
89.013,-1.14541
89.066,-1.14621
89.115,-1.14701
89.163,-1.1478
89.212,-1.14858
89.266,-1.14936
89.314,-1.15012
89.361,-1.15088
89.416,-1.15163
89.461,-1.15237
89.517,-1.15311
89.563,-1.15384
89.616,-1.15457
89.664,-1.15531
89.715,-1.15604
89.764,-1.15678
89.812,-1.15751
89.867,-1.15824
89.91,-1.15898
89.963,-1.1597
90.014,-1.16043
90.065,-1.16115
90.112,-1.16187
90.166,-1.16258
90.211,-1.16328
90.263,-1.16397
90.308,-1.16466
90.363,-1.16534
90.413,-1.16601
90.461,-1.16669
90.513,-1.16735
90.561,-1.16802
90.613,-1.16868
90.663,-1.16933
90.711,-1.16999
90.761,-1.17065
90.811,-1.1713
90.863,-1.17194
90.915,-1.17258
90.962,-1.17321
91.013,-1.17385
91.062,-1.17447
91.113,-1.1751
91.164,-1.17572
91.209,-1.17634
91.264,-1.17694
91.309,-1.17754
91.364,-1.17813
91.41,-1.1787
91.464,-1.17926
91.516,-1.17982
91.561,-1.18037
91.609,-1.18092
91.661,-1.18147
91.711,-1.18202
91.766,-1.18257
91.812,-1.18313
91.857,-1.18369
91.911,-1.18426
91.963,-1.18485
92.012,-1.18544
92.064,-1.18603
92.112,-1.18663
92.161,-1.18724
92.218,-1.18785
92.263,-1.18846
92.309,-1.18908
92.363,-1.1897
92.409,-1.19031
92.463,-1.19092
92.511,-1.19152
92.56,-1.19211
92.609,-1.19269
92.661,-1.19325
92.713,-1.19381
92.761,-1.19435
92.813,-1.19488
92.861,-1.19541
92.911,-1.19592
92.962,-1.19642
93.008,-1.19692
93.065,-1.19741
93.117,-1.1979
93.162,-1.19839
93.211,-1.19887
93.26,-1.19935
93.311,-1.19984
93.363,-1.20032
93.41,-1.20081
93.461,-1.2013
93.512,-1.20179
93.564,-1.20228
93.613,-1.20276
93.662,-1.20325
93.711,-1.20374
93.756,-1.20422
93.809,-1.20471
93.861,-1.2052
93.909,-1.20569
93.961,-1.20619
94.007,-1.20669
94.058,-1.2072
94.11,-1.20771
94.16,-1.20821
94.211,-1.20871
94.26,-1.2092
94.312,-1.20969
94.359,-1.21017
94.411,-1.21064
94.46,-1.2111
94.508,-1.21156
94.557,-1.212
94.609,-1.21244
94.659,-1.21287
94.708,-1.21329
94.762,-1.21371
94.811,-1.21413
94.856,-1.21455
94.91,-1.21497
94.962,-1.21539
95.013,-1.21582
95.062,-1.21626
95.109,-1.21671
95.155,-1.21717
95.206,-1.21764
95.26,-1.21812
95.309,-1.2186
95.357,-1.21909
95.409,-1.21957
95.456,-1.22004
95.511,-1.22052
95.56,-1.22099
95.608,-1.22145
95.657,-1.22191
95.708,-1.22236
95.756,-1.2228
95.811,-1.22324
95.859,-1.22368
95.91,-1.22411
95.96,-1.22455
96.005,-1.22498
96.054,-1.2254
96.107,-1.22583
96.156,-1.22625
96.211,-1.22668
96.259,-1.22711
96.307,-1.22755
96.36,-1.22799
96.41,-1.22844
96.456,-1.22889
96.507,-1.22933
96.556,-1.22977
96.61,-1.23021
96.655,-1.23065
96.707,-1.23108
96.755,-1.23151
96.809,-1.23193
96.86,-1.23234
96.908,-1.23275
96.955,-1.23316
97.008,-1.23356
97.058,-1.23396
97.106,-1.23434
97.159,-1.23472
97.208,-1.2351
97.255,-1.23546
97.305,-1.23582
97.357,-1.23617
97.409,-1.23653
97.456,-1.23688
97.506,-1.23724
97.554,-1.23761
97.605,-1.23798
97.654,-1.23836
97.707,-1.23875
97.762,-1.23915
97.808,-1.23955
97.856,-1.23995
97.907,-1.24036
97.96,-1.24077
98.007,-1.24119
98.054,-1.2416
98.104,-1.242
98.153,-1.24239
98.205,-1.24277
98.255,-1.24314
98.308,-1.2435
98.351,-1.24385
98.404,-1.24418
98.454,-1.24452
98.51,-1.24485
98.556,-1.24518
98.603,-1.24551
98.649,-1.24585
98.702,-1.24619
98.752,-1.24653
98.808,-1.24687
98.856,-1.2472
98.904,-1.24754
98.957,-1.24787
99.004,-1.2482
99.055,-1.24853
99.105,-1.24886
99.154,-1.24919
99.206,-1.24952
99.251,-1.24986
99.306,-1.2502
99.35,-1.25054
99.404,-1.25088
99.457,-1.25123
99.504,-1.25158
99.556,-1.25194
99.609,-1.25229
99.655,-1.25265
99.705,-1.25301
99.752,-1.25337
99.805,-1.25373
99.853,-1.25408
99.903,-1.25442
99.952,-1.25475
100.003,-1.25508
100.05,-1.2554
100.106,-1.25571
100.153,-1.25601
100.203,-1.2563
100.247,-1.25659
100.3,-1.25688
100.355,-1.25716
100.403,-1.25745
100.453,-1.25774
100.5,-1.25803
100.554,-1.25832
100.603,-1.25862
100.656,-1.25893
100.704,-1.25924
100.756,-1.25957
100.804,-1.2599
100.854,-1.26023
100.905,-1.26058
100.955,-1.26093
101.005,-1.2613
101.051,-1.26167
101.104,-1.26204
101.151,-1.26242
101.205,-1.26279
101.25,-1.26316
101.302,-1.26351
101.352,-1.26386
101.404,-1.26419
101.454,-1.26452
101.504,-1.26483
101.55,-1.26514
101.6,-1.26543
101.652,-1.26573
101.701,-1.26602
101.752,-1.26631
101.8,-1.2666
101.852,-1.26689
101.904,-1.26719
101.95,-1.26749
101.995,-1.26779
102.054,-1.2681
102.099,-1.26841
102.151,-1.26872
102.2,-1.26903
102.25,-1.26935
102.303,-1.26966
102.347,-1.26998
102.401,-1.2703
102.448,-1.27062
102.499,-1.27093
102.552,-1.27124
102.599,-1.27155
102.65,-1.27186
102.7,-1.27215
102.747,-1.27244
102.804,-1.27273
102.853,-1.273
102.899,-1.27328
102.953,-1.27354
102.998,-1.27381
103.049,-1.27408
103.101,-1.27436
103.147,-1.27464
103.2,-1.27493
103.247,-1.27522
103.298,-1.27551
103.349,-1.27581
103.395,-1.27611
103.447,-1.27642
103.498,-1.27673
103.548,-1.27703
103.601,-1.27734
103.654,-1.27764
103.699,-1.27795
103.747,-1.27825
103.796,-1.27855
103.849,-1.27885
103.899,-1.27915
103.953,-1.27945
104.001,-1.27976
104.048,-1.28006
104.102,-1.28037
104.145,-1.28068
104.198,-1.28099
104.249,-1.28131
104.299,-1.28164
104.35,-1.28196
104.396,-1.28228
104.449,-1.2826
104.504,-1.28292
104.548,-1.28322
104.598,-1.28352
104.649,-1.28381
104.701,-1.2841
104.747,-1.28439
104.799,-1.28468
104.849,-1.28496
104.9,-1.28525
104.945,-1.28554
104.997,-1.28583
105.048,-1.28611
105.096,-1.2864
105.147,-1.28668
105.197,-1.28697
105.249,-1.28726
105.298,-1.28754
105.348,-1.28783
105.401,-1.28812
105.443,-1.28842
105.493,-1.28871
105.549,-1.28901
105.596,-1.2893
105.647,-1.28959
105.697,-1.28987
105.745,-1.29015
105.8,-1.29042
105.849,-1.29068
105.896,-1.29093
105.946,-1.29117
105.995,-1.2914
106.049,-1.29161
106.094,-1.29182
106.145,-1.29203
106.196,-1.29224
106.247,-1.29245
106.298,-1.29268
106.343,-1.29291
106.396,-1.29315
106.449,-1.29341
106.494,-1.29368
106.545,-1.29395
106.597,-1.29423
106.645,-1.29451
106.694,-1.29479
106.747,-1.29507
106.796,-1.29535
106.844,-1.29563
106.896,-1.2959
106.95,-1.29617
106.995,-1.29643
107.047,-1.29668
107.097,-1.29693
107.145,-1.29718
107.198,-1.29742
107.246,-1.29767
107.293,-1.29791
107.345,-1.29816
107.395,-1.2984
107.448,-1.29865
107.498,-1.29891
107.543,-1.29916
107.599,-1.29942
107.644,-1.29969
107.695,-1.29995
107.746,-1.30022
107.791,-1.3005
107.844,-1.30077
107.894,-1.30105
107.943,-1.30133
107.994,-1.30161
108.045,-1.30189
108.095,-1.30217
108.143,-1.30246
108.192,-1.30274
108.247,-1.30302
108.293,-1.30331
108.346,-1.30358
108.395,-1.30386
108.443,-1.30413
108.495,-1.3044
108.542,-1.30466
108.592,-1.30492
108.643,-1.30518
108.69,-1.30543
108.743,-1.30568
108.795,-1.30593
108.842,-1.30618
108.895,-1.30642
108.942,-1.30666
108.992,-1.3069
109.04,-1.30714
109.089,-1.30736
109.144,-1.30759
109.192,-1.3078
109.238,-1.30801
109.296,-1.30821
109.345,-1.30842
109.396,-1.30862
109.441,-1.30884
109.491,-1.30906
109.543,-1.30929
109.593,-1.30954
109.643,-1.30979
109.692,-1.31005
109.742,-1.3103
109.791,-1.31056
109.84,-1.31082
109.891,-1.31108
109.944,-1.31133
109.99,-1.31158
110.042,-1.31183
110.093,-1.31208
110.138,-1.31233
110.195,-1.31258
110.243,-1.31282
110.292,-1.31307
110.343,-1.3133
110.393,-1.31353
110.444,-1.31374
110.493,-1.31394
110.541,-1.31413
110.594,-1.31431
110.64,-1.3145
110.691,-1.31468
110.74,-1.31487
110.793,-1.31506
110.844,-1.31526
110.891,-1.31546
110.939,-1.31568
110.991,-1.3159
111.039,-1.31614
111.091,-1.3164
111.138,-1.31666
111.189,-1.31694
111.239,-1.31722
111.294,-1.3175
111.341,-1.31777
111.388,-1.31803
111.441,-1.31829
111.491,-1.31853
111.54,-1.31877
111.594,-1.31899
111.641,-1.31921
111.689,-1.31942
111.737,-1.31963
111.79,-1.31983
111.842,-1.32003
111.888,-1.32023
111.941,-1.32044
111.991,-1.32065
112.04,-1.32086
112.091,-1.32107
112.143,-1.32129
112.189,-1.32151
112.236,-1.32173
112.288,-1.32196
112.336,-1.32218
112.389,-1.32241
112.439,-1.32264
112.49,-1.32287
112.537,-1.3231
112.588,-1.32333
112.638,-1.32356
112.69,-1.32379
112.737,-1.32402
112.786,-1.32425
112.839,-1.32449
112.892,-1.32472
112.94,-1.32495
112.99,-1.32518
113.039,-1.3254
113.085,-1.32562
113.14,-1.32584
113.189,-1.32605
113.238,-1.32627
113.285,-1.32649
113.337,-1.32672
113.389,-1.32695
113.437,-1.32718
113.488,-1.32742
113.535,-1.32767
113.585,-1.32792
113.639,-1.32818
113.69,-1.32844
113.738,-1.32871
113.788,-1.32898
113.835,-1.32924
113.887,-1.32951
113.939,-1.32977
113.989,-1.33003
114.036,-1.33028
114.087,-1.33054
114.138,-1.3308
114.188,-1.33106
114.235,-1.33132
114.286,-1.33158
114.335,-1.33185
114.385,-1.33211
114.44,-1.33236
114.486,-1.33261
114.539,-1.33285
114.589,-1.33308
114.638,-1.3333
114.686,-1.33351
114.734,-1.33372
114.785,-1.33393
114.841,-1.33414
114.888,-1.33435
114.934,-1.33457
114.985,-1.33478
115.035,-1.335
115.086,-1.33523
115.134,-1.33545
115.182,-1.33568
115.237,-1.33591
115.287,-1.33614
115.337,-1.33638
115.389,-1.33663
115.439,-1.33689
115.486,-1.33716
115.533,-1.33743
115.586,-1.3377
115.635,-1.33797
115.685,-1.33823
115.734,-1.3385
115.781,-1.33875
115.834,-1.33901
115.885,-1.33926
115.93,-1.3395
115.981,-1.33973
116.033,-1.33995
116.086,-1.34016
116.136,-1.34037
116.183,-1.34057
116.235,-1.34076
116.282,-1.34096
116.331,-1.34117
116.388,-1.34138
116.433,-1.34161
116.482,-1.34184
116.536,-1.34208
116.584,-1.34233
116.634,-1.34258
116.685,-1.34284
116.739,-1.34311
116.785,-1.34337
116.834,-1.34364
116.887,-1.3439
116.934,-1.34416
116.982,-1.3444
117.032,-1.34464
117.082,-1.34487
117.131,-1.34509
117.178,-1.34531
117.235,-1.34552
117.284,-1.34572
117.328,-1.34593
117.382,-1.34614
117.431,-1.34636
117.482,-1.34659
117.531,-1.34682
117.582,-1.34706
117.634,-1.34731
117.681,-1.34757
117.731,-1.34783
117.783,-1.34809
117.836,-1.34835
117.885,-1.34861
117.932,-1.34887
117.983,-1.34913
118.032,-1.34938
118.086,-1.34962
118.134,-1.34985
118.183,-1.35007
118.231,-1.35027
118.281,-1.35046
118.333,-1.35064
118.38,-1.35081
118.432,-1.35097
118.482,-1.35113
118.532,-1.35128
118.583,-1.35143
118.636,-1.35159
118.682,-1.35176
118.733,-1.35194
118.783,-1.35213
118.835,-1.35234
118.884,-1.35256
118.934,-1.35279
118.984,-1.35303
119.032,-1.35328
119.086,-1.35354
119.133,-1.35379
119.184,-1.35405
119.236,-1.3543
119.281,-1.35454
119.331,-1.35477
119.388,-1.35499
119.435,-1.35521
119.488,-1.35542
119.533,-1.35563
119.583,-1.35584
119.634,-1.35605
119.684,-1.35626
119.734,-1.35648
119.781,-1.3567
119.832,-1.35693
119.882,-1.35715
119.929,-1.35738
119.983,-1.35761
120.031,-1.35784
120.075,-1.35807
120.131,-1.35829
120.176,-1.35852
120.23,-1.35874
120.281,-1.35896
120.327,-1.35918
120.381,-1.3594
120.429,-1.35962
120.477,-1.35984
120.531,-1.36007
120.578,-1.3603
120.628,-1.36053
120.679,-1.36076
120.729,-1.36099
120.779,-1.36123
120.834,-1.36146
120.881,-1.36168
120.928,-1.36191
120.979,-1.36212
121.033,-1.36233
121.078,-1.36253
121.129,-1.36272
121.18,-1.3629
121.229,-1.36308
121.28,-1.36325
121.332,-1.36343
121.383,-1.3636
121.431,-1.36377
121.481,-1.36394
121.532,-1.36412
121.583,-1.36431
121.63,-1.3645
121.685,-1.36469
121.728,-1.36489
121.779,-1.36509
121.837,-1.3653
121.88,-1.36551
121.932,-1.36573
121.98,-1.36595
122.029,-1.36618
122.082,-1.36641
122.131,-1.36663
122.183,-1.36686
122.227,-1.36709
122.282,-1.36731
122.329,-1.36753
122.376,-1.36775
122.434,-1.36795
122.479,-1.36815
122.526,-1.36834
122.578,-1.36852
122.626,-1.3687
122.676,-1.36887
122.73,-1.36904
122.777,-1.36921
122.829,-1.36938
122.876,-1.36956
122.927,-1.36974
122.978,-1.36994
123.026,-1.37014
123.078,-1.37036
123.126,-1.37058
123.174,-1.37082
123.225,-1.37107
123.275,-1.37132
123.324,-1.37158
123.377,-1.37183
123.423,-1.37209
123.476,-1.37233
123.524,-1.37257
123.573,-1.37279
123.623,-1.373
123.675,-1.3732
123.726,-1.37338
123.777,-1.37355
123.825,-1.37372
123.876,-1.37388
123.927,-1.37403
123.977,-1.37418
124.03,-1.37434
124.075,-1.3745
124.127,-1.37467
124.177,-1.37485
124.227,-1.37504
124.277,-1.37524
124.326,-1.37545
124.374,-1.37567
124.425,-1.37589
124.473,-1.37612
124.528,-1.37634
124.578,-1.37657
124.627,-1.37679
124.672,-1.37701
124.723,-1.37724
124.774,-1.37746
124.821,-1.37768
124.874,-1.3779
124.925,-1.37812
124.973,-1.37833
125.024,-1.37854
125.079,-1.37874
125.127,-1.37893
125.175,-1.37912
125.223,-1.37929
125.276,-1.37946
125.324,-1.37963
125.374,-1.37979
125.426,-1.37995
125.474,-1.38011
125.526,-1.38027
125.572,-1.38044
125.623,-1.38061
125.673,-1.38079
125.725,-1.38098
125.773,-1.38118
125.822,-1.38139
125.874,-1.3816
125.923,-1.38182
125.975,-1.38205
126.023,-1.38229
126.071,-1.38254
126.123,-1.38279
126.173,-1.38305
126.225,-1.38332
126.278,-1.38359
126.322,-1.38386
126.37,-1.38413
126.423,-1.38441
126.474,-1.38468
126.527,-1.38495
126.575,-1.38522
126.622,-1.38549
126.675,-1.38575
126.726,-1.38601
126.778,-1.38627
126.823,-1.38651
126.871,-1.38675
126.922,-1.38699
126.975,-1.38722
127.021,-1.38744
127.073,-1.38767
127.121,-1.38789
127.172,-1.3881
127.225,-1.3883
127.273,-1.3885
127.322,-1.3887
127.373,-1.38889
127.422,-1.38908
127.471,-1.38927
127.523,-1.38947
127.57,-1.38967
127.623,-1.38987
127.67,-1.39008
127.722,-1.39029
127.774,-1.3905
127.824,-1.39072
127.869,-1.39093
127.924,-1.39115
127.972,-1.39137
128.022,-1.39158
128.074,-1.39179
128.122,-1.392
128.17,-1.39221
128.22,-1.39242
128.272,-1.39263
128.319,-1.39283
128.372,-1.39304
128.42,-1.39325
128.47,-1.39347
128.521,-1.39369
128.571,-1.39391
128.626,-1.39413
128.674,-1.39435
128.721,-1.39457
128.775,-1.3948
128.818,-1.39502
128.872,-1.39525
128.921,-1.39547
128.97,-1.39568
129.019,-1.3959
129.069,-1.3961
129.12,-1.39631
129.17,-1.39651
129.225,-1.39671
129.271,-1.39691
129.319,-1.39711
129.371,-1.39731
129.424,-1.39751
129.47,-1.39772
129.521,-1.39792
129.57,-1.39813
129.619,-1.39834
129.668,-1.39854
129.718,-1.39875
129.769,-1.39896
129.819,-1.39917
129.868,-1.39939
129.919,-1.39961
129.97,-1.39984
130.021,-1.40008
130.07,-1.40033
130.115,-1.4006
130.168,-1.40087
130.218,-1.40115
130.267,-1.40144
130.319,-1.40172
130.368,-1.402
130.418,-1.40227
130.467,-1.40254
130.521,-1.40279
130.571,-1.40302
130.615,-1.40324
130.67,-1.40344
130.718,-1.40364
130.77,-1.40382
130.817,-1.404
130.869,-1.40418
130.917,-1.40436
130.967,-1.40454
131.02,-1.40473
131.07,-1.40492
131.119,-1.40512
131.168,-1.40531
131.217,-1.40551
131.266,-1.4057
131.321,-1.40589
131.368,-1.40608
131.418,-1.40626
131.469,-1.40643
131.516,-1.40661
131.567,-1.40679
131.62,-1.40696
131.667,-1.40713
131.717,-1.40731
131.765,-1.4075
131.813,-1.40769
131.868,-1.40789
131.917,-1.4081
131.967,-1.40833
132.019,-1.40856
132.064,-1.4088
132.12,-1.40905
132.166,-1.4093
132.217,-1.40956
132.266,-1.40982
132.312,-1.41008
132.367,-1.41034
132.416,-1.4106
132.463,-1.41084
132.519,-1.41108
132.565,-1.4113
132.618,-1.4115
132.663,-1.4117
132.714,-1.41189
132.766,-1.41208
132.817,-1.41227
132.865,-1.41246
132.915,-1.41267
132.968,-1.41289
133.018,-1.41311
133.064,-1.41335
133.114,-1.41359
133.166,-1.41384
133.216,-1.41409
133.262,-1.41434
133.317,-1.4146
133.365,-1.41485
133.414,-1.41509
133.466,-1.41533
133.514,-1.41556
133.566,-1.41577
133.615,-1.41598
133.664,-1.41617
133.716,-1.41635
133.764,-1.41651
133.815,-1.41667
133.865,-1.41682
133.916,-1.41697
133.968,-1.41713
134.016,-1.41729
134.062,-1.41745
134.113,-1.41762
134.163,-1.4178
134.216,-1.41799
134.265,-1.41819
134.315,-1.41839
134.363,-1.41861
134.413,-1.41884
134.463,-1.41907
134.511,-1.4193
134.566,-1.41953
134.613,-1.41975
134.664,-1.41996
134.716,-1.42017
134.762,-1.42037
134.816,-1.42056
134.863,-1.42074
134.915,-1.42091
134.966,-1.42107
135.012,-1.42123
135.066,-1.42138
135.114,-1.42154
135.16,-1.42169
135.216,-1.42185
135.261,-1.42202
135.311,-1.42219
135.366,-1.42237
135.412,-1.42257
135.462,-1.42278
135.515,-1.42302
135.562,-1.42327
135.615,-1.42353
135.665,-1.4238
135.714,-1.42408
135.758,-1.42436
135.815,-1.42463
135.862,-1.42489
135.912,-1.42515
135.965,-1.42538
136.014,-1.42561
136.058,-1.42582
136.115,-1.42601
136.165,-1.4262
136.214,-1.42639
136.262,-1.42658
136.314,-1.42676
136.361,-1.42695
136.409,-1.42714
136.463,-1.42733
136.512,-1.42752
136.559,-1.42772
136.609,-1.42792
136.661,-1.42812
136.71,-1.42832
136.764,-1.42852
136.808,-1.42872
136.867,-1.42891
136.909,-1.4291
136.959,-1.42927
137.014,-1.42944
137.059,-1.42961
137.111,-1.42977
137.165,-1.42993
137.208,-1.43009
137.261,-1.43024
137.311,-1.4304
137.359,-1.43057
137.411,-1.43074
137.456,-1.43092
137.51,-1.43111
137.56,-1.43131
137.607,-1.43151
137.661,-1.43172
137.707,-1.43192
137.762,-1.43212
137.81,-1.43232
137.861,-1.43252
137.913,-1.43272
137.958,-1.43292
138.01,-1.43311
138.062,-1.43331
138.111,-1.43351
138.163,-1.43371
138.206,-1.43391
138.255,-1.43411
138.308,-1.43432
138.359,-1.43453
138.412,-1.43475
138.461,-1.43497
138.511,-1.43519
138.558,-1.43543
138.61,-1.43566
138.659,-1.43591
138.709,-1.43616
138.759,-1.43641
138.811,-1.43667
138.857,-1.43692
138.908,-1.43717
138.959,-1.43741
139.008,-1.43765
139.063,-1.43789
139.11,-1.43812
