Sample temperature (C),Heat flow (mW)
70.096,-0.07786
70.095,-0.07809
70.092,-0.07824
70.1,-0.07844
70.097,-0.07853
70.1,-0.07861
70.107,-0.07868
70.119,-0.07876
70.131,-0.07885
70.154,-0.07895
70.171,-0.07906
70.201,-0.07918
70.228,-0.07932
70.256,-0.07947
70.29,-0.07963
70.319,-0.07974
70.356,-0.08001
70.389,-0.08049
70.427,-0.08099
70.468,-0.08172
70.507,-0.08247
70.545,-0.08366
70.586,-0.08494
70.632,-0.08623
70.672,-0.08803
70.716,-0.08997
70.761,-0.09194
70.803,-0.09449
70.849,-0.09738
70.893,-0.10058
70.939,-0.10407
70.986,-0.10785
71.035,-0.11193
71.08,-0.1163
71.127,-0.12114
71.175,-0.12648
71.226,-0.13176
71.273,-0.13721
71.317,-0.14304
71.368,-0.14926
71.42,-0.15555
71.461,-0.16212
71.512,-0.16869
71.568,-0.17549
71.613,-0.18227
71.657,-0.18934
71.713,-0.1965
71.765,-0.20368
71.809,-0.21086
71.859,-0.21806
71.909,-0.22527
71.956,-0.23228
72.011,-0.23918
72.058,-0.24598
72.109,-0.25269
72.158,-0.25938
72.209,-0.26605
72.26,-0.27276
72.305,-0.27963
72.358,-0.28669
72.405,-0.29378
72.455,-0.3009
72.504,-0.30797
72.559,-0.31492
72.602,-0.3219
72.653,-0.32868
72.706,-0.33537
72.757,-0.34199
72.809,-0.34855
72.857,-0.35494
72.909,-0.36114
72.956,-0.36742
73.009,-0.37368
73.057,-0.37987
73.108,-0.38598
73.159,-0.39203
73.207,-0.39801
73.255,-0.40391
73.307,-0.40975
73.358,-0.41551
73.409,-0.42122
73.461,-0.42678
73.511,-0.43219
73.558,-0.4377
73.606,-0.44312
73.657,-0.44842
73.714,-0.45374
73.758,-0.4589
73.81,-0.46406
73.855,-0.46926
73.905,-0.47436
73.959,-0.47947
74.01,-0.48446
74.059,-0.48954
74.106,-0.49461
74.16,-0.49964
74.21,-0.50461
74.258,-0.50954
74.312,-0.51442
74.355,-0.51926
74.405,-0.52406
74.459,-0.5288
74.507,-0.53351
74.559,-0.53824
74.613,-0.54301
74.658,-0.54763
74.708,-0.55224
74.759,-0.5569
74.813,-0.56142
74.859,-0.56594
74.909,-0.57051
74.96,-0.57487
75.011,-0.57908
75.06,-0.58336
75.109,-0.58762
75.159,-0.59185
75.207,-0.59605
75.259,-0.6002
75.309,-0.60433
75.363,-0.60834
75.409,-0.61223
75.463,-0.61616
75.512,-0.62001
75.559,-0.62389
75.611,-0.62764
75.659,-0.63134
75.711,-0.63501
75.761,-0.63871
75.812,-0.64246
75.857,-0.64608
75.913,-0.64969
75.963,-0.6534
76.011,-0.65711
76.058,-0.66073
76.114,-0.66429
76.159,-0.66801
76.212,-0.67162
76.265,-0.67518
76.31,-0.67871
76.356,-0.68221
76.411,-0.68574
76.458,-0.68932
76.508,-0.69278
76.562,-0.69615
76.61,-0.69943
76.656,-0.70278
76.71,-0.70613
76.761,-0.70941
76.807,-0.7126
76.862,-0.71586
76.912,-0.71911
76.961,-0.72235
77.012,-0.72556
77.064,-0.72881
77.111,-0.7321
77.158,-0.73527
77.214,-0.73844
77.264,-0.74165
77.311,-0.74475
77.362,-0.74781
77.41,-0.75086
77.458,-0.75389
77.508,-0.75687
77.565,-0.75978
77.616,-0.76272
77.662,-0.7656
77.711,-0.76851
77.76,-0.7713
77.809,-0.7741
77.86,-0.77693
77.912,-0.77964
77.961,-0.78236
78.01,-0.78518
78.063,-0.78801
78.112,-0.79082
78.162,-0.79356
78.211,-0.79621
78.259,-0.79892
78.311,-0.80163
78.365,-0.80432
78.418,-0.80703
78.463,-0.80979
78.514,-0.81249
78.561,-0.8152
78.609,-0.8178
78.662,-0.8204
78.713,-0.82304
78.765,-0.82562
78.812,-0.82822
78.86,-0.83073
78.914,-0.83325
78.966,-0.83582
79.013,-0.8383
79.061,-0.84074
79.108,-0.84312
79.16,-0.84543
79.212,-0.8478
79.26,-0.85017
79.312,-0.85254
79.362,-0.85489
79.413,-0.85719
79.462,-0.85943
79.514,-0.86168
79.564,-0.86385
79.613,-0.86603
79.661,-0.86825
79.711,-0.87038
79.762,-0.87249
79.812,-0.87461
79.86,-0.8768
79.913,-0.87895
79.965,-0.88104
80.012,-0.88319
80.06,-0.88534
80.115,-0.88748
80.164,-0.88959
80.213,-0.89165
80.259,-0.89374
80.315,-0.89578
80.359,-0.89782
80.414,-0.89985
80.463,-0.90185
80.511,-0.90383
80.564,-0.90581
80.614,-0.90782
80.662,-0.90978
80.714,-0.9118
80.764,-0.91378
80.81,-0.91569
80.862,-0.91767
80.912,-0.91966
80.964,-0.92163
81.011,-0.9236
81.06,-0.92554
81.109,-0.92752
81.167,-0.92953
81.212,-0.93145
81.263,-0.93337
81.312,-0.93536
81.362,-0.93732
81.414,-0.93921
81.464,-0.94116
81.511,-0.94312
81.563,-0.94506
81.609,-0.94699
81.662,-0.94891
81.714,-0.95082
81.766,-0.95269
81.81,-0.9545
81.86,-0.95638
81.913,-0.95825
81.962,-0.96005
82.009,-0.96189
82.064,-0.96363
82.114,-0.96535
82.16,-0.96705
82.216,-0.96875
82.265,-0.97045
82.311,-0.97214
82.362,-0.97379
82.411,-0.97539
82.46,-0.97707
82.513,-0.97879
82.56,-0.98045
82.615,-0.98208
82.659,-0.98369
82.714,-0.98526
82.762,-0.98678
82.811,-0.9883
82.864,-0.98975
82.913,-0.99118
82.961,-0.99264
83.012,-0.99413
83.063,-0.9956
83.113,-0.99708
83.163,-0.99853
83.214,-1.0
83.259,-1.00142
83.311,-1.00286
83.365,-1.00425
83.417,-1.00569
83.463,-1.0071
83.51,-1.00845
83.561,-1.00979
83.611,-1.01116
83.664,-1.01253
83.713,-1.0139
83.76,-1.01525
83.814,-1.01658
83.862,-1.01796
83.91,-1.01935
83.965,-1.02072
84.015,-1.02209
84.06,-1.02344
84.11,-1.02475
84.163,-1.02599
84.207,-1.02731
84.259,-1.02863
84.312,-1.02996
84.359,-1.03129
84.406,-1.03262
84.462,-1.03394
84.513,-1.03525
84.566,-1.03656
84.613,-1.03786
84.665,-1.03915
84.712,-1.04044
84.763,-1.04173
84.813,-1.043
84.862,-1.04427
84.911,-1.04553
84.963,-1.04678
85.017,-1.04802
85.061,-1.04926
85.116,-1.05049
85.163,-1.0517
85.21,-1.05291
85.264,-1.05411
85.315,-1.0553
85.361,-1.05648
85.42,-1.05766
85.462,-1.05884
85.509,-1.06001
85.562,-1.06117
85.61,-1.06233
85.662,-1.06349
85.707,-1.06464
85.766,-1.06579
85.811,-1.06694
85.864,-1.06809
85.912,-1.06924
85.961,-1.07038
86.011,-1.07152
86.059,-1.07266
86.115,-1.07379
86.166,-1.07492
86.213,-1.07604
86.258,-1.07715
86.31,-1.07825
86.361,-1.07934
86.412,-1.08042
86.46,-1.08149
86.51,-1.08256
86.563,-1.08362
86.613,-1.08467
86.658,-1.08572
86.709,-1.08677
86.762,-1.08781
86.807,-1.08885
86.859,-1.08988
86.913,-1.0909
86.961,-1.09192
87.012,-1.09294
87.062,-1.09395
87.11,-1.09495
87.16,-1.09595
87.214,-1.09695
