Sample temperature (C),Heat flow (mW)
70.099,-0.0796
70.099,-0.07959
70.102,-0.07959
70.103,-0.07959
70.103,-0.07959
70.114,-0.07959
70.12,-0.07959
70.141,-0.07958
70.153,-0.07958
70.178,-0.07958
70.202,-0.07958
70.229,-0.07957
70.259,-0.07957
70.29,-0.07956
70.324,-0.07956
70.356,-0.07974
70.391,-0.08016
70.426,-0.0806
70.468,-0.08131
70.504,-0.08205
70.547,-0.08328
70.586,-0.08481
70.632,-0.08641
70.672,-0.08803
70.722,-0.09022
70.763,-0.09278
70.805,-0.09565
70.849,-0.09882
70.896,-0.10231
70.945,-0.1061
70.991,-0.1102
71.037,-0.1146
71.081,-0.11929
71.127,-0.12427
71.182,-0.12972
71.224,-0.13566
71.274,-0.14154
71.321,-0.14758
71.371,-0.15399
71.422,-0.16078
71.47,-0.16761
71.52,-0.17482
71.57,-0.18216
71.614,-0.18957
71.667,-0.19699
71.713,-0.20441
71.763,-0.2118
71.813,-0.21921
71.866,-0.22664
71.914,-0.23379
71.959,-0.24078
72.018,-0.24776
72.06,-0.25467
72.109,-0.26159
72.166,-0.26857
72.211,-0.27575
72.261,-0.28314
72.311,-0.29054
72.362,-0.29787
72.41,-0.30509
72.46,-0.31234
72.517,-0.31936
72.558,-0.32628
72.612,-0.33312
72.665,-0.33989
72.711,-0.34659
72.761,-0.35322
72.806,-0.35969
72.863,-0.36599
72.913,-0.37232
72.964,-0.37845
73.011,-0.38453
73.058,-0.39063
73.116,-0.39678
73.163,-0.40271
73.212,-0.40862
73.265,-0.41465
73.313,-0.42066
73.363,-0.4266
73.414,-0.43257
73.465,-0.43858
73.512,-0.44437
73.558,-0.45006
73.614,-0.45575
73.659,-0.4615
73.715,-0.46711
73.76,-0.47283
73.808,-0.47853
73.862,-0.48411
73.911,-0.48954
73.96,-0.49508
74.014,-0.50052
74.062,-0.50573
74.114,-0.51084
74.161,-0.51582
74.213,-0.52056
74.261,-0.5253
74.311,-0.53007
74.359,-0.53463
74.407,-0.53917
74.467,-0.54384
74.512,-0.54841
74.563,-0.55283
74.609,-0.55726
74.665,-0.56157
74.716,-0.56591
74.761,-0.57008
74.813,-0.57427
74.86,-0.57853
74.911,-0.58267
74.962,-0.58676
75.016,-0.59083
75.061,-0.59486
75.113,-0.59884
75.166,-0.60278
75.213,-0.60674
75.264,-0.61083
75.315,-0.61493
75.363,-0.61899
75.419,-0.62301
75.459,-0.62699
75.514,-0.631
75.564,-0.63505
75.612,-0.63897
75.663,-0.64284
75.712,-0.64668
75.763,-0.6505
75.812,-0.65431
75.863,-0.65805
75.918,-0.66173
75.963,-0.66542
76.013,-0.66905
76.064,-0.67268
76.113,-0.67623
76.165,-0.67985
76.212,-0.68348
76.265,-0.68709
76.318,-0.69073
76.366,-0.69441
76.413,-0.69803
76.467,-0.70165
76.513,-0.70521
76.564,-0.70879
76.617,-0.71233
76.664,-0.71589
76.717,-0.71934
76.764,-0.72271
76.808,-0.72599
76.864,-0.72934
76.918,-0.73268
76.964,-0.73594
77.014,-0.7391
77.064,-0.74234
77.112,-0.74558
77.167,-0.74879
77.218,-0.75192
77.264,-0.75495
77.312,-0.75806
77.366,-0.76117
77.413,-0.76426
77.47,-0.76733
77.515,-0.77043
77.564,-0.77355
77.615,-0.77657
77.664,-0.77959
77.715,-0.78263
77.761,-0.78558
77.814,-0.78849
77.867,-0.79138
77.917,-0.79425
77.966,-0.79709
78.016,-0.79991
78.066,-0.80272
78.117,-0.80551
78.161,-0.80823
78.215,-0.81086
78.266,-0.81358
78.321,-0.81626
78.367,-0.81884
78.416,-0.82143
78.467,-0.82405
78.517,-0.82656
78.568,-0.82907
78.612,-0.8316
78.661,-0.83407
78.716,-0.83662
78.763,-0.83918
78.822,-0.84173
78.865,-0.84426
78.919,-0.84673
78.966,-0.84912
79.014,-0.85157
79.063,-0.85402
79.116,-0.85644
79.168,-0.85885
79.216,-0.86124
79.263,-0.86357
79.318,-0.86583
79.369,-0.86811
79.419,-0.87034
79.467,-0.87264
79.514,-0.87495
79.568,-0.87725
79.618,-0.87952
79.667,-0.88178
79.715,-0.88401
79.765,-0.88627
79.813,-0.88857
79.866,-0.89078
79.917,-0.89295
79.969,-0.89511
80.016,-0.89725
80.065,-0.89939
80.115,-0.90148
80.17,-0.90351
80.215,-0.9056
80.265,-0.9077
80.316,-0.90975
80.363,-0.91175
80.416,-0.9138
80.467,-0.91583
