Sample temperature (C),Heat flow (mW)
90.908,-1.16408
90.957,-1.16473
91.011,-1.16539
91.059,-1.16604
91.111,-1.1667
91.16,-1.16735
91.207,-1.168
91.261,-1.16866
91.31,-1.16931
91.362,-1.16995
91.413,-1.1706
91.455,-1.17124
91.51,-1.17187
91.557,-1.1725
91.612,-1.17312
91.66,-1.17374
91.71,-1.17435
91.758,-1.17496
91.805,-1.17556
91.861,-1.17616
91.909,-1.17675
91.961,-1.17734
92.009,-1.17792
92.057,-1.17851
92.109,-1.17909
92.158,-1.17966
92.206,-1.18024
92.258,-1.18082
92.303,-1.1814
92.358,-1.18197
92.404,-1.18254
92.457,-1.1831
92.507,-1.18365
92.555,-1.18419
92.607,-1.18473
92.655,-1.18527
92.709,-1.18579
92.756,-1.18632
92.811,-1.18684
92.859,-1.18735
92.902,-1.18787
92.957,-1.18838
93.007,-1.1889
93.057,-1.18942
93.106,-1.18994
93.156,-1.19046
93.211,-1.19099
93.257,-1.19152
93.306,-1.19205
93.358,-1.19258
93.403,-1.19311
93.455,-1.19365
93.507,-1.19419
93.558,-1.19473
93.607,-1.19527
93.654,-1.19581
93.706,-1.19635
93.755,-1.19688
93.807,-1.19741
93.858,-1.19794
93.901,-1.19846
93.955,-1.19897
94.002,-1.19948
94.054,-1.19999
94.104,-1.20049
94.155,-1.20098
94.206,-1.20147
94.258,-1.20196
94.308,-1.20245
94.359,-1.20293
94.405,-1.20342
94.453,-1.20391
94.503,-1.20441
94.554,-1.20492
94.607,-1.20542
94.658,-1.20594
94.707,-1.20646
94.754,-1.20697
94.808,-1.2075
94.857,-1.20802
94.909,-1.20854
94.955,-1.20906
95.001,-1.20956
95.054,-1.21005
95.106,-1.21052
95.155,-1.21097
95.204,-1.21141
95.253,-1.21183
95.305,-1.21224
95.352,-1.21264
95.406,-1.21304
95.457,-1.21343
95.501,-1.21383
95.554,-1.21422
95.603,-1.21462
95.65,-1.21501
95.705,-1.21542
95.754,-1.21583
95.807,-1.21625
95.852,-1.21668
95.902,-1.21711
95.95,-1.21754
96.006,-1.21798
96.056,-1.21841
96.104,-1.21885
96.154,-1.21929
96.202,-1.21972
96.252,-1.22015
96.308,-1.22058
96.351,-1.22099
96.403,-1.2214
96.45,-1.2218
96.499,-1.22219
96.554,-1.22258
96.601,-1.22296
96.656,-1.22334
96.702,-1.22372
96.754,-1.2241
96.802,-1.22448
96.853,-1.22486
96.904,-1.22524
96.952,-1.22563
97.002,-1.22602
97.052,-1.22642
97.104,-1.22682
97.154,-1.22722
97.203,-1.22762
97.256,-1.22802
97.301,-1.22842
97.352,-1.22882
97.404,-1.22923
97.449,-1.22964
97.505,-1.23005
97.553,-1.23047
97.604,-1.23089
97.649,-1.23131
97.7,-1.23172
97.756,-1.23214
97.797,-1.23255
97.852,-1.23296
97.902,-1.23336
97.949,-1.23377
98.002,-1.23417
98.051,-1.23457
98.103,-1.23496
98.15,-1.23535
98.2,-1.23575
98.252,-1.23613
98.299,-1.23652
98.352,-1.2369
98.404,-1.23727
98.452,-1.23763
98.501,-1.23798
98.551,-1.23834
98.604,-1.23868
98.651,-1.23903
98.7,-1.23937
98.753,-1.23971
98.8,-1.24005
98.847,-1.24039
98.899,-1.24073
98.952,-1.24107
99.003,-1.24142
99.051,-1.24177
99.099,-1.24212
99.151,-1.24247
99.199,-1.24282
99.254,-1.24317
99.298,-1.24352
99.351,-1.24387
99.4,-1.24421
99.448,-1.24456
99.501,-1.2449
99.551,-1.24524
99.601,-1.24558
99.65,-1.24592
99.699,-1.24626
99.75,-1.2466
99.801,-1.24693
99.85,-1.24725
99.899,-1.24758
99.949,-1.24791
99.999,-1.24824
100.046,-1.24858
100.103,-1.24892
100.147,-1.24927
100.197,-1.24964
100.249,-1.25001
100.299,-1.25039
100.351,-1.25079
100.398,-1.25119
100.447,-1.25159
100.497,-1.25199
100.548,-1.25239
100.598,-1.25278
100.647,-1.25317
100.701,-1.25355
100.75,-1.25392
100.799,-1.25428
100.847,-1.25464
100.898,-1.25498
100.946,-1.25531
100.995,-1.25564
101.051,-1.25596
101.098,-1.25628
101.149,-1.2566
101.2,-1.25692
101.247,-1.25725
101.297,-1.25758
101.348,-1.25791
101.398,-1.25824
101.45,-1.25858
101.495,-1.25892
101.551,-1.25927
101.599,-1.25962
101.649,-1.25997
101.699,-1.26033
101.747,-1.26069
101.796,-1.26105
101.847,-1.26141
101.897,-1.26176
101.944,-1.26211
101.999,-1.26245
102.046,-1.26279
102.095,-1.26312
102.146,-1.26344
102.196,-1.26376
102.249,-1.26408
102.295,-1.26439
102.345,-1.2647
102.395,-1.26501
102.443,-1.26531
102.496,-1.26561
102.546,-1.2659
102.597,-1.26618
102.647,-1.26647
102.692,-1.26675
102.746,-1.26703
102.793,-1.26732
102.846,-1.2676
102.894,-1.26789
102.944,-1.26818
102.998,-1.26847
103.045,-1.26876
103.096,-1.26905
103.146,-1.26934
103.197,-1.26962
103.245,-1.26991
103.293,-1.2702
103.347,-1.27049
103.396,-1.27077
103.444,-1.27106
103.494,-1.27135
103.542,-1.27164
103.595,-1.27193
103.65,-1.27222
103.698,-1.27252
103.744,-1.27282
103.79,-1.27311
103.843,-1.27341
103.894,-1.27371
103.941,-1.27401
103.995,-1.27432
104.042,-1.27462
104.093,-1.27492
104.145,-1.27522
104.196,-1.27552
104.246,-1.27582
104.295,-1.27611
104.345,-1.2764
104.393,-1.27669
104.444,-1.27698
104.495,-1.27726
104.544,-1.27753
104.596,-1.27781
104.641,-1.27808
104.694,-1.27836
104.745,-1.27863
104.794,-1.27891
104.843,-1.27919
104.895,-1.27948
104.943,-1.27977
104.996,-1.28006
105.041,-1.28036
105.093,-1.28065
105.143,-1.28093
105.192,-1.28121
105.245,-1.28148
105.294,-1.28174
105.347,-1.28199
105.392,-1.28223
105.443,-1.28246
105.492,-1.2827
105.541,-1.28293
105.594,-1.28316
105.641,-1.2834
105.692,-1.28364
105.743,-1.28388
105.792,-1.28413
105.846,-1.28439
105.893,-1.28465
105.945,-1.28491
105.995,-1.28518
106.046,-1.28544
106.095,-1.28571
106.139,-1.28598
106.188,-1.28625
106.242,-1.28652
106.29,-1.28679
106.345,-1.28706
106.395,-1.28732
106.443,-1.28759
106.492,-1.28785
106.54,-1.28812
106.592,-1.28839
106.642,-1.28866
106.693,-1.28894
106.744,-1.28921
106.793,-1.2895
106.838,-1.28978
106.893,-1.29007
106.943,-1.29035
106.993,-1.29064
107.041,-1.29093
107.091,-1.29122
107.146,-1.29151
107.194,-1.29179
107.242,-1.29207
107.288,-1.29234
107.341,-1.29261
107.39,-1.29288
107.438,-1.29316
107.49,-1.29343
107.54,-1.29371
107.592,-1.29399
107.64,-1.29427
107.69,-1.29455
107.741,-1.29483
107.791,-1.29511
107.838,-1.29539
107.892,-1.29568
107.943,-1.29596
107.991,-1.29624
108.041,-1.29652
108.087,-1.29679
108.14,-1.29706
108.189,-1.29732
108.239,-1.29758
108.288,-1.29783
108.339,-1.29807
108.389,-1.29832
108.439,-1.29856
108.489,-1.29879
108.54,-1.29903
108.589,-1.29926
108.634,-1.2995
108.692,-1.29973
108.74,-1.29997
108.791,-1.30021
108.837,-1.30046
108.888,-1.3007
108.941,-1.30094
108.988,-1.30118
109.035,-1.30143
109.088,-1.30168
109.14,-1.30193
109.186,-1.30218
109.238,-1.30243
109.291,-1.30268
109.339,-1.30293
109.393,-1.30318
109.435,-1.30343
109.49,-1.30368
109.539,-1.30393
109.589,-1.30417
109.641,-1.30442
109.689,-1.30466
109.738,-1.30491
109.789,-1.30516
109.837,-1.30541
109.886,-1.30566
109.937,-1.30591
109.987,-1.30616
110.032,-1.30642
110.088,-1.30669
110.136,-1.30696
110.185,-1.30723
110.234,-1.30751
110.285,-1.30779
110.338,-1.30808
110.389,-1.30836
110.439,-1.30864
110.487,-1.30892
110.538,-1.30919
110.588,-1.30946
110.637,-1.30972
110.688,-1.30998
110.74,-1.31023
110.783,-1.31048
110.836,-1.31073
110.885,-1.31098
110.937,-1.31122
110.989,-1.31147
111.034,-1.31172
111.085,-1.31197
111.135,-1.31222
111.187,-1.31247
111.237,-1.31273
111.285,-1.31298
111.336,-1.31322
111.385,-1.31346
111.435,-1.31369
111.487,-1.31391
111.535,-1.31411
111.588,-1.31431
111.634,-1.3145
111.684,-1.31468
111.738,-1.31487
111.788,-1.31505
111.836,-1.31525
111.885,-1.31544
111.938,-1.31565
111.985,-1.31587
112.036,-1.3161
112.089,-1.31634
112.132,-1.31658
112.187,-1.31684
112.233,-1.3171
112.282,-1.31737
112.333,-1.31764
112.383,-1.31791
112.433,-1.31818
112.481,-1.31845
112.535,-1.31871
112.589,-1.31898
112.635,-1.31923
112.687,-1.31948
112.73,-1.31972
112.784,-1.31996
112.838,-1.32019
112.885,-1.32042
112.937,-1.32065
112.983,-1.32087
113.032,-1.3211
113.082,-1.32133
113.134,-1.32156
113.184,-1.32179
113.233,-1.32202
113.283,-1.32226
113.334,-1.32251
113.383,-1.32276
113.434,-1.32302
113.483,-1.32328
113.532,-1.32354
113.585,-1.3238
113.634,-1.32406
113.688,-1.32431
113.735,-1.32454
113.785,-1.32478
113.834,-1.325
113.885,-1.32523
113.934,-1.32545
113.984,-1.32566
114.03,-1.32587
114.083,-1.32608
114.131,-1.32629
114.183,-1.3265
114.231,-1.32672
114.284,-1.32695
114.332,-1.32718
114.383,-1.32742
114.432,-1.32766
114.48,-1.32791
114.533,-1.32816
114.58,-1.3284
114.63,-1.32864
114.682,-1.32888
114.731,-1.32911
114.781,-1.32933
114.824,-1.32954
114.884,-1.32975
114.929,-1.32996
114.979,-1.33018
115.03,-1.3304
115.079,-1.33062
115.131,-1.33085
115.182,-1.33108
115.234,-1.33131
115.284,-1.33155
115.327,-1.33179
115.383,-1.33203
115.43,-1.33227
115.482,-1.33252
115.533,-1.33276
115.578,-1.33301
115.63,-1.33325
115.676,-1.33349
115.729,-1.33373
115.779,-1.33396
115.83,-1.3342
115.881,-1.33444
115.928,-1.33467
115.981,-1.3349
116.028,-1.33513
116.083,-1.33536
116.129,-1.33558
116.177,-1.33581
116.226,-1.33603
116.275,-1.33626
116.33,-1.33649
116.383,-1.33674
116.43,-1.33698
116.479,-1.33723
116.529,-1.33749
116.582,-1.33774
116.631,-1.33799
116.685,-1.33824
116.729,-1.33848
116.779,-1.33872
116.832,-1.33896
116.882,-1.33919
116.929,-1.33941
116.979,-1.33963
117.028,-1.33984
117.077,-1.34005
117.129,-1.34026
117.182,-1.34046
117.233,-1.34065
117.276,-1.34084
117.329,-1.34103
117.381,-1.34122
117.428,-1.3414
117.479,-1.34158
117.526,-1.34176
117.576,-1.34194
117.629,-1.34213
117.676,-1.34233
117.728,-1.34253
117.777,-1.34273
117.826,-1.34294
117.879,-1.34315
117.926,-1.34336
117.98,-1.34358
118.029,-1.3438
118.08,-1.34403
118.13,-1.34427
118.178,-1.3445
118.231,-1.34474
118.28,-1.34498
118.331,-1.34521
118.377,-1.34544
118.429,-1.34567
118.48,-1.34589
118.532,-1.34611
118.577,-1.34633
118.632,-1.34656
118.679,-1.34679
118.73,-1.34702
118.781,-1.34725
118.834,-1.34748
118.881,-1.34771
118.932,-1.34795
118.978,-1.34818
119.028,-1.34841
119.079,-1.34865
119.126,-1.34888
119.18,-1.34912
119.227,-1.34935
119.28,-1.34958
119.329,-1.34981
119.381,-1.35004
119.433,-1.35026
119.479,-1.35049
119.533,-1.35072
119.58,-1.35095
119.632,-1.35119
119.685,-1.35143
119.731,-1.35167
119.779,-1.35191
119.829,-1.35215
119.879,-1.35238
119.927,-1.35259
119.975,-1.3528
120.027,-1.353
120.078,-1.35319
120.125,-1.35338
120.176,-1.35356
120.226,-1.35373
120.275,-1.35391
120.324,-1.35409
120.371,-1.35427
120.427,-1.35446
120.474,-1.35466
120.524,-1.35487
120.574,-1.3551
120.622,-1.35533
120.672,-1.35557
120.727,-1.35582
120.775,-1.35608
120.822,-1.35634
120.878,-1.3566
120.926,-1.35686
120.977,-1.35712
121.028,-1.35737
121.076,-1.35761
121.129,-1.35785
121.176,-1.35808
121.23,-1.35831
121.277,-1.35854
121.325,-1.35875
121.377,-1.35896
121.423,-1.35917
121.477,-1.35937
121.528,-1.35957
121.579,-1.35977
121.627,-1.35996
121.675,-1.36015
121.728,-1.36035
121.776,-1.36054
121.832,-1.36073
121.877,-1.36092
121.923,-1.36111
121.977,-1.3613
122.025,-1.3615
122.078,-1.36169
122.125,-1.3619
122.177,-1.3621
122.227,-1.36232
122.278,-1.36255
122.327,-1.36278
122.375,-1.36303
122.426,-1.36329
122.472,-1.36356
122.526,-1.36383
122.575,-1.36411
122.626,-1.36438
122.676,-1.36466
122.725,-1.36492
122.769,-1.36518
122.823,-1.36544
122.874,-1.36569
122.921,-1.36593
122.973,-1.36617
123.02,-1.3664
123.075,-1.36662
123.122,-1.36684
123.174,-1.36705
123.225,-1.36725
123.268,-1.36745
123.321,-1.36765
123.376,-1.36786
123.419,-1.36807
123.47,-1.36827
123.521,-1.36847
123.573,-1.36868
123.62,-1.36888
123.673,-1.36908
123.723,-1.36928
123.774,-1.36948
123.826,-1.36968
123.87,-1.36989
123.928,-1.37009
123.976,-1.3703
124.024,-1.37051
124.076,-1.37072
124.123,-1.37092
124.174,-1.37113
124.224,-1.37134
124.272,-1.37155
124.321,-1.37175
124.369,-1.37195
124.424,-1.37215
124.473,-1.37234
124.524,-1.37253
124.573,-1.37271
124.62,-1.37289
124.671,-1.37308
124.719,-1.37326
124.77,-1.37346
124.822,-1.37366
124.868,-1.37387
124.916,-1.37408
124.967,-1.3743
125.022,-1.37453
125.07,-1.37476
125.12,-1.37499
125.173,-1.37523
125.22,-1.37547
125.272,-1.37571
125.324,-1.37595
125.372,-1.3762
125.42,-1.37645
125.468,-1.37669
125.519,-1.37692
125.568,-1.37715
125.619,-1.37737
125.669,-1.37757
125.716,-1.37777
125.771,-1.37796
125.818,-1.37815
125.872,-1.37833
125.919,-1.37851
125.967,-1.37868
126.019,-1.37886
126.071,-1.37905
126.122,-1.37923
126.172,-1.37943
126.223,-1.37963
126.274,-1.37983
126.318,-1.38004
126.371,-1.38025
126.42,-1.38046
126.468,-1.38067
126.516,-1.38088
126.565,-1.38109
126.617,-1.3813
126.671,-1.3815
126.719,-1.3817
126.765,-1.3819
126.82,-1.38211
126.869,-1.38231
126.917,-1.38251
126.968,-1.38272
127.02,-1.38292
127.066,-1.38312
127.117,-1.38333
127.17,-1.38353
127.218,-1.38372
127.269,-1.38392
127.318,-1.38411
127.37,-1.38429
127.419,-1.38447
127.467,-1.38465
127.518,-1.38484
127.567,-1.38503
127.616,-1.38523
127.667,-1.38544
127.717,-1.38566
127.769,-1.38588
127.818,-1.38611
127.868,-1.38635
127.922,-1.38658
127.971,-1.38681
128.023,-1.38704
128.07,-1.38726
128.118,-1.38747
128.168,-1.38768
128.216,-1.38789
128.266,-1.38808
128.317,-1.38827
128.368,-1.38846
128.417,-1.38864
128.467,-1.38883
128.516,-1.38902
128.571,-1.38922
128.619,-1.38943
128.666,-1.38966
128.716,-1.3899
128.766,-1.39015
128.819,-1.39041
128.867,-1.39068
128.915,-1.39095
128.964,-1.39121
129.014,-1.39147
129.068,-1.39173
129.114,-1.39197
129.171,-1.39221
129.22,-1.39245
129.261,-1.39268
129.314,-1.39291
129.366,-1.39314
129.418,-1.39337
129.464,-1.39361
129.514,-1.39384
129.561,-1.39408
129.613,-1.39431
129.665,-1.39454
129.714,-1.39477
129.767,-1.39499
129.816,-1.3952
129.862,-1.39541
129.92,-1.39562
129.965,-1.39582
130.015,-1.39602
130.064,-1.39622
130.116,-1.39641
130.166,-1.39658
130.217,-1.39675
130.26,-1.39691
130.317,-1.39706
130.365,-1.3972
130.418,-1.39735
130.467,-1.39749
130.519,-1.39764
130.564,-1.39779
130.611,-1.39794
130.663,-1.39811
130.711,-1.39828
130.763,-1.39845
130.816,-1.39864
130.862,-1.39883
130.914,-1.39903
130.967,-1.39923
131.013,-1.39944
131.063,-1.39964
131.112,-1.39985
131.161,-1.40005
131.213,-1.40025
131.262,-1.40045
131.311,-1.40066
131.364,-1.40087
131.414,-1.40109
131.464,-1.40131
131.516,-1.40154
131.565,-1.40178
131.614,-1.40202
131.664,-1.40226
131.714,-1.4025
131.762,-1.40275
131.811,-1.40299
131.863,-1.40323
131.913,-1.40346
131.96,-1.40369
132.013,-1.40391
132.064,-1.40412
132.115,-1.40434
132.163,-1.40455
132.21,-1.40476
132.258,-1.40498
132.314,-1.4052
132.364,-1.40542
132.413,-1.40564
132.46,-1.40586
132.513,-1.40608
132.562,-1.40629
132.615,-1.4065
132.662,-1.40671
132.71,-1.40692
132.761,-1.40712
132.812,-1.40732
132.863,-1.40753
132.913,-1.40774
132.962,-1.40796
133.012,-1.40818
133.061,-1.4084
133.116,-1.40863
133.164,-1.40886
133.21,-1.40909
133.261,-1.40932
133.312,-1.40956
133.361,-1.4098
133.411,-1.41004
133.46,-1.41028
133.514,-1.41052
133.559,-1.41076
133.61,-1.41099
133.662,-1.41121
133.713,-1.41142
133.761,-1.41162
133.812,-1.41182
133.861,-1.41201
133.911,-1.41219
133.96,-1.41237
134.013,-1.41255
134.058,-1.41273
134.11,-1.4129
134.159,-1.41308
134.212,-1.41326
134.261,-1.41344
134.311,-1.41362
134.36,-1.4138
134.41,-1.41399
134.46,-1.41417
134.51,-1.41436
134.561,-1.41456
134.61,-1.41475
134.66,-1.41496
134.707,-1.41517
134.759,-1.41538
134.812,-1.4156
134.862,-1.41582
134.91,-1.41605
134.958,-1.41627
135.006,-1.41649
135.061,-1.41672
135.108,-1.41695
135.162,-1.41718
135.208,-1.41741
135.257,-1.41764
135.309,-1.41787
135.361,-1.4181
135.405,-1.41833
135.459,-1.41855
135.507,-1.41876
135.559,-1.41898
135.607,-1.41919
135.659,-1.4194
135.709,-1.41961
135.759,-1.41982
135.809,-1.42003
135.858,-1.42024
135.911,-1.42045
135.958,-1.42067
136.005,-1.42088
136.057,-1.42111
136.108,-1.42133
136.161,-1.42156
136.211,-1.42179
136.258,-1.42202
136.309,-1.42225
136.354,-1.42247
136.408,-1.4227
136.459,-1.42291
136.509,-1.42313
136.555,-1.42333
136.605,-1.42353
136.659,-1.42371
136.706,-1.42389
136.756,-1.42406
136.807,-1.42423
136.853,-1.4244
136.904,-1.42456
136.956,-1.42473
137.008,-1.4249
137.054,-1.42507
137.107,-1.42525
137.158,-1.42542
137.204,-1.42559
137.259,-1.42576
137.305,-1.42593
137.356,-1.4261
137.408,-1.42627
137.457,-1.42644
137.511,-1.4266
137.557,-1.42677
137.606,-1.42693
137.654,-1.4271
137.705,-1.42727
137.761,-1.42744
137.808,-1.42762
137.86,-1.4278
137.908,-1.42799
137.955,-1.42818
138.007,-1.42838
138.054,-1.42857
138.107,-1.42878
138.154,-1.42898
138.205,-1.42919
138.255,-1.42939
138.305,-1.42958
138.357,-1.42978
138.407,-1.42998
138.453,-1.43018
138.504,-1.43037
138.555,-1.43057
138.603,-1.43077
138.655,-1.43096
138.707,-1.43115
138.757,-1.43133
138.804,-1.43151
138.858,-1.43169
138.905,-1.43187
138.962,-1.43205
139.004,-1.43223
139.055,-1.43241
139.107,-1.43259
139.156,-1.43277
139.208,-1.43296
