Sample temperature (C),Heat flow (mW)
87.662,-1.11367
87.714,-1.11461
87.76,-1.11554
87.812,-1.11645
87.865,-1.11736
87.913,-1.11825
87.958,-1.11914
88.011,-1.12002
88.06,-1.12089
88.11,-1.12175
88.164,-1.12261
88.212,-1.12346
88.262,-1.1243
88.307,-1.12514
88.36,-1.12598
88.411,-1.12682
88.46,-1.12766
88.51,-1.12849
88.561,-1.12931
88.609,-1.13014
88.663,-1.13096
88.711,-1.13178
88.761,-1.13259
88.81,-1.1334
88.861,-1.13421
88.912,-1.13501
88.965,-1.13581
89.013,-1.13659
89.061,-1.13738
89.108,-1.13815
89.16,-1.13893
89.213,-1.13971
89.261,-1.14049
89.31,-1.14127
89.361,-1.14206
89.411,-1.14285
89.463,-1.14364
89.511,-1.14444
89.559,-1.14523
89.61,-1.14601
89.661,-1.14678
89.712,-1.14755
89.76,-1.14831
89.811,-1.14905
89.862,-1.14979
89.91,-1.15051
89.961,-1.15122
90.012,-1.15192
90.057,-1.15262
90.109,-1.1533
90.16,-1.15399
90.213,-1.15468
90.261,-1.15537
90.306,-1.15607
90.361,-1.15677
90.409,-1.15747
90.458,-1.15818
90.508,-1.15888
90.556,-1.15959
90.608,-1.16028
90.657,-1.16098
90.711,-1.16166
90.761,-1.16234
90.807,-1.16301
90.861,-1.16366
90.91,-1.16431
90.96,-1.16494
91.009,-1.16556
91.057,-1.16617
91.109,-1.16677
91.163,-1.16736
91.211,-1.16795
91.26,-1.16853
91.308,-1.16912
91.359,-1.16971
91.408,-1.17031
91.46,-1.17091
91.51,-1.17152
91.557,-1.17213
91.608,-1.17276
91.66,-1.17339
91.71,-1.17403
91.762,-1.17467
91.811,-1.17531
91.855,-1.17595
91.907,-1.17659
91.958,-1.17723
92.011,-1.17786
92.061,-1.17847
92.113,-1.17908
92.159,-1.17967
92.21,-1.18025
92.255,-1.18081
92.311,-1.18136
92.362,-1.1819
92.41,-1.18243
92.459,-1.18296
92.51,-1.18348
92.559,-1.18401
92.607,-1.18454
92.66,-1.18508
92.705,-1.18563
92.757,-1.18619
92.808,-1.18676
92.86,-1.18734
92.909,-1.18791
92.958,-1.18849
93.003,-1.18907
93.058,-1.18965
93.107,-1.19022
93.159,-1.19078
93.209,-1.19134
93.255,-1.19189
93.305,-1.19243
93.36,-1.19296
93.408,-1.19349
93.457,-1.19401
93.509,-1.19452
93.554,-1.19503
93.608,-1.19554
93.66,-1.19604
93.71,-1.19655
93.755,-1.19705
93.804,-1.19756
93.855,-1.19806
93.904,-1.19857
93.961,-1.19908
94.009,-1.19958
94.054,-1.20009
94.103,-1.2006
94.158,-1.20109
94.21,-1.20159
94.26,-1.20207
94.311,-1.20255
94.357,-1.20301
94.405,-1.20347
94.458,-1.20391
94.51,-1.20435
94.56,-1.20478
94.604,-1.20521
94.656,-1.20564
94.706,-1.20606
94.755,-1.20649
94.806,-1.20692
94.859,-1.20736
94.904,-1.20781
94.954,-1.20826
95.003,-1.20872
95.054,-1.20918
95.103,-1.20965
95.153,-1.21013
95.205,-1.2106
95.257,-1.21107
95.307,-1.21154
95.356,-1.212
95.405,-1.21246
95.455,-1.21291
95.507,-1.21336
95.558,-1.2138
95.605,-1.21425
95.659,-1.2147
95.706,-1.21516
95.754,-1.21561
95.807,-1.21608
95.853,-1.21655
95.903,-1.21702
95.959,-1.21749
96.005,-1.21796
96.051,-1.21843
96.106,-1.2189
96.152,-1.21936
96.208,-1.21982
96.253,-1.22028
96.303,-1.22073
96.356,-1.22117
96.405,-1.2216
96.454,-1.22202
96.503,-1.22243
96.556,-1.22282
96.605,-1.22321
96.651,-1.22359
96.704,-1.22396
96.754,-1.22434
96.802,-1.22471
96.849,-1.2251
96.904,-1.22549
96.956,-1.2259
97.007,-1.22631
97.055,-1.22674
97.101,-1.22718
97.157,-1.22763
97.204,-1.22809
97.256,-1.22856
97.304,-1.22904
97.35,-1.22951
97.405,-1.22998
97.454,-1.23045
97.503,-1.2309
97.551,-1.23135
97.603,-1.23178
97.649,-1.2322
97.699,-1.2326
97.752,-1.23299
97.804,-1.23337
97.853,-1.23374
97.901,-1.23411
97.951,-1.23448
98.003,-1.23485
98.052,-1.23522
98.103,-1.23559
98.154,-1.23597
98.202,-1.23634
98.252,-1.23671
98.3,-1.23708
98.353,-1.23746
98.401,-1.23783
98.446,-1.2382
98.5,-1.23858
98.55,-1.23895
98.603,-1.23933
98.651,-1.2397
98.699,-1.24008
98.751,-1.24045
98.801,-1.24082
98.851,-1.24119
98.904,-1.24156
98.953,-1.24192
99.0,-1.24228
99.047,-1.24264
99.1,-1.243
99.15,-1.24336
99.202,-1.24372
99.249,-1.24408
99.3,-1.24444
99.351,-1.2448
99.402,-1.24516
99.449,-1.24553
99.501,-1.2459
99.548,-1.24626
99.598,-1.24663
99.648,-1.247
99.705,-1.24737
99.754,-1.24774
99.795,-1.24811
99.849,-1.24847
99.904,-1.24883
99.954,-1.24918
100.002,-1.24952
100.051,-1.24986
100.102,-1.25019
100.147,-1.25053
100.201,-1.25086
100.251,-1.2512
100.302,-1.25153
100.348,-1.25187
100.396,-1.25222
100.448,-1.25257
100.498,-1.25292
100.552,-1.25328
100.602,-1.25365
100.645,-1.25402
100.699,-1.2544
100.75,-1.25477
100.8,-1.25514
100.85,-1.25552
100.899,-1.25589
100.949,-1.25625
100.996,-1.25661
101.05,-1.25697
101.101,-1.25732
101.153,-1.25766
101.2,-1.25799
101.248,-1.25831
101.301,-1.25863
101.351,-1.25895
101.399,-1.25926
101.449,-1.25956
101.496,-1.25987
101.549,-1.26016
101.599,-1.26046
101.65,-1.26076
101.701,-1.26105
101.745,-1.26134
101.797,-1.26162
101.842,-1.2619
101.899,-1.26217
101.948,-1.26244
101.996,-1.2627
102.047,-1.26297
102.094,-1.26323
102.147,-1.2635
102.197,-1.26377
102.245,-1.26405
102.295,-1.26432
102.352,-1.2646
102.4,-1.26489
102.446,-1.26517
102.498,-1.26546
102.547,-1.26575
102.596,-1.26605
102.646,-1.26634
102.692,-1.26665
102.75,-1.26695
102.797,-1.26726
102.841,-1.26757
102.896,-1.26788
102.946,-1.26819
103.0,-1.2685
103.047,-1.26881
103.095,-1.26912
103.148,-1.26943
103.195,-1.26974
103.246,-1.27005
103.297,-1.27036
103.345,-1.27067
103.395,-1.27099
103.442,-1.27131
103.495,-1.27164
103.55,-1.27197
103.597,-1.27231
103.646,-1.27264
103.692,-1.27297
103.746,-1.27329
103.796,-1.27361
103.845,-1.27393
103.898,-1.27425
103.946,-1.27457
103.996,-1.27488
104.044,-1.27519
104.096,-1.27551
104.146,-1.27582
104.197,-1.27613
104.245,-1.27643
104.296,-1.27673
104.347,-1.27703
104.394,-1.27733
104.447,-1.27763
104.496,-1.27793
104.546,-1.27822
104.597,-1.27851
104.649,-1.2788
104.699,-1.27909
104.743,-1.27937
104.794,-1.27966
104.842,-1.27995
104.899,-1.28023
104.945,-1.28052
104.996,-1.28081
105.045,-1.2811
105.096,-1.28139
105.148,-1.28168
105.195,-1.28197
105.244,-1.28226
105.295,-1.28254
105.34,-1.28281
105.39,-1.28308
105.445,-1.28334
105.493,-1.28359
105.546,-1.28383
105.595,-1.28407
105.643,-1.28429
105.694,-1.28452
105.745,-1.28474
105.796,-1.28497
105.843,-1.28519
105.895,-1.28541
105.94,-1.28563
105.991,-1.28585
106.045,-1.28608
106.092,-1.28632
106.145,-1.28656
106.191,-1.28683
106.241,-1.2871
106.297,-1.28739
106.343,-1.2877
106.391,-1.28802
106.444,-1.28836
106.489,-1.2887
106.542,-1.28903
106.593,-1.28937
106.641,-1.2897
106.692,-1.29002
106.74,-1.29034
106.791,-1.29064
106.842,-1.29094
106.893,-1.29124
106.942,-1.29153
106.992,-1.29182
107.042,-1.2921
107.093,-1.29238
107.144,-1.29265
107.192,-1.29292
107.24,-1.29318
107.291,-1.29344
107.339,-1.29369
107.389,-1.29395
107.443,-1.2942
107.494,-1.29445
107.539,-1.2947
107.594,-1.29495
107.638,-1.29519
107.691,-1.29543
107.742,-1.29567
107.79,-1.29591
107.842,-1.29615
107.891,-1.29639
107.941,-1.29663
107.993,-1.29687
108.044,-1.29712
108.092,-1.29737
108.138,-1.29763
108.189,-1.29788
108.242,-1.29814
108.289,-1.2984
108.342,-1.29866
108.389,-1.2989
108.439,-1.29914
108.493,-1.29938
108.542,-1.29961
108.589,-1.29984
108.638,-1.30007
108.692,-1.3003
108.737,-1.30053
108.79,-1.30076
108.844,-1.30099
108.886,-1.30122
108.942,-1.30145
108.987,-1.30167
109.039,-1.3019
109.088,-1.30213
109.138,-1.30235
109.19,-1.30258
109.235,-1.30281
109.294,-1.30304
109.339,-1.30328
109.386,-1.30351
109.437,-1.30375
109.486,-1.30399
109.537,-1.30423
109.589,-1.30448
109.64,-1.30473
109.692,-1.30499
109.739,-1.30525
109.79,-1.30552
109.839,-1.30579
109.888,-1.30606
109.937,-1.30634
109.987,-1.30662
110.039,-1.30689
110.088,-1.30717
110.14,-1.30745
110.193,-1.30772
110.239,-1.30799
110.288,-1.30826
110.339,-1.30852
110.394,-1.30878
110.439,-1.30903
110.489,-1.30927
110.537,-1.3095
110.589,-1.30974
110.639,-1.30997
110.688,-1.3102
110.739,-1.31044
110.789,-1.31069
110.836,-1.31095
110.889,-1.31122
110.938,-1.31149
110.989,-1.31177
111.035,-1.31205
111.084,-1.31232
111.137,-1.31259
111.182,-1.31285
111.238,-1.31311
111.287,-1.31335
111.335,-1.31358
111.391,-1.3138
111.439,-1.31402
111.486,-1.31423
111.537,-1.31444
111.584,-1.31465
111.635,-1.31485
111.684,-1.31506
111.738,-1.31526
111.789,-1.31546
111.835,-1.31565
111.887,-1.31585
111.936,-1.31606
111.986,-1.31628
112.037,-1.3165
112.089,-1.31675
112.135,-1.317
112.185,-1.31727
112.234,-1.31754
112.286,-1.31782
112.336,-1.3181
112.387,-1.31838
112.433,-1.31866
112.483,-1.31894
112.534,-1.31921
112.585,-1.31949
112.636,-1.31976
112.687,-1.32003
112.736,-1.3203
112.782,-1.32058
112.837,-1.32085
112.886,-1.32112
112.935,-1.32139
112.982,-1.32166
113.033,-1.32193
113.084,-1.32219
113.135,-1.32245
113.184,-1.32271
113.231,-1.32296
113.28,-1.32321
113.333,-1.32346
113.383,-1.3237
113.437,-1.32395
113.485,-1.3242
113.537,-1.32444
113.585,-1.32468
113.635,-1.32492
113.685,-1.32515
113.733,-1.32538
113.783,-1.32561
113.834,-1.32584
113.881,-1.32606
113.935,-1.32629
113.982,-1.32652
114.035,-1.32676
114.08,-1.327
114.133,-1.32724
114.185,-1.32749
114.234,-1.32775
114.282,-1.32801
114.334,-1.32827
114.38,-1.32853
114.433,-1.32879
114.483,-1.32904
114.538,-1.32928
114.582,-1.32951
114.632,-1.32973
114.684,-1.32993
114.733,-1.33012
114.782,-1.3303
114.833,-1.33047
114.886,-1.33064
114.928,-1.3308
114.978,-1.33096
115.035,-1.33112
115.085,-1.33128
115.133,-1.33146
115.182,-1.33164
115.228,-1.33183
115.285,-1.33203
115.333,-1.33226
115.385,-1.3325
115.434,-1.33276
115.484,-1.33303
115.532,-1.33331
115.583,-1.3336
115.635,-1.33389
115.679,-1.33418
115.732,-1.33446
115.782,-1.33474
115.829,-1.335
115.88,-1.33525
115.929,-1.33548
115.979,-1.33571
116.032,-1.33593
116.078,-1.33615
116.132,-1.33636
116.18,-1.33656
116.234,-1.33676
116.28,-1.33697
116.33,-1.33718
116.383,-1.33739
116.431,-1.33761
116.485,-1.33783
116.53,-1.33806
116.58,-1.3383
116.629,-1.33855
116.683,-1.33881
116.734,-1.33908
116.781,-1.33934
116.833,-1.33961
116.881,-1.33987
116.933,-1.34013
116.983,-1.34038
117.026,-1.34061
117.08,-1.34084
117.129,-1.34106
117.176,-1.34127
117.233,-1.34148
117.28,-1.34169
117.33,-1.3419
117.381,-1.34211
117.429,-1.34233
117.48,-1.34254
117.529,-1.34276
117.577,-1.34298
117.626,-1.34321
117.677,-1.34343
117.726,-1.34365
117.78,-1.34386
117.828,-1.34407
117.878,-1.34427
117.93,-1.34446
117.977,-1.34465
118.029,-1.34484
118.082,-1.34502
118.132,-1.3452
118.179,-1.34538
118.229,-1.34557
118.278,-1.34576
118.33,-1.34595
118.382,-1.34614
118.43,-1.34633
118.477,-1.34653
118.534,-1.34673
118.58,-1.34693
118.631,-1.34714
118.681,-1.34735
118.728,-1.34757
118.781,-1.3478
118.829,-1.34802
118.884,-1.34825
118.929,-1.34848
118.98,-1.3487
119.027,-1.34892
119.08,-1.34913
119.128,-1.34934
119.181,-1.34954
119.231,-1.34974
119.282,-1.34993
119.329,-1.35013
119.381,-1.35033
119.431,-1.35053
119.481,-1.35074
119.53,-1.35097
119.579,-1.3512
119.628,-1.35145
119.68,-1.3517
119.731,-1.35197
119.781,-1.35223
119.83,-1.3525
119.877,-1.35277
119.926,-1.35304
119.979,-1.35329
120.029,-1.35354
120.076,-1.35379
120.127,-1.35402
120.175,-1.35425
120.226,-1.35447
120.273,-1.35468
120.329,-1.35489
120.372,-1.35509
120.423,-1.35529
120.474,-1.35548
120.524,-1.35567
120.577,-1.35586
120.624,-1.35604
120.675,-1.35624
120.728,-1.35644
120.775,-1.35664
120.825,-1.35686
120.876,-1.35708
120.928,-1.35731
120.975,-1.35755
121.026,-1.35779
121.079,-1.35803
121.128,-1.35827
121.177,-1.35852
121.228,-1.35876
121.277,-1.359
121.328,-1.35923
121.38,-1.35946
121.428,-1.35969
121.48,-1.35991
121.524,-1.36013
121.577,-1.36035
121.628,-1.36057
121.682,-1.36078
121.728,-1.36099
121.779,-1.3612
121.829,-1.3614
121.877,-1.36161
121.928,-1.36181
121.978,-1.36201
122.028,-1.3622
122.079,-1.3624
122.125,-1.3626
122.179,-1.36279
122.227,-1.36297
122.276,-1.36316
122.329,-1.36334
122.376,-1.36353
122.424,-1.36372
122.474,-1.36391
122.525,-1.36411
122.572,-1.36431
122.626,-1.36452
122.677,-1.36475
122.725,-1.36498
122.777,-1.36522
122.825,-1.36547
122.873,-1.36573
122.923,-1.366
122.974,-1.36627
123.026,-1.36654
123.074,-1.36681
123.127,-1.36707
123.173,-1.36733
123.223,-1.36759
123.275,-1.36783
123.321,-1.36807
123.373,-1.36831
123.418,-1.36854
123.472,-1.36877
123.52,-1.36899
123.571,-1.36921
123.623,-1.36942
123.673,-1.36964
123.724,-1.36986
123.773,-1.37008
123.825,-1.37031
123.875,-1.37054
123.927,-1.37077
123.974,-1.371
124.026,-1.37124
124.075,-1.37148
124.125,-1.37172
124.17,-1.37196
124.222,-1.3722
124.271,-1.37244
124.32,-1.37267
124.375,-1.37291
124.423,-1.37313
124.477,-1.37335
124.522,-1.37356
124.574,-1.37377
124.625,-1.37398
124.674,-1.37417
124.722,-1.37437
124.766,-1.37457
124.823,-1.37477
124.869,-1.37498
124.919,-1.37519
124.971,-1.37541
125.022,-1.37564
125.071,-1.37587
125.122,-1.37611
125.17,-1.37635
125.219,-1.37658
125.27,-1.37681
125.321,-1.37704
125.371,-1.37727
125.425,-1.37749
125.474,-1.3777
125.521,-1.37791
125.573,-1.37812
125.618,-1.37833
125.672,-1.37852
125.724,-1.37871
125.769,-1.37889
125.824,-1.37907
125.87,-1.37923
125.918,-1.3794
125.968,-1.37956
126.02,-1.37972
126.073,-1.37988
126.118,-1.38005
126.169,-1.38021
126.22,-1.38039
126.27,-1.38057
126.318,-1.38075
126.375,-1.38094
126.421,-1.38113
126.469,-1.38132
126.52,-1.38152
126.57,-1.38171
126.622,-1.38191
126.67,-1.38212
126.72,-1.38232
126.772,-1.38252
126.819,-1.38273
126.871,-1.38293
126.921,-1.38314
126.967,-1.38335
127.019,-1.38356
127.071,-1.38377
127.12,-1.38398
127.168,-1.38419
127.222,-1.38441
127.268,-1.38463
127.315,-1.38485
127.369,-1.38507
127.417,-1.38529
127.468,-1.3855
127.518,-1.3857
127.565,-1.3859
127.617,-1.3861
127.667,-1.3863
127.724,-1.3865
127.766,-1.38671
127.818,-1.38692
127.868,-1.38713
127.919,-1.38735
127.968,-1.38757
128.023,-1.3878
128.068,-1.38803
128.12,-1.38826
128.166,-1.38849
128.219,-1.38872
128.265,-1.38895
128.319,-1.38917
128.367,-1.3894
128.415,-1.38961
128.469,-1.38983
128.521,-1.39005
128.566,-1.39027
128.617,-1.39048
128.669,-1.3907
128.716,-1.39091
128.767,-1.39111
128.819,-1.39132
128.865,-1.39151
128.916,-1.3917
128.965,-1.39189
129.015,-1.39206
129.067,-1.39224
129.12,-1.39242
129.165,-1.3926
129.216,-1.39279
129.265,-1.39298
129.318,-1.39318
129.368,-1.39339
129.418,-1.3936
129.465,-1.39382
129.518,-1.39404
129.568,-1.39427
129.614,-1.3945
129.668,-1.39473
129.717,-1.39496
129.767,-1.39517
129.816,-1.39538
129.867,-1.39558
129.916,-1.39577
129.967,-1.39595
130.014,-1.39612
130.064,-1.39629
130.115,-1.39646
130.168,-1.39663
130.216,-1.39681
130.265,-1.39699
130.315,-1.39718
130.369,-1.39738
130.415,-1.39759
130.465,-1.3978
130.516,-1.39801
130.562,-1.39823
130.615,-1.39845
130.664,-1.39867
130.716,-1.39889
130.766,-1.39912
130.816,-1.39935
130.867,-1.39958
130.913,-1.39981
130.966,-1.40005
131.016,-1.40028
131.065,-1.40051
131.116,-1.40073
131.163,-1.40095
131.214,-1.40116
131.264,-1.40137
131.314,-1.40157
131.365,-1.40177
131.415,-1.40196
131.464,-1.40216
131.515,-1.40235
131.564,-1.40255
131.613,-1.40275
131.661,-1.40295
131.713,-1.40316
131.763,-1.40338
131.812,-1.4036
131.865,-1.40382
131.914,-1.40404
131.964,-1.40427
132.011,-1.40449
132.062,-1.4047
132.116,-1.40492
132.162,-1.40513
132.212,-1.40534
132.26,-1.40555
132.316,-1.40576
132.36,-1.40597
132.413,-1.40617
132.457,-1.40637
132.513,-1.40657
132.567,-1.40676
132.612,-1.40696
132.662,-1.40715
132.712,-1.40735
132.762,-1.40755
132.815,-1.40775
132.864,-1.40796
132.914,-1.40816
132.962,-1.40837
133.013,-1.40858
133.066,-1.40878
133.111,-1.40899
133.16,-1.40919
133.209,-1.4094
133.263,-1.40962
133.312,-1.40982
133.363,-1.41003
133.415,-1.41023
133.461,-1.41042
133.512,-1.41061
133.56,-1.41078
133.614,-1.41096
133.661,-1.41113
133.709,-1.4113
133.763,-1.41148
133.81,-1.41166
133.858,-1.41186
133.912,-1.41206
133.959,-1.41227
134.012,-1.41249
134.061,-1.41272
134.111,-1.41294
134.161,-1.41315
134.21,-1.41336
134.257,-1.41357
134.31,-1.41377
134.363,-1.41396
134.409,-1.41416
134.461,-1.41434
134.511,-1.41453
134.562,-1.41471
134.612,-1.41489
134.661,-1.41507
134.708,-1.41526
134.762,-1.41546
134.808,-1.41566
134.86,-1.41587
134.91,-1.41608
134.96,-1.4163
135.01,-1.41653
135.06,-1.41676
135.111,-1.41698
135.161,-1.41721
135.21,-1.41744
135.259,-1.41767
135.31,-1.41791
135.36,-1.41814
135.41,-1.41837
135.462,-1.41859
135.51,-1.41881
135.559,-1.41902
135.612,-1.41922
135.659,-1.41942
135.712,-1.41963
135.755,-1.41983
135.81,-1.42004
135.862,-1.42025
135.909,-1.42046
135.96,-1.42067
136.006,-1.42089
136.059,-1.42111
136.107,-1.42133
136.162,-1.42155
136.211,-1.42178
136.259,-1.422
136.307,-1.42223
136.359,-1.42246
136.409,-1.42268
136.461,-1.42291
136.506,-1.42312
136.556,-1.42334
136.607,-1.42355
136.66,-1.42374
136.708,-1.42394
136.758,-1.42412
136.808,-1.4243
136.857,-1.42448
136.908,-1.42465
136.958,-1.42483
137.008,-1.42502
137.056,-1.42521
137.108,-1.4254
137.159,-1.42559
137.207,-1.42578
137.257,-1.42598
137.306,-1.42618
137.357,-1.42638
137.408,-1.42659
137.454,-1.42679
137.508,-1.42699
137.557,-1.42719
137.605,-1.42738
137.658,-1.42757
137.705,-1.42774
137.759,-1.42791
137.806,-1.42807
137.859,-1.42823
137.908,-1.42839
137.958,-1.42855
138.007,-1.42871
138.054,-1.42888
138.108,-1.42905
138.158,-1.42924
138.209,-1.42943
138.256,-1.42963
138.307,-1.42984
138.354,-1.43007
138.405,-1.43031
138.457,-1.43056
138.506,-1.43081
138.555,-1.43108
138.61,-1.43135
138.657,-1.43161
138.706,-1.43188
138.755,-1.43214
138.805,-1.4324
138.859,-1.43265
138.906,-1.4329
138.96,-1.43314
139.003,-1.43337
139.054,-1.43359
139.105,-1.43381
139.155,-1.43403
