Time;Actual Temperature;Heat Flow to Composite
minutes;\+(o)C;W/g
239.53;179.98;-0.01766
239.54;179.98;-0.01766
239.54;179.98;-0.01766
239.54;179.98;-0.01766
239.54;179.98;-0.01766
239.54;179.98;-0.01766
239.55;179.98;-0.01766
239.55;179.98;-0.01766
239.55;179.98;-0.01766
239.55;179.98;-0.01766
239.55;179.98;-0.01766
239.55;179.98;-0.01766
239.55;179.98;-0.01766
239.56;179.98;-0.01766
239.56;179.98;-0.01766
239.56;179.98;-0.01766
239.56;179.98;-0.01766
239.56;179.98;-0.01766
239.57;179.98;-0.01766
239.57;179.98;-0.01766
239.57;179.98;-0.01766
239.57;179.98;-0.01766
239.57;179.98;-0.01765
239.57;179.98;-0.01765
239.58;179.98;-0.01765
239.58;179.98;-0.01765
239.58;179.98;-0.01765
239.58;179.98;-0.01765
239.58;179.98;-0.01765
239.58;179.98;-0.01765
239.58;179.98;-0.01765
239.59;179.98;-0.01765
239.59;179.98;-0.01765
239.59;179.98;-0.01765
239.59;179.98;-0.01765
239.59;179.98;-0.01765
239.6;179.98;-0.01765
239.6;179.98;-0.01765
239.6;179.98;-0.01764
239.6;179.98;-0.01764
239.6;179.98;-0.01764
239.6;179.98;-0.01764
239.6;179.98;-0.01764
239.61;179.98;-0.01764
239.61;179.98;-0.01764
239.61;179.98;-0.01764
239.61;179.98;-0.01765
239.61;179.98;-0.01765
239.62;179.98;-0.01765
239.62;179.98;-0.01765
239.62;179.98;-0.01765
239.62;179.98;-0.01764
239.62;179.98;-0.01764
239.62;179.98;-0.01764
239.63;179.98;-0.01764
239.63;179.98;-0.01764
239.63;179.98;-0.01763
239.63;179.98;-0.01763
239.63;179.98;-0.01763
239.63;179.98;-0.01763
239.63;179.98;-0.01763
239.64;179.98;-0.01763
239.64;179.98;-0.01763
239.64;179.98;-0.01763
239.64;179.98;-0.01763
239.64;179.98;-0.01763
239.65;179.98;-0.01763
239.65;179.98;-0.01763
239.65;179.98;-0.01763
239.65;179.98;-0.01763
239.65;179.98;-0.01763
239.65;179.98;-0.01763
239.65;179.98;-0.01763
239.66;179.98;-0.01764
239.66;179.98;-0.01764
239.66;179.98;-0.01764
239.66;179.98;-0.01764
239.66;179.98;-0.01764
239.67;179.98;-0.01764
239.67;179.98;-0.01764
239.67;179.98;-0.01764
239.67;179.98;-0.01764
239.67;179.98;-0.01764
239.67;179.98;-0.01764
239.68;179.98;-0.01765
239.68;179.98;-0.01765
239.68;179.98;-0.01765
239.68;179.98;-0.01765
239.68;179.98;-0.01765
239.68;179.98;-0.01765
239.68;179.98;-0.01765
239.69;179.98;-0.01765
239.69;179.98;-0.01765
239.69;179.98;-0.01765
239.69;179.98;-0.01765
239.69;179.98;-0.01765
239.7;179.98;-0.01765
239.7;179.98;-0.01765
239.7;179.98;-0.01765
239.7;179.98;-0.01765
239.7;179.98;-0.01765
239.7;179.98;-0.01765
239.7;179.98;-0.01765
239.71;179.98;-0.01765
239.71;179.98;-0.01765
239.71;179.98;-0.01765
239.71;179.98;-0.01765
239.71;179.98;-0.01765
239.72;179.98;-0.01765
239.72;179.98;-0.01765
239.72;179.98;-0.01765
239.72;179.98;-0.01766
239.72;179.98;-0.01766
239.72;179.98;-0.01766
239.73;179.98;-0.01766
239.73;179.98;-0.01765
239.73;179.98;-0.01765
239.73;179.98;-0.01765
239.73;179.98;-0.01765
239.73;179.98;-0.01765
239.73;179.98;-0.01765
239.74;179.98;-0.01765
239.74;179.98;-0.01765
239.74;179.98;-0.01765
239.74;179.98;-0.01765
239.74;179.98;-0.01765
239.75;179.97;-0.01765
239.75;179.98;-0.01765
239.75;179.98;-0.01765
239.75;179.98;-0.01765
239.75;179.98;-0.01765
239.75;179.98;-0.01765
239.75;179.98;-0.01765
239.76;179.98;-0.01765
239.76;179.98;-0.01765
239.76;179.98;-0.01764
239.76;179.98;-0.01764
239.76;179.97;-0.01764
239.77;179.98;-0.01764
239.77;179.98;-0.01764
239.77;179.98;-0.01764
239.77;179.98;-0.01764
239.77;179.98;-0.01764
239.77;179.98;-0.01764
239.78;179.98;-0.01764
239.78;179.98;-0.01763
239.78;179.98;-0.01763
239.78;179.98;-0.01763
239.78;179.98;-0.01763
239.78;179.98;-0.01763
239.78;179.98;-0.01764
239.79;179.98;-0.01764
239.79;179.98;-0.01764
239.79;179.98;-0.01763
239.79;179.98;-0.01763
239.79;179.98;-0.01763
239.8;179.98;-0.01763
239.8;179.98;-0.01763
239.8;179.97;-0.01763
239.8;179.98;-0.01763
239.8;179.98;-0.01762
239.8;179.98;-0.01762
239.8;179.98;-0.01762
239.81;179.97;-0.01762
239.81;179.98;-0.01761
239.81;179.98;-0.01761
239.81;179.98;-0.01761
239.81;179.98;-0.01761
239.82;179.98;-0.01761
239.82;179.98;-0.01761
239.82;179.98;-0.01761
239.82;179.98;-0.01761
239.82;179.98;-0.01761
239.82;179.97;-0.01761
239.83;179.98;-0.01761
239.83;179.98;-0.01761
239.83;179.98;-0.01761
239.83;179.98;-0.01761
239.83;179.98;-0.01761
239.83;179.98;-0.01761
239.83;179.98;-0.01761
239.84;179.98;-0.01761
239.84;179.98;-0.01761
239.84;179.97;-0.01761
239.84;179.98;-0.01761
239.84;179.98;-0.0176
239.85;179.98;-0.0176
239.85;179.98;-0.0176
239.85;179.98;-0.0176
239.85;179.98;-0.0176
239.85;179.98;-0.0176
239.85;179.98;-0.0176
239.85;179.98;-0.01761
239.86;179.98;-0.01761
239.86;179.98;-0.01761
239.86;179.98;-0.01761
239.86;179.98;-0.0176
239.86;179.98;-0.0176
239.87;179.98;-0.0176
239.87;179.98;-0.0176
239.87;179.98;-0.0176
239.87;179.98;-0.0176
239.87;179.98;-0.0176
239.87;179.98;-0.0176
239.88;179.98;-0.01759
239.88;179.98;-0.01759
239.88;179.98;-0.01759
239.88;179.98;-0.01759
239.88;179.98;-0.01758
239.88;179.98;-0.01758
239.88;179.98;-0.01758
239.89;179.98;-0.01758
239.89;179.98;-0.01758
239.89;179.98;-0.01758
239.89;179.98;-0.01758
239.89;179.98;-0.01758
239.9;179.98;-0.01758
239.9;179.98;-0.01758
239.9;179.98;-0.01758
239.9;179.98;-0.01758
239.9;179.98;-0.01758
239.9;179.97;-0.01758
239.9;179.98;-0.01758
239.91;179.98;-0.01758
239.91;179.98;-0.01758
239.91;179.98;-0.01758
239.91;179.98;-0.01758
239.91;179.98;-0.01758
239.92;179.98;-0.01758
239.92;179.98;-0.01758
239.92;179.97;-0.01758
239.92;179.98;-0.01758
239.92;179.98;-0.01758
239.92;179.97;-0.01758
239.93;179.97;-0.01758
239.93;179.98;-0.01758
239.93;179.97;-0.01758
239.93;179.97;-0.01758
239.93;179.97;-0.01757
239.93;179.97;-0.01757
239.93;179.97;-0.01757
239.94;179.97;-0.01756
239.94;179.98;-0.01756
239.94;179.97;-0.01756
239.94;179.97;-0.01756
239.94;179.97;-0.01756
239.95;179.98;-0.01756
239.95;179.98;-0.01756
239.95;179.98;-0.01756
239.95;179.97;-0.01756
239.95;179.98;-0.01756
239.95;179.97;-0.01756
239.95;179.97;-0.01756
239.96;179.97;-0.01756
239.96;179.98;-0.01756
239.96;179.98;-0.01756
239.96;179.98;-0.01757
239.96;179.98;-0.01757
239.97;179.97;-0.01757
239.97;179.97;-0.01757
239.97;179.97;-0.01757
239.97;179.98;-0.01757
239.97;179.97;-0.01757
239.97;179.97;-0.01757
239.98;179.97;-0.01757
239.98;179.97;-0.01757
239.98;179.97;-0.01758
239.98;179.98;-0.01758
239.98;179.98;-0.01758
239.98;179.97;-0.01758
239.98;179.97;-0.01758
239.99;179.97;-0.01758
239.99;179.98;-0.01758
239.99;179.97;-0.01758
239.99;179.97;-0.01758
239.99;179.98;-0.01758
240;179.97;-0.01758
240;179.97;-0.01758
240;179.97;-0.01758
240;179.98;-0.01758
240;179.97;-0.01758
240;179.97;-0.01758
240;179.97;-0.01758
240.01;179.97;-0.01758
240.01;179.97;-0.01758
240.01;179.97;-0.01758
240.01;179.98;-0.01758
240.01;179.97;-0.01758
240.02;179.97;-0.01758
240.02;179.97;-0.01758
240.02;179.97;-0.01758
240.02;179.98;-0.01758
240.02;179.98;-0.01758
240.02;179.97;-0.01758
240.03;179.97;-0.01758
240.03;179.98;-0.01758
240.03;179.98;-0.01758
240.03;179.98;-0.01758
240.03;179.98;-0.01758
240.03;179.98;-0.01758
240.03;179.97;-0.01758
240.04;179.97;-0.01758
240.04;179.98;-0.01758
240.04;179.98;-0.01758
240.04;179.97;-0.01758
240.04;179.98;-0.01758
240.05;179.97;-0.01758
240.05;179.98;-0.01758
240.05;179.97;-0.01758
240.05;179.97;-0.01757
240.05;179.97;-0.01757
240.05;179.98;-0.01757
240.05;179.97;-0.01757
240.06;179.97;-0.01757
240.06;179.98;-0.01757
240.06;179.97;-0.01757
240.06;179.98;-0.01757
240.06;179.98;-0.01757
240.07;179.98;-0.01757
240.07;179.97;-0.01757
240.07;179.97;-0.01757
240.07;179.97;-0.01757
240.07;179.97;-0.01757
240.07;179.97;-0.01757
240.08;179.97;-0.01757
240.08;179.98;-0.01757
240.08;179.97;-0.01757
240.08;179.98;-0.01757
240.08;179.97;-0.01757
240.08;179.97;-0.01757
240.08;179.98;-0.01756
240.09;179.97;-0.01756
240.09;179.98;-0.01756
240.09;179.98;-0.01756
240.09;179.97;-0.01756
240.09;179.97;-0.01756
240.1;179.98;-0.01756
240.1;179.98;-0.01756
240.1;179.97;-0.01756
240.1;179.97;-0.01756
240.1;179.98;-0.01756
240.1;179.97;-0.01755
240.1;179.98;-0.01755
240.11;179.97;-0.01755
240.11;179.97;-0.01755
240.11;179.98;-0.01754
240.11;179.97;-0.01754
240.11;179.98;-0.01754
240.12;179.97;-0.01754
240.12;179.98;-0.01754
240.12;179.97;-0.01755
240.12;179.97;-0.01755
240.12;179.97;-0.01755
240.12;179.97;-0.01755
240.13;179.97;-0.01754
240.13;179.98;-0.01754
240.13;179.97;-0.01754
240.13;179.98;-0.01754
240.13;179.97;-0.01754
240.13;179.98;-0.01754
240.13;179.98;-0.01754
240.14;179.97;-0.01754
240.14;179.98;-0.01754
240.14;179.97;-0.01753
240.14;179.97;-0.01753
240.14;179.98;-0.01753
240.15;179.98;-0.01753
240.15;179.97;-0.01753
240.15;179.97;-0.01753
240.15;179.97;-0.01753
240.15;179.97;-0.01753
240.15;179.97;-0.01753
240.15;179.98;-0.01753
240.16;179.97;-0.01753
240.16;179.98;-0.01753
240.16;179.98;-0.01753
240.16;179.98;-0.01753
240.16;179.98;-0.01753
240.17;179.98;-0.01753
240.17;179.98;-0.01753
240.17;179.98;-0.01754
240.17;179.98;-0.01754
240.17;179.98;-0.01754
240.17;179.98;-0.01754
240.18;179.98;-0.01754
240.18;179.98;-0.01754
240.18;179.98;-0.01754
240.18;179.98;-0.01754
240.18;179.98;-0.01754
240.18;179.98;-0.01754
240.18;179.98;-0.01754
240.19;179.98;-0.01754
240.19;179.98;-0.01754
240.19;179.98;-0.01755
240.19;179.97;-0.01755
240.19;179.98;-0.01755
240.2;179.98;-0.01755
240.2;179.98;-0.01755
240.2;179.98;-0.01755
240.2;179.98;-0.01755
240.2;179.98;-0.01755
240.2;179.98;-0.01755
240.2;179.97;-0.01755
240.21;179.98;-0.01755
240.21;179.98;-0.01755
240.21;179.97;-0.01756
240.21;179.97;-0.01756
240.21;179.98;-0.01756
240.22;179.98;-0.01756
240.22;179.97;-0.01756
240.22;179.98;-0.01756
240.22;179.98;-0.01756
240.22;179.98;-0.01756
240.22;179.97;-0.01756
240.23;179.98;-0.01756
240.23;179.98;-0.01756
240.23;179.98;-0.01757
240.23;179.98;-0.01757
240.23;179.98;-0.01757
240.23;179.98;-0.01757
240.23;179.97;-0.01757
240.24;179.97;-0.01757
240.24;179.98;-0.01757
240.24;179.98;-0.01757
240.24;179.98;-0.01757
240.24;179.97;-0.01757
240.25;179.98;-0.01757
240.25;179.98;-0.01757
240.25;179.98;-0.01757
240.25;179.98;-0.01757
240.25;179.98;-0.01757
240.25;179.97;-0.01757
240.25;179.98;-0.01757
240.26;179.98;-0.01757
240.26;179.98;-0.01757
240.26;179.98;-0.01757
240.26;179.98;-0.01757
240.26;179.98;-0.01757
240.27;179.98;-0.01758
240.27;179.98;-0.01758
240.27;179.98;-0.01757
240.27;179.98;-0.01757
240.27;179.98;-0.01757
240.27;179.98;-0.01758
240.28;179.98;-0.01758
240.28;179.98;-0.01758
240.28;179.98;-0.01758
240.28;179.98;-0.01758
240.28;179.98;-0.01758
240.28;179.98;-0.01758
240.28;179.98;-0.01758
240.29;179.98;-0.01758
240.29;179.98;-0.01758
240.29;179.98;-0.01758
240.29;179.97;-0.01758
240.29;179.98;-0.01758
240.3;179.98;-0.01758
240.3;179.98;-0.01758
240.3;179.98;-0.01758
240.3;179.98;-0.01758
240.3;179.98;-0.01758
240.3;179.98;-0.01758
240.3;179.98;-0.01758
240.31;179.98;-0.01758
240.31;179.97;-0.01758
240.31;179.98;-0.01758
240.31;179.98;-0.01758
240.31;179.98;-0.01758
240.32;179.98;-0.01758
240.32;179.98;-0.01758
240.32;179.98;-0.01758
240.32;179.98;-0.01758
240.32;179.98;-0.01758
240.32;179.97;-0.01758
240.33;179.98;-0.01757
240.33;179.98;-0.01757
240.33;179.97;-0.01757
240.33;179.97;-0.01757
240.33;179.98;-0.01757
240.33;179.98;-0.01757
240.33;179.98;-0.01757
240.34;179.98;-0.01757
240.34;179.98;-0.01757
240.34;179.98;-0.01757
240.34;179.98;-0.01758
240.34;179.98;-0.01758
240.35;179.98;-0.01758
240.35;179.98;-0.01758
240.35;179.98;-0.01758
240.35;179.98;-0.01758
240.35;179.98;-0.01758
240.35;179.98;-0.01758
240.35;179.98;-0.01758
240.36;179.98;-0.01758
240.36;179.98;-0.01758
240.36;179.98;-0.01758
240.36;179.98;-0.01758
240.36;179.98;-0.01758
240.37;179.98;-0.01758
240.37;179.98;-0.01758
240.37;179.98;-0.01758
240.37;179.98;-0.01758
240.37;179.98;-0.01758
240.37;179.98;-0.01758
240.38;179.98;-0.01758
240.38;179.98;-0.01758
240.38;179.98;-0.01758
240.38;179.98;-0.01758
240.38;179.98;-0.01758
240.38;179.98;-0.01758
240.38;179.98;-0.01758
240.39;179.98;-0.01758
240.39;179.98;-0.01758
240.39;179.98;-0.01758
240.39;179.98;-0.01758
240.39;179.98;-0.01758
240.4;179.98;-0.01758
240.4;179.97;-0.01758
240.4;179.98;-0.01758
240.4;179.98;-0.01757
240.4;179.98;-0.01757
240.4;179.98;-0.01757
240.4;179.98;-0.01757
240.41;179.98;-0.01757
240.41;179.98;-0.01757
240.41;179.98;-0.01758
240.41;179.98;-0.01758
240.41;179.98;-0.01758
240.42;179.98;-0.01758
240.42;179.98;-0.01759
240.42;179.98;-0.01759
240.42;179.98;-0.01759
240.42;179.98;-0.01759
240.42;179.98;-0.01759
240.43;179.98;-0.01759
240.43;179.98;-0.01759
240.43;179.98;-0.01758
240.43;179.98;-0.01758
240.43;179.98;-0.01758
240.43;179.98;-0.01758
240.43;179.98;-0.01758
240.44;179.98;-0.01758
240.44;179.98;-0.01758
240.44;179.98;-0.01758
240.44;179.98;-0.01758
240.44;179.97;-0.01758
240.45;179.97;-0.01758
240.45;179.98;-0.01758
240.45;179.97;-0.01758
240.45;179.97;-0.01758
240.45;179.98;-0.01758
240.45;179.98;-0.01758
240.45;179.98;-0.01758
240.46;179.97;-0.01758
240.46;179.98;-0.01758
240.46;179.98;-0.01758
240.46;179.97;-0.01758
240.46;179.98;-0.01758
240.47;179.98;-0.01758
240.47;179.98;-0.01758
240.47;179.97;-0.01758
240.47;179.98;-0.01758
240.47;179.98;-0.01758
240.47;179.97;-0.01759
240.48;179.98;-0.01759
240.48;179.97;-0.01759
240.48;179.98;-0.01759
240.48;179.98;-0.01759
240.48;179.98;-0.0176
240.48;179.98;-0.0176
240.48;179.98;-0.0176
240.49;179.98;-0.0176
240.49;179.98;-0.0176
240.49;179.97;-0.0176
240.49;179.98;-0.0176
240.49;179.98;-0.0176
240.5;179.98;-0.0176
240.5;179.98;-0.0176
240.5;179.98;-0.0176
240.5;179.98;-0.0176
240.5;179.98;-0.0176
240.5;179.98;-0.0176
240.5;179.98;-0.0176
240.51;179.98;-0.0176
240.51;179.97;-0.0176
240.51;179.98;-0.01761
240.51;179.98;-0.01761
240.51;179.98;-0.01761
240.52;179.98;-0.01761
240.52;179.98;-0.01761
240.52;179.98;-0.01761
240.52;179.98;-0.01761
240.52;179.98;-0.01761
240.52;179.98;-0.0176
240.53;179.97;-0.0176
240.53;179.97;-0.0176
240.53;179.98;-0.0176
240.53;179.98;-0.0176
240.53;179.98;-0.0176
240.53;179.98;-0.01761
240.53;179.98;-0.01761
240.54;179.98;-0.01761
240.54;179.98;-0.01761
240.54;179.98;-0.01761
240.54;179.98;-0.01761
240.54;179.98;-0.01761
240.55;179.98;-0.01761
240.55;179.98;-0.01761
240.55;179.98;-0.01761
240.55;179.98;-0.01761
240.55;179.98;-0.0176
240.55;179.98;-0.01761
240.55;179.98;-0.01761
240.56;179.98;-0.01761
240.56;179.98;-0.0176
240.56;179.98;-0.0176
240.56;179.98;-0.0176
240.56;179.98;-0.0176
240.57;179.98;-0.0176
240.57;179.98;-0.0176
240.57;179.98;-0.0176
240.57;179.98;-0.01761
240.57;179.98;-0.01761
240.57;179.98;-0.01761
240.58;179.98;-0.01761
240.58;179.98;-0.0176
240.58;179.98;-0.0176
240.58;179.98;-0.0176
240.58;179.98;-0.0176
240.58;179.98;-0.0176
240.58;179.98;-0.0176
240.59;179.98;-0.0176
240.59;179.98;-0.0176
240.59;179.98;-0.0176
240.59;179.98;-0.0176
240.59;179.98;-0.0176
240.6;179.98;-0.0176
240.6;179.98;-0.0176
240.6;179.98;-0.0176
240.6;179.98;-0.0176
240.6;179.98;-0.0176
240.6;179.98;-0.0176
240.6;179.98;-0.0176
240.61;179.98;-0.01761
240.61;179.98;-0.01761
240.61;179.98;-0.01761
240.61;179.98;-0.01761
240.61;179.98;-0.01761
240.62;179.98;-0.01761
240.62;179.98;-0.01761
240.62;179.98;-0.01761
240.62;179.98;-0.01761
240.62;179.98;-0.01761
240.62;179.98;-0.01761
240.63;179.98;-0.01761
240.63;179.98;-0.01761
240.63;179.98;-0.01761
240.63;179.98;-0.01761
240.63;179.98;-0.01761
240.63;179.98;-0.01761
240.63;179.98;-0.01761
240.64;179.98;-0.01761
240.64;179.98;-0.01761
240.64;179.98;-0.01761
240.64;179.98;-0.01761
240.64;179.98;-0.01761
240.65;179.98;-0.01762
240.65;179.98;-0.01762
240.65;179.98;-0.01762
240.65;179.98;-0.01761
240.65;179.98;-0.01761
240.65;179.98;-0.01761
240.65;179.98;-0.01762
240.66;179.97;-0.01762
240.66;179.98;-0.01762
240.66;179.97;-0.01762
240.66;179.98;-0.01762
240.66;179.98;-0.01762
240.67;179.98;-0.01762
240.67;179.98;-0.01762
240.67;179.98;-0.01763
240.67;179.98;-0.01763
240.67;179.98;-0.01763
240.67;179.98;-0.01763
240.68;179.98;-0.01763
240.68;179.98;-0.01763
240.68;179.98;-0.01763
240.68;179.98;-0.01763
240.68;179.98;-0.01763
240.68;179.98;-0.01763
240.68;179.98;-0.01763
240.69;179.98;-0.01763
240.69;179.98;-0.01763
240.69;179.98;-0.01763
240.69;179.98;-0.01763
240.69;179.98;-0.01763
240.7;179.98;-0.01763
240.7;179.98;-0.01763
240.7;179.98;-0.01763
240.7;179.98;-0.01763
240.7;179.98;-0.01763
240.7;179.98;-0.01763
240.7;179.98;-0.01763
240.71;179.98;-0.01763
240.71;179.98;-0.01763
240.71;179.98;-0.01763
240.71;179.98;-0.01763
240.71;179.98;-0.01763
240.72;179.98;-0.01763
240.72;179.98;-0.01763
240.72;179.98;-0.01763
240.72;179.98;-0.01763
240.72;179.98;-0.01763
240.72;179.98;-0.01763
240.73;179.98;-0.01763
240.73;179.98;-0.01763
240.73;179.98;-0.01763
240.73;179.98;-0.01763
240.73;179.98;-0.01763
240.73;179.98;-0.01763
240.73;179.98;-0.01762
240.74;179.98;-0.01762
240.74;179.98;-0.01762
240.74;179.98;-0.01762
240.74;179.98;-0.01763
240.74;179.98;-0.01763
240.75;179.98;-0.01763
240.75;179.98;-0.01763
240.75;179.98;-0.01763
240.75;179.98;-0.01763
240.75;179.98;-0.01762
240.75;179.98;-0.01762
240.75;179.98;-0.01762
240.76;179.98;-0.01762
240.76;179.98;-0.01762
240.76;179.98;-0.01762
240.76;179.98;-0.01762
240.76;179.98;-0.01762
240.77;179.98;-0.01762
240.77;179.98;-0.01762
240.77;179.98;-0.01763
240.77;179.98;-0.01763
240.77;179.98;-0.01763
240.77;179.98;-0.01763
240.78;179.98;-0.01763
240.78;179.98;-0.01763
240.78;179.98;-0.01763
240.78;179.98;-0.01763
240.78;179.98;-0.01763
240.78;179.98;-0.01763
240.78;179.98;-0.01763
240.79;179.98;-0.01763
240.79;179.98;-0.01763
240.79;179.98;-0.01763
240.79;179.98;-0.01763
240.79;179.98;-0.01763
240.8;179.98;-0.01763
240.8;179.98;-0.01763
240.8;179.98;-0.01763
240.8;179.98;-0.01763
240.8;179.98;-0.01764
240.8;179.98;-0.01764
240.8;179.98;-0.01764
240.81;179.98;-0.01764
240.81;179.98;-0.01764
240.81;179.98;-0.01764
240.81;179.98;-0.01764
240.81;179.98;-0.01764
240.82;179.98;-0.01764
240.82;179.98;-0.01764
240.82;179.97;-0.01764
240.82;179.98;-0.01764
240.82;179.98;-0.01764
240.82;179.98;-0.01764
240.83;179.98;-0.01764
240.83;179.98;-0.01764
240.83;179.98;-0.01764
240.83;179.98;-0.01764
240.83;179.98;-0.01764
240.83;179.98;-0.01764
240.83;179.98;-0.01765
240.84;179.98;-0.01765
240.84;179.98;-0.01765
240.84;179.98;-0.01765
240.84;179.98;-0.01765
240.84;179.98;-0.01765
240.85;179.98;-0.01765
240.85;179.98;-0.01765
240.85;179.98;-0.01765
240.85;179.98;-0.01765
240.85;179.98;-0.01765
240.85;179.98;-0.01765
240.85;179.98;-0.01765
240.86;179.98;-0.01765
240.86;179.98;-0.01765
240.86;179.98;-0.01765
240.86;179.98;-0.01765
240.86;179.98;-0.01765
240.87;179.98;-0.01765
240.87;179.98;-0.01764
240.87;179.98;-0.01765
240.87;179.98;-0.01765
240.87;179.98;-0.01765
240.87;179.98;-0.01765
240.88;179.98;-0.01765
240.88;179.98;-0.01765
240.88;179.98;-0.01765
240.88;179.98;-0.01765
240.88;179.98;-0.01764
240.88;179.98;-0.01764
240.88;179.98;-0.01764
240.89;179.98;-0.01764
240.89;179.98;-0.01765
240.89;179.98;-0.01765
240.89;179.98;-0.01765
240.89;179.98;-0.01765
240.9;179.98;-0.01765
240.9;179.98;-0.01765
240.9;179.98;-0.01765
240.9;179.98;-0.01765
240.9;179.98;-0.01765
240.9;179.98;-0.01765
240.9;179.98;-0.01765
240.91;179.98;-0.01765
240.91;179.98;-0.01765
240.91;179.98;-0.01765
240.91;179.98;-0.01765
240.91;179.98;-0.01765
240.92;179.98;-0.01765
240.92;179.98;-0.01765
240.92;179.98;-0.01765
240.92;179.98;-0.01765
240.92;179.98;-0.01765
240.92;179.98;-0.01765
240.93;179.98;-0.01766
240.93;179.98;-0.01766
240.93;179.98;-0.01766
240.93;179.98;-0.01766
240.93;179.98;-0.01765
240.93;179.98;-0.01765
240.93;179.98;-0.01765
240.94;179.98;-0.01765
240.94;179.98;-0.01765
240.94;179.98;-0.01765
240.94;179.98;-0.01765
240.94;179.98;-0.01765
240.95;179.98;-0.01765
240.95;179.98;-0.01765
240.95;179.98;-0.01765
240.95;179.98;-0.01765
240.95;179.98;-0.01764
240.95;179.98;-0.01764
240.95;179.98;-0.01764
240.96;179.98;-0.01764
240.96;179.98;-0.01764
240.96;179.98;-0.01765
240.96;179.98;-0.01765
240.96;179.98;-0.01765
240.97;179.98;-0.01765
240.97;179.98;-0.01765
240.97;179.98;-0.01765
240.97;179.97;-0.01765
240.97;179.98;-0.01765
240.97;179.98;-0.01765
240.98;179.98;-0.01765
240.98;179.98;-0.01766
240.98;179.97;-0.01766
240.98;179.98;-0.01766
240.98;179.98;-0.01766
240.98;179.98;-0.01766
240.98;179.98;-0.01766
240.99;179.98;-0.01766
240.99;179.98;-0.01766
240.99;179.98;-0.01766
240.99;179.98;-0.01766
240.99;179.98;-0.01766
241;179.98;-0.01765
241;179.98;-0.01765
241;179.98;-0.01765
241;179.98;-0.01766
241;179.98;-0.01766
241;179.98;-0.01766
241;179.98;-0.01766
241.01;179.98;-0.01766
241.01;179.98;-0.01766
241.01;179.98;-0.01766
241.01;179.98;-0.01766
241.01;179.98;-0.01766
241.02;179.98;-0.01765
241.02;179.98;-0.01766
241.02;179.98;-0.01765
241.02;179.98;-0.01765
241.02;179.98;-0.01765
241.02;179.98;-0.01765
241.03;179.98;-0.01765
241.03;179.98;-0.01765
241.03;179.98;-0.01765
241.03;179.98;-0.01765
241.03;179.98;-0.01766
241.03;179.98;-0.01766
241.03;179.98;-0.01766
241.04;179.98;-0.01766
241.04;179.98;-0.01766
241.04;179.98;-0.01766
241.04;179.98;-0.01766
241.04;179.98;-0.01766
241.05;179.98;-0.01766
241.05;179.98;-0.01766
241.05;179.98;-0.01766
241.05;179.98;-0.01765
241.05;179.98;-0.01765
241.05;179.98;-0.01765
241.05;179.98;-0.01765
241.06;179.98;-0.01765
241.06;179.98;-0.01765
241.06;179.98;-0.01765
241.06;179.98;-0.01765
241.06;179.98;-0.01765
241.07;179.98;-0.01765
241.07;179.98;-0.01765
241.07;179.98;-0.01765
241.07;179.98;-0.01766
241.07;179.98;-0.01766
241.07;179.98;-0.01766
241.08;179.98;-0.01766
241.08;179.98;-0.01766
241.08;179.98;-0.01765
241.08;179.98;-0.01765
241.08;179.98;-0.01765
241.08;179.98;-0.01766
241.08;179.98;-0.01766
241.09;179.98;-0.01766
241.09;179.98;-0.01766
241.09;179.98;-0.01766
241.09;179.98;-0.01766
241.09;179.98;-0.01766
241.1;179.98;-0.01766
241.1;179.98;-0.01766
241.1;179.98;-0.01766
241.1;179.98;-0.01766
241.1;179.98;-0.01766
241.1;179.98;-0.01767
241.1;179.98;-0.01767
241.11;179.98;-0.01767
241.11;179.98;-0.01767
241.11;179.98;-0.01767
241.11;179.98;-0.01766
241.11;179.98;-0.01766
241.12;179.98;-0.01766
241.12;179.98;-0.01766
241.12;179.98;-0.01766
241.12;179.98;-0.01766
241.12;179.98;-0.01766
241.12;179.98;-0.01766
241.13;179.98;-0.01766
241.13;179.98;-0.01767
241.13;179.98;-0.01767
241.13;179.98;-0.01767
241.13;179.98;-0.01766
241.13;179.98;-0.01766
241.13;179.98;-0.01766
241.14;179.98;-0.01766
241.14;179.98;-0.01766
241.14;179.98;-0.01766
241.14;179.98;-0.01766
241.14;179.98;-0.01765
241.15;179.98;-0.01765
241.15;179.98;-0.01766
241.15;179.98;-0.01766
241.15;179.98;-0.01766
241.15;179.98;-0.01766
241.15;179.98;-0.01766
241.15;179.98;-0.01766
241.16;179.98;-0.01766
241.16;179.98;-0.01766
241.16;179.98;-0.01766
241.16;179.98;-0.01767
241.16;179.98;-0.01767
241.17;179.98;-0.01766
241.17;179.98;-0.01766
241.17;179.98;-0.01767
241.17;179.98;-0.01766
241.17;179.98;-0.01767
241.17;179.98;-0.01767
241.18;179.98;-0.01767
241.18;179.98;-0.01767
241.18;179.98;-0.01767
241.18;179.98;-0.01767
241.18;179.98;-0.01767
241.18;179.98;-0.01767
241.18;179.98;-0.01767
241.19;179.98;-0.01766
241.19;179.98;-0.01766
241.19;179.98;-0.01766
241.19;179.98;-0.01766
241.19;179.98;-0.01766
241.2;179.98;-0.01766
241.2;179.98;-0.01766
241.2;179.98;-0.01766
