Time;Actual Temperature;Heat Flow to Composite
minutes;\+(o)C;W/g
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;0;
8;0;
9;0;
10;0;
11;0;
12;0;
13;0;
14;0;
15;0;
16;0;
17;0;
18;0;
19;0;
20;0;
21;0;
22;0;
23;0;
24;0;
25;0;
26;70.03;-0.03816
26;70.03;-0.03796
26;70.03;-0.03778
26.01;70.03;-0.03752
26.01;70.03;-0.03729
26.01;70.03;-0.03705
26.01;70.03;-0.03682
26.01;70.03;-0.03665
26.01;70.03;-0.03645
26.01;70.03;-0.03616
26.02;70.03;-0.03591
26.02;70.03;-0.03565
26.02;70.03;-0.03535
26.02;70.03;-0.03494
26.02;70.03;-0.03457
26.03;70.03;-0.03425
26.03;70.03;-0.03401
26.03;70.03;-0.03382
26.03;70.03;-0.0336
26.03;70.03;-0.03333
26.03;70.03;-0.0331
26.03;70.03;-0.03284
26.04;70.03;-0.0325
26.04;70.03;-0.03218
26.04;70.03;-0.03185
26.04;70.03;-0.03157
26.04;70.03;-0.03124
26.05;70.03;-0.03092
26.05;70.03;-0.03069
26.05;70.04;-0.03049
26.05;70.04;-0.0302
26.05;70.04;-0.02991
26.05;70.04;-0.02959
26.05;70.04;-0.02929
26.06;70.04;-0.02906
26.06;70.04;-0.02889
26.06;70.04;-0.0287
26.06;70.04;-0.02857
26.06;70.05;-0.02841
26.07;70.05;-0.02823
26.07;70.05;-0.02812
26.07;70.05;-0.02802
26.07;70.05;-0.02786
26.07;70.05;-0.02772
26.07;70.06;-0.0276
26.08;70.06;-0.02749
26.08;70.06;-0.02743
26.08;70.06;-0.02735
26.08;70.06;-0.02732
26.08;70.06;-0.02728
26.08;70.07;-0.02725
26.08;70.07;-0.02722
26.09;70.07;-0.0272
26.09;70.07;-0.0272
26.09;70.07;-0.0272
26.09;70.08;-0.0272
26.09;70.08;-0.02721
26.09;70.08;-0.02722
26.1;70.08;-0.02723
26.1;70.08;-0.02724
26.1;70.09;-0.0274
26.1;70.09;-0.02752
26.1;70.09;-0.02762
26.11;70.09;-0.02772
26.11;70.09;-0.02781
26.11;70.1;-0.02789
26.11;70.1;-0.02797
26.11;70.1;-0.02807
26.11;70.11;-0.02818
26.12;70.11;-0.0283
26.12;70.11;-0.02842
26.12;70.11;-0.02854
26.12;70.12;-0.02865
26.12;70.12;-0.02877
26.12;70.12;-0.0289
26.13;70.12;-0.02904
26.13;70.12;-0.02919
26.13;70.13;-0.02935
26.13;70.13;-0.02952
26.13;70.13;-0.0297
26.13;70.13;-0.02989
26.14;70.14;-0.03006
26.14;70.14;-0.03025
26.14;70.14;-0.03043
26.14;70.14;-0.03062
26.14;70.15;-0.03082
26.14;70.15;-0.03102
26.14;70.15;-0.03124
26.15;70.15;-0.03151
26.15;70.16;-0.03178
26.15;70.16;-0.03209
26.15;70.16;-0.03244
26.15;70.17;-0.03277
26.16;70.17;-0.0331
26.16;70.17;-0.03343
26.16;70.17;-0.03373
26.16;70.18;-0.03399
26.16;70.18;-0.03431
26.16;70.18;-0.03459
26.16;70.18;-0.03481
26.17;70.19;-0.03498
26.17;70.19;-0.03515
26.17;70.19;-0.0353
26.17;70.19;-0.0355
26.17;70.2;-0.03573
26.18;70.2;-0.03598
26.18;70.2;-0.03619
26.18;70.2;-0.03639
26.18;70.21;-0.03658
26.18;70.21;-0.03683
26.18;70.21;-0.03707
26.19;70.21;-0.03725
26.19;70.22;-0.0374
26.19;70.22;-0.03756
26.19;70.22;-0.03775
26.19;70.23;-0.03788
26.19;70.23;-0.03802
26.19;70.23;-0.03817
26.2;70.23;-0.0383
26.2;70.24;-0.03839
26.2;70.24;-0.03849
26.2;70.24;-0.03861
26.2;70.25;-0.03874
26.21;70.25;-0.03886
26.21;70.25;-0.03899
26.21;70.26;-0.03918
26.21;70.26;-0.03937
26.21;70.26;-0.03958
26.21;70.26;-0.03971
26.21;70.27;-0.03983
26.22;70.27;-0.03995
26.22;70.27;-0.04005
26.22;70.28;-0.04013
26.22;70.28;-0.04023
26.22;70.28;-0.04036
26.23;70.28;-0.04049
26.23;70.29;-0.04062
26.23;70.29;-0.0408
26.23;70.29;-0.04094
26.23;70.3;-0.04107
26.23;70.3;-0.04118
26.24;70.3;-0.04126
26.24;70.31;-0.04133
26.24;70.31;-0.04144
26.24;70.31;-0.04158
26.24;70.31;-0.04174
26.24;70.32;-0.04192
26.24;70.32;-0.0421
26.25;70.32;-0.04225
26.25;70.33;-0.0424
26.25;70.33;-0.04253
26.25;70.33;-0.04268
26.25;70.34;-0.04279
26.26;70.34;-0.04287
26.26;70.34;-0.04296
26.26;70.34;-0.04305
26.26;70.35;-0.04315
26.26;70.35;-0.04328
26.26;70.35;-0.0434
26.26;70.36;-0.0435
26.27;70.36;-0.0436
26.27;70.36;-0.04371
26.27;70.37;-0.04384
26.27;70.37;-0.04397
26.27;70.37;-0.04408
26.28;70.38;-0.04419
26.28;70.38;-0.04429
26.28;70.38;-0.04439
26.28;70.38;-0.04449
26.28;70.39;-0.04455
26.28;70.39;-0.04465
26.29;70.39;-0.04471
26.29;70.4;-0.04476
26.29;70.4;-0.04483
26.29;70.4;-0.04491
26.29;70.41;-0.045
26.29;70.41;-0.04508
26.3;70.41;-0.04518
26.3;70.42;-0.04528
26.3;70.42;-0.0454
26.3;70.42;-0.04551
26.3;70.43;-0.04561
26.3;70.43;-0.04571
26.3;70.43;-0.04582
26.31;70.43;-0.0459
26.31;70.44;-0.046
26.31;70.44;-0.04607
26.31;70.44;-0.04614
26.31;70.45;-0.04619
26.31;70.45;-0.04623
26.32;70.45;-0.04628
26.32;70.46;-0.04632
26.32;70.46;-0.04636
26.32;70.46;-0.04642
26.32;70.47;-0.04647
26.33;70.47;-0.04652
26.33;70.47;-0.04658
26.33;70.48;-0.04665
26.33;70.48;-0.04673
26.33;70.48;-0.04682
26.33;70.49;-0.04689
26.34;70.49;-0.04695
26.34;70.49;-0.047
26.34;70.5;-0.04704
26.34;70.5;-0.04708
26.34;70.5;-0.04713
26.34;70.5;-0.04716
26.35;70.51;-0.04722
26.35;70.51;-0.04727
26.35;70.51;-0.04734
26.35;70.52;-0.04742
26.35;70.52;-0.04749
26.35;70.52;-0.04755
26.35;70.53;-0.0476
26.36;70.53;-0.04766
26.36;70.53;-0.04769
26.36;70.54;-0.04772
26.36;70.54;-0.04774
26.36;70.54;-0.04777
26.36;70.55;-0.0478
26.37;70.55;-0.04783
26.37;70.55;-0.04786
26.37;70.56;-0.0479
26.37;70.56;-0.04794
26.37;70.56;-0.04798
26.38;70.57;-0.04801
26.38;70.57;-0.04805
26.38;70.57;-0.04809
26.38;70.58;-0.04813
26.38;70.58;-0.04818
26.38;70.58;-0.04823
26.39;70.59;-0.04826
26.39;70.59;-0.0483
26.39;70.59;-0.04833
26.39;70.6;-0.04838
26.39;70.6;-0.04841
26.39;70.6;-0.04843
26.4;70.61;-0.04846
26.4;70.61;-0.04848
26.4;70.61;-0.04851
26.4;70.61;-0.04854
26.4;70.62;-0.04858
26.4;70.62;-0.04861
26.4;70.62;-0.04863
26.41;70.63;-0.04864
26.41;70.63;-0.04867
26.41;70.63;-0.0487
26.41;70.64;-0.04872
26.41;70.64;-0.04875
26.41;70.64;-0.04876
26.42;70.65;-0.04878
26.42;70.65;-0.0488
26.42;70.65;-0.04883
26.42;70.66;-0.04884
26.42;70.66;-0.04886
26.43;70.66;-0.04887
26.43;70.67;-0.0489
26.43;70.67;-0.04893
26.43;70.67;-0.04896
26.43;70.68;-0.049
26.43;70.68;-0.04903
26.44;70.68;-0.04906
26.44;70.69;-0.04907
26.44;70.69;-0.04909
26.44;70.69;-0.0491
26.44;70.7;-0.04914
26.44;70.7;-0.04917
26.45;70.7;-0.04919
26.45;70.71;-0.0492
26.45;70.71;-0.04922
26.45;70.71;-0.04924
26.45;70.72;-0.04925
26.45;70.72;-0.04928
26.45;70.72;-0.04931
26.46;70.73;-0.04933
26.46;70.73;-0.04934
26.46;70.73;-0.04936
26.46;70.74;-0.04937
26.46;70.74;-0.04939
26.46;70.74;-0.0494
26.47;70.75;-0.04942
26.47;70.75;-0.04944
26.47;70.75;-0.04945
26.47;70.76;-0.04947
26.47;70.76;-0.04948
26.48;70.76;-0.0495
26.48;70.77;-0.04951
26.48;70.77;-0.04953
26.48;70.77;-0.04954
26.48;70.77;-0.04956
26.48;70.78;-0.04958
26.49;70.78;-0.04959
26.49;70.78;-0.04961
26.49;70.79;-0.04963
26.49;70.79;-0.04964
26.49;70.79;-0.04966
26.49;70.8;-0.04967
26.5;70.8;-0.04969
26.5;70.8;-0.0497
26.5;70.81;-0.04972
26.5;70.81;-0.04973
26.5;70.81;-0.04975
26.5;70.82;-0.04976
26.5;70.82;-0.04978
26.51;70.82;-0.04979
26.51;70.83;-0.04981
26.51;70.83;-0.04983
26.51;70.83;-0.04984
26.51;70.84;-0.04986
26.51;70.84;-0.04988
26.52;70.84;-0.04989
26.52;70.85;-0.04991
26.52;70.85;-0.04992
26.52;70.85;-0.04994
26.52;70.86;-0.04995
26.53;70.86;-0.04997
26.53;70.86;-0.04998
26.53;70.87;-0.05
26.53;70.87;-0.05001
26.53;70.87;-0.05003
26.53;70.88;-0.05005
26.53;70.88;-0.05007
26.54;70.88;-0.05008
26.54;70.89;-0.0501
26.54;70.89;-0.05011
26.54;70.89;-0.05012
26.54;70.9;-0.05014
26.55;70.9;-0.05015
26.55;70.9;-0.05017
26.55;70.91;-0.05018
26.55;70.91;-0.0502
26.55;70.91;-0.05021
26.55;70.92;-0.05023
26.55;70.92;-0.05024
26.56;70.92;-0.05026
26.56;70.93;-0.05027
26.56;70.93;-0.05028
26.56;70.93;-0.0503
26.56;70.94;-0.05031
26.57;70.94;-0.05032
26.57;70.94;-0.05034
26.57;70.95;-0.05035
26.57;70.95;-0.05037
26.57;70.95;-0.05038
26.57;70.96;-0.0504
26.58;70.96;-0.05041
26.58;70.96;-0.05043
26.58;70.97;-0.05044
26.58;70.97;-0.05046
26.58;70.97;-0.05047
26.58;70.98;-0.05049
26.58;70.98;-0.0505
26.59;70.98;-0.05051
26.59;70.99;-0.05053
26.59;70.99;-0.05054
26.59;70.99;-0.05055
26.59;71;-0.05057
26.6;71;-0.05058
26.6;71;-0.05059
26.6;71.01;-0.05061
26.6;71.01;-0.05062
26.6;71.01;-0.05063
26.6;71.02;-0.05064
26.6;71.02;-0.05066
26.61;71.02;-0.05067
26.61;71.03;-0.05068
26.61;71.03;-0.05069
26.61;71.03;-0.05071
26.61;71.04;-0.05072
26.62;71.04;-0.05073
26.62;71.04;-0.05074
26.62;71.05;-0.05076
26.62;71.05;-0.05077
26.62;71.05;-0.05078
26.62;71.06;-0.05079
26.63;71.06;-0.05081
26.63;71.06;-0.05082
26.63;71.07;-0.05083
26.63;71.07;-0.05085
26.63;71.07;-0.05086
26.63;71.08;-0.05087
26.63;71.08;-0.05088
26.64;71.08;-0.05089
26.64;71.09;-0.0509
26.64;71.09;-0.05091
26.64;71.09;-0.05092
26.64;71.1;-0.05093
26.65;71.1;-0.05095
26.65;71.1;-0.05096
26.65;71.11;-0.05097
26.65;71.11;-0.05099
26.65;71.11;-0.051
26.65;71.12;-0.05101
26.65;71.12;-0.05102
26.66;71.12;-0.05103
26.66;71.13;-0.05104
26.66;71.13;-0.05105
26.66;71.13;-0.05106
26.66;71.14;-0.05107
26.67;71.14;-0.05108
26.67;71.14;-0.05109
26.67;71.15;-0.0511
26.67;71.15;-0.05111
26.67;71.15;-0.05112
26.67;71.16;-0.05113
26.68;71.16;-0.05114
26.68;71.16;-0.05114
26.68;71.17;-0.05115
26.68;71.17;-0.05116
26.68;71.17;-0.05117
26.68;71.18;-0.05118
26.68;71.18;-0.05119
26.69;71.18;-0.0512
26.69;71.19;-0.05121
26.69;71.19;-0.05122
26.69;71.19;-0.05123
26.69;71.2;-0.05124
26.7;71.2;-0.05125
26.7;71.2;-0.05125
26.7;71.21;-0.05126
26.7;71.21;-0.05127
26.7;71.21;-0.05128
26.7;71.22;-0.05128
26.7;71.22;-0.05129
26.71;71.22;-0.0513
26.71;71.23;-0.05131
26.71;71.23;-0.05131
26.71;71.23;-0.05132
26.71;71.24;-0.05133
26.72;71.24;-0.05134
26.72;71.24;-0.05135
26.72;71.25;-0.05135
26.72;71.25;-0.05136
26.72;71.25;-0.05137
26.72;71.26;-0.05137
26.73;71.26;-0.05138
26.73;71.26;-0.05139
26.73;71.27;-0.05139
26.73;71.27;-0.0514
26.73;71.27;-0.05141
26.73;71.28;-0.05142
26.73;71.28;-0.05142
26.74;71.28;-0.05143
26.74;71.29;-0.05144
26.74;71.29;-0.05145
26.74;71.29;-0.05145
26.74;71.3;-0.05146
26.75;71.3;-0.05147
26.75;71.3;-0.05148
26.75;71.31;-0.05148
26.75;71.31;-0.05149
26.75;71.31;-0.0515
26.75;71.32;-0.05151
26.75;71.32;-0.05152
26.76;71.32;-0.05153
26.76;71.33;-0.05153
26.76;71.33;-0.05154
26.76;71.33;-0.05154
26.76;71.34;-0.05155
26.77;71.34;-0.05156
26.77;71.34;-0.05156
26.77;71.35;-0.05157
26.77;71.35;-0.05157
26.77;71.35;-0.05158
26.77;71.36;-0.05159
26.78;71.36;-0.0516
26.78;71.36;-0.05161
26.78;71.37;-0.05161
26.78;71.37;-0.05162
26.78;71.37;-0.05163
26.78;71.38;-0.05164
26.78;71.38;-0.05164
26.79;71.38;-0.05165
26.79;71.39;-0.05165
26.79;71.39;-0.05166
26.79;71.39;-0.05167
26.79;71.4;-0.05167
26.8;71.4;-0.05168
26.8;71.4;-0.05168
26.8;71.41;-0.05169
26.8;71.41;-0.05169
26.8;71.41;-0.0517
26.8;71.41;-0.0517
26.8;71.42;-0.05171
26.81;71.42;-0.05171
26.81;71.43;-0.05172
26.81;71.43;-0.05173
26.81;71.43;-0.05174
26.81;71.43;-0.05175
26.82;71.44;-0.05176
26.82;71.44;-0.05176
26.82;71.45;-0.05176
26.82;71.45;-0.05177
26.82;71.45;-0.05177
26.82;71.46;-0.05177
26.83;71.46;-0.05177
26.83;71.46;-0.05178
26.83;71.47;-0.05178
26.83;71.47;-0.05178
26.83;71.47;-0.05179
26.83;71.48;-0.0518
26.83;71.48;-0.0518
26.84;71.48;-0.05181
26.84;71.49;-0.05181
26.84;71.49;-0.05182
26.84;71.49;-0.05182
26.84;71.49;-0.05183
26.85;71.5;-0.05183
26.85;71.5;-0.05183
26.85;71.51;-0.05184
26.85;71.51;-0.05184
26.85;71.51;-0.05185
26.85;71.52;-0.05185
26.85;71.52;-0.05185
26.86;71.52;-0.05186
26.86;71.53;-0.05186
26.86;71.53;-0.05186
26.86;71.53;-0.05187
26.86;71.54;-0.05187
26.87;71.54;-0.05188
26.87;71.54;-0.05188
26.87;71.55;-0.05189
26.87;71.55;-0.05189
26.87;71.55;-0.0519
26.87;71.56;-0.05191
26.88;71.56;-0.05191
26.88;71.56;-0.05191
26.88;71.57;-0.05192
26.88;71.57;-0.05192
26.88;71.57;-0.05192
26.88;71.58;-0.05192
26.88;71.58;-0.05192
26.89;71.58;-0.05192
26.89;71.59;-0.05192
26.89;71.59;-0.05193
26.89;71.59;-0.05193
26.89;71.6;-0.05193
26.9;71.6;-0.05194
26.9;71.6;-0.05194
26.9;71.6;-0.05194
26.9;71.61;-0.05195
26.9;71.61;-0.05195
26.9;71.62;-0.05195
26.9;71.62;-0.05195
26.91;71.62;-0.05196
26.91;71.62;-0.05196
26.91;71.63;-0.05196
26.91;71.63;-0.05197
26.91;71.64;-0.05197
26.92;71.64;-0.05197
26.92;71.64;-0.05198
26.92;71.65;-0.05198
26.92;71.65;-0.05198
26.92;71.65;-0.05199
26.92;71.66;-0.05199
26.93;71.66;-0.05199
26.93;71.66;-0.05199
26.93;71.67;-0.05199
26.93;71.67;-0.052
26.93;71.67;-0.052
26.93;71.68;-0.052
26.93;71.68;-0.052
26.94;71.68;-0.052
26.94;71.69;-0.052
26.94;71.69;-0.05201
26.94;71.69;-0.05201
26.94;71.7;-0.05201
26.95;71.7;-0.05201
26.95;71.7;-0.05201
26.95;71.71;-0.05201
26.95;71.71;-0.05201
26.95;71.71;-0.05202
26.95;71.72;-0.05202
26.95;71.72;-0.05202
26.96;71.72;-0.05203
26.96;71.73;-0.05203
26.96;71.73;-0.05203
26.96;71.73;-0.05203
26.96;71.74;-0.05204
26.97;71.74;-0.05204
26.97;71.74;-0.05204
26.97;71.75;-0.05204
26.97;71.75;-0.05204
26.97;71.75;-0.05204
26.97;71.76;-0.05205
26.98;71.76;-0.05205
26.98;71.76;-0.05205
26.98;71.77;-0.05205
26.98;71.77;-0.05205
26.98;71.77;-0.05205
26.98;71.78;-0.05206
26.98;71.78;-0.05206
26.99;71.78;-0.05206
26.99;71.79;-0.05206
26.99;71.79;-0.05206
26.99;71.79;-0.05206
26.99;71.8;-0.05206
27;71.8;-0.05206
27;71.8;-0.05206
27;71.81;-0.05206
27;71.81;-0.05206
27;71.81;-0.05206
27;71.82;-0.05206
27;71.82;-0.05206
27.01;71.82;-0.05206
27.01;71.83;-0.05206
27.01;71.83;-0.05206
27.01;71.83;-0.05206
27.01;71.84;-0.05206
27.02;71.84;-0.05206
27.02;71.84;-0.05206
27.02;71.85;-0.05206
27.02;71.85;-0.05207
27.02;71.85;-0.05207
27.02;71.86;-0.05207
27.03;71.86;-0.05207
27.03;71.86;-0.05208
27.03;71.87;-0.05208
27.03;71.87;-0.05208
27.03;71.87;-0.05208
27.03;71.88;-0.05208
27.03;71.88;-0.05208
27.04;71.88;-0.05208
27.04;71.89;-0.05208
27.04;71.89;-0.05208
27.04;71.89;-0.05208
27.04;71.9;-0.05208
27.05;71.9;-0.05208
27.05;71.9;-0.05208
27.05;71.91;-0.05208
27.05;71.91;-0.05208
27.05;71.91;-0.05208
27.05;71.92;-0.05208
27.05;71.92;-0.05208
27.06;71.92;-0.05208
27.06;71.93;-0.05208
27.06;71.93;-0.05208
27.06;71.93;-0.05207
27.06;71.94;-0.05207
27.07;71.94;-0.05207
27.07;71.94;-0.05207
27.07;71.95;-0.05207
27.07;71.95;-0.05206
27.07;71.95;-0.05206
27.07;71.96;-0.05206
27.08;71.96;-0.05206
27.08;71.96;-0.05206
27.08;71.97;-0.05206
27.08;71.97;-0.05206
27.08;71.97;-0.05206
27.08;71.98;-0.05207
27.08;71.98;-0.05207
27.09;71.98;-0.05207
27.09;71.99;-0.05207
27.09;71.99;-0.05207
27.09;71.99;-0.05207
27.09;71.99;-0.05207
27.09;72;-0.05207
27.1;72;-0.05207
27.1;72;-0.05207
27.1;72.01;-0.05207
27.1;72.01;-0.05207
27.1;72.02;-0.05207
27.11;72.02;-0.05207
27.11;72.02;-0.05207
27.11;72.03;-0.05207
27.11;72.03;-0.05207
27.11;72.03;-0.05207
27.11;72.04;-0.05207
27.12;72.04;-0.05207
27.12;72.04;-0.05207
27.12;72.05;-0.05207
27.12;72.05;-0.05207
27.12;72.05;-0.05207
27.12;72.06;-0.05207
27.13;72.06;-0.05207
27.13;72.06;-0.05207
27.13;72.07;-0.05207
27.13;72.07;-0.05207
27.13;72.07;-0.05207
27.13;72.08;-0.05207
27.13;72.08;-0.05206
27.14;72.08;-0.05206
27.14;72.09;-0.05206
27.14;72.09;-0.05206
27.14;72.09;-0.05206
27.14;72.1;-0.05206
27.14;72.1;-0.05206
27.15;72.1;-0.05206
27.15;72.11;-0.05206
27.15;72.11;-0.05205
27.15;72.11;-0.05205
27.15;72.12;-0.05205
27.16;72.12;-0.05205
27.16;72.12;-0.05205
27.16;72.13;-0.05205
27.16;72.13;-0.05205
27.16;72.13;-0.05205
27.16;72.13;-0.05205
27.17;72.14;-0.05205
27.17;72.14;-0.05204
27.17;72.15;-0.05204
27.17;72.15;-0.05204
27.17;72.15;-0.05204
27.17;72.16;-0.05204
27.18;72.16;-0.05204
27.18;72.16;-0.05204
27.18;72.16;-0.05204
27.18;72.17;-0.05204
27.18;72.17;-0.05203
27.18;72.18;-0.05203
27.18;72.18;-0.05203
27.19;72.18;-0.05203
27.19;72.19;-0.05203
27.19;72.19;-0.05203
27.19;72.19;-0.05203
27.19;72.2;-0.05203
27.19;72.2;-0.05203
27.2;72.2;-0.05203
27.2;72.21;-0.05202
27.2;72.21;-0.05202
27.2;72.21;-0.05202
27.2;72.22;-0.05202
27.21;72.22;-0.05202
27.21;72.22;-0.05202
27.21;72.22;-0.05202
27.21;72.23;-0.05202
27.21;72.23;-0.05201
27.21;72.23;-0.05201
27.22;72.24;-0.05201
27.22;72.24;-0.052
27.22;72.24;-0.052
27.22;72.25;-0.052
27.22;72.25;-0.05199
27.22;72.26;-0.05199
27.23;72.26;-0.05198
27.23;72.26;-0.05198
27.23;72.26;-0.05197
27.23;72.27;-0.05197
27.23;72.27;-0.05197
27.23;72.28;-0.05197
27.23;72.28;-0.05196
27.24;72.28;-0.05196
27.24;72.29;-0.05196
27.24;72.29;-0.05196
27.24;72.29;-0.05196
27.24;72.3;-0.05196
27.24;72.3;-0.05196
27.25;72.3;-0.05196
27.25;72.31;-0.05196
27.25;72.31;-0.05195
27.25;72.31;-0.05195
27.25;72.32;-0.05195
27.26;72.32;-0.05195
27.26;72.32;-0.05195
27.26;72.32;-0.05195
27.26;72.33;-0.05195
27.26;72.33;-0.05195
27.26;72.33;-0.05195
27.27;72.34;-0.05195
27.27;72.34;-0.05195
27.27;72.34;-0.05195
27.27;72.35;-0.05194
27.27;72.35;-0.05194
27.27;72.36;-0.05194
27.28;72.36;-0.05194
27.28;72.36;-0.05194
27.28;72.37;-0.05194
27.28;72.37;-0.05194
27.28;72.37;-0.05194
27.28;72.38;-0.05194
27.28;72.38;-0.05194
27.29;72.38;-0.05194
27.29;72.39;-0.05194
27.29;72.39;-0.05194
27.29;72.39;-0.05194
27.29;72.4;-0.05194
27.29;72.4;-0.05194
27.3;72.4;-0.05194
27.3;72.41;-0.05193
27.3;72.41;-0.05193
27.3;72.41;-0.05193
27.3;72.42;-0.05192
27.31;72.42;-0.05192
27.31;72.42;-0.05192
27.31;72.42;-0.05191
27.31;72.43;-0.05191
27.31;72.43;-0.05191
27.31;72.44;-0.05191
27.32;72.44;-0.0519
27.32;72.44;-0.0519
27.32;72.44;-0.0519
27.32;72.45;-0.0519
27.32;72.45;-0.0519
27.32;72.46;-0.0519
27.33;72.46;-0.0519
27.33;72.46;-0.0519
27.33;72.47;-0.0519
27.33;72.47;-0.0519
27.33;72.47;-0.05189
27.33;72.48;-0.05189
27.33;72.48;-0.05189
27.34;72.48;-0.05189
27.34;72.49;-0.0519
27.34;72.49;-0.0519
27.34;72.49;-0.0519
27.34;72.5;-0.0519
27.34;72.5;-0.0519
27.35;72.5;-0.05189
27.35;72.51;-0.05189
27.35;72.51;-0.05189
27.35;72.51;-0.05188
27.35;72.52;-0.05188
27.36;72.52;-0.05188
27.36;72.52;-0.05187
27.36;72.53;-0.05187
27.36;72.53;-0.05187
27.36;72.53;-0.05187
27.36;72.54;-0.05187
27.37;72.54;-0.05187
27.37;72.54;-0.05187
27.37;72.55;-0.05187
27.37;72.55;-0.05186
27.37;72.55;-0.05186
27.37;72.56;-0.05186
27.38;72.56;-0.05185
27.38;72.56;-0.05185
27.38;72.56;-0.05185
27.38;72.57;-0.05185
27.38;72.57;-0.05185
27.38;72.58;-0.05185
27.38;72.58;-0.05185
27.39;72.58;-0.05185
27.39;72.59;-0.05184
27.39;72.59;-0.05184
27.39;72.59;-0.05185
27.39;72.6;-0.05184
27.39;72.6;-0.05184
27.4;72.6;-0.05184
27.4;72.61;-0.05184
27.4;72.61;-0.05184
27.4;72.61;-0.05184
27.4;72.62;-0.05184
27.41;72.62;-0.05183
27.41;72.62;-0.05183
27.41;72.63;-0.05183
27.41;72.63;-0.05183
27.41;72.63;-0.05183
27.41;72.64;-0.05182
27.42;72.64;-0.05182
27.42;72.64;-0.05182
27.42;72.65;-0.05183
27.42;72.65;-0.05183
27.42;72.65;-0.05183
27.42;72.65;-0.05183
27.43;72.66;-0.05183
27.43;72.66;-0.05182
27.43;72.67;-0.05182
27.43;72.67;-0.05182
27.43;72.67;-0.05181
27.43;72.68;-0.05181
27.43;72.68;-0.05181
27.44;72.68;-0.0518
27.44;72.69;-0.0518
27.44;72.69;-0.0518
27.44;72.69;-0.0518
27.44;72.7;-0.0518
27.44;72.7;-0.0518
27.45;72.7;-0.0518
27.45;72.71;-0.0518
27.45;72.71;-0.0518
27.45;72.71;-0.05179
27.45;72.72;-0.05179
27.46;72.72;-0.05179
27.46;72.72;-0.05179
27.46;72.73;-0.05178
27.46;72.73;-0.05178
27.46;72.73;-0.05178
27.46;72.74;-0.05177
27.47;72.74;-0.05177
27.47;72.74;-0.05177
27.47;72.74;-0.05177
27.47;72.75;-0.05176
27.47;72.75;-0.05176
27.47;72.76;-0.05176
27.48;72.76;-0.05176
27.48;72.76;-0.05175
27.48;72.77;-0.05175
27.48;72.77;-0.05175
27.48;72.77;-0.05175
27.48;72.77;-0.05175
27.48;72.78;-0.05175
27.49;72.78;-0.05175
27.49;72.78;-0.05175
27.49;72.79;-0.05175
27.49;72.79;-0.05175
27.49;72.79;-0.05174
27.49;72.8;-0.05174
27.5;72.8;-0.05173
27.5;72.81;-0.05173
27.5;72.81;-0.05173
27.5;72.81;-0.05173
27.5;72.82;-0.05172
27.51;72.82;-0.05172
27.51;72.82;-0.05172
27.51;72.82;-0.05172
27.51;72.83;-0.05172
27.51;72.83;-0.05171
27.51;72.84;-0.05171
27.52;72.84;-0.05171
27.52;72.84;-0.05171
27.52;72.85;-0.05171
27.52;72.85;-0.05171
27.52;72.85;-0.05171
27.52;72.86;-0.0517
27.53;72.86;-0.0517
27.53;72.86;-0.0517
27.53;72.87;-0.05169
27.53;72.87;-0.05169
27.53;72.87;-0.05169
27.53;72.87;-0.05169
27.53;72.88;-0.05169
27.54;72.88;-0.05168
27.54;72.89;-0.05168
27.54;72.89;-0.05168
27.54;72.89;-0.05168
27.54;72.9;-0.05167
27.54;72.9;-0.05167
27.55;72.9;-0.05167
27.55;72.91;-0.05167
27.55;72.91;-0.05166
27.55;72.91;-0.05166
27.55;72.92;-0.05166
27.56;72.92;-0.05166
27.56;72.92;-0.05165
27.56;72.93;-0.05165
27.56;72.93;-0.05165
27.56;72.93;-0.05164
27.56;72.94;-0.05164
27.57;72.94;-0.05164
27.57;72.94;-0.05164
27.57;72.95;-0.05163
27.57;72.95;-0.05163
27.57;72.95;-0.05163
27.57;72.96;-0.05162
27.58;72.96;-0.05162
27.58;72.96;-0.05162
27.58;72.97;-0.05162
27.58;72.97;-0.05162
27.58;72.97;-0.05162
27.58;72.98;-0.05162
27.58;72.98;-0.05162
27.59;72.98;-0.05161
27.59;72.99;-0.05161
27.59;72.99;-0.05161
27.59;72.99;-0.0516
27.59;73;-0.0516
27.59;73;-0.0516
27.6;73;-0.0516
27.6;73.01;-0.0516
27.6;73.01;-0.0516
27.6;73.01;-0.0516
27.6;73.02;-0.0516
27.61;73.02;-0.0516
27.61;73.02;-0.0516
27.61;73.03;-0.0516
27.61;73.03;-0.0516
27.61;73.03;-0.0516
27.61;73.04;-0.0516
27.62;73.04;-0.0516
27.62;73.04;-0.05159
27.62;73.05;-0.05159
27.62;73.05;-0.05159
27.62;73.05;-0.05159
27.62;73.06;-0.05158
27.63;73.06;-0.05158
27.63;73.06;-0.05158
27.63;73.07;-0.05158
27.63;73.07;-0.05158
27.63;73.07;-0.05158
27.63;73.08;-0.05158
27.63;73.08;-0.05158
27.64;73.08;-0.05158
27.64;73.09;-0.05158
27.64;73.09;-0.05158
27.64;73.09;-0.05157
27.64;73.1;-0.05157
27.64;73.1;-0.05157
27.65;73.1;-0.05157
27.65;73.11;-0.05156
27.65;73.11;-0.05156
27.65;73.11;-0.05156
