Time (s),Temperaturee (°C)
0.0,30.9
0.012,30.7
0.025,30.4
0.037,59.0
0.05,81.9
0.062,98.2
0.075,111.2
0.087,121.7
0.1,131.3
0.112,139.4
0.125,147.2
0.137,154.2
0.15,160.9
0.162,166.9
0.175,173.1
0.187,178.6
0.2,183.8
0.212,188.9
0.225,193.8
0.237,198.7
0.25,203.0
0.262,207.8
0.275,211.9
0.287,216.0
0.3,219.8
0.312,223.8
0.325,227.6
0.337,231.5
0.35,235.2
0.362,238.9
0.375,242.3
0.387,245.5
0.4,248.9
0.412,252.3
0.425,255.4
0.437,258.5
0.45,261.7
0.462,264.8
0.475,267.7
0.487,270.7
0.5,273.6
0.512,276.2
0.525,279.1
0.537,273.6
0.55,255.7
0.562,243.7
0.575,234.6
0.587,227.2
0.6,221.0
0.612,215.3
0.625,210.5
0.637,206.2
0.65,202.0
0.662,198.2
0.675,194.7
0.687,191.8
0.7,188.5
0.712,185.7
0.725,183.0
0.737,180.8
0.75,178.5
0.762,176.0
0.775,174.1
0.787,172.2
0.8,170.2
0.812,168.3
0.825,166.7
0.837,164.8
0.85,163.3
0.862,161.6
0.875,159.9
0.887,158.6
0.9,157.4
0.912,155.8
0.925,153.3
0.937,151.8
0.95,150.9
0.962,149.5
0.975,148.4
0.987,147.2
1.0,146.2
1.012,145.3
1.025,144.1
1.037,143.2
1.05,141.8
1.062,141.0
1.075,140.2
1.087,139.4
1.1,138.5
1.112,137.4
1.125,136.6
1.137,135.8
1.15,135.0
1.162,134.2
1.175,133.6
1.187,132.9
1.2,132.3
1.212,131.1
1.225,130.6
1.237,129.9
1.25,129.1
1.262,128.4
1.275,127.9
1.287,127.5
1.3,126.6
1.312,126.0
1.325,125.4
1.337,124.9
1.35,124.0
1.362,123.6
1.375,123.1
1.387,122.4
1.4,121.8
1.412,121.3
1.425,121.1
1.437,120.6
1.45,119.7
1.462,119.2
1.475,118.9
1.487,118.1
1.5,117.7
1.512,117.1
1.525,116.9
1.537,116.4
1.55,116.1
1.562,115.3
1.575,114.9
1.587,114.5
1.6,114.0
1.612,113.7
1.625,113.7
1.637,112.9
1.65,112.9
1.662,112.0
1.675,111.6
1.687,111.0
1.7,110.9
1.712,110.2
1.725,110.1
1.737,109.7
1.75,109.4
1.762,109.1
1.775,108.3
1.787,108.2
1.8,107.9
1.812,107.6
1.825,107.0
1.837,106.7
1.85,106.6
1.862,106.1
1.875,105.8
1.887,105.7
1.9,105.0
1.912,104.9
1.925,104.5
1.937,104.0
1.95,103.9
1.962,103.5
1.975,103.4
1.987,103.2
2.0,102.7
2.012,102.6
2.025,102.1
2.037,101.9
2.05,101.5
2.062,101.1
2.075,100.8
2.087,100.7
2.1,100.2
2.112,100.1
2.125,99.8
2.137,99.5
2.15,99.2
2.162,98.8
2.175,98.6
2.187,98.5
2.2,98.3
2.212,98.0
2.225,97.7
2.237,97.7
2.25,97.0
2.262,97.3
2.275,96.7
2.287,96.6
2.3,96.3
2.312,96.0
2.325,95.7
2.337,95.4
2.35,95.3
2.362,95.0
2.375,94.7
2.387,94.5
2.4,94.3
2.412,94.1
2.425,94.3
2.437,93.6
2.45,93.5
2.462,93.3
2.475,92.7
2.487,92.8
2.5,92.8
2.512,92.4
2.525,92.4
2.537,92.0
2.55,92.0
2.562,91.5
2.575,91.6
2.587,91.6
2.6,91.1
2.612,91.0
2.625,91.0
2.637,90.4
2.65,90.3
2.662,90.0
2.675,90.3
2.687,89.9
2.7,89.6
2.712,89.6
2.725,89.2
2.737,88.9
2.75,89.1
2.762,88.5
2.775,88.5
2.787,88.1
2.8,88.2
2.812,87.9
2.825,88.1
2.837,87.5
2.85,87.7
2.862,87.3
2.875,87.1
2.887,87.6
2.9,87.2
2.912,86.7
2.925,86.7
2.937,86.8
2.95,86.1
2.962,85.9
2.975,85.8
2.987,85.9
3.0,85.5
3.012,85.5
3.025,85.5
3.037,85.0
3.05,85.0
3.062,84.9
3.075,84.7
3.087,84.1
3.1,84.3
3.112,84.1
3.125,83.7
3.137,84.1
3.15,83.8
3.162,83.6
3.175,83.3
3.187,83.6
3.2,83.6
3.212,83.1
3.225,83.0
3.237,83.0
3.25,82.7
3.262,82.6
3.275,82.5
3.287,82.3
3.3,81.9
3.312,82.0
3.325,82.2
3.337,81.9
3.35,82.0
3.362,81.6
3.375,81.4
3.387,81.4
3.4,81.1
3.412,80.9
3.425,80.6
3.437,80.6
3.45,80.3
3.462,80.6
3.475,80.5
3.487,80.3
3.5,79.9
3.512,79.9
3.525,79.9
3.537,79.9
3.55,79.7
3.562,79.6
3.575,79.6
3.587,79.2
3.6,78.9
3.612,79.0
3.625,78.9
3.637,78.9
3.65,78.6
3.662,78.6
3.675,78.9
3.687,78.3
3.7,78.2
3.712,78.5
3.725,77.9
3.737,77.7
3.75,77.9
3.762,77.9
3.775,77.9
3.787,77.7
3.8,77.7
3.812,77.0
3.825,77.3
3.837,77.4
3.85,77.3
3.862,76.9
3.875,76.9
3.887,76.7
3.9,76.7
3.912,76.7
3.925,76.4
3.937,76.4
3.95,76.1
3.962,76.2
3.975,76.1
3.987,75.9
4.0,75.8
4.012,75.8
4.025,75.8
4.037,75.3
4.05,76.1
4.062,75.2
4.075,74.9
4.087,75.0
4.1,75.2
4.112,75.0
4.125,74.7
4.137,74.7
4.15,74.9
4.162,74.7
4.175,74.7
4.187,74.4
4.2,74.3
4.212,74.3
4.225,74.0
4.237,74.1
4.25,73.8
4.262,73.8
4.275,74.0
4.287,73.5
4.3,73.8
4.312,73.5
4.325,73.5
4.337,73.5
4.35,73.2
4.362,73.4
4.375,73.1
4.387,72.8
4.4,73.1
4.412,72.9
4.425,72.8
4.437,73.1
4.45,72.6
4.462,72.4
4.475,72.4
4.487,72.8
4.5,72.3
4.512,72.1
4.525,72.6
4.537,72.4
4.55,72.1
4.562,71.8
4.575,71.8
4.587,71.8
4.6,71.8
4.612,71.5
4.625,71.3
4.637,71.7
4.65,71.3
4.662,71.3
4.675,71.2
4.687,70.9
4.7,70.9
4.712,70.6
4.725,70.9
4.737,70.9
4.75,70.9
4.762,70.9
4.775,70.5
4.787,70.5
4.8,70.5
4.812,70.6
4.825,70.3
4.837,69.8
4.85,70.0
4.862,70.3
4.875,69.8
4.887,70.0
4.9,70.0
