Time (s),Temperaturee (°C)
0.0,29.7
0.012,29.3
0.025,29.7
0.037,54.2
0.05,72.1
0.062,85.7
0.075,96.9
0.087,105.6
0.1,113.8
0.112,121.1
0.125,133.3
0.137,138.8
0.15,144.3
0.162,149.0
0.175,153.9
0.187,157.9
0.2,162.6
0.212,166.6
0.225,170.4
0.237,174.1
0.25,178.0
0.262,181.4
0.275,184.8
0.287,188.0
0.3,191.3
0.312,194.5
0.325,197.5
0.337,200.7
0.35,203.6
0.362,206.3
0.375,209.0
0.387,212.0
0.4,214.8
0.412,217.2
0.425,219.8
0.437,222.3
0.45,224.9
0.462,227.5
0.475,229.9
0.487,232.3
0.5,234.4
0.512,236.9
0.525,225.7
0.537,212.9
0.55,203.2
0.562,196.1
0.575,190.2
0.587,185.1
0.6,180.9
0.612,176.7
0.625,173.0
0.637,169.7
0.65,166.6
0.662,164.0
0.675,161.2
0.687,158.9
0.7,156.5
0.712,154.3
0.725,152.2
0.737,150.3
0.75,148.5
0.762,146.6
0.775,145.0
0.787,143.2
0.8,141.8
0.812,140.3
0.825,138.7
0.837,137.2
0.85,135.7
0.862,134.5
0.875,133.3
0.887,132.5
0.9,131.0
0.912,130.0
0.925,128.7
0.937,127.6
0.95,127.1
0.962,125.5
0.975,124.8
0.987,123.6
1.0,123.0
1.012,122.1
1.025,121.2
1.037,120.4
1.05,119.6
1.062,118.8
1.075,118.2
1.087,117.2
1.1,116.8
1.112,115.6
1.125,114.9
1.137,114.4
1.15,113.8
1.162,113.1
1.175,112.5
1.187,111.9
1.2,111.4
1.212,110.7
1.225,110.2
1.237,109.4
1.25,109.1
1.262,108.3
1.275,107.9
1.287,107.4
1.3,106.7
1.312,106.3
1.325,105.1
1.337,104.9
1.35,104.5
1.362,103.9
1.375,103.5
1.387,103.0
1.4,102.7
1.412,102.1
1.425,101.5
1.437,101.2
1.45,100.8
1.462,100.5
1.475,100.1
1.487,99.8
1.5,99.2
1.512,98.6
1.525,98.6
1.537,98.1
1.55,97.8
1.562,97.3
1.575,96.8
1.587,96.6
1.6,96.2
1.612,95.9
1.625,95.4
1.637,95.4
1.65,94.9
1.662,94.5
1.675,94.0
1.687,94.0
1.7,93.7
1.712,93.5
1.725,92.8
1.737,92.5
1.75,92.1
1.762,91.9
1.775,92.0
1.787,91.4
1.8,91.2
1.812,90.8
1.825,90.7
1.837,90.5
1.85,90.0
1.862,90.0
1.875,89.9
1.887,89.2
1.9,88.9
1.912,88.9
1.925,88.4
1.937,88.2
1.95,87.9
1.962,87.6
1.975,87.5
1.987,87.6
2.0,87.1
2.012,86.8
2.025,86.4
2.037,86.4
2.05,86.1
2.062,85.9
2.075,85.8
2.087,85.8
2.1,85.3
2.112,84.6
2.125,85.0
2.137,84.6
2.15,84.1
2.162,84.1
2.175,83.8
2.187,83.4
2.2,83.4
2.212,83.0
2.225,83.0
2.237,82.7
2.25,82.6
2.262,82.5
2.275,82.3
2.287,82.3
2.3,81.9
2.312,81.9
2.325,81.3
2.337,81.3
2.35,81.3
2.362,80.8
2.375,80.9
2.387,80.8
2.4,80.5
2.412,80.2
2.425,80.0
2.437,79.9
2.45,79.9
2.462,79.5
2.475,79.3
2.487,79.2
2.5,79.0
2.512,79.0
2.525,78.9
2.537,78.7
2.55,78.5
2.562,78.3
2.575,78.2
2.587,77.9
2.6,77.7
2.612,77.9
2.625,77.6
2.637,77.0
2.65,77.2
2.662,77.0
2.675,76.9
2.687,77.2
2.7,76.4
2.712,76.5
2.725,76.2
2.737,76.1
2.75,75.8
2.762,75.8
2.775,75.8
2.787,75.8
2.8,75.3
2.812,75.2
2.825,75.0
2.837,75.0
2.85,74.7
2.862,74.7
2.875,74.6
2.887,74.4
2.9,74.3
2.912,74.1
2.925,74.1
2.937,74.0
2.95,74.0
2.962,73.7
2.975,73.4
2.987,73.2
3.0,73.5
3.012,73.4
3.025,73.2
3.037,73.2
3.05,72.9
3.062,72.9
3.075,72.8
3.087,72.4
3.1,72.4
3.112,72.1
3.125,72.1
3.137,72.0
3.15,72.0
3.162,71.8
3.175,71.7
3.187,71.5
3.2,71.8
3.212,71.3
3.225,71.3
3.237,71.3
3.25,71.3
3.262,70.9
3.275,71.0
3.287,71.0
3.3,70.6
3.312,70.6
3.325,70.1
3.337,70.5
3.35,70.0
3.362,70.1
3.375,70.1
3.387,70.1
3.4,69.8
3.412,69.7
3.425,69.7
