Time (s),Temperaturee (°C)
1.837,229.9
1.85,228.6
1.862,227.7
1.875,226.5
1.887,225.2
1.9,224.3
1.912,223.5
1.925,222.3
1.937,221.4
1.95,220.3
1.962,219.4
1.975,218.5
1.987,217.6
2.0,216.6
2.012,215.7
2.025,214.9
2.037,214.1
2.05,213.0
2.062,212.1
2.075,211.5
2.087,210.6
2.1,209.8
2.112,209.0
2.125,208.0
2.137,207.4
2.15,206.6
2.162,205.2
2.175,204.3
2.187,203.7
2.2,203.2
2.212,202.3
2.225,201.6
2.237,201.0
2.25,200.2
2.262,199.6
2.275,199.1
2.287,198.1
2.3,197.5
2.312,196.7
2.325,196.3
2.337,195.6
2.35,194.9
2.362,194.3
2.375,193.8
2.387,193.4
2.4,192.7
2.412,192.1
2.425,191.2
2.437,190.6
2.45,190.1
2.462,189.5
2.475,188.9
2.487,188.3
2.5,188.0
2.512,187.2
2.525,186.8
2.537,186.1
2.55,185.7
2.562,185.1
2.575,184.6
2.587,183.9
2.6,183.5
2.612,183.0
2.625,182.5
2.637,182.1
2.65,181.7
2.662,181.1
2.675,180.7
2.687,180.2
2.7,179.6
2.712,179.2
2.725,178.6
2.737,178.5
2.75,177.9
2.762,177.6
2.775,177.1
2.787,176.4
2.8,176.0
2.812,175.6
2.825,175.1
2.837,174.7
2.85,174.5
2.862,173.9
2.875,173.3
2.887,173.1
2.9,172.6
2.912,172.2
2.925,171.7
2.937,171.6
2.95,170.9
2.962,170.5
2.975,169.9
2.987,169.7
3.0,169.3
3.012,168.8
3.025,168.4
3.037,168.2
3.05,167.8
3.062,167.4
3.075,167.0
3.087,166.5
3.1,166.3
3.112,165.9
3.125,165.6
3.137,165.0
3.15,164.8
3.162,164.2
3.175,164.2
3.187,163.8
3.2,163.2
3.212,162.8
3.225,162.6
3.237,162.1
3.25,161.9
3.262,161.5
3.275,161.3
3.287,160.8
3.3,160.5
3.312,160.2
3.325,159.8
3.337,159.6
3.35,159.3
3.362,158.9
3.375,158.5
3.387,158.2
3.4,158.1
3.412,157.5
3.425,157.0
3.437,156.6
3.45,156.4
3.462,156.0
3.475,155.6
3.487,155.3
3.5,155.3
3.512,154.9
3.525,154.3
3.537,154.1
3.55,153.8
3.562,153.7
3.575,153.5
3.587,153.4
3.6,152.9
3.612,152.2
3.625,151.8
3.637,151.7
3.65,151.3
3.662,151.1
3.675,151.0
3.687,150.3
3.7,150.3
3.712,150.0
3.725,149.8
3.737,149.5
3.75,149.2
3.762,148.9
3.775,148.5
3.787,148.6
3.8,148.3
3.812,147.9
3.825,147.6
3.837,147.4
3.85,147.3
3.862,146.8
3.875,146.7
3.887,146.2
3.9,146.0
3.912,145.7
3.925,145.7
3.937,145.3
3.95,144.9
3.962,144.9
3.975,144.8
3.987,144.1
4.0,144.3
4.012,144.0
4.025,143.6
4.037,143.1
4.05,143.1
4.062,142.9
4.075,142.6
4.087,142.1
4.1,141.9
4.112,141.8
4.125,141.5
4.137,141.3
4.15,141.2
4.162,140.8
4.175,140.6
4.187,140.6
4.2,140.0
4.212,139.9
4.225,139.7
4.237,139.7
4.25,139.3
4.262,139.2
4.275,138.7
4.287,138.6
4.3,138.4
4.312,138.0
4.325,137.8
4.337,137.7
4.35,137.4
4.362,137.2
4.375,136.9
4.387,136.8
4.4,136.5
4.412,136.3
4.425,136.0
4.437,135.8
4.45,135.7
4.462,135.4
4.475,135.6
4.487,135.1
4.5,135.1
4.512,134.8
4.525,134.8
4.537,134.5
4.55,134.1
4.562,133.9
4.575,133.7
4.587,133.4
4.6,133.5
4.612,133.2
4.625,133.2
4.637,132.9
4.65,132.7
4.662,132.8
4.675,132.1
4.687,132.1
4.7,131.6
4.712,131.6
4.725,131.6
4.737,131.1
4.75,130.8
4.762,130.7
4.775,130.7
4.787,130.4
4.8,130.0
4.812,130.0
4.825,129.9
4.837,129.7
4.85,129.7
4.862,129.2
4.875,129.4
4.887,128.8
4.9,128.8
4.912,128.4
4.925,128.4
4.937,128.3
4.95,128.2
4.962,127.9
4.975,127.7
4.987,127.8
5.0,127.7
5.012,127.5
5.025,127.1
5.037,127.1
5.05,126.7
5.062,126.7
5.075,126.4
5.087,126.2
5.1,126.2
5.112,126.0
5.125,125.8
5.137,125.8
5.15,125.9
5.162,125.5
5.175,125.2
5.187,125.3
5.2,125.0
5.212,125.0
5.225,124.6
5.237,124.9
5.25,124.4
5.262,124.4
5.275,124.2
5.287,123.9
5.3,123.6
5.312,123.6
5.325,123.6
5.337,123.5
5.35,123.5
5.362,123.2
5.375,122.8
5.387,122.8
5.4,122.9
5.412,122.8
5.425,122.5
5.437,122.5
5.45,122.4
5.462,122.1
5.475,122.1
5.487,121.9
5.5,121.8
5.512,121.9
5.525,121.6
5.537,121.2
5.55,121.1
5.562,121.2
5.575,120.6
5.587,120.7
5.6,120.5
5.612,120.5
5.625,120.4
5.637,120.2
5.65,120.3
5.662,120.3
5.675,120.2
5.687,119.7
5.7,119.6
5.712,119.5
5.725,119.4
5.737,119.2
5.75,119.0
5.762,119.0
5.775,118.8
5.787,118.9
5.8,118.7
5.812,118.4
5.825,118.5
5.837,118.4
5.85,118.4
5.862,118.2
5.875,118.2
5.887,117.8
5.9,117.8
5.912,117.4
5.925,117.4
5.937,117.1
5.95,117.4
5.962,117.1
5.975,116.8
5.987,116.8
6.0,116.9
6.012,116.6
6.025,116.2
6.037,116.4
6.05,116.1
6.062,116.4
6.075,116.0
6.087,116.1
6.1,115.8
6.112,115.6
6.125,115.6
6.137,115.4
6.15,115.5
6.162,115.3
6.175,115.3
6.187,114.8
6.2,115.2
6.212,115.0
6.225,114.7
6.237,114.6
6.25,114.5
6.262,114.4
6.275,114.4
6.287,113.9
6.3,113.7
6.312,113.8
6.325,113.8
6.337,113.8
6.35,113.4
6.362,113.2
6.375,113.2
6.387,113.4
6.4,113.2
6.412,113.4
6.425,113.2
6.437,113.0
6.45,112.8
6.462,112.6
6.475,112.5
6.487,112.4
6.5,112.6
6.512,112.3
6.525,112.2
6.537,112.1
6.55,111.9
6.562,112.1
6.575,111.9
6.587,111.9
6.6,111.9
6.612,111.5
6.625,111.4
6.637,111.5
6.65,111.6
6.662,111.0
6.675,110.9
6.687,110.8
6.7,111.3
6.712,110.8
6.725,110.9
6.737,110.7
6.75,110.8
6.762,110.7
6.775,110.5
6.787,110.2
6.8,110.3
6.812,110.2
6.825,110.1
6.837,110.0
6.85,109.7
6.862,109.8
6.875,109.9
6.887,109.7
6.9,109.4
6.912,109.4
6.925,109.3
6.937,109.4
6.95,109.2
6.962,109.2
6.975,109.0
6.987,109.0
7.0,109.0
7.012,108.8
7.025,108.8
7.037,108.7
7.05,108.6
7.062,108.6
7.075,108.5
7.087,108.3
7.1,108.2
7.112,108.3
7.125,108.0
7.137,108.0
7.15,108.1
7.162,108.0
7.175,107.9
7.187,107.6
7.2,107.6
7.212,107.4
7.225,107.6
7.237,107.5
7.25,107.0
7.262,107.4
7.275,107.4
7.287,107.3
7.3,107.0
7.312,107.0
7.325,106.9
7.337,106.6
7.35,106.9
7.362,106.9
7.375,106.7
7.387,106.6
7.4,106.7
7.412,106.2
7.425,106.4
7.437,106.2
7.45,106.6
7.462,105.9
7.475,106.2
7.487,105.7
7.5,105.8
7.512,105.7
7.525,105.7
7.537,105.6
7.55,105.7
7.562,105.3
7.575,105.2
7.587,105.3
7.6,105.5
7.612,105.1
7.625,105.1
7.637,105.1
7.65,105.0
7.662,104.9
7.675,104.6
7.687,104.9
7.7,104.8
7.712,104.6
7.725,104.5
7.737,104.5
7.75,104.4
7.762,104.5
7.775,104.1
7.787,104.3
7.8,104.3
7.812,103.9
7.825,103.9
7.837,103.8
7.85,103.9
7.862,103.8
7.875,103.4
7.887,103.8
7.9,103.4
7.912,103.8
7.925,103.3
7.937,103.1
7.95,103.3
7.962,103.4
7.975,103.4
7.987,103.2
8.0,103.0
8.012,103.1
8.025,102.8
8.037,102.8
8.05,102.6
8.062,103.0
8.075,102.7
8.087,102.6
8.1,102.4
8.112,102.4
8.125,102.4
8.137,102.7
8.15,102.4
8.162,102.4
8.175,102.3
8.187,102.2
8.2,101.9
8.212,102.0
8.225,102.1
8.237,101.7
8.25,101.9
8.262,101.9
8.275,101.6
8.287,101.3
8.3,101.6
8.312,101.5
8.325,101.6
8.337,101.2
8.35,101.2
8.362,101.2
8.375,101.1
8.387,100.7
8.4,101.1
8.412,100.7
8.425,100.7
8.437,100.8
8.45,100.8
8.462,100.6
8.475,100.7
8.487,100.5
8.5,100.5
8.512,100.6
8.525,100.3
8.537,100.1
8.55,100.2
8.562,100.1
8.575,100.3
8.587,99.8
8.6,100.1
8.612,100.2
8.625,100.1
8.637,99.8
8.65,100.0
8.662,100.2
8.675,99.7
8.687,99.7
8.7,99.7
8.712,99.6
8.725,99.6
8.737,99.6
8.75,99.5
8.762,99.2
8.775,99.5
8.787,99.2
8.8,99.1
8.812,99.0
8.825,98.8
8.837,99.1
8.85,98.7
8.862,99.0
8.875,99.1
8.887,98.8
8.9,98.7
8.912,98.8
8.925,98.7
8.937,98.5
8.95,98.8
8.962,98.5
8.975,98.5
8.987,98.5
9.0,98.5
9.012,98.3
9.025,98.5
9.037,98.3
9.05,98.5
9.062,98.2
9.075,98.3
9.087,98.0
9.1,97.8
9.112,97.8
9.125,97.8
9.137,98.1
