Time (s),Temperaturee (°C)
0.0,31.6
0.012,31.8
0.025,31.8
0.037,39.3
0.05,80.5
0.062,108.1
0.075,144.4
0.087,157.8
0.1,170.1
0.112,180.9
0.125,190.8
0.137,200.4
0.15,209.1
0.162,217.4
0.175,225.1
0.187,232.4
0.2,239.8
0.212,246.4
0.225,253.1
0.237,259.2
0.25,265.4
0.262,271.6
0.275,277.2
0.287,282.7
0.3,288.2
0.312,293.7
0.325,299.4
0.337,305.0
0.35,310.5
0.362,316.5
0.375,322.5
0.387,329.5
0.4,337.5
0.412,347.3
0.425,357.8
0.437,368.2
0.45,377.8
0.462,386.6
0.475,394.6
0.487,401.1
0.5,406.6
0.512,411.5
0.525,416.2
0.537,390.6
0.55,352.6
0.562,328.4
0.575,312.0
0.587,299.7
0.6,289.7
0.612,281.1
0.625,273.8
0.637,267.2
0.65,261.2
0.662,255.9
0.675,251.0
0.687,246.5
0.7,242.1
0.712,238.4
0.725,234.7
0.737,231.2
0.75,227.9
0.762,224.7
0.775,221.9
0.787,219.0
0.8,216.2
0.812,213.6
0.825,211.2
0.837,208.9
0.85,206.7
0.862,204.6
0.875,202.7
0.887,200.3
0.9,198.4
0.912,196.5
0.925,194.7
0.937,192.9
0.95,191.2
0.962,189.6
0.975,188.3
0.987,186.7
1.0,185.3
1.012,183.8
1.025,182.4
1.037,181.1
1.05,180.1
1.062,178.8
1.075,177.6
1.087,176.3
1.1,175.1
1.112,174.0
1.125,173.1
1.137,172.0
1.15,170.6
1.162,169.4
1.175,168.3
1.187,167.5
1.2,166.5
1.212,165.3
1.225,164.5
1.237,163.5
1.25,162.7
1.262,161.5
1.275,160.6
1.287,159.8
1.3,159.0
1.312,158.1
1.325,157.2
1.337,156.3
1.35,155.8
1.362,154.9
1.375,154.3
1.387,152.7
1.4,152.1
1.412,151.2
1.425,150.5
1.437,150.1
1.45,149.5
1.462,148.6
1.475,147.9
1.487,147.2
1.5,146.4
1.512,146.0
1.525,145.3
1.537,144.9
1.55,144.1
1.562,143.6
1.575,143.0
1.587,142.5
1.6,141.9
1.612,141.3
1.625,140.9
1.637,140.1
