Time (s),Temperaturee (°C)
1.65,139.8
1.662,139.1
1.675,138.6
1.687,138.1
1.7,137.6
1.712,137.2
1.725,136.5
1.737,136.4
1.75,135.7
1.762,135.0
1.775,134.5
1.787,134.0
1.8,133.8
1.812,133.2
1.825,132.6
1.837,132.1
1.85,131.8
1.862,131.3
1.875,131.1
1.887,130.7
1.9,130.1
1.912,129.8
1.925,129.3
1.937,129.1
1.95,128.7
1.962,128.3
1.975,127.7
1.987,127.5
2.0,127.1
2.012,126.5
2.025,126.2
2.037,126.0
2.05,125.3
2.062,125.0
2.075,124.8
2.087,124.2
2.1,123.8
2.112,123.8
2.125,123.6
2.137,122.9
2.15,122.9
2.162,122.4
2.175,121.9
2.187,121.5
2.2,121.3
2.212,120.9
2.225,120.7
2.237,120.3
2.25,119.8
2.262,119.5
2.275,119.1
2.287,119.1
2.3,118.7
2.312,118.2
2.325,118.0
2.337,117.5
2.35,117.3
2.362,116.9
2.375,116.9
2.387,116.6
2.4,116.3
2.412,116.0
2.425,115.7
2.437,115.5
2.45,115.2
2.462,114.8
2.475,114.5
2.487,114.1
2.5,113.8
2.512,113.7
2.525,113.3
2.537,113.2
2.55,113.0
2.562,112.8
2.575,112.5
2.587,112.3
2.6,112.1
2.612,111.9
2.625,111.6
2.637,111.3
2.65,111.2
2.662,110.8
2.675,110.6
2.687,110.5
2.7,110.0
2.712,109.8
2.725,109.5
2.737,109.3
2.75,108.8
2.762,108.5
2.775,108.2
2.787,108.1
2.8,107.8
2.812,107.4
2.825,107.3
2.837,107.0
2.85,107.0
2.862,106.6
2.875,106.6
2.887,106.6
2.9,106.1
2.912,105.7
2.925,105.7
2.937,105.3
2.95,105.2
2.962,105.0
2.975,104.9
2.987,104.9
3.0,104.4
3.012,104.4
3.025,104.1
3.037,103.8
3.05,103.7
3.062,103.3
3.075,103.2
3.087,103.3
3.1,103.0
3.112,103.0
3.125,102.3
3.137,102.4
3.15,102.2
3.162,102.0
3.175,101.9
3.187,102.1
3.2,101.6
3.212,101.5
3.225,101.1
3.237,101.0
3.25,101.2
3.262,100.6
3.275,100.5
3.287,100.2
3.3,100.6
3.312,100.0
3.325,99.7
3.337,99.6
3.35,99.2
3.362,99.1
3.375,99.1
3.387,98.7
3.4,98.8
3.412,98.5
3.425,98.1
3.437,98.1
3.45,97.8
3.462,97.8
3.475,97.6
3.487,97.3
3.5,97.2
3.512,96.8
3.525,97.0
3.537,96.6
3.55,96.6
3.562,96.3
3.575,96.0
3.587,95.9
3.6,95.9
3.612,95.8
3.625,95.7
3.637,95.4
3.65,95.2
3.662,95.2
3.675,94.8
3.687,94.9
3.7,94.7
3.712,94.7
3.725,94.5
3.737,94.4
3.75,94.0
3.762,94.1
3.775,93.6
3.787,93.5
3.8,93.7
3.812,93.3
3.825,93.1
3.837,93.1
3.85,93.1
3.862,92.8
3.875,92.4
3.887,92.7
3.9,92.4
3.912,92.3
3.925,92.4
3.937,91.9
3.95,91.7
3.962,91.6
3.975,91.7
3.987,91.4
4.0,91.2
4.012,91.2
4.025,91.0
4.037,90.7
4.05,90.7
4.062,90.8
4.075,90.7
4.087,90.4
4.1,90.1
4.112,90.1
4.125,90.1
4.137,90.0
4.15,89.6
4.162,89.5
4.175,89.1
4.187,89.5
4.2,89.3
4.212,89.1
4.225,89.1
4.237,88.9
4.25,88.8
4.262,88.5
4.275,88.8
4.287,88.2
4.3,88.4
4.312,88.2
4.325,88.2
4.337,88.0
4.35,87.9
4.362,87.9
4.375,87.6
4.387,87.7
4.4,87.3
4.412,87.3
4.425,87.2
4.437,87.3
4.45,87.3
4.462,86.8
4.475,86.8
4.487,86.9
4.5,86.8
4.512,86.8
4.525,86.5
4.537,86.2
4.55,86.4
4.562,86.1
4.575,85.9
4.587,86.1
4.6,85.9
4.612,86.1
4.625,85.4
4.637,85.7
4.65,85.5
4.662,85.1
4.675,85.0
4.687,84.9
4.7,84.9
4.712,84.9
4.725,84.6
4.737,84.3
4.75,84.4
4.762,84.3
4.775,84.1
4.787,84.6
4.8,84.0
4.812,84.1
4.825,83.7
4.837,84.0
4.85,83.7
4.862,83.7
4.875,83.6
4.887,83.4
4.9,83.1
4.912,83.3
4.925,83.1
4.937,83.1
4.95,82.9
4.962,83.0
4.975,82.6
4.987,82.7
5.0,82.3
5.012,82.6
5.025,82.2
5.037,82.2
5.05,82.3
5.062,82.0
5.075,82.2
5.087,81.6
5.1,81.6
5.112,81.4
5.125,81.3
