Time (s),Temperaturee (°C)
2.887,102.6
2.9,102.4
2.912,102.0
2.925,102.0
2.937,101.5
2.95,101.3
2.962,101.2
2.975,101.0
2.987,100.6
3.0,100.8
3.012,100.5
3.025,100.3
3.037,100.0
3.05,100.0
3.062,99.7
3.075,99.2
3.087,99.2
3.1,99.4
3.112,99.0
3.125,98.7
3.137,98.2
3.15,98.2
3.162,98.3
3.175,98.1
3.187,98.0
3.2,97.4
3.212,97.3
3.225,97.2
3.237,97.2
3.25,96.8
3.262,96.9
3.275,96.7
3.287,96.3
3.3,96.3
3.312,96.0
3.325,96.0
3.337,95.7
3.35,95.8
3.362,95.3
3.375,95.4
3.387,95.2
3.4,94.9
3.412,95.0
3.425,94.5
3.437,94.8
3.45,94.3
3.462,94.3
3.475,94.4
3.487,93.7
3.5,93.8
3.512,93.3
3.525,93.5
3.537,93.2
3.55,93.1
3.562,93.1
3.575,92.8
3.587,92.4
3.6,92.4
3.612,92.3
3.625,92.1
3.637,92.0
3.65,92.1
3.662,91.9
3.675,91.7
3.687,91.6
3.7,91.4
3.712,91.1
3.725,91.1
3.737,90.8
3.75,90.8
3.762,90.4
3.775,90.5
3.787,90.5
3.8,90.7
3.812,90.0
3.825,90.3
3.837,89.6
3.85,89.8
3.862,89.8
3.875,89.5
3.887,89.2
3.9,89.3
3.912,89.5
3.925,88.8
3.937,88.8
3.95,88.8
3.962,88.6
3.975,88.2
3.987,88.2
4.0,88.1
4.012,88.1
4.025,88.2
4.037,88.0
4.05,87.7
4.062,87.9
4.075,87.3
4.087,87.3
4.1,87.3
4.112,87.2
4.125,87.1
4.137,87.3
4.15,86.8
4.162,86.8
4.175,86.5
4.187,86.8
4.2,86.2
4.212,86.5
4.225,86.2
4.237,86.4
4.25,85.9
4.262,85.5
4.275,85.7
4.287,85.7
4.3,85.7
4.312,85.4
4.325,85.1
4.337,85.1
4.35,85.1
4.362,85.0
4.375,84.7
4.387,85.0
4.4,85.1
4.412,84.7
4.425,84.3
4.437,84.6
4.45,84.3
4.462,83.8
4.475,84.0
4.487,83.6
4.5,83.7
4.512,83.6
4.525,83.4
4.537,83.3
4.55,83.4
4.562,83.3
4.575,83.1
4.587,83.1
4.6,83.1
4.612,83.0
4.625,82.9
4.637,82.7
4.65,82.5
4.662,82.6
4.675,82.5
4.687,82.6
4.7,82.2
4.712,82.0
4.725,81.9
4.737,82.2
4.75,81.7
4.762,81.7
4.775,81.6
4.787,81.4
4.8,81.3
4.812,81.4
4.825,81.3
4.837,81.3
4.85,81.1
4.862,80.9
4.875,80.8
4.887,81.1
4.9,80.9
4.912,80.8
4.925,80.8
4.937,80.3
4.95,80.3
4.962,80.2
4.975,80.3
4.987,80.3
5.0,80.0
5.012,80.0
5.025,79.9
5.037,79.6
5.05,79.7
5.062,79.5
5.075,79.6
5.087,79.5
5.1,79.6
5.112,79.3
5.125,79.2
5.137,79.0
5.15,79.0
5.162,79.2
5.175,79.0
5.187,78.7
5.2,79.0
5.212,78.6
5.225,78.7
5.237,78.9
5.25,78.6
5.262,78.5
5.275,78.3
5.287,78.3
5.3,78.6
5.312,78.2
5.325,78.2
5.337,78.2
5.35,78.2
5.362,77.9
5.375,77.9
5.387,77.9
5.4,77.7
5.412,77.6
5.425,77.4
5.437,77.2
5.45,77.3
5.462,77.3
5.475,77.0
5.487,77.2
5.5,77.3
5.512,77.3
5.525,76.7
5.537,76.9
5.55,76.7
5.562,76.2
5.575,76.7
5.587,76.5
5.6,76.2
5.612,76.4
5.625,75.9
5.637,76.2
5.65,76.4
5.662,76.1
5.675,75.9
5.687,75.8
5.7,76.1
5.712,75.5
5.725,75.6
5.737,75.6
5.75,75.5
5.762,75.5
5.775,75.3
5.787,75.3
5.8,75.5
5.812,75.2
5.825,75.2
5.837,75.0
5.85,75.0
5.862,75.0
5.875,74.9
5.887,75.0
5.9,74.7
5.912,74.9
5.925,74.7
5.937,74.9
5.95,74.7
