Time (s),Temperaturee (°C)
3.175,137.9
3.187,137.7
3.2,137.3
3.212,137.0
3.225,136.3
3.237,136.4
3.25,136.0
3.262,135.8
3.275,135.9
3.287,135.2
3.3,135.0
3.312,134.7
3.325,134.4
3.337,134.2
3.35,133.7
3.362,133.5
3.375,133.2
3.387,133.0
3.4,132.7
3.412,132.4
3.425,132.3
3.437,131.8
3.45,131.6
3.462,131.1
3.475,131.4
3.487,130.8
3.5,130.5
3.512,130.3
3.525,129.6
3.537,129.3
3.55,129.2
3.562,128.9
3.575,128.6
3.587,128.2
3.6,128.1
3.612,127.7
3.625,127.7
3.637,127.4
3.65,126.5
3.662,126.7
3.675,126.5
3.687,126.2
3.7,126.0
3.712,125.8
3.725,125.5
3.737,125.5
3.75,125.2
3.762,124.9
3.775,124.5
3.787,124.4
3.8,124.2
3.812,124.0
3.825,123.9
3.837,123.6
3.85,124.0
3.862,123.1
3.875,123.0
3.887,122.6
3.9,122.5
3.912,122.1
3.925,121.8
3.937,121.7
3.95,121.6
3.962,121.4
3.975,121.3
3.987,121.2
4.0,120.9
4.012,120.6
4.025,120.5
4.037,120.2
4.05,120.0
4.062,119.6
4.075,119.6
4.087,119.4
4.1,119.0
4.112,118.9
4.125,118.9
4.137,118.8
4.15,118.5
4.162,118.2
4.175,118.5
4.187,118.0
4.2,117.8
4.212,117.8
4.225,117.4
4.237,117.3
4.25,117.3
4.262,116.8
4.275,116.8
4.287,116.5
4.3,116.3
4.312,116.0
4.325,115.8
4.337,115.7
4.35,115.7
4.362,115.4
4.375,115.0
4.387,114.9
4.4,114.9
4.412,114.8
4.425,114.6
4.437,114.6
4.45,114.0
4.462,113.8
4.475,113.9
4.487,113.8
4.5,113.1
4.512,113.1
4.525,113.4
4.537,112.8
4.55,112.8
4.562,112.8
4.575,112.6
4.587,112.4
4.6,112.2
4.612,112.0
4.625,112.0
4.637,112.1
4.65,111.9
4.662,111.5
4.675,111.4
4.687,111.3
4.7,111.0
4.712,111.0
4.725,110.9
4.737,110.8
4.75,110.7
4.762,110.5
4.775,110.1
4.787,109.9
4.8,109.8
4.812,109.7
4.825,109.5
4.837,109.3
4.85,109.0
4.862,109.1
4.875,108.8
4.887,108.7
4.9,108.7
4.912,108.3
4.925,108.5
4.937,108.1
4.95,108.1
4.962,107.9
4.975,107.6
4.987,107.6
5.0,107.3
5.012,107.1
5.025,107.3
5.037,107.0
5.05,106.9
5.062,106.9
5.075,106.9
5.087,106.7
5.1,106.6
5.112,106.3
5.125,106.3
5.137,106.1
5.15,106.1
5.162,105.8
5.175,105.8
5.187,105.7
5.2,105.3
5.212,105.1
5.225,105.2
5.237,105.0
5.25,104.9
5.262,104.8
5.275,104.6
5.287,104.4
5.3,104.4
5.312,104.4
5.325,104.1
5.337,104.0
5.35,103.8
5.362,103.9
5.375,103.4
5.387,103.4
5.4,103.3
5.412,103.4
5.425,103.3
5.437,103.0
5.45,103.2
5.462,103.1
5.475,102.7
5.487,102.7
5.5,102.4
5.512,102.6
5.525,102.3
5.537,102.4
5.55,102.2
5.562,102.4
5.575,102.1
5.587,101.9
5.6,102.0
5.612,101.9
5.625,101.6
5.637,101.5
5.65,101.6
5.662,101.3
5.675,101.2
5.687,101.2
5.7,100.8
5.712,101.0
5.725,100.7
5.737,100.6
5.75,100.3
5.762,100.6
5.775,100.5
5.787,100.2
5.8,100.3
5.812,100.6
5.825,100.1
5.837,100.0
5.85,99.8
5.862,100.0
5.875,99.6
5.887,99.6
5.9,99.6
5.912,99.5
5.925,99.4
5.937,99.2
5.95,99.2
5.962,98.8
5.975,98.7
5.987,98.7
6.0,98.6
6.012,98.8
6.025,98.2
6.037,98.1
6.05,98.2
6.062,97.8
6.075,98.0
6.087,97.8
6.1,98.1
6.112,97.7
6.125,97.7
6.137,97.4
6.15,97.3
6.162,97.6
6.175,97.2
6.187,97.2
6.2,96.9
6.212,96.6
6.225,96.8
6.237,96.7
6.25,96.4
6.262,96.6
6.275,96.3
6.287,96.3
