Time (s),Temperaturee (°C)
2.275,105.7
2.287,105.8
2.3,105.2
2.312,105.1
2.325,104.8
2.337,104.3
2.35,104.5
2.362,104.3
2.375,104.0
2.387,103.8
2.4,103.4
2.412,103.0
2.425,102.8
2.437,102.8
2.45,102.3
2.462,102.1
2.475,102.0
2.487,101.7
2.5,101.3
2.512,101.1
2.525,101.2
2.537,100.5
2.55,100.5
2.562,100.1
2.575,99.8
2.587,99.6
2.6,99.6
2.612,99.2
2.625,99.0
2.637,98.7
2.65,98.5
2.662,98.2
2.675,98.1
2.687,97.6
2.7,97.6
2.712,97.4
2.725,97.0
2.737,96.8
2.75,96.7
2.762,96.4
2.775,96.4
2.787,96.3
2.8,95.8
2.812,95.8
2.825,95.7
2.837,95.5
2.85,95.0
2.862,95.0
2.875,94.7
2.887,94.5
2.9,94.3
2.912,94.4
2.925,93.8
2.937,93.8
2.95,93.6
2.962,93.3
2.975,93.5
2.987,93.3
3.0,93.0
3.012,92.8
3.025,92.4
3.037,92.4
3.05,92.1
3.062,92.0
3.075,91.9
3.087,91.7
3.1,91.6
3.112,91.5
3.125,91.4
3.137,91.1
3.15,90.8
3.162,90.7
3.175,90.4
3.187,90.8
3.2,89.9
3.212,90.1
3.225,89.6
3.237,89.6
3.25,89.5
3.262,89.2
3.275,89.2
3.287,88.9
3.3,89.1
3.312,88.6
3.325,88.6
3.337,88.4
3.35,88.2
3.362,88.2
3.375,87.9
3.387,87.9
3.4,87.6
3.412,87.5
3.425,87.5
3.437,87.2
3.45,87.3
3.462,87.1
3.475,86.9
3.487,86.8
3.5,86.9
3.512,86.7
3.525,86.8
3.537,86.4
3.55,86.2
3.562,86.2
3.575,86.2
3.587,85.8
3.6,85.9
3.612,85.4
3.625,85.5
3.637,85.1
3.65,85.5
3.662,85.0
3.675,84.7
3.687,84.7
3.7,84.6
3.712,84.4
3.725,84.3
3.737,84.4
3.75,84.3
3.762,84.0
3.775,82.9
3.787,82.7
3.8,82.5
3.812,82.5
3.825,82.2
3.837,82.2
3.85,82.2
3.862,82.3
3.875,81.9
3.887,81.7
3.9,81.6
3.912,81.4
3.925,81.4
3.937,81.1
3.95,81.3
3.962,81.4
3.975,81.1
3.987,81.1
4.0,81.1
4.012,80.9
4.025,80.5
4.037,80.3
4.05,80.2
4.062,80.5
4.075,80.0
4.087,80.0
4.1,79.9
4.112,79.9
4.125,80.0
4.137,79.9
4.15,79.9
4.162,79.5
4.175,79.3
4.187,79.6
4.2,79.5
4.212,78.9
4.225,79.0
4.237,79.2
4.25,78.9
4.262,78.9
4.275,78.7
4.287,78.5
4.3,78.3
4.312,78.5
4.325,78.2
4.337,78.2
4.35,78.3
4.362,78.0
4.375,78.0
4.387,78.0
4.4,78.0
4.412,77.9
4.425,77.7
4.437,77.6
4.45,77.4
4.462,77.4
4.475,77.0
4.487,77.2
4.5,76.9
4.512,77.3
4.525,77.0
4.537,77.0
4.55,76.7
4.562,76.7
4.575,76.5
4.587,76.4
4.6,76.4
4.612,76.4
4.625,76.2
