Time (s),Temperaturee (°C)
0.0,30.9
0.012,30.9
0.025,31.1
0.037,55.4
0.05,83.6
0.062,103.0
0.075,118.0
0.087,130.6
0.1,141.2
0.112,151.0
0.125,159.7
0.137,167.7
0.15,175.2
0.162,182.2
0.175,188.7
0.187,195.0
0.2,201.0
0.212,206.7
0.225,212.4
0.237,217.4
0.25,222.5
0.262,227.3
0.275,232.1
0.287,236.9
0.3,241.3
0.312,245.7
0.325,249.8
0.337,253.8
0.35,258.1
0.362,262.0
0.375,265.8
0.387,269.8
0.4,273.6
0.412,277.1
0.425,280.8
0.437,284.3
0.45,287.8
0.462,291.4
0.475,295.1
0.487,298.4
0.5,301.8
0.512,305.5
0.525,309.0
0.537,312.7
0.55,317.0
0.562,321.3
0.575,326.4
0.587,332.1
0.6,338.1
0.612,343.6
0.625,348.5
0.637,353.3
0.65,358.0
0.662,362.5
0.675,366.7
0.687,370.6
0.7,374.5
0.712,378.4
0.725,382.5
0.737,386.1
0.75,389.6
0.762,392.8
0.775,395.5
0.787,398.2
0.8,400.9
0.812,403.6
0.825,405.9
0.837,408.3
0.85,410.6
0.862,412.9
0.875,415.3
0.887,417.2
0.9,419.5
0.912,421.5
0.925,423.6
0.937,425.8
0.95,427.7
0.962,429.7
0.975,431.7
0.987,433.4
1.0,435.3
1.012,437.2
1.025,438.9
1.037,440.8
1.05,420.9
1.062,395.7
1.075,378.8
1.087,366.9
1.1,348.2
1.112,340.5
1.125,333.2
1.137,326.9
1.15,320.8
1.162,315.4
1.175,310.3
1.187,305.7
1.2,301.1
1.212,297.1
1.225,293.1
1.237,289.5
1.25,286.1
1.262,282.9
1.275,279.6
1.287,276.7
1.3,273.6
1.312,271.0
1.325,268.2
1.337,265.7
1.35,263.3
1.362,260.9
1.375,258.6
1.387,256.8
1.4,254.4
1.412,252.6
1.425,250.5
1.437,248.8
1.45,246.8
1.462,244.9
1.475,243.1
1.487,241.5
1.5,239.8
1.512,238.4
1.525,236.7
1.537,235.3
1.55,233.6
1.562,232.0
1.575,230.6
1.587,229.1
1.6,227.9
1.612,226.5
1.625,225.2
1.637,224.1
1.65,222.8
1.662,221.8
1.675,220.3
1.687,219.2
1.7,218.1
1.712,217.0
1.725,215.9
1.737,215.0
1.75,213.7
1.762,212.7
1.775,211.7
1.787,210.7
1.8,209.7
1.812,208.4
1.825,207.7
1.837,206.7
1.85,205.8
1.862,204.8
1.875,203.9
1.887,203.1
1.9,202.2
1.912,201.4
1.925,200.6
1.937,199.9
1.95,199.2
1.962,198.4
1.975,197.4
1.987,196.5
2.0,195.9
2.012,195.1
2.025,194.3
2.037,193.5
2.05,192.7
2.062,192.4
2.075,191.2
2.087,190.7
2.1,190.1
2.112,189.3
2.125,188.7
2.137,188.0
2.15,187.2
2.162,186.6
2.175,185.9
2.187,185.3
2.2,184.8
2.212,184.1
2.225,183.5
2.237,183.0
2.25,182.3
2.262,181.8
2.275,181.1
2.287,180.5
2.3,179.4
2.312,179.1
2.325,178.3
2.337,177.7
2.35,177.3
2.362,176.7
2.375,176.1
2.387,175.8
2.4,175.0
2.412,174.6
2.425,174.1
2.437,173.2
2.45,172.8
2.462,172.3
2.475,172.0
2.487,171.6
2.5,171.1
2.512,170.5
2.525,170.4
2.537,169.6
2.55,169.5
2.562,169.1
2.575,168.5
2.587,167.8
2.6,167.5
2.612,166.9
2.625,166.4
2.637,165.9
2.65,165.5
2.662,165.2
2.675,164.8
2.687,164.2
2.7,163.8
2.712,163.5
2.725,162.8
2.737,162.5
2.75,162.2
2.762,161.7
2.775,161.3
2.787,160.9
2.8,160.8
2.812,160.2
2.825,159.7
2.837,159.1
2.85,158.7
2.862,158.5
2.875,158.2
2.887,157.8
2.9,157.2
2.912,156.8
2.925,156.7
2.937,156.5
2.95,155.9
2.962,155.7
2.975,155.1
2.987,154.8
3.0,154.4
3.012,154.3
3.025,154.1
3.037,153.5
3.05,153.3
3.062,152.7
3.075,152.3
3.087,151.9
3.1,151.7
3.112,151.6
3.125,151.2
3.137,150.9
3.15,150.3
3.162,150.0
3.175,149.8
3.187,149.3
3.2,149.0
3.212,148.7
3.225,148.5
3.237,148.1
3.25,147.7
3.262,147.5
3.275,147.3
3.287,146.9
3.3,146.9
3.312,146.3
3.325,146.1
3.337,145.8
3.35,145.7
3.362,145.0
3.375,144.8
3.387,144.6
3.4,144.2
3.412,144.0
3.425,144.0
3.437,143.4
3.45,143.2
3.462,142.7
3.475,142.6
3.487,142.2
3.5,142.0
3.512,141.6
3.525,141.3
3.537,141.3
3.55,141.0
3.562,140.7
3.575,140.2
3.587,140.1
3.6,139.8
3.612,139.1
3.625,139.0
3.637,138.7
3.65,138.5
3.662,138.3
3.675,138.2
3.687,137.6
3.7,137.4
3.712,136.9
3.725,137.0
3.737,136.7
3.75,136.2
3.762,136.1
3.775,136.0
3.787,135.5
3.8,135.5
3.812,135.1
3.825,135.1
3.837,134.9
3.85,134.8
3.862,134.2
3.875,134.0
3.887,133.8
3.9,133.6
3.912,133.4
3.925,133.1
3.937,133.1
3.95,132.6
3.962,132.6
3.975,132.2
3.987,132.1
4.0,131.9
4.012,131.5
4.025,131.4
4.037,131.4
4.05,130.8
4.062,130.8
4.075,130.4
4.087,130.2
4.1,130.3
4.112,130.0
4.125,129.8
4.137,129.4
4.15,129.4
4.162,129.2
4.175,129.1
4.187,128.7
4.2,128.6
4.212,128.2
4.225,128.1
4.237,127.7
4.25,127.7
4.262,127.6
4.275,127.3
4.287,127.1
4.3,126.8
4.312,126.7
4.325,126.4
4.337,126.3
4.35,126.0
4.362,126.0
4.375,125.6
4.387,125.5
4.4,125.3
4.412,125.3
4.425,124.8
4.437,124.9
4.45,124.5
4.462,124.4
4.475,124.2
4.487,124.3
4.5,123.9
4.512,123.9
4.525,123.5
4.537,123.4
4.55,123.1
4.562,122.9
4.575,123.0
4.587,122.5
4.6,122.7
4.612,122.2
4.625,122.1
4.637,121.8
4.65,121.7
4.662,121.6
4.675,121.4
4.687,121.5
4.7,121.2
4.712,121.2
4.725,120.9
4.737,120.9
4.75,120.4
4.762,120.3
4.775,120.4
4.787,120.0
4.8,119.7
4.812,119.9
4.825,119.5
4.837,119.2
4.85,119.2
4.862,119.2
4.875,118.9
4.887,119.0
4.9,118.7
4.912,118.7
4.925,118.5
4.937,118.2
4.95,118.1
4.962,117.7
4.975,117.9
4.987,117.5
5.0,117.4
5.012,117.2
5.025,117.0
5.037,117.0
5.05,116.5
5.062,116.5
5.075,116.4
5.087,116.3
5.1,116.2
5.112,116.0
5.125,115.7
5.137,115.6
5.15,115.5
5.162,115.2
5.175,115.0
5.187,114.9
5.2,115.0
5.212,115.2
5.225,114.6
5.237,114.4
5.25,114.5
5.262,114.5
5.275,114.0
5.287,114.0
5.3,113.8
5.312,113.8
5.325,113.7
5.337,113.7
5.35,113.6
5.362,113.4
5.375,113.1
5.387,112.9
5.4,112.8
5.412,112.9
5.425,112.9
5.437,112.4
5.45,112.4
5.462,112.2
5.475,112.1
5.487,112.4
5.5,112.2
5.512,112.0
5.525,111.7
5.537,111.7
5.55,111.5
5.562,111.5
5.575,111.2
5.587,111.5
5.6,111.2
5.612,111.0
5.625,110.7
5.637,110.8
5.65,110.7
5.662,110.6
5.675,110.5
5.687,110.0
5.7,110.1
5.712,109.9
5.725,110.1
5.737,109.8
5.75,109.7
5.762,109.7
5.775,109.5
5.787,109.4
5.8,109.3
5.812,109.2
5.825,109.0
5.837,109.0
5.85,109.1
5.862,109.1
5.875,108.6
5.887,108.3
5.9,108.2
5.912,108.2
5.925,108.0
5.937,107.9
5.95,107.8
5.962,107.8
5.975,107.5
5.987,107.3
6.0,107.5
6.012,107.8
6.025,107.1
6.037,107.3
6.05,107.1
6.062,107.0
6.075,106.7
6.087,106.6
6.1,106.6
6.112,106.6
