Time (s),Temperaturee (°C)
2.75,117.7
2.762,117.4
2.775,117.1
2.787,116.8
2.8,116.2
2.812,116.2
2.825,116.0
2.837,115.6
2.85,115.6
2.862,115.0
2.875,114.7
2.887,114.7
2.9,114.1
2.912,114.1
2.925,113.9
2.937,113.8
2.95,113.6
2.962,113.1
2.975,113.1
2.987,112.9
3.0,112.6
3.012,112.4
3.025,112.2
3.037,112.0
3.05,111.9
3.062,111.4
3.075,111.2
3.087,110.9
3.1,110.8
3.112,110.7
3.125,110.5
3.137,110.1
3.15,109.8
3.162,109.5
3.175,109.7
3.187,109.4
3.2,109.2
3.212,109.1
3.225,108.6
3.237,108.5
3.25,108.2
3.262,108.0
3.275,107.9
3.287,107.6
3.3,107.6
3.312,107.1
3.325,106.9
3.337,106.8
3.35,106.6
3.362,106.3
3.375,106.2
3.387,106.2
3.4,106.1
3.412,105.6
3.425,105.6
3.437,105.2
3.45,105.5
3.462,105.1
3.475,104.8
3.487,104.8
3.5,104.4
3.512,104.6
3.525,104.1
3.537,104.0
3.55,103.7
3.562,103.5
3.575,103.3
3.587,103.2
3.6,103.1
3.612,103.0
3.625,102.7
3.637,102.7
3.65,102.4
3.662,102.3
3.675,101.7
3.687,101.7
3.7,101.7
3.712,101.6
3.725,101.2
3.737,101.1
3.75,101.2
3.762,101.0
3.775,101.0
3.787,100.6
3.8,100.7
3.812,100.3
3.825,100.3
3.837,99.6
3.85,99.8
3.862,99.7
3.875,99.1
3.887,98.8
3.9,98.8
3.912,98.7
3.925,98.6
3.937,98.3
3.95,98.1
3.962,98.1
3.975,97.7
3.987,97.7
4.0,97.7
4.012,97.3
4.025,97.4
4.037,97.3
4.05,96.9
4.062,96.8
4.075,96.7
4.087,96.6
4.1,96.4
4.112,96.2
4.125,96.0
4.137,96.2
4.15,95.5
4.162,95.8
4.175,95.8
4.187,95.7
4.2,95.4
4.212,95.4
4.225,95.3
4.237,95.4
4.25,94.9
4.262,94.9
4.275,94.9
4.287,94.5
4.3,94.9
4.312,94.4
4.325,94.3
4.337,94.3
4.35,94.0
4.362,94.3
4.375,94.0
4.387,93.8
4.4,93.6
4.412,93.2
4.425,93.2
4.437,93.1
4.45,93.0
4.462,92.8
4.475,92.5
4.487,92.7
4.5,92.5
4.512,92.4
4.525,92.4
4.537,92.0
4.55,92.0
4.562,91.9
4.575,91.7
4.587,91.7
4.6,91.6
4.612,91.2
4.625,91.2
4.637,91.2
4.65,91.0
4.662,91.0
4.675,90.7
4.687,90.7
4.7,90.4
4.712,90.8
4.725,90.5
4.737,90.7
4.75,90.3
4.762,90.3
4.775,90.5
4.787,89.9
4.8,89.9
4.812,89.8
4.825,89.6
4.837,89.5
4.85,89.5
4.862,89.3
4.875,89.3
4.887,89.2
4.9,88.9
4.912,88.8
4.925,88.6
4.937,88.6
4.95,88.8
4.962,88.5
4.975,88.4
4.987,88.4
5.0,88.4
5.012,88.1
5.025,88.2
5.037,87.9
5.05,87.9
5.062,88.2
5.075,87.6
5.087,87.7
5.1,87.3
5.112,87.3
5.125,87.2
5.137,87.1
5.15,87.6
5.162,86.9
5.175,86.9
5.187,86.8
5.2,86.7
5.212,86.7
5.225,86.5
5.237,86.2
5.25,86.4
5.262,86.2
5.275,85.9
5.287,86.4
