Time (s),Temperaturee (°C)
0.0,29.3
0.012,29.5
0.025,29.3
0.037,57.9
0.05,100.0
0.062,127.8
0.075,149.4
0.087,166.6
0.1,181.7
0.112,195.3
0.125,207.5
0.137,218.8
0.15,229.5
0.162,239.4
0.175,248.8
0.187,257.8
0.2,266.2
0.212,274.3
0.225,282.3
0.237,289.8
0.25,305.1
0.262,313.0
0.275,321.6
0.287,333.2
0.3,348.0
0.312,364.4
0.325,379.4
0.337,393.0
0.35,403.2
0.362,411.8
0.375,419.6
0.387,426.9
0.4,434.1
0.412,440.8
0.425,447.0
0.437,453.2
0.45,459.6
0.462,465.9
0.475,472.0
0.487,477.9
0.5,483.7
0.512,489.3
0.525,490.7
0.537,443.9
0.55,407.0
0.562,381.8
0.575,363.4
0.587,348.6
0.6,336.4
0.612,325.9
0.625,316.6
0.637,308.3
0.65,301.1
0.662,294.1
0.675,287.9
0.687,282.3
0.7,277.1
0.712,272.1
0.725,267.5
0.737,263.1
0.75,259.2
0.762,255.2
0.775,251.5
0.787,248.0
0.8,244.7
0.812,241.7
0.825,238.4
0.837,235.7
0.85,233.2
0.862,230.4
0.875,227.7
0.887,225.0
0.9,222.8
0.912,220.8
0.925,218.5
0.937,216.4
0.95,214.3
0.962,212.4
0.975,210.6
0.987,208.7
1.0,207.0
1.012,205.3
1.025,203.7
1.037,201.8
1.05,200.3
1.062,198.8
1.075,197.4
1.087,196.1
1.1,194.7
1.112,193.3
1.125,191.9
1.137,190.6
1.15,189.2
1.162,188.0
1.175,186.7
1.187,185.5
1.2,184.5
1.212,183.0
1.225,181.8
1.237,180.8
1.25,179.6
1.262,178.6
1.275,177.5
1.287,176.4
1.3,175.6
1.312,174.5
1.325,173.8
1.337,172.8
1.35,171.6
1.362,170.8
1.375,170.1
1.387,169.5
1.4,168.5
1.412,167.5
1.425,166.7
1.437,165.8
1.45,165.2
1.462,164.4
1.475,163.7
1.487,162.9
1.5,161.9
1.512,161.4
1.525,161.1
1.537,159.9
1.55,159.1
1.562,158.7
1.575,158.1
1.587,157.4
1.6,156.7
1.612,155.4
1.625,154.7
1.637,154.1
1.65,153.4
1.662,152.9
1.675,152.2
1.687,151.9
1.7,150.7
1.712,150.4
1.725,149.5
1.737,149.1
1.75,148.4
1.762,147.7
1.775,147.3
1.787,146.9
1.8,146.4
1.812,145.6
1.825,145.3
1.837,144.9
1.85,144.3
1.862,143.6
1.875,143.2
1.887,142.7
1.9,142.0
1.912,141.8
1.925,141.0
1.937,140.9
1.95,140.3
1.962,140.1
1.975,140.0
1.987,139.2
2.0,138.4
2.012,138.1
2.025,137.7
2.037,137.1
2.05,137.0
2.062,136.2
2.075,136.0
2.087,135.5
2.1,135.2
2.112,134.7
2.125,134.2
2.137,134.2
2.15,133.6
2.162,133.2
2.175,132.7
2.187,132.2
2.2,131.9
2.212,131.5
2.225,131.4
2.237,130.7
2.25,130.8
2.262,130.4
2.275,130.0
2.287,129.7
2.3,129.1
2.312,128.9
2.325,128.4
2.337,128.3
2.35,127.7
2.362,127.4
2.375,127.1
2.387,126.8
2.4,126.4
2.412,126.4
2.425,125.9
2.437,125.6
2.45,125.2
2.462,125.0
2.475,124.6
2.487,124.2
2.5,124.2
2.512,123.6
2.525,123.5
2.537,123.2
2.55,122.5
2.562,122.6
2.575,122.4
2.587,121.9
2.6,121.4
2.612,121.2
2.625,120.7
2.637,120.7
2.65,120.3
2.662,120.0
2.675,119.9
2.687,119.8
2.7,119.5
2.712,119.1
2.725,118.9
2.737,118.8
2.75,118.7
2.762,118.1
2.775,117.9
2.787,117.7
2.8,117.4
2.812,117.0
2.825,117.0
2.837,116.5
2.85,116.3
2.862,116.2
2.875,116.0
2.887,115.8
2.9,115.4
2.912,115.0
2.925,114.5
2.937,114.4
2.95,114.0
2.962,113.9
2.975,113.4
2.987,113.4
3.0,113.2
3.012,112.9
3.025,112.9
3.037,112.4
3.05,112.2
3.062,112.1
3.075,112.0
3.087,111.4
3.1,111.5
3.112,110.9
3.125,110.8
3.137,111.2
3.15,111.2
3.162,110.2
3.175,110.3
3.187,110.0
3.2,110.1
3.212,109.9
3.225,109.5
3.237,109.1
3.25,109.2
3.262,108.8
3.275,108.7
3.287,108.6
3.3,108.3
3.312,108.3
3.325,107.9
3.337,107.9
3.35,107.4
3.362,107.5
3.375,107.3
3.387,106.8
3.4,106.7
3.412,106.3
3.425,106.6
3.437,105.9
3.45,105.8
3.462,105.8
3.475,105.7
3.487,105.5
3.5,105.1
3.512,104.9
3.525,104.8
3.537,104.8
3.55,104.4
3.562,104.1
3.575,104.4
3.587,104.3
3.6,104.0
3.612,103.8
3.625,103.5
3.637,103.3
3.65,103.1
3.662,103.1
3.675,103.0
3.687,102.4
3.7,102.4
3.712,102.3
3.725,102.2
3.737,102.1
3.75,101.9
3.762,102.1
3.775,101.3
3.787,101.9
3.8,101.3
3.812,101.1
3.825,100.8
3.837,100.8
3.85,100.6
3.862,100.5
3.875,100.6
3.887,100.3
3.9,100.5
3.912,99.8
3.925,99.7
3.937,99.6
3.95,100.0
3.962,99.5
3.975,99.4
3.987,99.4
4.0,98.7
4.012,98.7
4.025,98.7
4.037,98.3
4.05,98.3
4.062,98.1
4.075,98.1
4.087,98.2
4.1,97.7
4.112,97.6
4.125,97.3
4.137,97.2
4.15,97.3
4.162,97.2
4.175,97.4
4.187,96.8
4.2,97.0
4.212,96.7
4.225,96.8
4.237,96.7
4.25,96.2
4.262,96.2
4.275,95.9
4.287,96.0
4.3,95.9
4.312,95.8
4.325,95.5
4.337,95.2
4.35,95.4
4.362,95.2
4.375,95.3
4.387,95.3
4.4,94.8
4.412,94.3
4.425,94.7
4.437,94.7
4.45,94.1
4.462,93.8
4.475,94.0
4.487,94.1
4.5,93.6
4.512,93.7
4.525,93.8
4.537,93.3
4.55,93.2
4.562,92.8
4.575,93.0
4.587,92.8
4.6,92.3
4.612,92.5
4.625,92.1
4.637,92.1
4.65,92.3
4.662,92.1
4.675,91.9
4.687,91.9
4.7,91.9
4.712,91.7
4.725,91.7
4.737,91.6
4.75,91.4
4.762,91.2
4.775,91.0
4.787,91.2
4.8,91.1
4.812,91.4
4.825,90.5
4.837,90.4
4.85,90.5
4.862,90.4
4.875,90.3
4.887,90.0
4.9,90.1
4.912,89.9
4.925,89.8
4.937,89.5
4.95,89.3
4.962,89.1
4.975,89.3
4.987,89.3
5.0,89.1
5.012,89.2
5.025,88.8
5.037,88.6
5.05,88.8
5.062,88.5
5.075,88.5
5.087,88.8
5.1,88.4
5.112,88.2
