Time (s),Temperaturee (°C)
0.0,29.3
0.012,29.7
0.025,29.5
0.037,59.8
0.05,87.6
0.062,107.1
0.075,122.1
0.087,134.8
0.1,146.0
0.112,155.7
0.125,164.7
0.137,172.8
0.15,180.6
0.162,187.6
0.175,194.5
0.187,201.2
0.2,207.3
0.212,213.3
0.225,219.2
0.237,224.7
0.25,230.1
0.262,235.4
0.275,240.3
0.287,245.3
0.3,250.1
0.312,254.8
0.325,259.3
0.337,263.9
0.35,268.1
0.362,272.4
0.375,276.6
0.387,280.9
0.4,284.7
0.412,288.8
0.425,292.6
0.437,296.7
0.45,300.6
0.462,304.4
0.475,308.4
0.487,312.6
0.5,316.8
0.512,321.7
0.525,328.1
0.537,336.1
0.55,344.6
0.562,352.3
0.575,359.3
0.587,365.0
0.6,370.0
0.612,374.7
0.625,382.0
0.637,388.6
0.65,394.0
0.662,398.6
0.675,402.6
0.687,406.1
0.7,409.3
0.712,412.1
0.725,414.9
0.737,417.8
0.75,420.3
0.762,423.0
0.775,425.3
0.787,427.2
0.8,429.4
0.812,432.7
0.825,435.9
0.837,439.1
0.85,442.1
0.862,445.1
0.875,447.7
0.887,450.2
0.9,452.6
0.912,454.8
0.925,457.3
0.937,459.7
0.95,462.0
0.962,464.2
0.975,468.6
0.987,470.7
1.0,472.7
1.012,474.8
1.025,476.6
1.037,447.6
1.05,421.9
1.062,403.6
1.075,389.6
1.087,377.9
1.1,367.9
1.112,359.2
1.125,351.6
1.137,344.5
1.15,338.1
1.162,332.3
1.175,326.8
1.187,321.9
1.2,317.2
1.212,312.9
1.225,309.0
1.237,305.0
1.25,301.3
1.262,297.8
1.275,294.3
1.287,291.3
1.3,288.2
1.312,285.3
1.325,282.6
1.337,280.0
1.35,277.3
1.362,275.0
1.375,272.4
1.387,270.1
1.4,267.8
1.412,265.7
1.425,263.4
1.437,261.2
1.45,259.4
1.462,257.4
1.475,255.6
1.487,253.9
1.5,252.0
1.512,250.3
1.525,248.6
1.537,246.9
1.55,245.2
1.562,243.8
1.575,242.3
1.587,240.7
1.6,239.2
1.612,237.8
1.625,236.3
1.637,234.8
1.65,233.6
1.662,232.3
1.675,230.9
1.687,229.7
1.7,228.5
1.712,227.5
1.725,225.9
1.737,224.8
1.75,223.7
1.762,222.7
1.775,221.7
1.787,220.4
1.8,219.2
1.812,218.3
1.825,217.3
1.837,216.6
1.85,215.3
1.862,214.4
1.875,213.3
1.887,212.5
1.9,211.5
1.912,210.6
1.925,209.7
1.937,208.8
1.95,208.0
1.962,207.0
1.975,206.4
1.987,205.2
2.0,204.6
2.012,203.8
2.025,202.9
2.037,201.9
2.05,201.4
2.062,200.5
2.075,199.6
2.087,199.3
2.1,198.2
2.112,197.5
2.125,196.7
2.137,196.1
2.15,195.3
2.162,194.5
2.175,193.9
2.187,193.2
2.2,192.6
2.212,191.9
2.225,191.2
2.237,190.6
2.25,190.1
2.262,189.3
2.275,188.7
2.287,187.5
2.3,187.0
2.312,186.4
2.325,185.7
2.337,185.1
2.35,184.8
2.362,183.8
2.375,183.6
2.387,182.7
2.4,182.4
2.412,181.9
2.425,181.2
2.437,180.6
2.45,180.2
2.462,179.4
2.475,178.9
2.487,178.3
2.5,178.0
2.512,177.5
2.525,177.2
2.537,176.7
2.55,176.0
2.562,175.5
2.575,175.2
2.587,174.5
2.6,174.2
2.612,173.5
2.625,173.2
2.637,172.8
2.65,172.2
2.662,171.6
2.675,171.3
2.687,170.8
2.7,170.2
2.712,169.8
2.725,169.5
2.737,168.7
2.75,168.7
2.762,168.0
2.775,167.6
2.787,167.1
2.8,166.6
2.812,166.2
2.825,166.0
2.837,165.5
2.85,164.9
2.862,164.8
2.875,164.4
2.887,163.9
2.9,163.6
2.912,163.1
2.925,162.6
2.937,162.5
2.95,161.9
2.962,161.7
2.975,161.4
2.987,160.8
3.0,160.4
3.012,160.4
3.025,159.8
3.037,159.3
3.05,158.9
3.062,158.5
3.075,158.4
3.087,157.9
3.1,157.6
3.112,157.1
3.125,156.9
3.137,156.3
3.15,156.2
3.162,155.7
3.175,155.4
3.187,155.1
3.2,154.8
3.212,154.5
3.225,154.0
3.237,153.7
3.25,153.3
3.262,153.0
3.275,152.9
3.287,152.5
3.3,152.5
3.312,152.0
3.325,151.8
3.337,151.3
3.35,150.8
3.362,150.7
3.375,150.3
3.387,150.2
3.4,149.8
3.412,149.3
3.425,149.3
3.437,148.8
3.45,148.4
3.462,148.3
3.475,148.0
3.487,147.2
3.5,147.1
3.512,146.7
3.525,146.7
3.537,146.3
3.55,146.2
3.562,145.6
3.575,145.6
3.587,144.9
3.6,144.7
3.612,144.4
3.625,144.2
3.637,143.7
3.65,143.7
3.662,143.2
3.675,143.0
3.687,142.8
3.7,142.3
3.712,142.0
3.725,141.9
3.737,141.8
3.75,141.5
3.762,141.4
3.775,141.2
3.787,140.8
3.8,140.6
3.812,140.5
3.825,139.8
3.837,139.6
3.85,139.3
3.862,139.1
3.875,139.0
3.887,138.9
3.9,138.7
3.912,138.2
3.925,137.8
3.937,137.7
3.95,137.6
3.962,137.2
3.975,136.9
3.987,136.7
4.0,136.9
4.012,136.4
4.025,136.1
4.037,135.8
4.05,135.5
4.062,135.5
4.075,135.0
4.087,135.1
4.1,134.6
4.112,134.5
4.125,134.3
4.137,134.4
4.15,133.8
4.162,133.7
4.175,133.6
4.187,133.2
4.2,133.0
4.212,132.9
4.225,132.5
4.237,132.5
4.25,132.3
4.262,132.2
4.275,131.8
4.287,131.8
4.3,131.1
4.312,131.0
4.325,130.9
4.337,130.5
4.35,130.6
4.362,130.3
4.375,130.3
4.387,129.7
4.4,129.9
4.412,129.5
4.425,129.1
4.437,129.4
4.45,128.8
4.462,128.5
4.475,128.5
4.487,128.3
4.5,128.4
4.512,128.1
4.525,127.9
4.537,127.5
4.55,127.8
4.562,127.1
4.575,127.1
4.587,127.0
4.6,126.6
4.612,126.4
4.625,126.2
4.637,126.1
4.65,126.0
4.662,125.7
4.675,125.9
4.687,125.5
4.7,125.2
4.712,125.3
4.725,125.0
4.737,125.0
4.75,125.0
4.762,124.6
4.775,124.6
4.787,124.4
4.8,124.0
4.812,123.6
4.825,123.5
4.837,123.5
4.85,123.5
4.862,122.8
4.875,123.2
4.887,122.6
4.9,122.1
4.912,122.4
4.925,122.0
4.937,121.9
4.95,121.9
4.962,121.5
4.975,121.5
4.987,121.4
5.0,121.2
5.012,121.4
5.025,120.7
5.037,121.2
5.05,120.4
5.062,120.5
5.075,120.4
5.087,120.2
5.1,119.7
5.112,120.0
5.125,119.5
5.137,120.0
5.15,119.5
5.162,119.4
5.175,119.3
5.187,119.0
5.2,119.0
5.212,118.8
5.225,118.8
5.237,118.5
5.25,118.3
5.262,118.3
5.275,118.0
5.287,118.1
5.3,117.7
5.312,117.7
5.325,117.7
5.337,117.7
5.35,117.4
5.362,117.1
5.375,117.1
5.387,116.8
5.4,116.9
5.412,116.6
5.425,116.5
5.437,116.5
5.45,116.1
5.462,116.3
5.475,115.7
5.487,116.0
5.5,115.8
5.512,115.6
5.525,115.3
5.537,115.3
5.55,115.4
5.562,115.3
5.575,115.0
5.587,115.2
5.6,114.9
5.612,114.8
5.625,114.4
5.637,114.4
5.65,114.2
5.662,114.4
5.675,114.6
5.687,114.2
5.7,113.9
5.712,113.7
5.725,113.7
5.737,113.7
5.75,113.3
5.762,113.3
5.775,113.2
5.787,113.2
5.8,113.1
5.812,113.0
5.825,112.8
5.837,112.8
5.85,112.4
5.862,112.2
5.875,112.3
5.887,112.3
5.9,112.1
5.912,112.0
5.925,111.9
5.937,111.6
5.95,111.6
5.962,111.5
5.975,111.2
5.987,111.4
6.0,111.3
6.012,111.3
6.025,111.3
6.037,110.9
6.05,110.9
6.062,110.8
6.075,110.7
6.087,110.3
6.1,110.3
6.112,110.2
6.125,110.2
6.137,110.0
6.15,110.0
6.162,109.5
6.175,109.8
6.187,109.4
6.2,109.4
6.212,109.5
6.225,109.4
6.237,109.4
6.25,108.8
6.262,109.1
6.275,108.6
6.287,109.3
6.3,108.8
6.312,108.6
6.325,108.6
6.337,108.2
6.35,108.3
6.362,108.0
6.375,108.3
6.387,107.9
6.4,107.8
6.412,107.9
6.425,107.9
6.437,108.0
6.45,107.4
6.462,107.3
6.475,107.1
6.487,107.4
6.5,107.0
6.512,107.0
6.525,106.9
6.537,107.0
6.55,107.0
6.562,106.6
6.575,106.6
6.587,106.3
6.6,106.6
6.612,106.4
6.625,106.1
6.637,106.4
6.65,105.9
6.662,106.2
6.675,105.9
6.687,105.8
6.7,105.7
6.712,105.6
6.725,105.2
6.737,105.5
6.75,105.5
6.762,105.3
6.775,105.5
6.787,104.9
6.8,105.0
6.812,105.2
6.825,104.9
6.837,104.6
6.85,104.5
6.862,104.4
6.875,104.4
6.887,104.4
6.9,104.5
6.912,104.4
6.925,104.0
6.937,104.0
6.95,104.0
6.962,103.9
6.975,103.8
6.987,103.9
7.0,104.0
7.012,103.4
7.025,103.5
7.037,103.5
7.05,103.2
7.062,103.3
7.075,103.3
7.087,103.3
7.1,103.3
7.112,103.1
7.125,102.8
7.137,103.0
7.15,102.8
7.162,102.8
7.175,102.6
7.187,102.8
7.2,102.6
7.212,102.4
7.225,102.3
7.237,102.1
7.25,102.1
7.262,102.2
7.275,102.3
7.287,102.4
7.3,102.3
7.312,102.0
7.325,101.7
7.337,102.0
7.35,101.7
7.362,101.3
7.375,101.6
7.387,101.3
7.4,101.6
7.412,101.1
7.425,101.2
7.437,101.1
7.45,101.5
7.462,101.2
7.475,101.0
7.487,101.2
7.5,100.8
7.512,100.7
7.525,100.7
7.537,100.7
7.55,100.7
7.562,100.7
7.575,100.3
7.587,100.3
7.6,100.2
7.612,100.2
7.625,100.2
