Time (s),Temperaturee (°C)
7.637,100.3
7.65,100.2
7.662,100.0
7.675,100.0
7.687,99.7
7.7,99.6
7.712,99.6
7.725,99.7
7.737,99.6
7.75,99.6
7.762,99.6
7.775,99.4
7.787,99.6
7.8,99.2
7.812,99.1
7.825,99.4
7.837,98.8
7.85,99.2
7.862,98.8
7.875,98.7
7.887,98.7
7.9,98.6
7.912,98.3
7.925,98.3
7.937,98.5
7.95,98.3
7.962,98.2
7.975,98.2
7.987,98.2
8.0,98.2
8.012,98.0
8.025,98.0
8.037,97.8
