Time (s),Temperaturee (°C)
0.0,31.6
0.012,31.1
0.025,31.3
0.037,36.2
0.05,64.2
0.062,83.0
0.075,96.8
0.087,108.2
0.1,117.8
0.112,126.3
0.125,134.0
0.137,140.9
0.15,147.6
0.162,153.8
0.175,159.2
0.187,164.7
0.2,169.8
0.212,174.9
0.225,179.8
0.237,184.1
0.25,188.4
0.262,192.8
0.275,196.8
0.287,200.8
0.3,204.6
0.312,208.8
0.325,212.3
0.337,215.9
0.35,219.1
0.362,222.6
0.375,225.9
0.387,229.1
0.4,232.4
0.412,235.6
0.425,238.6
0.437,241.6
0.45,244.6
0.462,247.5
0.475,250.4
0.487,253.1
0.5,255.9
0.512,258.5
0.525,261.4
0.537,262.6
0.55,245.5
0.562,233.0
0.575,223.9
0.587,216.9
0.6,210.6
0.612,205.4
0.625,200.3
0.637,196.3
0.65,192.3
0.662,188.6
0.675,185.3
0.687,182.2
0.7,179.4
0.712,176.7
0.725,174.0
0.737,171.7
0.75,169.3
0.762,165.2
0.775,163.0
0.787,161.3
0.8,159.7
0.812,157.8
0.825,156.1
0.837,154.7
0.85,152.9
0.862,151.3
0.875,150.3
0.887,148.6
0.9,147.5
0.912,146.3
0.925,144.8
0.937,143.6
0.95,142.6
0.962,141.4
0.975,140.2
0.987,139.1
1.0,138.0
1.012,137.0
1.025,136.0
1.037,135.0
1.05,133.9
1.062,133.1
1.075,132.5
1.087,131.4
1.1,130.5
1.112,129.8
1.125,128.9
1.137,128.4
1.15,127.5
1.162,126.7
1.175,125.8
1.187,125.2
1.2,124.6
1.212,123.6
1.225,123.4
1.237,122.5
1.25,121.6
1.262,121.4
1.275,120.7
1.287,119.9
1.3,119.3
1.312,118.8
1.325,118.3
1.337,117.5
1.35,117.2
1.362,116.3
1.375,115.7
1.387,115.6
1.4,114.9
1.412,114.6
1.425,113.9
1.437,113.1
1.45,112.8
1.462,112.2
1.475,111.6
1.487,111.3
1.5,110.8
1.512,110.3
1.525,109.9
1.537,109.3
1.55,109.1
1.562,108.7
1.575,108.5
1.587,107.8
1.6,107.3
1.612,107.0
1.625,106.8
1.637,106.2
1.65,106.2
1.662,105.5
1.675,105.1
1.687,104.5
1.7,104.4
1.712,103.9
1.725,103.7
1.737,103.3
1.75,103.1
1.762,102.7
1.775,102.3
1.787,101.9
1.8,101.7
1.812,101.1
1.825,101.2
1.837,100.8
1.85,99.7
1.862,99.6
1.875,99.2
1.887,99.1
1.9,98.7
1.912,98.2
1.925,98.1
1.937,97.8
1.95,97.3
1.962,97.3
1.975,96.6
1.987,96.7
2.0,96.8
2.012,95.9
2.025,95.4
2.037,95.5
2.05,95.3
2.062,94.9
2.075,94.9
2.087,94.4
2.1,94.7
2.112,93.6
2.125,93.6
2.137,93.3
2.15,92.8
2.162,93.0
2.175,92.7
2.187,92.3
2.2,92.1
2.212,92.1
2.225,91.7
2.237,91.6
2.25,91.4
2.262,91.2
2.275,91.1
2.287,90.8
2.3,90.7
2.312,90.1
2.325,90.1
2.337,90.0
2.35,89.5
2.362,89.5
2.375,89.1
2.387,89.8
2.4,88.6
2.412,88.6
2.425,88.6
2.437,88.1
2.45,87.9
2.462,87.7
2.475,87.7
2.487,87.3
2.5,87.1
2.512,86.8
2.525,86.9
2.537,86.7
2.55,86.7
2.562,86.2
2.575,86.2
2.587,85.7
