Time (s),Temperaturee (°C)
0.0,32.0
0.012,31.8
0.024,31.8
0.037,46.7
0.049,65.3
0.062,77.6
0.074,87.7
0.087,95.7
0.099,102.8
0.112,108.8
0.124,114.6
0.137,119.8
0.149,119.8
0.162,129.3
0.174,133.2
0.187,141.2
0.199,145.0
0.212,148.4
0.225,151.7
0.237,155.1
0.249,158.3
0.262,161.1
0.274,164.1
0.287,164.1
0.299,169.5
0.312,172.4
0.325,174.9
0.337,177.5
0.349,177.5
0.362,182.1
0.374,184.5
0.387,187.0
0.399,189.3
0.412,191.3
0.425,194.0
0.437,196.1
0.45,198.4
0.462,200.5
0.474,202.8
0.487,204.7
0.499,206.9
0.512,208.9
0.525,210.7
0.537,212.5
0.549,214.6
0.562,216.4
0.575,218.3
0.587,220.0
0.599,221.8
0.612,223.8
0.624,225.5
0.637,227.3
0.65,227.3
0.662,230.7
0.674,232.4
0.687,233.9
0.699,235.5
0.712,235.5
0.724,239.0
0.737,240.5
0.749,242.1
0.762,243.7
0.775,243.7
0.787,246.7
0.799,248.2
0.812,249.8
0.824,251.2
0.837,252.7
0.85,254.4
0.862,255.7
0.874,257.2
0.887,258.7
0.9,260.1
0.912,261.4
0.925,262.9
0.937,264.3
0.949,265.7
0.962,267.0
0.975,268.7
0.987,268.7
0.999,271.3
1.012,272.8
1.025,274.1
1.037,265.5
1.05,265.5
1.062,245.1
1.074,238.9
1.087,233.4
1.099,228.7
1.112,228.7
1.124,221.2
1.137,217.8
1.15,214.8
1.162,212.0
1.175,212.0
1.187,206.7
1.199,204.5
1.212,202.1
1.224,199.9
1.237,198.0
1.249,195.8
1.262,194.1
1.275,192.3
1.287,190.7
1.3,188.7
1.312,187.4
1.324,185.7
1.337,184.3
1.349,182.9
1.362,181.3
1.374,180.3
1.387,178.8
1.399,177.7
1.412,176.2
1.425,175.2
1.437,174.1
1.449,173.0
1.462,171.9
1.474,170.7
1.487,169.9
1.499,168.0
1.512,167.1
1.524,165.6
1.537,164.9
1.55,164.1
1.562,163.2
1.574,162.3
1.587,161.5
1.599,160.9
1.612,159.9
1.624,158.9
1.637,157.8
1.649,157.8
1.662,156.7
1.675,155.7
1.687,154.9
1.7,154.2
1.712,154.2
1.725,153.0
1.737,152.2
1.749,151.6
1.762,151.0
1.774,151.0
1.787,149.6
1.8,148.8
1.812,148.3
1.825,147.9
1.837,147.9
1.85,146.7
1.862,145.9
1.874,145.3
1.887,144.7
1.899,144.7
1.912,143.3
1.924,143.1
1.937,142.4
1.95,141.9
1.962,141.9
1.975,140.8
1.987,140.3
1.999,139.9
2.012,139.4
2.024,138.8
2.037,138.2
2.05,137.9
2.062,137.7
2.074,136.8
2.087,136.3
2.1,135.9
2.112,135.7
2.124,135.0
2.137,134.9
2.149,134.2
2.162,133.8
2.175,133.2
2.187,132.8
2.199,132.3
2.212,132.0
2.225,131.9
2.237,131.4
2.249,130.7
2.262,130.5
2.274,130.0
2.287,129.7
2.3,129.1
2.312,129.1
2.324,128.4
2.337,128.2
2.35,127.7
2.362,127.3
2.374,127.1
2.387,127.1
2.399,126.2
2.412,126.0
2.425,125.7
2.437,125.6
2.449,125.6
2.462,124.4
2.475,124.2
2.487,123.9
2.499,123.4
2.512,123.4
2.524,123.0
2.537,122.5
2.55,122.2
2.562,121.9
2.574,121.9
2.587,121.7
2.6,120.9
2.612,120.6
2.624,120.2
2.637,120.2
2.649,119.6
2.662,119.6
2.675,119.2
2.687,118.8
2.699,118.8
2.712,118.1
2.725,118.1
2.737,117.4
2.749,117.3
2.762,117.3
2.774,116.8
2.787,116.4
2.799,116.2
2.812,115.8
2.824,115.8
2.837,115.5
2.85,115.4
2.862,114.8
2.874,114.7
2.887,114.8
2.899,114.2
2.912,113.9
2.924,113.6
2.937,113.4
2.949,113.0
2.962,112.9
2.975,112.9
2.987,112.5
2.999,112.5
3.012,112.3
3.024,111.7
3.037,111.4
3.049,111.2
3.062,110.9
3.074,111.0
3.087,110.6
3.1,110.5
3.112,110.2
3.124,109.9
3.137,109.9
3.149,109.5
3.162,109.3
3.174,109.3
3.187,109.0
3.199,108.8
3.212,108.5
3.225,108.6
3.237,108.0
3.249,108.1
3.262,107.4
3.274,107.3
3.287,107.4
3.299,107.0
3.312,106.7
3.324,106.6
3.337,106.4
3.35,106.2
3.362,106.1
3.374,105.8
3.387,105.7
3.4,105.3
3.412,105.2
3.424,105.1
3.437,104.6
3.45,104.8
3.462,104.5
3.475,104.4
3.487,104.3
3.499,103.8
3.512,103.9
3.525,103.4
3.537,103.3
3.549,103.0
3.562,103.2
3.575,103.1
3.587,102.4
3.6,102.7
3.612,102.6
3.624,102.1
3.637,102.1
3.65,102.1
3.662,101.7
3.674,101.6
3.687,101.5
3.7,101.2
3.712,101.2
3.724,100.8
3.737,101.2
3.749,100.7
3.762,100.6
3.775,100.6
3.787,100.2
3.799,100.0
3.812,100.0
3.825,99.7
3.837,99.7
3.849,99.4
3.862,99.0
3.874,99.0
3.887,99.0
3.9,99.0
3.912,98.3
3.924,98.3
3.937,98.1
3.95,98.0
3.962,98.0
3.974,98.0
3.987,97.3
3.999,97.2
4.012,96.8
4.024,96.8
4.037,96.7
4.049,96.7
4.062,96.4
4.075,96.2
4.087,96.2
4.1,96.2
4.112,95.8
4.124,95.9
4.137,96.0
4.149,96.0
4.162,95.4
4.174,95.2
4.187,94.9
4.2,94.9
4.212,94.9
4.225,94.8
4.237,94.5
4.249,94.5
4.262,92.7
4.274,92.7
4.287,92.1
4.299,92.0
4.312,92.3
4.325,91.6
4.337,91.6
4.35,91.5
4.362,91.6
4.374,91.2
4.387,91.6
4.399,91.2
4.412,91.0
4.424,90.8
4.437,91.0
4.45,90.7
4.462,90.7
4.475,90.7
4.487,90.5
4.499,90.5
4.512,90.1
4.524,90.1
4.537,90.1
4.549,89.9
4.562,89.8
4.575,89.6
4.587,89.6
4.6,89.8
4.612,89.2
4.624,89.1
4.637,89.1
4.649,88.9
4.662,88.9
4.674,88.9
4.687,88.9
4.7,88.6
4.712,88.4
4.725,88.4
4.737,88.6
4.749,88.1
4.762,88.2
4.774,88.2
4.787,88.0
4.799,87.9
4.812,87.7
4.825,87.5
4.837,87.3
4.85,87.2
4.862,87.6
4.874,87.1
4.887,87.2
4.899,87.1
4.912,87.2
4.924,86.8
4.937,86.7
4.95,86.5
4.962,86.7
4.975,86.4
4.987,86.4
4.999,86.4
5.012,86.1
5.024,86.2
5.037,86.4
