Time (min),Temperature (°C),Heat Flow (W/g)
1.46,38.73,-0.1406685791
1.46,38.74,-0.1406757965
1.46,38.76,-0.1406845398
1.46,38.78,-0.1406945801
1.46,38.79,-0.1407032776
1.47,38.81,-0.1407130432
1.47,38.83,-0.1407243805
1.47,38.84,-0.1407347565
1.47,38.86,-0.1407460022
1.47,38.88,-0.1407566528
1.47,38.89,-0.1407663422
1.48,38.91,-0.1407765350
1.48,38.93,-0.1407857513
1.48,38.94,-0.1407936554
1.48,38.96,-0.1408013000
1.48,38.98,-0.1408091736
1.48,38.99,-0.1408170013
1.48,39.01,-0.1408253174
1.49,39.03,-0.1408343811
1.49,39.04,-0.1408434296
1.49,39.06,-0.1408523560
1.49,39.08,-0.1408603821
1.49,39.09,-0.1408685760
1.49,39.11,-0.1408768768
1.5,39.13,-0.1408846283
1.5,39.14,-0.1408927765
1.5,39.16,-0.1409014282
1.5,39.18,-0.1409098969
1.5,39.19,-0.1409176483
1.51,39.21,-0.1409260712
1.51,39.23,-0.1409347839
1.51,39.24,-0.1409433289
1.51,39.26,-0.1409516907
1.51,39.28,-0.1409607544
1.51,39.29,-0.1409707642
1.52,39.31,-0.1409813843
1.52,39.33,-0.1409926453
1.52,39.34,-0.1410025787
1.52,39.36,-0.1410112762
1.52,39.37,-0.1410189362
1.52,39.39,-0.1410253448
1.53,39.41,-0.1410326385
1.53,39.42,-0.1410393829
1.53,39.44,-0.1410464325
1.53,39.46,-0.1410538177
1.53,39.47,-0.1410610046
1.53,39.49,-0.1410684662
1.53,39.51,-0.1410781860
1.54,39.52,-0.1410882416
1.54,39.54,-0.1410978546
1.54,39.56,-0.1411068573
1.54,39.57,-0.1411159210
1.54,39.59,-0.1411262817
1.54,39.61,-0.1411367493
1.55,39.62,-0.1411473999
1.55,39.64,-0.1411554413
1.55,39.66,-0.1411638031
1.55,39.67,-0.1411712341
1.55,39.69,-0.1411784210
1.56,39.71,-0.1411862640
1.56,39.72,-0.1411940918
1.56,39.74,-0.1412003784
1.56,39.76,-0.1412072449
1.56,39.77,-0.1412139435
1.56,39.79,-0.1412213440
1.57,39.81,-0.1412288971
1.57,39.82,-0.1412366333
1.57,39.84,-0.1412447815
1.57,39.86,-0.1412531891
1.57,39.87,-0.1412627869
1.57,39.89,-0.1412721710
1.58,39.91,-0.1412814331
1.58,39.93,-0.1412908783
1.58,39.94,-0.1412998199
1.58,39.96,-0.1413090515
1.58,39.98,-0.1413171539
1.58,39.99,-0.1413244324
1.58,40.01,-0.1413314819
1.59,40.02,-0.1413381653
1.59,40.04,-0.1413453217
1.59,40.06,-0.1413534088
1.59,40.07,-0.1413616791
1.59,40.09,-0.1413694305
1.59,40.11,-0.1413778992
1.6,40.12,-0.1413862457
1.6,40.14,-0.1413959656
1.6,40.16,-0.1414052582
1.6,40.17,-0.1414137726
1.6,40.19,-0.1414231415
1.61,40.21,-0.1414327545
1.61,40.22,-0.1414439850
1.61,40.24,-0.1414545441
1.61,40.26,-0.1414640656
1.61,40.27,-0.1414723053
1.61,40.29,-0.1414813385
1.62,40.31,-0.1414905090
1.62,40.32,-0.1414997559
1.62,40.34,-0.1415090942
1.62,40.36,-0.1415177002
1.62,40.37,-0.1415251160
1.62,40.39,-0.1415322723
1.63,40.41,-0.1415392761
1.63,40.42,-0.1415470581
1.63,40.44,-0.1415549927
1.63,40.46,-0.1415632782
1.63,40.47,-0.1415713806
1.63,40.49,-0.1415815582
1.63,40.51,-0.1415898132
1.64,40.52,-0.1415988007
1.64,40.54,-0.1416082306
1.64,40.56,-0.1416171417
1.64,40.57,-0.1416262817
1.64,40.59,-0.1416351318
1.64,40.61,-0.1416433258
1.65,40.62,-0.1416523895
1.65,40.64,-0.1416588898
1.65,40.66,-0.1416668549
1.65,40.67,-0.1416755371
1.65,40.69,-0.1416836853
1.66,40.71,-0.1416919098
1.66,40.72,-0.1417006531
1.66,40.74,-0.1417096558
1.66,40.76,-0.1417181244
1.66,40.77,-0.1417278442
1.66,40.79,-0.1417366180
1.67,40.81,-0.1417457428
1.67,40.82,-0.1417539215
1.67,40.84,-0.1417614594
1.67,40.86,-0.1417696838
1.67,40.87,-0.1417772675
1.67,40.89,-0.1417841644
1.68,40.91,-0.1417906036
1.68,40.92,-0.1417966003
1.68,40.94,-0.1418036499
1.68,40.96,-0.1418104706
1.68,40.97,-0.1418166809
1.68,40.99,-0.1418233948
1.68,41.01,-0.1418304901
1.69,41.02,-0.1418372955
1.69,41.04,-0.1418456116
1.69,41.06,-0.1418526306
1.69,41.07,-0.1418606110
1.69,41.09,-0.1418689117
1.69,41.11,-0.1418787079
1.7,41.12,-0.1418875122
1.7,41.14,-0.1418966217
1.7,41.16,-0.1419061432
1.7,41.17,-0.1419158783
1.7,41.19,-0.1419270630
1.71,41.21,-0.1419362793
1.71,41.22,-0.1419449005
1.71,41.24,-0.1419530182
1.71,41.26,-0.1419613495
1.71,41.27,-0.1419694366
1.71,41.29,-0.1419773407
1.72,41.31,-0.1419845123
1.72,41.32,-0.1419915619
1.72,41.34,-0.1419996643
1.72,41.36,-0.1420083008
1.72,41.37,-0.1420159302
1.72,41.39,-0.1420243988
1.73,41.41,-0.1420314789
1.73,41.42,-0.1420380859
1.73,41.44,-0.1420450287
1.73,41.46,-0.1420522308
1.73,41.47,-0.1420590057
1.73,41.49,-0.1420649109
1.73,41.51,-0.1420697174
1.74,41.52,-0.1420758820
1.74,41.54,-0.1420833435
1.74,41.56,-0.1420924988
1.74,41.57,-0.1421017456
1.74,41.59,-0.1421105652
1.74,41.61,-0.1421208496
1.75,41.62,-0.1421316528
1.75,41.64,-0.1421410675
1.75,41.66,-0.1421491852
1.75,41.67,-0.1421570892
1.75,41.69,-0.1421650696
1.76,41.71,-0.1421733551
1.76,41.72,-0.1421826172
1.76,41.74,-0.1421925354
1.76,41.76,-0.1422032471
1.76,41.77,-0.1422144470
1.76,41.79,-0.1422235413
1.77,41.81,-0.1422316895
1.77,41.82,-0.1422386627
1.77,41.84,-0.1422444153
1.77,41.86,-0.1422501373
1.77,41.87,-0.1422556000
1.77,41.89,-0.1422619629
1.78,41.91,-0.1422685699
1.78,41.92,-0.1422754364
1.78,41.94,-0.1422819366
1.78,41.96,-0.1422895203
1.78,41.97,-0.1422960205
1.78,41.99,-0.1423025513
1.78,42.01,-0.1423096924
1.79,42.02,-0.1423170776
1.79,42.04,-0.1423253632
1.79,42.06,-0.1423331757
1.79,42.07,-0.1423403168
1.79,42.09,-0.1423470306
1.79,42.11,-0.1423542633
1.8,42.12,-0.1423602753
1.8,42.14,-0.1423663788
1.8,42.16,-0.1423733215
1.8,42.17,-0.1423797302
1.8,42.19,-0.1423869781
1.81,42.21,-0.1423952026
1.81,42.22,-0.1424036102
1.81,42.24,-0.1424113312
1.81,42.26,-0.1424187317
1.81,42.27,-0.1424273071
1.81,42.29,-0.1424361420
1.82,42.3,-0.1424450836
1.82,42.32,-0.1424523773
1.82,42.34,-0.1424602051
1.82,42.36,-0.1424666443
1.82,42.37,-0.1424725342
1.82,42.39,-0.1424791565
1.83,42.41,-0.1424856567
1.83,42.42,-0.1424909973
1.83,42.44,-0.1424967041
1.83,42.46,-0.1425036316
1.83,42.47,-0.1425120392
1.83,42.49,-0.1425206146
1.83,42.51,-0.1425286560
1.84,42.52,-0.1425364685
1.84,42.54,-0.1425449829
1.84,42.56,-0.1425516052
1.84,42.57,-0.1425579529
1.84,42.59,-0.1425644836
1.84,42.6,-0.1425702515
1.85,42.62,-0.1425764923
1.85,42.64,-0.1425840607
1.85,42.65,-0.1425920258
1.85,42.67,-0.1426011963
1.85,42.69,-0.1426113434
1.86,42.7,-0.1426220856
1.86,42.72,-0.1426323090
1.86,42.74,-0.1426420898
1.86,42.75,-0.1426518555
1.86,42.77,-0.1426616516
1.86,42.79,-0.1426704865
1.87,42.81,-0.1426800232
1.87,42.82,-0.1426895599
1.87,42.84,-0.1426990814
1.87,42.85,-0.1427080231
1.87,42.87,-0.1427164001
1.87,42.89,-0.1427232361
1.88,42.9,-0.1427287598
1.88,42.92,-0.1427330933
1.88,42.94,-0.1427367859
1.88,42.95,-0.1427419586
1.88,42.97,-0.1427486115
1.88,42.99,-0.1427548523
1.88,43,-0.1427619019
1.89,43.02,-0.1427699432
1.89,43.04,-0.1427792053
1.89,43.06,-0.1427883606
1.89,43.07,-0.1427977753
1.89,43.09,-0.1428062744
1.89,43.1,-0.1428145752
1.9,43.12,-0.1428225555
1.9,43.14,-0.1428305817
1.9,43.15,-0.1428395538
1.9,43.17,-0.1428478851
1.9,43.19,-0.1428567352
1.91,43.2,-0.1428661652
1.91,43.22,-0.1428747559
1.91,43.24,-0.1428837128
1.91,43.26,-0.1428924408
1.91,43.27,-0.1429012146
1.91,43.29,-0.1429108429
1.92,43.3,-0.1429190826
1.92,43.32,-0.1429272766
1.92,43.34,-0.1429351654
1.92,43.35,-0.1429433289
1.92,43.37,-0.1429521027
1.92,43.39,-0.1429614716
1.93,43.4,-0.1429709778
1.93,43.42,-0.1429814758
1.93,43.44,-0.1429920044
1.93,43.45,-0.1430021210
1.93,43.47,-0.1430120697
1.93,43.49,-0.1430216522
1.93,43.5,-0.1430299225
1.94,43.52,-0.1430388947
1.94,43.54,-0.1430473328
1.94,43.55,-0.1430546722
1.94,43.57,-0.1430618896
1.94,43.59,-0.1430690613
1.94,43.6,-0.1430755615
1.95,43.62,-0.1430809784
1.95,43.64,-0.1430867920
1.95,43.65,-0.1430937042
1.95,43.67,-0.1431003418
1.95,43.69,-0.1431063843
1.96,43.7,-0.1431130829
1.96,43.72,-0.1431200562
1.96,43.74,-0.1431294403
1.96,43.76,-0.1431387024
1.96,43.77,-0.1431477203
1.96,43.79,-0.1431578827
1.97,43.8,-0.1431689301
1.97,43.82,-0.1431800232
1.97,43.84,-0.1431898499
1.97,43.85,-0.1431989746
1.97,43.87,-0.1432068176
1.97,43.89,-0.1432141571
1.98,43.9,-0.1432203522
1.98,43.92,-0.1432264099
1.98,43.94,-0.1432314148
1.98,43.95,-0.1432361603
1.98,43.97,-0.1432425995
1.98,43.99,-0.1432491302
1.98,44,-0.1432550812
1.99,44.02,-0.1432626038
1.99,44.04,-0.1432708893
1.99,44.05,-0.1432784424
1.99,44.07,-0.1432854919
1.99,44.09,-0.1432924347
1.99,44.1,-0.1432991180
2,44.12,-0.1433057251
2,44.14,-0.1433119965
2,44.15,-0.1433171844
2,44.17,-0.1433214722
2,44.19,-0.1433253937
2.01,44.2,-0.1433307953
2.01,44.22,-0.1433380890
2.01,44.24,-0.1433459015
2.01,44.25,-0.1433540497
2.01,44.27,-0.1433618774
2.01,44.29,-0.1433704681
2.02,44.3,-0.1433803558
2.02,44.32,-0.1433907776
2.02,44.34,-0.1434009399
2.02,44.35,-0.1434113159
2.02,44.37,-0.1434207153
2.02,44.39,-0.1434293060
2.03,44.4,-0.1434371796
2.03,44.42,-0.1434448700
2.03,44.44,-0.1434535065
2.03,44.45,-0.1434591827
2.03,44.47,-0.1434644928
2.03,44.49,-0.1434717407
2.03,44.5,-0.1434804993
2.04,44.52,-0.1434895630
2.04,44.54,-0.1434992981
2.04,44.55,-0.1435099945
2.04,44.57,-0.1435207520
2.04,44.59,-0.1435315094
2.04,44.6,-0.1435414886
2.05,44.62,-0.1435505524
2.05,44.64,-0.1435606232
2.05,44.65,-0.1435693359
2.05,44.67,-0.1435783234
2.05,44.69,-0.1435881042
2.06,44.7,-0.1435975494
2.06,44.72,-0.1436049957
2.06,44.74,-0.1436125031
2.06,44.75,-0.1436198120
2.06,44.77,-0.1436271057
2.06,44.79,-0.1436349640
2.07,44.8,-0.1436434174
2.07,44.82,-0.1436526947
2.07,44.84,-0.1436624908
2.07,44.85,-0.1436715546
2.07,44.87,-0.1436800995
2.07,44.89,-0.1436873016
2.08,44.9,-0.1436958466
2.08,44.92,-0.1437052917
2.08,44.94,-0.1437129517
2.08,44.95,-0.1437194672
2.08,44.97,-0.1437276154
2.08,44.99,-0.1437344666
2.08,45,-0.1437427673
2.09,45.02,-0.1437509766
2.09,45.04,-0.1437581635
2.09,45.05,-0.1437647552
2.09,45.07,-0.1437723846
2.09,45.09,-0.1437809296
2.09,45.1,-0.1437886658
2.1,45.12,-0.1437963562
2.1,45.14,-0.1438041840
2.1,45.15,-0.1438134613
2.1,45.17,-0.1438222656
2.1,45.19,-0.1438313293
2.11,45.2,-0.1438408966
2.11,45.22,-0.1438490295
2.11,45.24,-0.1438563690
2.11,45.25,-0.1438643646
2.11,45.27,-0.1438725281
2.11,45.29,-0.1438810883
2.12,45.3,-0.1438896942
2.12,45.32,-0.1438993530
2.12,45.34,-0.1439091644
2.12,45.35,-0.1439174500
2.12,45.37,-0.1439249573
2.12,45.39,-0.1439313660
2.13,45.4,-0.1439375610
2.13,45.42,-0.1439447021
2.13,45.44,-0.1439517975
2.13,45.45,-0.1439589386
2.13,45.47,-0.1439687195
2.13,45.49,-0.1439782410
2.14,45.5,-0.1439888458
2.14,45.52,-0.1440005951
2.14,45.54,-0.1440116272
2.14,45.55,-0.1440228882
2.14,45.57,-0.1440328827
2.14,45.59,-0.1440412903
2.14,45.6,-0.1440495911
2.15,45.62,-0.1440569000
2.15,45.64,-0.1440641022
2.15,45.65,-0.1440726318
2.15,45.67,-0.1440811462
2.15,45.69,-0.1440895233
2.16,45.7,-0.1440988464
2.16,45.72,-0.1441071472
2.16,45.74,-0.1441150208
2.16,45.75,-0.1441223145
2.16,45.77,-0.1441289063
2.16,45.79,-0.1441356964
2.16,45.8,-0.1441430817
2.17,45.82,-0.1441505585
2.17,45.84,-0.1441582642
2.17,45.85,-0.1441655579
2.17,45.87,-0.1441736145
2.17,45.89,-0.1441825256
2.18,45.9,-0.1441925812
2.18,45.92,-0.1442035370
2.18,45.94,-0.1442146149
2.18,45.95,-0.1442251587
2.18,45.97,-0.1442358551
2.18,45.99,-0.1442475281
2.19,46,-0.1442597198
2.19,46.02,-0.1442711945
2.19,46.04,-0.1442814789
2.19,46.05,-0.1442908020
2.19,46.07,-0.1442994690
2.19,46.09,-0.1443061066
2.19,46.1,-0.1443129883
2.2,46.12,-0.1443198090
2.2,46.14,-0.1443256073
2.2,46.15,-0.1443302917
2.2,46.17,-0.1443367615
2.2,46.19,-0.1443452148
2.21,46.2,-0.1443551483
2.21,46.22,-0.1443655243
2.21,46.24,-0.1443752441
2.21,46.25,-0.1443850708
2.21,46.27,-0.1443930664
2.21,46.29,-0.1444015961
2.21,46.3,-0.1444088745
2.22,46.32,-0.1444164581
2.22,46.34,-0.1444233093
2.22,46.35,-0.1444305420
2.22,46.37,-0.1444386749
2.22,46.39,-0.1444476929
2.23,46.4,-0.1444556580
2.23,46.42,-0.1444627686
2.23,46.44,-0.1444700928
2.23,46.45,-0.1444769135
2.23,46.47,-0.1444832001
2.23,46.49,-0.1444907684
2.24,46.5,-0.1444985199
2.24,46.52,-0.1445051880
2.24,46.54,-0.1445131226
2.24,46.55,-0.1445215454
2.24,46.57,-0.1445311737
2.24,46.59,-0.1445412903
2.24,46.6,-0.1445498657
2.25,46.62,-0.1445587158
2.25,46.64,-0.1445684662
2.25,46.65,-0.1445781708
2.25,46.67,-0.1445875244
2.25,46.69,-0.1445968170
2.26,46.7,-0.1446054077
2.26,46.72,-0.1446139221
2.26,46.74,-0.1446222687
2.26,46.75,-0.1446299744
2.26,46.77,-0.1446384277
2.26,46.79,-0.1446462097
2.26,46.8,-0.1446536102
2.27,46.82,-0.1446622314
2.27,46.84,-0.1446712646
2.27,46.85,-0.1446792450
2.27,46.87,-0.1446891022
2.27,46.89,-0.1447004547
2.28,46.9,-0.1447117310
2.28,46.92,-0.1447232513
2.28,46.94,-0.1447341461
2.28,46.95,-0.1447447968
2.28,46.97,-0.1447537537
2.28,46.99,-0.1447624359
2.29,47,-0.1447710419
2.29,47.02,-0.1447802887
2.29,47.04,-0.1447888031
2.29,47.05,-0.1447963562
2.29,47.07,-0.1448043365
2.29,47.09,-0.1448141479
2.29,47.1,-0.1448225861
2.3,47.12,-0.1448317871
2.3,47.14,-0.1448410187
2.3,47.15,-0.1448504333
2.3,47.17,-0.1448602295
2.3,47.19,-0.1448717041
2.31,47.2,-0.1448823853
2.31,47.22,-0.1448936005
2.31,47.24,-0.1449041595
2.31,47.25,-0.1449143219
2.31,47.27,-0.1449231720
2.31,47.29,-0.1449315796
2.31,47.3,-0.1449385529
2.32,47.32,-0.1449452515
2.32,47.34,-0.1449509888
2.32,47.35,-0.1449570160
2.32,47.37,-0.1449657135
2.32,47.39,-0.1449750366
2.33,47.4,-0.1449858856
2.33,47.42,-0.1449975128
2.33,47.44,-0.1450087433
2.33,47.45,-0.1450187836
2.33,47.47,-0.1450292511
2.33,47.49,-0.1450389099
2.34,47.5,-0.1450465546
2.34,47.52,-0.1450536957
2.34,47.54,-0.1450616302
2.34,47.55,-0.1450701447
2.34,47.57,-0.1450799408
2.34,47.59,-0.1450895233
2.34,47.6,-0.1450994873
2.35,47.62,-0.1451090240
2.35,47.64,-0.1451183777
2.35,47.65,-0.1451284790
2.35,47.67,-0.1451377411
2.35,47.68,-0.1451469269
2.36,47.7,-0.1451556854
2.36,47.72,-0.1451636353
2.36,47.74,-0.1451723022
2.36,47.75,-0.1451814270
2.36,47.77,-0.1451916199
2.36,47.78,-0.1452011108
2.36,47.8,-0.1452109070
2.37,47.82,-0.1452191010
2.37,47.84,-0.1452268524
2.37,47.85,-0.1452355042
2.37,47.87,-0.1452442627
2.37,47.88,-0.1452520142
2.38,47.9,-0.1452595978
2.38,47.92,-0.1452669373
2.38,47.94,-0.1452742615
2.38,47.95,-0.1452825775
2.38,47.97,-0.1452912598
2.38,47.99,-0.1453013916
2.39,48,-0.1453107452
2.39,48.02,-0.1453205414
2.39,48.04,-0.1453316803
2.39,48.05,-0.1453423767
2.39,48.07,-0.1453525543
2.39,48.09,-0.1453618622
2.39,48.1,-0.1453708649
2.4,48.12,-0.1453787231
2.4,48.14,-0.1453874969
2.4,48.15,-0.1453958435
2.4,48.17,-0.1454042206
2.4,48.19,-0.1454117432
2.41,48.2,-0.1454188385
2.41,48.22,-0.1454284821
2.41,48.24,-0.1454385681
2.41,48.25,-0.1454492188
2.41,48.27,-0.1454599304
2.41,48.29,-0.1454712372
2.41,48.3,-0.1454830627
2.42,48.32,-0.1454964142
2.42,48.34,-0.1455099182
2.42,48.35,-0.1455233917
2.42,48.37,-0.1455348053
2.42,48.39,-0.1455455322
2.43,48.4,-0.1455563812
2.43,48.42,-0.1455669708
2.43,48.44,-0.1455756836
2.43,48.45,-0.1455845337
2.43,48.47,-0.1455940857
2.43,48.49,-0.1456020813
2.44,48.5,-0.1456098328
2.44,48.52,-0.1456179657
2.44,48.54,-0.1456266632
2.44,48.55,-0.1456339874
2.44,48.57,-0.1456417847
2.44,48.59,-0.1456506195
2.44,48.6,-0.1456598969
2.45,48.62,-0.1456691589
2.45,48.64,-0.1456796417
2.45,48.65,-0.1456897125
2.45,48.67,-0.1456994934
2.45,48.69,-0.1457100372
2.46,48.7,-0.1457181244
2.46,48.72,-0.1457268372
2.46,48.74,-0.1457347260
2.46,48.75,-0.1457434387
2.46,48.77,-0.1457534637
2.46,48.79,-0.1457635193
2.46,48.8,-0.1457751007
2.47,48.82,-0.1457857361
2.47,48.84,-0.1457947693
2.47,48.85,-0.1458036804
2.47,48.87,-0.1458134003
2.47,48.89,-0.1458211212
2.48,48.9,-0.1458290253
2.48,48.92,-0.1458375854
2.48,48.94,-0.1458461761
2.48,48.95,-0.1458555908
2.48,48.97,-0.1458658905
2.48,48.99,-0.1458759613
2.49,49,-0.1458835754
2.49,49.02,-0.1458907471
2.49,49.04,-0.1458972015
2.49,49.05,-0.1459031830
2.49,49.07,-0.1459101257
2.49,49.09,-0.1459176483
2.49,49.1,-0.1459258423
2.5,49.12,-0.1459349976
2.5,49.14,-0.1459447937
2.5,49.15,-0.1459553986
2.5,49.17,-0.1459654694
2.5,49.19,-0.1459745331
2.51,49.2,-0.1459830780
2.51,49.22,-0.1459916687
2.51,49.24,-0.1459998932
2.51,49.25,-0.1460066376
2.51,49.27,-0.1460145569
2.51,49.29,-0.1460234375
2.51,49.3,-0.1460315552
2.52,49.32,-0.1460394897
2.52,49.34,-0.1460472412
2.52,49.35,-0.1460570679
2.52,49.37,-0.1460649719
2.52,49.39,-0.1460727539
2.53,49.4,-0.1460813904
2.53,49.42,-0.1460908203
2.53,49.44,-0.1460999451
2.53,49.45,-0.1461102753
2.53,49.47,-0.1461201172
2.53,49.49,-0.1461290283
2.54,49.5,-0.1461388702
2.54,49.52,-0.1461473694
2.54,49.54,-0.1461556549
2.54,49.55,-0.1461642456
2.54,49.57,-0.1461727448
2.54,49.59,-0.1461829529
2.54,49.6,-0.1461921387
2.55,49.62,-0.1462010040
2.55,49.64,-0.1462117767
2.55,49.65,-0.1462213440
2.55,49.67,-0.1462308807
2.55,49.69,-0.1462393036
2.56,49.7,-0.1462468109
2.56,49.72,-0.1462546844
2.56,49.74,-0.1462627563
2.56,49.75,-0.1462720642
2.56,49.77,-0.1462810211
2.56,49.79,-0.1462888947
2.56,49.8,-0.1462981262
2.57,49.82,-0.1463089600
2.57,49.84,-0.1463188934
2.57,49.85,-0.1463283081
2.57,49.87,-0.1463372040
2.57,49.89,-0.1463466949
2.58,49.9,-0.1463554382
2.58,49.92,-0.1463640289
2.58,49.94,-0.1463730621
2.58,49.95,-0.1463813477
2.58,49.97,-0.1463889160
2.58,49.99,-0.1463961334
2.59,50,-0.1464032745
2.59,50.02,-0.1464120331
2.59,50.04,-0.1464208527
2.59,50.05,-0.1464286652
2.59,50.07,-0.1464360199
2.59,50.09,-0.1464438019
2.59,50.1,-0.1464531097
2.6,50.12,-0.1464615631
2.6,50.14,-0.1464695740
2.6,50.15,-0.1464775696
2.6,50.17,-0.1464863739
2.6,50.19,-0.1464951324
2.61,50.2,-0.1465050507
2.61,50.22,-0.1465150604
2.61,50.24,-0.1465251007
2.61,50.25,-0.1465343170
2.61,50.27,-0.1465433350
2.61,50.29,-0.1465527344
2.61,50.3,-0.1465626373
2.62,50.32,-0.1465717316
2.62,50.34,-0.1465802460
2.62,50.35,-0.1465887146
2.62,50.37,-0.1465973816
2.62,50.39,-0.1466071167
2.63,50.4,-0.1466160126
2.63,50.42,-0.1466250000
2.63,50.44,-0.1466340332
2.63,50.45,-0.1466445313
2.63,50.47,-0.1466545410
2.63,50.49,-0.1466639099
2.64,50.5,-0.1466722565
2.64,50.52,-0.1466807251
2.64,50.54,-0.1466890869
2.64,50.55,-0.1466972504
2.64,50.57,-0.1467047577
2.64,50.59,-0.1467124786
2.64,50.6,-0.1467197876
2.65,50.62,-0.1467274323
2.65,50.64,-0.1467365723
2.65,50.65,-0.1467463074
2.65,50.67,-0.1467563324
2.65,50.69,-0.1467661438
2.66,50.7,-0.1467757111
2.66,50.72,-0.1467853088
2.66,50.74,-0.1467945709
2.66,50.75,-0.1468037262
2.66,50.77,-0.1468141022
2.66,50.79,-0.1468225708
2.66,50.8,-0.1468305969
2.67,50.82,-0.1468388214
2.67,50.84,-0.1468462372
2.67,50.85,-0.1468535767
2.67,50.87,-0.1468609161
2.67,50.89,-0.1468676453
2.68,50.9,-0.1468754730
2.68,50.92,-0.1468840790
2.68,50.94,-0.1468934479
2.68,50.95,-0.1469028625
2.68,50.97,-0.1469115753
2.68,50.99,-0.1469198456
2.69,51,-0.1469292603
2.69,51.02,-0.1469390106
2.69,51.04,-0.1469486389
2.69,51.05,-0.1469582214
2.69,51.07,-0.1469660034
2.69,51.09,-0.1469735870
2.69,51.1,-0.1469805298
2.7,51.12,-0.1469877167
2.7,51.14,-0.1469955902
2.7,51.15,-0.1470037689
2.7,51.17,-0.1470117645
2.7,51.19,-0.1470210876
2.71,51.2,-0.1470314178
2.71,51.22,-0.1470419159
2.71,51.24,-0.1470516510
2.71,51.25,-0.1470628815
2.71,51.27,-0.1470736389
2.71,51.29,-0.1470834808
2.71,51.3,-0.1470924988
2.72,51.32,-0.1471012726
2.72,51.34,-0.1471090546
2.72,51.35,-0.1471174927
2.72,51.37,-0.1471248474
2.72,51.39,-0.1471322784
2.73,51.4,-0.1471409760
2.73,51.42,-0.1471493530
2.73,51.44,-0.1471584320
2.73,51.45,-0.1471672211
2.73,51.47,-0.1471763153
2.73,51.49,-0.1471859283
2.74,51.5,-0.1471952515
2.74,51.52,-0.1472050934
2.74,51.54,-0.1472133026
2.74,51.55,-0.1472215118
2.74,51.57,-0.1472314453
2.74,51.59,-0.1472419434
2.74,51.6,-0.1472509766
2.75,51.62,-0.1472594910
2.75,51.64,-0.1472688904
2.75,51.65,-0.1472770996
2.75,51.67,-0.1472861176
2.75,51.69,-0.1472946777
2.76,51.7,-0.1473043976
2.76,51.72,-0.1473133850
2.76,51.74,-0.1473230286
2.76,51.75,-0.1473329163
2.76,51.77,-0.1473421478
2.76,51.79,-0.1473506165
2.76,51.8,-0.1473585968
2.77,51.82,-0.1473665314
2.77,51.84,-0.1473746338
2.77,51.85,-0.1473814545
2.77,51.87,-0.1473891144
2.77,51.89,-0.1473968201
2.78,51.9,-0.1474057770
2.78,51.92,-0.1474161377
2.78,51.94,-0.1474273987
2.78,51.95,-0.1474386292
2.78,51.97,-0.1474504242
2.78,51.99,-0.1474612122
2.79,52,-0.1474713898
2.79,52.02,-0.1474819489
2.79,52.04,-0.1474934540
2.79,52.05,-0.1475041962
2.79,52.07,-0.1475141449
2.79,52.09,-0.1475235748
2.79,52.1,-0.1475332336
2.8,52.12,-0.1475420380
2.8,52.14,-0.1475495300
2.8,52.15,-0.1475572205
2.8,52.17,-0.1475641632
2.8,52.19,-0.1475715637
2.81,52.2,-0.1475791321
2.81,52.22,-0.1475876923
2.81,52.24,-0.1475962067
2.81,52.25,-0.1476051941
2.81,52.27,-0.1476135101
2.81,52.29,-0.1476213074
2.81,52.3,-0.1476290436
2.82,52.32,-0.1476378021
2.82,52.34,-0.1476456299
2.82,52.35,-0.1476540680
2.82,52.37,-0.1476618347
2.82,52.39,-0.1476698914
2.83,52.4,-0.1476785278
2.83,52.42,-0.1476868286
2.83,52.44,-0.1476947021
2.83,52.45,-0.1477025452
2.83,52.47,-0.1477085571
2.83,52.49,-0.1477157440
2.84,52.5,-0.1477211914
2.84,52.52,-0.1477295837
2.84,52.54,-0.1477382507
2.84,52.55,-0.1477480927
2.84,52.57,-0.1477584991
2.84,52.59,-0.1477685699
2.84,52.6,-0.1477789764
2.85,52.62,-0.1477883453
2.85,52.64,-0.1477979279
2.85,52.65,-0.1478062744
2.85,52.67,-0.1478146057
2.85,52.69,-0.1478225555
2.86,52.7,-0.1478305206
2.86,52.72,-0.1478391266
2.86,52.74,-0.1478479919
2.86,52.75,-0.1478570862
2.86,52.77,-0.1478666382
2.86,52.79,-0.1478767853
2.86,52.8,-0.1478865967
2.87,52.82,-0.1478957062
2.87,52.84,-0.1479051056
2.87,52.85,-0.1479132996
2.87,52.87,-0.1479211578
2.87,52.89,-0.1479285126
2.88,52.9,-0.1479352875
2.88,52.92,-0.1479420776
2.88,52.94,-0.1479489594
2.88,52.95,-0.1479567261
2.88,52.97,-0.1479645844
2.88,52.99,-0.1479730682
2.89,53,-0.1479827576
2.89,53.02,-0.1479951477
2.89,53.04,-0.1480065613
2.89,53.05,-0.1480172424
2.89,53.07,-0.1480271149
2.89,53.09,-0.1480361176
2.89,53.1,-0.1480449219
2.9,53.12,-0.1480523529
2.9,53.14,-0.1480595398
2.9,53.15,-0.1480676270
2.9,53.17,-0.1480768433
2.9,53.19,-0.1480850525
2.91,53.2,-0.1480943298
2.91,53.22,-0.1481040649
2.91,53.24,-0.1481144714
