Time (min),Temperature (°C),Heat Flow (W/g)
36.08,154.97,-0.0059235954
36.09,154.97,-0.0059251819
36.09,154.97,-0.0059258604
36.09,154.97,-0.0059247851
36.09,154.97,-0.0059232392
36.09,154.97,-0.0059226389
36.09,154.97,-0.0059213634
36.09,154.97,-0.0059202981
36.1,154.97,-0.0059201317
36.1,154.97,-0.0059189110
36.1,154.97,-0.0059192142
36.1,154.97,-0.0059197521
36.1,154.97,-0.0059211116
36.11,154.97,-0.0059222727
36.11,154.97,-0.0059222493
36.11,154.97,-0.0059229288
36.11,154.97,-0.0059236531
36.11,154.97,-0.0059236393
36.11,154.97,-0.0059239554
36.11,154.97,-0.0059233317
36.12,154.97,-0.0059217229
36.12,154.97,-0.0059216757
36.12,154.97,-0.0059216037
36.12,154.97,-0.0059219484
36.12,154.97,-0.0059233131
36.13,154.97,-0.0059237003
36.13,154.97,-0.0059235253
36.13,154.97,-0.0059231834
36.13,154.97,-0.0059237580
36.13,154.97,-0.0059235840
36.13,154.97,-0.0059243712
36.14,154.97,-0.0059245863
36.14,154.97,-0.0059246116
36.14,154.97,-0.0059247699
36.14,154.97,-0.0059246483
36.14,154.97,-0.0059255533
36.14,154.97,-0.0059273968
36.14,154.97,-0.0059289422
36.15,154.97,-0.0059296336
36.15,154.97,-0.0059296408
36.15,154.97,-0.0059292316
36.15,154.97,-0.0059281650
36.15,154.97,-0.0059284167
36.16,154.97,-0.0059282255
36.16,154.97,-0.0059285507
36.16,154.97,-0.0059289603
36.16,154.97,-0.0059298935
36.16,154.97,-0.0059312220
36.16,154.97,-0.0059311481
36.16,154.97,-0.0059307151
36.17,154.97,-0.0059298773
36.17,154.97,-0.0059286885
36.17,154.97,-0.0059275141
36.17,154.97,-0.0059263220
36.17,154.97,-0.0059256077
36.18,154.97,-0.0059256549
36.18,154.97,-0.0059256873
36.18,154.97,-0.0059269023
36.18,154.97,-0.0059280062
36.18,154.97,-0.0059300022
36.18,154.97,-0.0059314137
36.19,154.97,-0.0059321308
36.19,154.97,-0.0059319468
36.19,154.97,-0.0059297061
36.19,154.97,-0.0059282107
36.19,154.97,-0.0059268737
36.19,154.97,-0.0059256182
36.19,154.97,-0.0059236131
36.2,154.97,-0.0059220943
36.2,154.97,-0.0059206896
36.2,154.97,-0.0059199572
36.2,154.97,-0.0059202271
36.2,154.97,-0.0059199352
36.21,154.97,-0.0059179029
36.21,154.97,-0.0059148068
36.21,154.97,-0.0059124002
36.21,154.97,-0.0059099832
36.21,154.97,-0.0059081039
36.21,154.97,-0.0059068565
36.21,154.97,-0.0059056511
36.22,154.97,-0.0059038782
36.22,154.97,-0.0059039431
36.22,154.97,-0.0059035153
36.22,154.97,-0.0059037313
36.22,154.97,-0.0059048400
36.23,154.97,-0.0059060740
36.23,154.97,-0.0059062476
36.23,154.97,-0.0059065490
36.23,154.97,-0.0059080977
36.23,154.97,-0.0059085054
36.23,154.97,-0.0059089198
36.24,154.97,-0.0059079361
36.24,154.97,-0.0059067025
36.24,154.97,-0.0059047141
36.24,154.97,-0.0059039454
36.24,154.97,-0.0059023738
36.24,154.97,-0.0059004922
36.24,154.97,-0.0058991027
36.25,154.97,-0.0059001446
36.25,154.97,-0.0059021130
36.25,154.97,-0.0059045472
36.25,154.97,-0.0059061203
36.25,154.97,-0.0059076123
36.26,154.97,-0.0059095440
36.26,154.97,-0.0059114881
36.26,154.97,-0.0059124837
36.26,154.97,-0.0059130635
36.26,154.97,-0.0059135695
36.26,154.97,-0.0059128733
36.26,154.97,-0.0059129252
36.27,154.97,-0.0059133658
36.27,154.97,-0.0059131155
36.27,154.97,-0.0059120412
36.27,154.97,-0.0059110336
36.27,154.97,-0.0059091587
36.28,154.97,-0.0059068985
36.28,154.97,-0.0059050226
36.28,154.97,-0.0059024916
36.28,154.97,-0.0059005265
36.28,154.97,-0.0058988690
36.28,154.97,-0.0058971920
36.29,154.97,-0.0058964829
36.29,154.97,-0.0058965034
36.29,154.97,-0.0058977203
36.29,154.97,-0.0058995700
36.29,154.97,-0.0059017239
36.29,154.97,-0.0059043412
36.29,154.97,-0.0059068775
36.3,154.97,-0.0059087257
36.3,154.97,-0.0059093590
36.3,154.97,-0.0059108105
36.3,154.97,-0.0059126978
36.3,154.97,-0.0059134884
36.31,154.97,-0.0059132280
36.31,154.97,-0.0059124870
36.31,154.97,-0.0059121571
36.31,154.97,-0.0059125643
36.31,154.97,-0.0059133954
36.31,154.97,-0.0059141126
36.31,154.97,-0.0059139743
36.32,154.97,-0.0059145579
36.32,154.97,-0.0059151292
36.32,154.97,-0.0059155869
36.32,154.97,-0.0059163880
36.32,154.97,-0.0059165511
36.33,154.97,-0.0059160790
36.33,154.97,-0.0059152155
36.33,154.97,-0.0059150958
36.33,154.97,-0.0059151764
36.33,154.97,-0.0059151940
36.33,154.97,-0.0059158478
36.34,154.97,-0.0059164433
36.34,154.97,-0.0059176836
36.34,154.97,-0.0059198203
36.34,154.97,-0.0059210100
36.34,154.97,-0.0059219851
36.34,154.97,-0.0059239244
36.34,154.97,-0.0059249892
36.35,154.97,-0.0059255877
36.35,154.97,-0.0059253454
36.35,154.97,-0.0059237733
36.35,154.97,-0.0059222627
36.35,154.97,-0.0059209285
36.36,154.97,-0.0059183798
36.36,154.97,-0.0059169750
36.36,154.97,-0.0059154196
36.36,154.97,-0.0059146361
36.36,154.97,-0.0059136448
36.36,154.97,-0.0059139853
36.36,154.97,-0.0059141850
36.37,154.97,-0.0059145236
36.37,154.97,-0.0059144797
36.37,154.97,-0.0059146080
36.37,154.97,-0.0059131770
36.37,154.97,-0.0059125166
36.38,154.97,-0.0059111791
36.38,154.97,-0.0059096365
36.38,154.97,-0.0059071980
36.38,154.97,-0.0059043407
36.38,154.97,-0.0059021463
36.38,154.97,-0.0059012847
36.39,154.97,-0.0059018245
36.39,154.97,-0.0059028955
36.39,154.97,-0.0059045219
36.39,154.97,-0.0059066372
36.39,154.97,-0.0059080629
36.39,154.97,-0.0059093127
36.39,154.97,-0.0059108491
36.4,154.97,-0.0059110141
36.4,154.97,-0.0059109273
36.4,154.97,-0.0059122581
36.4,154.97,-0.0059136024
36.4,154.97,-0.0059139776
36.41,154.97,-0.0059145966
36.41,154.97,-0.0059154882
36.41,154.97,-0.0059155769
36.41,154.97,-0.0059152584
36.41,154.97,-0.0059148865
36.41,154.97,-0.0059137316
36.41,154.97,-0.0059125381
36.42,154.97,-0.0059111185
36.42,154.97,-0.0059107828
36.42,154.97,-0.0059109530
36.42,154.97,-0.0059111457
36.42,154.97,-0.0059112144
36.43,154.97,-0.0059119587
36.43,154.97,-0.0059130530
36.43,154.97,-0.0059141083
36.43,154.97,-0.0059152908
36.43,154.97,-0.0059167871
36.43,154.97,-0.0059178858
36.44,154.97,-0.0059175835
36.44,154.97,-0.0059180875
36.44,154.97,-0.0059171834
36.44,154.97,-0.0059175558
36.44,154.97,-0.0059177933
36.44,154.97,-0.0059172020
36.44,154.97,-0.0059167309
36.45,154.97,-0.0059161782
36.45,154.97,-0.0059157701
36.45,154.97,-0.0059165106
36.45,154.97,-0.0059181628
36.45,154.97,-0.0059184046
36.46,154.97,-0.0059185686
36.46,154.97,-0.0059181423
36.46,154.97,-0.0059178319
36.46,154.97,-0.0059179659
36.46,154.97,-0.0059184246
36.46,154.97,-0.0059178972
36.46,154.97,-0.0059170876
36.47,154.97,-0.0059158192
36.47,154.97,-0.0059153695
36.47,154.97,-0.0059144707
36.47,154.97,-0.0059136782
36.47,154.97,-0.0059129848
36.48,154.97,-0.0059128585
36.48,154.97,-0.0059130502
36.48,154.97,-0.0059137454
36.48,154.97,-0.0059142518
36.48,154.97,-0.0059158936
36.48,154.97,-0.0059174776
36.49,154.97,-0.0059193511
36.49,154.97,-0.0059200778
36.49,154.97,-0.0059208021
36.49,154.97,-0.0059212532
36.49,154.97,-0.0059221320
36.49,154.97,-0.0059227195
36.49,154.97,-0.0059225097
36.5,154.97,-0.0059222965
36.5,154.97,-0.0059231815
36.5,154.97,-0.0059242754
36.5,154.97,-0.0059263711
36.5,154.97,-0.0059278507
36.51,154.97,-0.0059293952
36.51,154.97,-0.0059306083
36.51,154.97,-0.0059319415
36.51,154.97,-0.0059343734
36.51,154.97,-0.0059352922
36.51,154.97,-0.0059357295
36.51,154.97,-0.0059351997
36.52,154.97,-0.0059353371
36.52,154.97,-0.0059351459
36.52,154.97,-0.0059359288
36.52,154.97,-0.0059360013
36.52,154.97,-0.0059363656
36.53,154.97,-0.0059369903
36.53,154.97,-0.0059387512
36.53,154.97,-0.0059409084
36.53,154.97,-0.0059415064
36.53,154.97,-0.0059404545
36.53,154.97,-0.0059399714
36.54,154.97,-0.0059377847
36.54,154.97,-0.0059368401
36.54,154.97,-0.0059363546
36.54,154.97,-0.0059358211
36.54,154.97,-0.0059356523
36.54,154.97,-0.0059358802
36.54,154.97,-0.0059374647
36.55,154.97,-0.0059388394
36.55,154.97,-0.0059393287
36.55,154.97,-0.0059389071
36.55,154.97,-0.0059394584
36.55,154.97,-0.0059400959
36.56,154.97,-0.0059425902
36.56,154.97,-0.0059440765
36.56,154.97,-0.0059453378
36.56,154.97,-0.0059462771
36.56,154.97,-0.0059465590
36.56,154.97,-0.0059472051
36.56,154.97,-0.0059466591
36.57,154.97,-0.0059451156
36.57,154.97,-0.0059441323
36.57,154.97,-0.0059442711
36.57,154.97,-0.0059442987
36.57,154.97,-0.0059448977
36.58,154.97,-0.0059455047
36.58,154.97,-0.0059456582
36.58,154.97,-0.0059468932
36.58,154.97,-0.0059486117
36.58,154.97,-0.0059486313
36.58,154.97,-0.0059477911
36.59,154.97,-0.0059478126
36.59,154.97,-0.0059470916
36.59,154.97,-0.0059473867
36.59,154.97,-0.0059475851
36.59,154.97,-0.0059472990
36.59,154.97,-0.0059459805
36.59,154.97,-0.0059444699
36.6,154.97,-0.0059430480
36.6,154.97,-0.0059420128
36.6,154.97,-0.0059408975
36.6,154.97,-0.0059395404
36.6,154.97,-0.0059388509
36.61,154.97,-0.0059378109
36.61,154.97,-0.0059370522
36.61,154.97,-0.0059369121
36.61,154.97,-0.0059374380
36.61,154.97,-0.0059370813
36.61,154.97,-0.0059362445
36.61,154.97,-0.0059346199
36.62,154.97,-0.0059342685
36.62,154.97,-0.0059341936
36.62,154.97,-0.0059331212
36.62,154.97,-0.0059324780
36.62,154.97,-0.0059317546
36.63,154.97,-0.0059303565
36.63,154.97,-0.0059292450
36.63,154.97,-0.0059275579
36.63,154.97,-0.0059271383
36.63,154.97,-0.0059269848
36.63,154.97,-0.0059261551
36.64,154.97,-0.0059257426
36.64,154.97,-0.0059256911
36.64,154.97,-0.0059260116
36.64,154.97,-0.0059274387
36.64,154.97,-0.0059289517
36.64,154.97,-0.0059286475
36.64,154.97,-0.0059276276
36.65,154.97,-0.0059257655
36.65,154.97,-0.0059231281
36.65,154.97,-0.0059209805
36.65,154.97,-0.0059189014
36.65,154.97,-0.0059162455
36.66,154.97,-0.0059140120
36.66,154.97,-0.0059128032
36.66,154.97,-0.0059131551
36.66,154.97,-0.0059137478
36.66,154.97,-0.0059138060
36.66,154.97,-0.0059144316
36.66,154.97,-0.0059148135
36.67,154.97,-0.0059141917
36.67,154.97,-0.0059116969
36.67,154.97,-0.0059094529
36.67,154.97,-0.0059057775
36.67,154.97,-0.0059037719
36.68,154.97,-0.0059030180
36.68,154.97,-0.0059030538
36.68,154.97,-0.0059041266
36.68,154.97,-0.0059058456
36.68,154.97,-0.0059073877
36.68,154.97,-0.0059092903
36.69,154.97,-0.0059107456
36.69,154.97,-0.0059110723
36.69,154.97,-0.0059101400
36.69,154.97,-0.0059087424
36.69,154.97,-0.0059078784
36.69,154.97,-0.0059068789
36.69,154.97,-0.0059057183
36.7,154.97,-0.0059053140
36.7,154.97,-0.0059053211
36.7,154.97,-0.0059050117
36.7,154.97,-0.0059048052
36.7,154.97,-0.0059046612
36.71,154.97,-0.0059044471
36.71,154.97,-0.0059054861
36.71,154.97,-0.0059064488
36.71,154.97,-0.0059066720
36.71,154.97,-0.0059070940
36.71,154.97,-0.0059067979
36.71,154.97,-0.0059072051
36.72,154.97,-0.0059077678
36.72,154.97,-0.0059079504
36.72,154.97,-0.0059079156
36.72,154.97,-0.0059074373
36.72,154.97,-0.0059082251
36.73,154.97,-0.0059083595
36.73,154.97,-0.0059091873
36.73,154.97,-0.0059091921
36.73,154.97,-0.0059089861
36.73,154.97,-0.0059086814
36.73,154.97,-0.0059082470
36.74,154.97,-0.0059075150
36.74,154.97,-0.0059071283
36.74,154.97,-0.0059078460
36.74,154.97,-0.0059090657
36.74,154.97,-0.0059100232
36.74,154.97,-0.0059101744
36.74,154.97,-0.0059104676
36.75,154.97,-0.0059107213
36.75,154.97,-0.0059111533
36.75,154.97,-0.0059111433
36.75,154.97,-0.0059113460
36.75,154.97,-0.0059109650
36.76,154.97,-0.0059100852
36.76,154.97,-0.0059095416
36.76,154.97,-0.0059095407
36.76,154.97,-0.0059086618
36.76,154.97,-0.0059078884
36.76,154.97,-0.0059068584
36.76,154.97,-0.0059057493
36.77,154.97,-0.0059052162
36.77,154.97,-0.0059043818
36.77,154.97,-0.0059039955
36.77,154.97,-0.0059038401
36.77,154.97,-0.0059032545
36.78,154.97,-0.0059024177
36.78,154.97,-0.0059034610
36.78,154.97,-0.0059045911
36.78,154.97,-0.0059067206
36.78,154.97,-0.0059084024
36.78,154.97,-0.0059100518
36.79,154.97,-0.0059108748
36.79,154.97,-0.0059109564
36.79,154.97,-0.0059112411
36.79,154.97,-0.0059115992
36.79,154.97,-0.0059108338
36.79,154.97,-0.0059102731
36.79,154.97,-0.0059094453
36.8,154.97,-0.0059075885
36.8,154.97,-0.0059060974
36.8,154.97,-0.0059047890
36.8,154.97,-0.0059032807
36.8,154.97,-0.0059018254
36.81,154.97,-0.0059016967
36.81,154.97,-0.0059019585
36.81,154.97,-0.0059032011
36.81,154.97,-0.0059038911
36.81,154.97,-0.0059038939
36.81,154.97,-0.0059038677
36.81,154.97,-0.0059043422
36.82,154.97,-0.0059037437
36.82,154.97,-0.0059036775
36.82,154.97,-0.0059028983
36.82,154.97,-0.0059015150
36.82,154.97,-0.0058999629
36.83,154.97,-0.0059004016
36.83,154.97,-0.0059024796
36.83,154.97,-0.0059034076
36.83,154.97,-0.0059049940
36.83,154.97,-0.0059058881
36.83,154.97,-0.0059060907
36.84,154.97,-0.0059052310
36.84,154.97,-0.0059038606
36.84,154.97,-0.0059032874
36.84,154.97,-0.0059014039
36.84,154.97,-0.0058990240
36.84,154.97,-0.0058978772
36.84,154.97,-0.0058979578
36.85,154.97,-0.0058990092
36.85,154.97,-0.0059006739
36.85,154.97,-0.0059007511
36.85,154.97,-0.0059007826
36.85,154.97,-0.0058996897
36.86,154.97,-0.0058979445
36.86,154.97,-0.0058951221
36.86,154.97,-0.0058932161
36.86,154.97,-0.0058915238
36.86,154.97,-0.0058890162
36.86,154.97,-0.0058871160
36.86,154.97,-0.0058864007
36.87,154.97,-0.0058860278
36.87,154.97,-0.0058847804
36.87,154.97,-0.0058835330
36.87,154.97,-0.0058824430
36.87,154.97,-0.0058813505
36.88,154.97,-0.0058799095
36.88,154.97,-0.0058785801
36.88,154.97,-0.0058763638
36.88,154.97,-0.0058747587
36.88,154.97,-0.0058727674
36.88,154.97,-0.0058705201
36.89,154.97,-0.0058698125
36.89,154.97,-0.0058691025
36.89,154.97,-0.0058682461
36.89,154.97,-0.0058678193
36.89,154.97,-0.0058685470
36.89,154.97,-0.0058706822
36.89,154.97,-0.0058722630
36.9,154.97,-0.0058719954
36.9,154.97,-0.0058705010
36.9,154.97,-0.0058688579
36.9,154.97,-0.0058662319
36.9,154.97,-0.0058644977
36.91,154.97,-0.0058628254
36.91,154.97,-0.0058611851
36.91,154.97,-0.0058601303
36.91,154.97,-0.0058603196
36.91,154.97,-0.0058607531
36.91,154.97,-0.0058612313
36.91,154.97,-0.0058608913
36.92,154.97,-0.0058604693
36.92,154.97,-0.0058608923
36.92,154.97,-0.0058611689
36.92,154.97,-0.0058626165
36.92,154.97,-0.0058632493
36.93,154.97,-0.0058628221
36.93,154.97,-0.0058620076
36.93,154.97,-0.0058612618
36.93,154.97,-0.0058608761
36.93,154.97,-0.0058612380
36.93,154.97,-0.0058611689
36.94,154.97,-0.0058595576
36.94,154.97,-0.0058588600
36.94,154.97,-0.0058604803
36.94,154.97,-0.0058622794
36.94,154.97,-0.0058630018
36.94,154.97,-0.0058633575
36.94,154.97,-0.0058625488
36.95,154.97,-0.0058607683
36.95,154.97,-0.0058596902
36.95,154.97,-0.0058586650
36.95,154.97,-0.0058579178
36.95,154.97,-0.0058571486
36.96,154.97,-0.0058568411
36.96,154.97,-0.0058566809
36.96,154.97,-0.0058572540
36.96,154.97,-0.0058572049
36.96,154.97,-0.0058576622
36.96,154.97,-0.0058583689
36.96,154.97,-0.0058599248
36.97,154.97,-0.0058610301
36.97,154.97,-0.0058608775
36.97,154.97,-0.0058600693
36.97,154.97,-0.0058601913
36.97,154.97,-0.0058606420
36.98,154.97,-0.0058609576
36.98,154.97,-0.0058605652
36.98,154.97,-0.0058592863
36.98,154.97,-0.0058593407
36.98,154.97,-0.0058596539
36.98,154.97,-0.0058604136
36.99,154.97,-0.0058603129
36.99,154.97,-0.0058598714
36.99,154.97,-0.0058592148
36.99,154.97,-0.0058576555
36.99,154.97,-0.0058559113
36.99,154.97,-0.0058559308
36.99,154.97,-0.0058566375
37,154.97,-0.0058569260
37,154.97,-0.0058573089
37,154.97,-0.0058570404
37,154.97,-0.0058567414
37,154.97,-0.0058551865
37.01,154.97,-0.0058534718
37.01,154.97,-0.0058510251
37.01,154.97,-0.0058502884
37.01,154.97,-0.0058495960
37.01,154.97,-0.0058487983
37.01,154.97,-0.0058494315
37.01,154.97,-0.0058506198
37.02,154.97,-0.0058534946
37.02,154.97,-0.0058563900
37.02,154.97,-0.0058587375
37.02,154.97,-0.0058600807
37.02,154.97,-0.0058612232
37.03,154.97,-0.0058617563
37.03,154.97,-0.0058632755
37.03,154.97,-0.0058636160
37.03,154.97,-0.0058626299
37.03,154.97,-0.0058618536
37.03,154.97,-0.0058609967
37.04,154.97,-0.0058612032
37.04,154.97,-0.0058621926
37.04,154.97,-0.0058628750
37.04,154.97,-0.0058635421
37.04,154.97,-0.0058638234
37.04,154.97,-0.0058644590
37.04,154.97,-0.0058648171
37.05,154.97,-0.0058651843
37.05,154.97,-0.0058654451
37.05,154.97,-0.0058649158
37.05,154.97,-0.0058647585
37.05,154.97,-0.0058650093
37.06,154.97,-0.0058648748
37.06,154.97,-0.0058646579
37.06,154.97,-0.0058643560
37.06,154.97,-0.0058648295
37.06,154.97,-0.0058652692
37.06,154.97,-0.0058659883
37.06,154.97,-0.0058665051
37.07,154.97,-0.0058679185
37.07,154.97,-0.0058687344
37.07,154.97,-0.0058698096
37.07,154.97,-0.0058696828
37.07,154.97,-0.0058700671
37.08,154.97,-0.0058707361
37.08,154.97,-0.0058712664
37.08,154.97,-0.0058719206
37.08,154.97,-0.0058725095
37.08,154.97,-0.0058718328
37.08,154.97,-0.0058721514
37.09,154.97,-0.0058722782
37.09,154.97,-0.0058703494
37.09,154.97,-0.0058681555
37.09,154.97,-0.0058669505
37.09,154.97,-0.0058668427
37.09,154.97,-0.0058665419
37.09,154.97,-0.0058664436
37.1,154.97,-0.0058671002
37.1,154.97,-0.0058675261
37.1,154.97,-0.0058669491
37.1,154.97,-0.0058671646
37.1,154.97,-0.0058675108
37.11,154.97,-0.0058688097
37.11,154.97,-0.0058702884
37.11,154.97,-0.0058712964
37.11,154.97,-0.0058725262
37.11,154.97,-0.0058743367
37.11,154.97,-0.0058761764
37.11,154.97,-0.0058773932
37.12,154.97,-0.0058777857
37.12,154.97,-0.0058780437
37.12,154.97,-0.0058779855
37.12,154.97,-0.0058774977
37.12,154.97,-0.0058772931
37.13,154.97,-0.0058771496
37.13,154.97,-0.0058769379
37.13,154.97,-0.0058774290
37.13,154.97,-0.0058777089
37.13,154.97,-0.0058770494
37.13,154.97,-0.0058779945
37.14,154.97,-0.0058794613
37.14,154.97,-0.0058818383
37.14,154.97,-0.0058843908
37.14,154.97,-0.0058860855
37.14,154.97,-0.0058871269
37.14,154.97,-0.0058879128
37.14,154.97,-0.0058873906
37.15,154.97,-0.0058871012
37.15,154.97,-0.0058864779
37.15,154.97,-0.0058865147
37.15,154.97,-0.0058870158
37.15,154.97,-0.0058879714
37.16,154.97,-0.0058883791
37.16,154.97,-0.0058886876
37.16,154.97,-0.0058890195
37.16,154.97,-0.0058887215
37.16,154.97,-0.0058883600
37.16,154.97,-0.0058885665
37.16,154.97,-0.0058875380
37.17,154.97,-0.0058860779
37.17,154.97,-0.0058866563
37.17,154.97,-0.0058872290
37.17,154.97,-0.0058877468
37.17,154.97,-0.0058887172
37.18,154.97,-0.0058894744
37.18,154.97,-0.0058905630
37.18,154.97,-0.0058920488
37.18,154.97,-0.0058924589
37.18,154.97,-0.0058922272
37.18,154.97,-0.0058918834
37.19,154.97,-0.0058923631
37.19,154.97,-0.0058936143
37.19,154.97,-0.0058955698
37.19,154.97,-0.0058972988
37.19,154.97,-0.0058996620
37.19,154.97,-0.0059016194
37.19,154.97,-0.0059023004
37.2,154.97,-0.0059026756
37.2,154.97,-0.0059027629
37.2,154.97,-0.0059022589
37.2,154.97,-0.0059002371
37.2,154.97,-0.0058970003
37.21,154.97,-0.0058950787
37.21,154.97,-0.0058935003
37.21,154.97,-0.0058920059
37.21,154.97,-0.0058913765
37.21,154.97,-0.0058912306
37.21,154.97,-0.0058904719
37.21,154.97,-0.0058911953
37.22,154.97,-0.0058922577
37.22,154.97,-0.0058935676
37.22,154.97,-0.0058943214
37.22,154.97,-0.0058947101
37.22,154.97,-0.0058961067
37.23,154.97,-0.0058957191
37.23,154.97,-0.0058944006
37.23,154.97,-0.0058932734
37.23,154.97,-0.0058922153
37.23,154.97,-0.0058903308
37.23,154.97,-0.0058895106
37.24,154.97,-0.0058888903
37.24,154.97,-0.0058889465
37.24,154.97,-0.0058880405
37.24,154.97,-0.0058882098
37.24,154.97,-0.0058888249
37.24,154.97,-0.0058893700
37.24,154.97,-0.0058903623
37.25,154.97,-0.0058905592
37.25,154.97,-0.0058914104
37.25,154.97,-0.0058923182
37.25,154.97,-0.0058921204
37.25,154.97,-0.0058920422
37.26,154.97,-0.0058931727
37.26,154.97,-0.0058936791
37.26,154.97,-0.0058927894
37.26,154.97,-0.0058923903
37.26,154.97,-0.0058921151
37.26,154.97,-0.0058922591
37.26,154.97,-0.0058921762
37.27,154.97,-0.0058934784
37.27,154.97,-0.0058948889
37.27,154.97,-0.0058948956
37.27,154.97,-0.0058951411
37.27,154.97,-0.0058951025
37.28,154.97,-0.0058950434
37.28,154.97,-0.0058952570
37.28,154.97,-0.0058943186
37.28,154.97,-0.0058937883
37.28,154.97,-0.0058938446
37.28,154.97,-0.0058947835
37.29,154.97,-0.0058961067
37.29,154.97,-0.0058970056
37.29,154.97,-0.0058976316
37.29,154.97,-0.0058985333
37.29,154.97,-0.0058988180
37.29,154.97,-0.0058986688
37.29,154.97,-0.0058976994
37.3,154.97,-0.0058965969
37.3,154.97,-0.0058951707
37.3,154.97,-0.0058928323
37.3,154.97,-0.0058909197
37.3,154.97,-0.0058896933
37.31,154.97,-0.0058885617
37.31,154.97,-0.0058879380
37.31,154.97,-0.0058886833
37.31,154.97,-0.0058911691
37.31,154.97,-0.0058925114
37.31,154.97,-0.0058929234
37.31,154.97,-0.0058940787
