Temperaturee (°C),Heat flow (W/g)
70.0106,-3.93483e-3
70.0104,-3.91497e-3
70.0097,-3.89705e-3
70.0098,-3.88014e-3
70.0091,-3.86370e-3
70.0102,-3.84583e-3
70.0098,-3.82655e-3
70.0097,-3.80870e-3
70.0103,-3.79063e-3
70.0107,-3.77385e-3
70.0089,-3.75604e-3
70.0097,-3.73683e-3
70.0099,-3.71676e-3
70.0107,-3.69779e-3
70.0100,-3.68243e-3
70.0102,-3.66935e-3
70.0111,-3.65444e-3
70.0117,-3.63923e-3
70.0114,-3.62155e-3
70.0126,-3.60045e-3
70.0140,-3.57972e-3
70.0136,-3.55757e-3
70.0147,-3.51279e-3
70.0157,-3.43584e-3
70.0165,-3.27321e-3
70.0179,-2.91982e-3
70.0200,-2.54842e-3
70.0214,-1.93001e-3
70.0228,-1.13050e-3
70.0245,1.42068e-4
70.0270,2.03172e-3
70.0302,4.47668e-3
70.0317,7.03070e-3
70.0350,9.59034e-3
70.0378,0.0122343
70.0412,0.0146705
70.0443,0.0170552
70.0480,0.0186629
70.0513,0.0206272
70.0552,0.0227387
70.0606,0.0248351
70.0648,0.0267963
70.0698,0.0290129
70.0753,0.0311499
70.0793,0.0333897
70.0843,0.0355134
70.0904,0.0376735
70.0968,0.0395345
70.1024,0.0413323
70.1093,0.0433604
70.1157,0.0452690
70.1228,0.0474050
70.1297,0.0496672
70.1370,0.0514674
70.1439,0.0534075
70.1525,0.0555565
70.1604,0.0574584
70.1678,0.0590055
70.1770,0.0605155
70.1844,0.0623321
70.1932,0.0640445
70.2021,0.0654599
70.2118,0.0665075
70.2209,0.0679370
70.2303,0.0688677
70.2391,0.0700915
70.2501,0.0712113
70.2594,0.0720310
70.2692,0.0727205
70.2793,0.0733649
70.2901,0.0740872
70.3006,0.0746280
70.3117,0.0752050
70.3213,0.0756153
70.3322,0.0759869
70.3432,0.0759031
70.3548,0.0761937
70.3654,0.0763756
70.3766,0.0760228
70.3883,0.0757629
70.4002,0.0756678
70.4112,0.0754524
70.4234,0.0748651
70.4350,0.0743918
70.4469,0.0741090
70.4595,0.0736374
70.4708,0.0731477
70.4830,0.0721061
70.4956,0.0714035
70.5073,0.0707654
70.5197,0.0696082
70.5317,0.0685600
70.5450,0.0681768
70.5569,0.0676161
70.5703,0.0670496
70.5831,0.0665688
70.5955,0.0658625
70.6075,0.0650395
70.6201,0.0639446
70.6334,0.0626973
70.6462,0.0613497
70.6599,0.0600252
70.6725,0.0587042
70.6853,0.0574204
