Temperaturee (°C),Heat flow (W/g)
70.0117,0.0136927
70.0114,0.0136957
70.0114,0.0137023
70.0118,0.0137076
70.011,0.0137123
70.0106,0.0137163
70.0116,0.0137198
70.0111,0.0137236
70.0114,0.0137262
70.0107,0.013728
70.0106,0.0137295
70.0109,0.0137308
70.0116,0.0137303
70.0123,0.013729
70.0122,0.01373
70.0121,0.0137296
70.0132,0.0137306
70.0132,0.0137319
70.014,0.0137346
70.014,0.0137383
70.0162,0.0137431
70.016,0.0137525
70.0173,0.0137649
70.0183,0.0137903
70.0197,0.013846
70.0211,0.0139111
70.0217,0.0140468
70.024,0.0142917
70.0255,0.0146283
70.0274,0.015318
70.0298,0.0162125
70.0325,0.0173249
70.0345,0.0189888
70.0374,0.0209177
70.04,0.0228934
70.0433,0.0250294
70.0466,0.0271208
70.0494,0.0291786
70.0537,0.0310171
70.0572,0.0328578
70.0615,0.0347248
70.0661,0.0361278
70.0704,0.0376865
70.0757,0.0394695
70.081,0.0408387
70.0857,0.0423121
70.0918,0.0441199
70.0975,0.0459661
70.1033,0.0475008
70.1096,0.0488813
70.1156,0.0504855
70.1219,0.0522964
70.1291,0.0535392
70.1359,0.0550742
70.1438,0.0564971
70.1508,0.0576018
70.1589,0.058794
70.1667,0.0600231
70.1751,0.0612092
70.1829,0.0623116
70.1921,0.0635646
70.2003,0.0644814
70.2089,0.0653034
70.2186,0.0661721
70.2276,0.0667339
70.2368,0.0675771
70.2472,0.0679441
70.256,0.06853
70.2663,0.0689512
70.2768,0.0689783
70.2852,0.0693688
70.2969,0.0698717
70.3066,0.0700944
70.3184,0.0701018
70.3288,0.0702294
70.3388,0.069688
70.3504,0.0695712
70.3612,0.0694118
70.372,0.0691827
70.3838,0.0687987
70.3955,0.0684667
70.4066,0.0682731
70.4187,0.0679894
70.4298,0.0669698
70.4418,0.0663934
70.4533,0.0655034
70.4654,0.0647482
70.4773,0.0641052
70.4886,0.0636048
70.5016,0.0631836
70.5139,0.0628518
70.5266,0.0623928
70.5391,0.0618067
70.5514,0.0611746
70.5634,0.0603922
70.5761,0.0593684
70.5882,0.058338
70.6019,0.0570774
70.6132,0.0557757
70.6265,0.0543027
70.6392,0.0524413
70.6526,0.0506769
70.6662,0.0488991
70.679,0.0472531
70.692,0.0458796
70.7055,0.0444937
70.7183,0.0435518
70.731,0.0424109
70.7444,0.0409732
70.7581,0.0395709
70.7713,0.0384744
70.7844,0.0371912
70.7988,0.0359979
70.813,0.0346124
70.8251,0.0333753
70.8391,0.0324068
70.8517,0.0312097
70.8657,0.0300884
70.8802,0.0288319
70.8945,0.0270683
70.9072,0.025931
70.9211,0.0246949
70.9358,0.0237896
70.9496,0.0227385
70.9636,0.0216012
70.9781,0.0207339
70.992,0.0199149
71.0068,0.0191322
71.0201,0.0178849
71.0344,0.0167329
71.0481,0.0155111
71.0635,0.0140017
71.0771,0.012769
71.0916,0.0111986
71.1063,0.0102741
71.1206,0.00892391
71.1353,0.00805484
71.1495,0.00711903
71.1643,0.00596859
71.1785,0.00503008
71.1929,0.00443493
71.2079,0.00372905
71.2227,0.00243613
71.2378,0.0011655
71.2522,0.000126981
71.2671,-0.00101823
71.2816,-0.00201789
71.2968,-0.00291793
71.312,-0.00403908
71.327,-0.00529336
71.3429,-0.00600601
71.3568,-0.00698319
71.3724,-0.00782315
71.3878,-0.00855728
71.4021,-0.009516
71.4176,-0.0103694
71.4319,-0.0114226
71.4469,-0.0124852
71.4632,-0.0134571
71.4786,-0.0141869
71.4934,-0.0148892
71.5088,-0.015655
71.5245,-0.0166513
71.5397,-0.0172274
71.5542,-0.0181737
71.5701,-0.0191278
71.5851,-0.0197128
71.6012,-0.0209225
71.6167,-0.0216319
71.6331,-0.0227847
71.6478,-0.0232023
71.6637,-0.0242932
71.6784,-0.0253647
71.6934,-0.0261756
71.7095,-0.0267637
71.725,-0.0276933
71.7415,-0.028476
71.7568,-0.0293086
71.7721,-0.0300109
71.7876,-0.0305607
71.8032,-0.0310445
71.8193,-0.0317187
71.8348,-0.0324226
71.8502,-0.0333759
71.8657,-0.0342579
71.8825,-0.0352409
71.8976,-0.0361758
71.9128,-0.0368689
71.9291,-0.0375908
71.945,-0.038285
71.9606,-0.0386337
71.9768,-0.0393528
71.9925,-0.0400059
72.0086,-0.0406992
72.0238,-0.0411566
72.0403,-0.0418734
72.0562,-0.0428194
72.0719,-0.0435811
72.0874,-0.0440182
72.1026,-0.0442663
72.1189,-0.044974
72.1356,-0.0458233
72.1515,-0.0461591
72.1672,-0.0468993
72.1829,-0.0478648
72.1992,-0.0480984
72.216,-0.0487155
72.2306,-0.0492177
72.2471,-0.0500864
72.2638,-0.0505199
72.2794,-0.0508617
72.2953,-0.051743
72.3114,-0.0522661
72.328,-0.0527708
72.3438,-0.0533234
72.3597,-0.0539096
72.3766,-0.0543404
72.3923,-0.054509
72.4084,-0.0549805
72.4243,-0.0553563
72.4408,-0.0557802
72.4563,-0.0563145
72.4727,-0.0568681
72.4887,-0.0572975
72.5054,-0.0579014
72.5212,-0.0584747
72.5374,-0.0591564
72.5535,-0.0592858
72.5697,-0.0595994
72.5865,-0.0595902
72.6022,-0.059969
72.6183,-0.060264
72.6347,-0.0607173
72.6506,-0.0611479
72.6666,-0.0617165
72.6838,-0.0621627
72.6995,-0.0624887
72.7157,-0.0628686
72.7325,-0.0633548
72.7486,-0.0639299
72.7647,-0.0642379
72.781,-0.0646033
72.7979,-0.0650162
72.8136,-0.0653604
72.8293,-0.0656965
72.8467,-0.0660577
72.863,-0.0663913
72.8793,-0.0666509
72.8947,-0.0669425
72.912,-0.0671526
72.9284,-0.0673958
72.9442,-0.0677195
72.9606,-0.0680676
72.9774,-0.06849
72.9933,-0.0687649
73.0105,-0.068937
73.0262,-0.069263
73.0427,-0.0695138
73.0591,-0.0697158
73.0751,-0.0701251
73.0914,-0.07041
73.1083,-0.0707874
73.1242,-0.0712062
73.1419,-0.0715669
73.1577,-0.0718293
73.1739,-0.0720004
73.1908,-0.0721651
73.2072,-0.0723991
73.2233,-0.0725692
73.2391,-0.0728366
73.2561,-0.0730907
73.2721,-0.0733455
73.289,-0.0735152
73.3056,-0.0736921
73.3223,-0.0738419
73.3384,-0.073906
73.3543,-0.0739799
73.3701,-0.074101
73.3871,-0.0742907
73.4031,-0.0744854
73.4201,-0.0747718
73.4369,-0.0751309
73.4535,-0.0755361
73.4697,-0.0759463
73.4857,-0.0762881
73.5024,-0.0764831
73.5197,-0.0766443
73.5359,-0.0768408
73.5518,-0.0771025
73.569,-0.0772953
73.5846,-0.0774546
73.6009,-0.0775739
73.6182,-0.0776379
73.6354,-0.0777113
73.6518,-0.0777794
73.6685,-0.077904
73.6837,-0.0779937
73.7004,-0.0780761
73.7164,-0.0782102
73.7334,-0.0783735
73.7505,-0.078559
73.7664,-0.0787739
73.7824,-0.0789412
73.7997,-0.0790757
73.8155,-0.0791482
73.8327,-0.079235
73.8492,-0.0793531
73.8657,-0.0794562
73.8821,-0.0795532
73.899,-0.0796548
73.9151,-0.0797381
73.9324,-0.0798528
73.9483,-0.0800239
73.9649,-0.08019
73.9815,-0.0803633
73.9973,-0.0805403
74.0154,-0.0807866
74.0305,-0.0809783
74.0478,-0.0811553
74.0647,-0.0812981
74.0811,-0.0813857
74.0974,-0.0814151
74.1142,-0.0814658
74.1302,-0.0815146
74.1469,-0.0815635
74.1629,-0.0815981
74.1794,-0.0816355
74.1962,-0.0816974
74.2134,-0.0818023
74.2289,-0.081902
74.2449,-0.0819989
74.2613,-0.0820671
74.2796,-0.0821423
74.2958,-0.0821954
74.312,-0.0822675
74.3285,-0.0823377
74.3448,-0.0824243
74.3622,-0.0824901
74.3784,-0.0825609
74.3946,-0.0826321
74.4109,-0.0827016
74.4287,-0.0827653
74.4447,-0.0828044
74.462,-0.082858
74.4778,-0.0829243
74.4946,-0.0829796
74.5111,-0.0830181
74.5274,-0.0830813
74.5437,-0.0831441
74.5605,-0.0832103
74.5777,-0.0832585
74.5942,-0.0833162
74.6106,-0.0833716
74.6268,-0.0834314
74.6434,-0.0834881
74.6604,-0.0835431
74.6768,-0.0835998
74.6934,-0.0836397
74.7106,-0.083684
74.7263,-0.0837166
74.7429,-0.0837668
74.7596,-0.0838196
74.7765,-0.0838585
74.7927,-0.0839065
74.8089,-0.0839582
74.8259,-0.0840012
74.8424,-0.0840485
74.8593,-0.0841051
74.8762,-0.084148
74.8926,-0.0841862
74.9093,-0.084205
74.9262,-0.0842228
74.943,-0.084253
74.959,-0.0842827
74.9757,-0.084309
74.9916,-0.0843316
75.0092,-0.0843554
75.0257,-0.0843971
75.0414,-0.0844365
75.0574,-0.0844627
75.0748,-0.0844889
75.0926,-0.0845094
75.1083,-0.0845481
75.1254,-0.0845901
75.1405,-0.0846253
75.1575,-0.0846697
