Temperaturee (°C),Heat flow (W/g)
76.8023,-0.0867886
76.8194,-0.0868106
76.8356,-0.0868314
76.8525,-0.0868526
76.869,-0.0868725
76.8851,-0.0868897
76.902,-0.0869073
76.9181,-0.0869248
76.9355,-0.0869423
76.9509,-0.0869592
76.9674,-0.0869782
76.9843,-0.0869976
77.0005,-0.087016
77.0175,-0.0870319
77.0339,-0.0870494
77.0501,-0.0870687
77.0673,-0.0870849
77.0829,-0.0871023
77.0996,-0.0871228
77.1169,-0.0871436
77.1333,-0.0871671
77.1505,-0.0871919
77.1656,-0.0872151
77.184,-0.0872382
77.2002,-0.0872595
77.2163,-0.0872782
77.2329,-0.0872942
77.2488,-0.0873094
77.266,-0.0873223
77.2826,-0.0873383
77.2991,-0.0873548
77.3156,-0.0873729
77.3324,-0.0873929
77.3488,-0.0874115
77.3654,-0.0874312
77.3821,-0.08745
77.3995,-0.0874689
77.4164,-0.0874877
77.4322,-0.0875045
77.4493,-0.0875212
77.4657,-0.0875359
77.4822,-0.0875507
77.4997,-0.0875631
77.5154,-0.0875753
77.5318,-0.0875883
77.5487,-0.0876023
77.5657,-0.0876165
77.5811,-0.0876307
77.598,-0.0876454
77.614,-0.0876602
77.6318,-0.0876752
77.6485,-0.0876906
77.6645,-0.0877067
77.6817,-0.087721
77.6993,-0.0877338
77.7152,-0.0877454
77.7316,-0.0877576
77.7488,-0.0877692
77.765,-0.0877813
77.7814,-0.0877923
77.7981,-0.0878032
77.8147,-0.0878154
77.8307,-0.0878284
77.8481,-0.0878412
77.8646,-0.0878526
77.8814,-0.0878638
77.8979,-0.0878734
77.9146,-0.0878834
77.9306,-0.0878928
77.9477,-0.0879
77.9642,-0.0879081
77.9814,-0.0879159
77.9975,-0.087925
78.0143,-0.0879346
78.0304,-0.0879419
78.047,-0.0879511
78.0641,-0.0879615
78.081,-0.0879717
78.0979,-0.0879827
78.1133,-0.0879926
78.1306,-0.0880025
78.148,-0.0880125
78.1638,-0.0880219
78.1805,-0.0880301
78.1978,-0.0880399
78.2138,-0.0880491
78.2312,-0.088059
78.2467,-0.0880672
78.2636,-0.0880752
78.2807,-0.0880818
78.2967,-0.0880906
78.3139,-0.0880992
78.3294,-0.0881103
78.3472,-0.0881201
78.3639,-0.0881272
78.381,-0.0881373
78.3967,-0.0881485
78.4133,-0.088161
78.4308,-0.0881705
78.4464,-0.0881794
78.4635,-0.0881895
78.4799,-0.0881988
78.4971,-0.0882067
78.5129,-0.0882148
78.5286,-0.0882232
78.547,-0.0882327
78.563,-0.0882412
78.58,-0.0882482
78.5961,-0.0882532
78.6131,-0.0882588
78.6298,-0.0882624
78.6469,-0.0882654
78.6628,-0.0882679
78.6795,-0.0882724
78.6961,-0.0882781
78.7121,-0.0882863
78.7289,-0.0882966
78.7463,-0.0883086
78.7625,-0.0883212
78.7793,-0.0883317
78.7958,-0.0883442
78.8121,-0.0883554
78.8298,-0.0883658
78.846,-0.0883755
78.8631,-0.0883856
78.8798,-0.0883928
78.8964,-0.0884011
78.9129,-0.0884066
78.9298,-0.0884106
78.9458,-0.0884135
78.9628,-0.0884157
78.9795,-0.08842
78.9956,-0.0884273
79.0123,-0.0884353
79.0288,-0.0884451
79.0457,-0.0884554
79.0627,-0.0884672
79.0797,-0.0884787
79.096,-0.0884878
79.1132,-0.0884957
79.1297,-0.0885028
79.1462,-0.0885066
79.163,-0.088509
79.1789,-0.0885116
79.1959,-0.0885159
79.2133,-0.0885231
79.2293,-0.0885307
79.2459,-0.0885376
79.2618,-0.0885464
79.2797,-0.0885529
79.2967,-0.0885578
79.3119,-0.0885635
79.3288,-0.0885672
79.3455,-0.088568
79.3617,-0.088569
79.3781,-0.0885728
79.3956,-0.0885817
79.4123,-0.0885895
79.4287,-0.0885983
79.4461,-0.0886118
79.4628,-0.0886246
79.4794,-0.0886365
79.4963,-0.0886468
79.5123,-0.0886537
79.5298,-0.0886585
79.5462,-0.0886619
79.5625,-0.0886654
79.579,-0.0886697
79.5954,-0.0886713
79.6119,-0.0886721
79.6292,-0.0886766
79.6465,-0.0886844
79.6619,-0.0886893
79.6792,-0.0886937
79.6959,-0.0886997
79.7131,-0.0887046
79.7303,-0.0887122
79.7462,-0.0887192
79.7621,-0.0887251
79.7789,-0.0887295
79.7959,-0.0887353
79.8124,-0.0887422
79.8291,-0.0887501
79.8448,-0.0887556
79.8622,-0.088758
79.8786,-0.0887606
79.8959,-0.0887627
79.9127,-0.0887626
79.929,-0.0887651
79.946,-0.0887692
79.9619,-0.0887749
79.9797,-0.0887802
79.9947,-0.0887888
80.0115,-0.0887982
80.0298,-0.088806
80.046,-0.0888126
80.0622,-0.0888178
80.0785,-0.0888245
80.0953,-0.0888307
80.1128,-0.0888369
80.1292,-0.0888428
80.1459,-0.0888489
80.1635,-0.0888535
80.1788,-0.0888587
80.1957,-0.088864
80.2131,-0.088866
80.2286,-0.0888692
80.245,-0.0888727
80.2624,-0.0888804
80.2798,-0.0888891
80.2953,-0.0888992
80.3132,-0.0889077
80.329,-0.0889143
80.346,-0.0889192
80.363,-0.088923
80.3795,-0.088929
80.3964,-0.0889326
80.4119,-0.0889376
80.4298,-0.0889427
80.4468,-0.088948
80.4629,-0.0889556
80.4801,-0.0889621
80.4962,-0.0889685
80.5129,-0.0889735
80.5285,-0.0889783
80.5461,-0.0889837
80.563,-0.0889862
80.5792,-0.0889906
80.5953,-0.0889944
80.6128,-0.0889974
80.6292,-0.0890004
80.6458,-0.0890015
80.6625,-0.089005
80.6789,-0.0890078
80.6956,-0.0890089
80.7122,-0.0890095
80.7286,-0.0890118
80.7455,-0.0890144
80.7627,-0.0890194
80.7784,-0.0890258
80.7945,-0.0890293
80.813,-0.0890339
80.8295,-0.0890377
80.8461,-0.0890413
80.8628,-0.0890448
80.8784,-0.0890498
80.8952,-0.0890551
80.9123,-0.0890608
80.9295,-0.0890682
80.9458,-0.089077
80.9622,-0.0890859
80.9802,-0.0890917
80.9955,-0.089096
81.0124,-0.0890994
81.0281,-0.0891027
81.0453,-0.089106
81.0619,-0.0891106
81.0783,-0.0891153
81.095,-0.0891196
81.1126,-0.089124
81.1295,-0.0891273
81.1456,-0.0891312
81.1628,-0.0891347
81.1795,-0.0891349
81.1957,-0.0891353
81.2114,-0.0891388
81.229,-0.0891424
81.2463,-0.0891479
81.262,-0.089155
81.2788,-0.0891623
81.2965,-0.0891683
81.3127,-0.0891719
81.3297,-0.0891761
81.3462,-0.0891799
81.3619,-0.0891812
81.3798,-0.0891815
81.396,-0.0891813
81.4124,-0.08918
81.43,-0.0891783
81.4456,-0.089176
81.4623,-0.0891753
81.4785,-0.0891762
81.4958,-0.0891764
81.5123,-0.089177
81.5297,-0.0891791
81.5467,-0.0891858
81.5627,-0.089194
81.5787,-0.0892031
81.5954,-0.0892129
81.6126,-0.0892205
81.6305,-0.0892267
81.6464,-0.0892315
81.6631,-0.0892352
81.6793,-0.0892377
81.6956,-0.0892397
81.7129,-0.0892416
81.7289,-0.0892428
81.746,-0.0892436
81.7634,-0.0892439
81.7797,-0.089244
81.7967,-0.0892444
81.8119,-0.0892449
81.829,-0.0892456
81.8464,-0.0892472
81.862,-0.0892496
81.8798,-0.0892535
81.8955,-0.0892596
81.9118,-0.0892643
81.9287,-0.0892675
81.9458,-0.0892706
81.9623,-0.0892722
81.9788,-0.089275
81.9953,-0.0892791
82.0122,-0.0892823
82.0286,-0.0892859
82.0448,-0.0892922
82.0621,-0.089299
82.0787,-0.089304
82.0953,-0.0893072
82.1115,-0.0893097
82.1295,-0.0893136
82.1456,-0.0893176
82.1621,-0.0893228
82.1785,-0.089327
82.1954,-0.0893306
82.2125,-0.0893326
82.2293,-0.0893355
82.2459,-0.0893368
82.263,-0.0893357
82.2794,-0.0893342
82.2954,-0.0893328
82.3128,-0.0893321
82.3286,-0.0893302
82.3453,-0.08933
82.3627,-0.0893315
82.3793,-0.0893338
82.396,-0.0893344
82.4131,-0.0893351
82.4299,-0.0893341
82.4463,-0.0893344
82.4626,-0.0893328
82.4791,-0.0893321
82.4964,-0.0893308
82.5129,-0.0893316
82.5301,-0.0893331
82.5454,-0.0893347
82.5633,-0.0893359
82.5791,-0.089335
82.5963,-0.0893335
82.6125,-0.0893344
82.6293,-0.0893381
82.6464,-0.0893434
82.6627,-0.0893507
82.6798,-0.0893555
82.6961,-0.0893605
82.7125,-0.0893647
82.7301,-0.0893683
82.7461,-0.0893686
82.7629,-0.0893664
82.7791,-0.0893652
82.7957,-0.0893633
82.8131,-0.0893601
82.8289,-0.0893603
82.8457,-0.0893637
82.8628,-0.0893683
82.8796,-0.0893754
82.8958,-0.08938
82.9128,-0.0893852
82.9298,-0.0893892
82.946,-0.0893921
82.9628,-0.0893935
82.9801,-0.0893944
82.9959,-0.0893949
83.0131,-0.0893994
83.0287,-0.0894048
83.0456,-0.08941
83.0629,-0.0894167
83.0792,-0.0894234
83.0953,-0.0894289
83.1126,-0.0894348
83.1291,-0.0894405
83.1468,-0.0894443
83.1628,-0.089446
83.1797,-0.0894463
83.1963,-0.0894461
83.2131,-0.0894453
83.2286,-0.0894421
83.2459,-0.08944
83.2624,-0.0894411
83.2789,-0.0894426
83.2958,-0.089445
83.3126,-0.0894478
83.3292,-0.0894521
83.3457,-0.0894587
83.3616,-0.0894631
83.3791,-0.0894683
83.3955,-0.0894719
83.4123,-0.0894726
83.4294,-0.0894735
83.4455,-0.0894732
83.462,-0.0894734
83.4792,-0.0894732
83.4956,-0.0894726
83.5124,-0.0894728
83.5293,-0.089475
83.5452,-0.0894768
83.5621,-0.0894779
83.5785,-0.0894791
83.5953,-0.0894789
83.6125,-0.0894794
83.6292,-0.08948
83.6463,-0.089479
83.6623,-0.0894775
83.6778,-0.0894777
83.6949,-0.0894781
83.7116,-0.0894782
83.7283,-0.0894784
83.7455,-0.0894813
83.7619,-0.0894838
83.7786,-0.0894882
83.7955,-0.0894914
83.8125,-0.0894931
83.8299,-0.0894934
83.8453,-0.0894929
83.8632,-0.0894911
83.8792,-0.0894896
83.8956,-0.0894897
83.9119,-0.08949
83.9282,-0.0894893
83.9458,-0.0894896
83.9621,-0.0894912
83.9797,-0.0894935
83.996,-0.0894948
84.0122,-0.089496
84.028,-0.089498
84.0457,-0.0895005
84.063,-0.0895018
84.0794,-0.0895024
84.0951,-0.089502
84.1128,-0.0894976
84.1286,-0.0894926
84.1463,-0.0894874
84.1616,-0.0894831
84.1791,-0.0894799
84.1945,-0.0894792
84.2114,-0.0894787
84.2291,-0.0894782
84.2449,-0.089482
84.2618,-0.0894871
84.2789,-0.0894905
84.2948,-0.089493
84.312,-0.0894934
84.3286,-0.0894929
84.3453,-0.0894927
84.3621,-0.0894912
84.3794,-0.089492
84.395,-0.0894929
84.4115,-0.0894906
84.4291,-0.0894889
84.4448,-0.0894888
84.4621,-0.0894898
84.4791,-0.0894909
84.495,-0.0894916
84.5116,-0.0894905
84.5278,-0.0894921
84.545,-0.089494
84.5615,-0.089498
84.578,-0.0895033
84.5956,-0.0895054
84.6112,-0.0895084
84.6294,-0.0895108
84.6463,-0.0895098
84.6617,-0.089507
84.6776,-0.0895031
84.6949,-0.0894999
84.7123,-0.089494
84.7279,-0.0894882
84.7459,-0.0894838
84.7614,-0.0894797
84.7792,-0.0894796
84.7952,-0.0894828
84.8123,-0.0894863
84.8293,-0.0894877
84.8461,-0.0894876
84.863,-0.0894873
84.8793,-0.0894865
84.8959,-0.0894865
84.9121,-0.0894863
84.9284,-0.089485
84.9463,-0.0894851
84.9616,-0.0894854
84.9788,-0.0894856
84.9953,-0.0894886
85.012,-0.0894915
85.0289,-0.0894935
85.0453,-0.0894942
85.0624,-0.0894956
85.0788,-0.0894953
85.0952,-0.0894938
85.1122,-0.0894921
85.1289,-0.0894902
85.1457,-0.0894875
85.1625,-0.0894847
85.1779,-0.0894834
85.1947,-0.0894845
85.2121,-0.0894858
85.2288,-0.0894868
85.2451,-0.0894857
85.2621,-0.089487
85.2789,-0.0894874
85.2958,-0.0894869
85.3127,-0.0894865
85.3277,-0.0894848
85.3452,-0.0894847
85.3622,-0.0894836
85.3792,-0.089485
85.395,-0.0894872
85.4116,-0.0894882
85.4291,-0.0894874
85.4453,-0.0894869
85.4625,-0.0894868
85.4796,-0.0894867
85.4958,-0.0894835
85.5119,-0.0894813
85.5285,-0.0894802
85.5469,-0.0894794
85.5621,-0.0894778
85.5788,-0.0894776
85.5949,-0.0894784
85.6124,-0.0894779
85.6282,-0.0894777
85.6457,-0.0894796
85.6615,-0.0894804
85.679,-0.0894819
85.696,-0.0894836
85.7116,-0.0894861
85.7294,-0.0894863
85.7451,-0.0894866
85.7624,-0.0894883
85.7791,-0.0894908
85.7959,-0.0894909
85.8123,-0.0894905
85.8289,-0.0894907
85.8459,-0.0894911
85.8629,-0.0894919
85.8796,-0.0894934
85.8964,-0.0894929
85.9137,-0.0894936
85.9295,-0.0894935
85.9461,-0.0894917
85.9626,-0.0894906
85.9795,-0.0894897
85.9969,-0.0894874
86.0128,-0.089489
86.0295,-0.0894904
86.0461,-0.0894931
86.0628,-0.0894968
86.0787,-0.0895003
86.0967,-0.0895036
86.1125,-0.0895066
86.1295,-0.0895047
86.1466,-0.0895033
86.1637,-0.0895028
86.1799,-0.0895014
86.1962,-0.0894975
86.2117,-0.0894933
86.2303,-0.0894912
86.2464,-0.0894916
86.2623,-0.0894936
86.2785,-0.0894971
86.2956,-0.0895017
86.313,-0.089506
86.3293,-0.0895123
86.3467,-0.0895198
86.3628,-0.0895277
86.3796,-0.0895312
86.3961,-0.0895338
86.4131,-0.0895332
86.4308,-0.0895307
86.4464,-0.0895283
86.4635,-0.0895262
86.4807,-0.0895229
86.4964,-0.0895199
86.513,-0.0895187
86.5298,-0.0895223
86.5469,-0.0895242
86.5626,-0.0895267
86.5802,-0.089529
86.5966,-0.089532
86.614,-0.089535
86.6301,-0.0895369
86.6471,-0.0895388
86.6637,-0.08954
86.6799,-0.0895424
86.6967,-0.0895434
86.7131,-0.0895474
86.7299,-0.0895514
86.747,-0.0895584
86.764,-0.0895661
86.7799,-0.0895717
86.7978,-0.089575
86.8144,-0.0895769
86.8302,-0.0895764
86.8478,-0.0895738
86.8631,-0.0895705
86.8799,-0.0895646
86.8967,-0.0895593
86.913,-0.0895566
86.9298,-0.0895568
86.947,-0.0895612
86.9633,-0.0895644
86.9809,-0.0895705
86.9968,-0.0895773
87.0133,-0.0895856
87.0303,-0.0895937
87.0465,-0.0896015
87.0639,-0.0896063
87.0802,-0.0896089
87.0976,-0.0896126
87.1139,-0.0896148
87.1312,-0.0896177
87.1475,-0.0896193
87.1635,-0.0896193
87.1802,-0.0896197
87.1973,-0.0896211
87.2134,-0.089624
87.2295,-0.089628
87.2468,-0.0896336
87.2635,-0.0896378
87.2804,-0.0896418
87.2966,-0.0896453
87.3132,-0.0896489
87.3298,-0.0896521
87.3465,-0.0896551
87.3629,-0.0896567
87.3803,-0.0896573
87.3963,-0.0896584
87.4134,-0.0896587
87.4298,-0.0896592
87.4469,-0.0896597
87.4635,-0.0896578
87.4798,-0.0896571
87.496,-0.0896561
87.5134,-0.0896581
87.53,-0.0896591
87.5467,-0.0896618
87.5636,-0.0896669
87.5795,-0.0896723
87.5974,-0.0896778
87.6137,-0.0896813
87.6299,-0.0896846
87.6477,-0.0896848
87.6638,-0.0896862
87.6804,-0.0896888
87.6963,-0.089692
87.7134,-0.0896944
87.7306,-0.089696
87.7471,-0.089696
87.7638,-0.0896973
87.7803,-0.0896967
87.7963,-0.0896944
87.8139,-0.0896911
87.8293,-0.0896889
87.8465,-0.0896869
87.8626,-0.0896869
87.88,-0.089689
87.8968,-0.0896907
87.9131,-0.0896949
87.9303,-0.089697
87.9468,-0.0896964
87.9645,-0.0896941
87.9796,-0.0896903
87.997,-0.0896861
88.0144,-0.0896826
88.0303,-0.0896784
88.0461,-0.0896768
88.0638,-0.0896773
88.0799,-0.0896772
88.0969,-0.0896804
88.1134,-0.0896858
88.1305,-0.0896914
88.1467,-0.089696
88.1629,-0.0896992
88.1809,-0.0897025
88.1975,-0.0897061
88.2139,-0.0897074
88.2308,-0.089709
88.2472,-0.0897123
88.2633,-0.0897148
88.2806,-0.0897174
88.2972,-0.089719
88.3139,-0.0897193
88.3313,-0.0897202
88.3468,-0.0897206
88.3636,-0.0897208
88.3804,-0.08972
88.3972,-0.0897193
88.414,-0.0897185
88.4312,-0.0897187
88.4467,-0.0897192
88.4638,-0.0897175
88.4808,-0.0897149
88.4969,-0.0897123
88.5138,-0.0897082
88.5298,-0.089705
88.5466,-0.0897018
88.5628,-0.0897028
88.5805,-0.0897069
88.5969,-0.0897118
88.6138,-0.0897173
88.6296,-0.0897245
