Temperaturee (°C),Heat flow (W/g)
70.0119,0.0281498
70.0111,0.0281774
70.0124,0.0282044
70.0128,0.0282322
70.0115,0.0282555
70.0125,0.0282746
70.0119,0.0282895
70.0119,0.0283119
70.0117,0.0283296
70.0123,0.0283488
70.012,0.0283733
70.0124,0.0283988
70.0121,0.0284211
70.0126,0.0284392
70.0124,0.0284622
70.0124,0.0284857
70.0127,0.0285094
70.0134,0.0285392
70.015,0.0285732
70.0144,0.0286093
70.0153,0.0286453
70.0157,0.0286778
70.017,0.0287132
70.019,0.0287604
70.0198,0.0288076
70.0205,0.0289405
70.0233,0.0292696
70.0237,0.0298862
70.0252,0.030874
70.0281,0.032272
70.0293,0.0344012
70.0322,0.0371912
70.0336,0.0405364
70.0372,0.0452335
70.0402,0.0505219
70.0426,0.0565443
70.0465,0.0637488
70.0499,0.070008
70.0529,0.0768621
70.0575,0.0822582
70.061,0.0880501
70.0658,0.0933452
70.0696,0.0973244
70.0751,0.101598
70.0802,0.106897
70.0848,0.11235
70.0905,0.116251
70.0968,0.121438
70.1019,0.125098
70.109,0.129285
70.1149,0.134228
70.1216,0.138852
70.1286,0.143003
70.1361,0.14753
70.1424,0.151406
70.1505,0.155185
70.1578,0.159021
70.1662,0.162173
70.1742,0.165838
70.1827,0.167905
70.1905,0.170385
70.1992,0.172312
70.2085,0.173952
70.2183,0.175825
70.2269,0.177536
70.2366,0.179466
70.2453,0.181548
70.2553,0.183498
70.2644,0.185224
70.2752,0.185403
70.285,0.186899
70.2947,0.187393
70.3058,0.188391
70.3155,0.187406
70.3274,0.186955
70.338,0.185718
70.3483,0.185092
70.3604,0.184588
70.3708,0.183537
70.3822,0.182491
70.3935,0.181511
70.4046,0.18063
70.4165,0.175608
70.4281,0.174103
70.4396,0.17309
70.4515,0.171907
70.4636,0.170573
70.4754,0.169545
70.4865,0.168466
70.4996,0.167523
70.5121,0.166432
70.5244,0.164972
70.5358,0.163045
70.5495,0.160454
70.5611,0.157321
70.5744,0.153968
70.5857,0.150753
70.599,0.147211
70.6117,0.143482
70.6253,0.13888
70.6374,0.133937
70.65,0.129621
70.6627,0.12473
70.6773,0.120388
70.6895,0.116185
70.7036,0.110911
70.7157,0.107659
70.7298,0.103705
70.7428,0.0996775
70.7566,0.0961092
70.7702,0.0938836
70.7831,0.089964
70.7972,0.0877399
70.8098,0.0836875
70.8236,0.0794082
70.8371,0.0755404
70.8513,0.0725333
70.8637,0.0694537
70.8794,0.0649041
70.8933,0.0608369
70.9062,0.0582894
70.9201,0.0543715
70.934,0.0514626
70.9485,0.0501897
70.962,0.0467967
70.9767,0.0419916
70.9903,0.0383641
71.0046,0.0345644
71.0185,0.0304687
71.0337,0.0275073
71.0483,0.0243047
71.062,0.0215237
71.077,0.018878
71.0918,0.0159363
71.1052,0.0144215
71.1197,0.0118721
71.1347,0.00990731
71.1487,0.00767208
71.1642,0.00432265
71.1788,4.41167e-06
71.1927,-0.00360787
71.2075,-0.00680921
71.2226,-0.0101412
71.2372,-0.0130969
71.2511,-0.0164745
71.2677,-0.0199529
71.2814,-0.0223773
71.2965,-0.0246361
71.3118,-0.027242
71.3266,-0.0291782
71.3421,-0.0311874
71.3565,-0.034221
71.3712,-0.0359086
71.3872,-0.0382656
71.4025,-0.0423313
71.4176,-0.0454433
71.4324,-0.0489395
71.4478,-0.0506422
71.4628,-0.052885
71.4789,-0.0558668
71.4936,-0.0578377
71.5093,-0.0601527
71.5236,-0.0619626
71.54,-0.0648063
71.5547,-0.0680567
71.5707,-0.0703434
71.5852,-0.0736643
71.601,-0.0759566
71.6171,-0.0790951
71.6321,-0.0820735
71.6464,-0.0833544
71.6631,-0.0853546
71.679,-0.0858313
71.6952,-0.0882765
71.7112,-0.0892926
71.7253,-0.0912864
71.7414,-0.0933709
71.7567,-0.0963915
71.7734,-0.0976136
71.7886,-0.101725
71.8037,-0.10498
71.8201,-0.106987
71.8358,-0.10934
71.8517,-0.110163
71.8682,-0.112779
71.8831,-0.114518
71.8986,-0.116005
71.9148,-0.117666
71.9306,-0.11973
71.9458,-0.122483
71.9617,-0.125608
71.978,-0.126951
71.9933,-0.128405
72.0095,-0.129425
72.0259,-0.131597
72.0416,-0.133658
72.0573,-0.135562
72.0729,-0.136808
72.0887,-0.138406
72.105,-0.139507
72.12,-0.141409
72.1368,-0.142736
72.1529,-0.144343
72.1688,-0.145504
72.1853,-0.147376
72.2012,-0.148533
72.2173,-0.15103
72.2328,-0.152873
72.2493,-0.154827
72.2656,-0.156419
72.2822,-0.15772
72.2974,-0.158722
72.3127,-0.159387
72.33,-0.159991
72.3464,-0.160775
72.3621,-0.162536
72.3781,-0.164851
72.3944,-0.166947
72.4095,-0.169241
72.4264,-0.170451
72.4428,-0.171987
72.4588,-0.173092
72.4751,-0.174969
72.4907,-0.17583
72.5077,-0.176695
72.5237,-0.176925
72.54,-0.177816
72.5564,-0.178882
