Temperaturee (°C),Heat flow (W/g)
70.0115,0.0090659
70.0115,0.00907647
70.0108,0.00908591
70.0119,0.00909763
70.0114,0.00910686
70.0114,0.00911611
70.0111,0.00912557
70.0113,0.00913562
70.0115,0.00914284
70.0115,0.00914972
70.0115,0.00915572
70.0109,0.00916195
70.0119,0.00916636
70.0128,0.00917095
70.0111,0.00917407
70.0125,0.0091763
70.0132,0.0091805
70.0139,0.00918536
70.0137,0.00919311
70.0147,0.00920025
70.0156,0.00921305
70.0164,0.00922722
70.0176,0.00925125
70.0178,0.00929081
70.0185,0.00935683
70.021,0.00947109
70.0221,0.00962262
70.0236,0.00985959
70.0255,0.0102257
70.027,0.0108718
70.0292,0.0118165
70.0324,0.0130825
70.0341,0.014608
70.037,0.0163962
70.0393,0.0186116
70.0437,0.0211778
70.0472,0.0237029
70.0506,0.026075
70.0536,0.0282526
70.0577,0.0301371
70.0618,0.0319286
70.0654,0.0334004
70.0708,0.0350095
70.0749,0.0366302
70.0809,0.0381476
70.0853,0.0396461
70.0908,0.0414821
70.0967,0.0435052
70.1022,0.045198
70.1087,0.0470691
70.1162,0.0487852
70.1217,0.0502811
70.1282,0.0518234
70.1361,0.0531927
70.1429,0.0548175
70.1511,0.0562366
70.159,0.057371
70.1666,0.0586285
70.1751,0.0597023
70.1829,0.0605846
70.1916,0.0618974
70.1999,0.0629879
70.2098,0.0642709
70.2182,0.065097
70.2276,0.0657824
70.2372,0.0665176
70.2466,0.0672576
70.2566,0.0679289
70.2661,0.068169
70.2766,0.0685305
70.2865,0.0688882
70.2971,0.0694892
70.3074,0.0696442
70.3183,0.0697425
70.3288,0.0697743
70.3389,0.0694666
70.3512,0.0693734
70.3606,0.0693462
70.3729,0.0690145
70.3844,0.0685073
70.3957,0.0681367
70.4079,0.067835
70.4185,0.0675173
70.4297,0.0672616
70.4422,0.0663007
70.4541,0.0659119
70.4661,0.0649449
70.478,0.064239
70.4893,0.0636927
70.502,0.0631798
70.5143,0.062695
70.5261,0.0622969
70.5388,0.0617175
70.5512,0.0609898
70.5642,0.0599386
70.5768,0.0588698
70.59,0.0578209
70.6023,0.0567093
70.6157,0.0554791
70.6279,0.0542558
70.6403,0.0529361
70.6523,0.0515452
70.6675,0.0498525
70.6789,0.0480931
70.693,0.0463706
70.7056,0.0449864
70.7196,0.0437108
70.7316,0.0424427
70.7456,0.0411084
70.7592,0.0400241
70.7723,0.03897
70.7856,0.0377126
70.7994,0.0362694
70.8132,0.0352396
70.8272,0.0338708
70.8402,0.0325355
70.8546,0.0311745
70.8673,0.0301447
70.8816,0.028943
70.8956,0.0276317
70.9092,0.0264527
70.924,0.0253653
70.9377,0.0240548
70.952,0.0230823
70.9647,0.0215428
70.9792,0.020157
70.9931,0.0190675
71.0074,0.017794
71.0217,0.0165334
71.036,0.0153843
71.0506,0.014545
71.0646,0.01326
71.0796,0.0122111
71.0939,0.0113719
71.1077,0.0105471
71.1224,0.00970062
71.1364,0.00850237
71.151,0.00742578
71.1657,0.00609583
71.1793,0.00514307
71.1953,0.00408361
71.2095,0.00311353
71.2242,0.00218449
71.2395,0.00134192
71.2533,9.63732e-05
71.2695,-0.000797757
71.2829,-0.00199503
71.2974,-0.00306804
71.3121,-0.004196
71.3283,-0.00535568
71.3429,-0.00616552
71.3588,-0.00711657
71.3736,-0.00797892
71.3879,-0.00904145
71.4041,-0.0099342
71.4184,-0.0108546
71.4333,-0.0117069
71.4491,-0.012859
71.4642,-0.0137532
71.479,-0.0147163
71.4947,-0.0150031
71.509,-0.0157993
71.5249,-0.0167894
71.5399,-0.0175933
71.5555,-0.0187387
71.5705,-0.0195456
71.586,-0.0206027
71.603,-0.0212948
71.6167,-0.0222789
71.6318,-0.0231142
71.6483,-0.0240233
71.6638,-0.0246119
71.6793,-0.0252556
71.6943,-0.0261314
71.7102,-0.0269562
71.725,-0.0278438
71.7415,-0.0286168
71.757,-0.0297691
71.7711,-0.0306344
71.7881,-0.0313652
71.8042,-0.0323373
71.8204,-0.0330002
71.8356,-0.0337396
71.8513,-0.034188
71.8668,-0.0348512
71.8825,-0.0353377
71.898,-0.0362467
71.915,-0.0370908
71.93,-0.0376141
71.9463,-0.0384198
71.9613,-0.0393246
71.9772,-0.039912
71.9927,-0.0407651
72.0087,-0.0413876
72.0255,-0.0420106
72.0404,-0.0424311
72.0568,-0.0430474
72.0728,-0.0435568
72.0887,-0.0445598
72.1046,-0.0452017
72.1201,-0.045867
72.136,-0.0463313
72.1518,-0.0469286
72.1682,-0.0475172
72.1844,-0.0479513
72.2005,-0.0486775
72.2164,-0.0493668
72.2325,-0.0497921
72.2481,-0.0504164
72.2639,-0.0510128
72.2804,-0.0517084
72.2976,-0.0521801
72.3126,-0.0528419
72.3282,-0.053576
72.3447,-0.0542723
72.361,-0.0544612
72.3766,-0.0548841
72.393,-0.0555085
72.4087,-0.0560299
72.4252,-0.0566277
72.4419,-0.056915
72.4578,-0.0570524
72.4742,-0.0575651
72.4902,-0.0579888
72.5064,-0.0585535
72.5222,-0.0592395
72.5382,-0.0595892
72.5547,-0.0598959
72.57,-0.0603418
72.5882,-0.0608213
72.6034,-0.0611857
72.6201,-0.0614838
72.6358,-0.061794
72.6521,-0.0624871
72.6678,-0.0628946
72.6851,-0.0634278
72.7004,-0.0637568
72.7173,-0.0641478
72.734,-0.0645839
72.7499,-0.064725
72.7658,-0.0649812
72.782,-0.0652213
72.7985,-0.0654594
72.8156,-0.0657731
72.8313,-0.0663165
72.8473,-0.0669169
72.8635,-0.0673041
72.88,-0.0676951
72.8968,-0.0682654
72.9132,-0.0688658
72.9287,-0.0691349
72.9451,-0.0693554
72.9622,-0.0693784
72.9791,-0.0695241
72.9946,-0.0696557
73.0109,-0.0697692
73.0271,-0.069981
73.0432,-0.0700511
73.0598,-0.0702413
73.0759,-0.070683
73.0928,-0.0711727
73.1092,-0.0715585
73.1247,-0.0719666
73.1423,-0.0722365
73.1579,-0.0726176
73.1748,-0.0729774
73.1907,-0.0732584
73.2069,-0.0736198
73.2243,-0.0737995
73.2399,-0.0739293
73.2574,-0.0741796
73.2735,-0.0743906
73.2897,-0.0745759
73.3064,-0.0747112
73.323,-0.0748726
73.3394,-0.0750318
73.3554,-0.0752454
73.3714,-0.0755068
73.3879,-0.0758035
73.4048,-0.0759782
73.4212,-0.076064
73.4369,-0.0761336
73.4538,-0.076221
73.4701,-0.0763741
73.4861,-0.0765191
73.5032,-0.0767169
73.5192,-0.076975
73.5356,-0.0773183
73.5525,-0.0776976
73.5687,-0.0780153
73.5855,-0.078221
73.6021,-0.0783732
73.6185,-0.0784769
73.6357,-0.0785686
73.6514,-0.0786702
73.668,-0.078749
73.6842,-0.07889
73.7012,-0.0790351
73.7185,-0.0791792
73.7341,-0.0793275
73.7511,-0.0794998
73.7672,-0.0796881
73.7832,-0.0798465
73.801,-0.0799799
73.8165,-0.0801478
73.8333,-0.0803336
73.8497,-0.0804169
73.8662,-0.0805054
73.8823,-0.0805921
73.8991,-0.0806979
73.9161,-0.0808062
73.9313,-0.0809345
73.9491,-0.0810788
73.965,-0.0812091
73.9825,-0.0813342
73.9976,-0.0814575
74.0157,-0.0815724
74.0319,-0.0816606
74.0476,-0.081762
74.065,-0.0818685
74.0809,-0.0819523
74.097,-0.0820071
74.1132,-0.082078
74.131,-0.0822091
74.1475,-0.0823111
74.1633,-0.0824027
74.1801,-0.0824998
74.1974,-0.0825721
74.2136,-0.0826573
74.2297,-0.0827283
74.2468,-0.0827885
74.2636,-0.0828354
74.28,-0.0828802
74.2967,-0.0829144
74.313,-0.082968
74.3294,-0.0830428
74.3458,-0.0831289
74.3629,-0.0832361
74.3785,-0.083323
74.3948,-0.083451
74.412,-0.083525
74.4287,-0.0836081
74.4455,-0.0836813
74.4616,-0.0837587
74.4785,-0.0838515
74.4946,-0.0839214
74.5114,-0.0839945
74.5279,-0.084042
74.5441,-0.0840933
74.5614,-0.0841441
74.5776,-0.0842114
74.5947,-0.0842515
74.6106,-0.0842885
74.6272,-0.0843333
74.6435,-0.0843775
74.6606,-0.0844545
74.6769,-0.0845045
74.6945,-0.0845534
74.7098,-0.0846043
74.7267,-0.0846797
74.7439,-0.0847512
74.7597,-0.0848116
74.7772,-0.0848661
74.7934,-0.0849131
74.811,-0.0849524
74.8263,-0.0849746
74.8438,-0.0850016
74.8605,-0.0850296
74.8765,-0.0850557
74.8923,-0.0850796
74.9092,-0.0851199
74.9269,-0.0851588
74.9432,-0.0851903
74.9593,-0.0852155
74.9758,-0.0852454
74.9927,-0.085281
75.009,-0.0853044
75.0257,-0.0853422
75.0414,-0.0853884
75.0593,-0.0854263
75.0766,-0.0854558
75.0921,-0.0854973
75.1086,-0.0855375
75.1256,-0.085564
75.1418,-0.0855823
75.1589,-0.0856024
75.1758,-0.0856265
75.1921,-0.0856497
75.2079,-0.0856709
75.2248,-0.0856912
75.2422,-0.0857109
75.2587,-0.0857326
75.2754,-0.0857548
75.2917,-0.0857767
75.3078,-0.085797
75.3241,-0.0858447
75.3412,-0.0858636
75.3579,-0.0858845
75.3744,-0.0859059
75.3906,-0.0859288
75.4077,-0.08595
75.4237,-0.0859733
75.4403,-0.0859962
75.4573,-0.0860196
75.4738,-0.0860483
75.4902,-0.086073
75.5073,-0.0860971
75.5235,-0.0861199
75.5405,-0.0861409
75.5575,-0.0861616
75.5741,-0.0861821
75.59,-0.0862162
75.6067,-0.0862375
75.6224,-0.0862607
75.6401,-0.0862856
75.6562,-0.0863147
75.6732,-0.0863412
75.6907,-0.0863794
75.7066,-0.0864061
75.7236,-0.0864324
75.7399,-0.0864548
75.7563,-0.0864797
75.773,-0.0865048
75.7892,-0.0865286
75.8064,-0.0865479
75.8229,-0.0865691
75.8391,-0.0865909
75.856,-0.0866138
75.8722,-0.0866355
75.8892,-0.0866576
75.9061,-0.0866791
75.9231,-0.0867002
75.9393,-0.0867235
75.9561,-0.0867442
75.9716,-0.0867623
75.9889,-0.0867829
76.006,-0.0868047
76.0218,-0.0868275
76.0378,-0.0868497
76.0555,-0.0868694
76.073,-0.0868883
76.0895,-0.086909
76.1055,-0.0869277
76.1216,-0.0869476
76.1384,-0.0869661
76.154,-0.086985
76.1716,-0.0870059
76.1877,-0.087027
76.2045,-0.0870486
