Temperaturee (°C),Heat flow (W/g)
70.0107,0.0149179
70.0108,0.0149214
70.0108,0.0149237
70.0114,0.0149277
70.0114,0.0149307
70.0103,0.0149331
70.0108,0.0149369
70.0106,0.0149394
70.0105,0.0149432
70.0109,0.0149456
70.0108,0.0149449
70.0117,0.0149458
70.0109,0.0149461
70.0112,0.0149439
70.0121,0.0149424
70.0118,0.0149405
70.0128,0.0149403
70.0124,0.0149407
70.014,0.0149417
70.0146,0.0149458
70.0156,0.01495
70.0155,0.0149568
70.017,0.0149641
70.0173,0.014986
70.018,0.0150149
70.0204,0.0150534
70.0222,0.0151119
70.0234,0.0152443
70.025,0.0155502
70.0276,0.0161203
70.0296,0.0171987
70.031,0.0187123
70.0339,0.0204701
70.0363,0.0222999
70.0396,0.0245189
70.0418,0.0263757
70.0452,0.0282848
70.0493,0.0301552
70.053,0.0316391
70.0566,0.0332665
70.0611,0.0349672
70.0652,0.0365723
70.07,0.0383746
70.0754,0.0398507
70.0797,0.0414227
70.0851,0.0432021
70.0908,0.0447201
70.0965,0.0462291
70.1028,0.0481374
70.1088,0.0494153
70.1149,0.0510345
70.122,0.0531352
70.1295,0.0545871
70.1349,0.0561464
70.1429,0.0572937
70.1507,0.0586421
70.1581,0.0597746
70.1662,0.0606863
70.1741,0.061951
70.183,0.0634333
70.1909,0.0644192
70.2,0.0651137
70.2091,0.0659653
70.2177,0.0668476
70.2262,0.0675275
70.2362,0.06815
70.2458,0.0687571
70.2554,0.0692161
70.2652,0.06958
70.2753,0.0702639
70.2852,0.0707194
70.2958,0.0708591
70.306,0.0711766
70.3156,0.0711508
70.3269,0.0708971
70.3385,0.0708699
70.3486,0.0705502
70.3593,0.0703832
70.3712,0.0699969
70.3821,0.0696075
70.3938,0.0694796
70.4055,0.0691825
70.4166,0.0687652
70.4286,0.0673548
70.4394,0.0668169
70.4518,0.0664988
70.464,0.0659182
70.476,0.0653897
70.4879,0.0647941
70.4998,0.0643008
70.5123,0.0639068
70.5252,0.0634222
70.5367,0.0627731
70.5497,0.0618616
70.5613,0.0609168
70.5745,0.0600997
70.587,0.0591469
70.5999,0.0580581
70.6129,0.0566642
70.6252,0.0554704
70.6379,0.0542737
70.6514,0.0526434
70.6643,0.0509752
70.6775,0.0495393
70.6901,0.0479846
70.703,0.0463757
70.717,0.0452743
70.7294,0.0435678
70.7429,0.0421063
70.7564,0.040696
70.7703,0.0395981
70.7828,0.0383294
70.7965,0.0368997
70.8107,0.0357566
70.8238,0.0345731
70.8373,0.0336665
70.8508,0.0322609
70.8649,0.0312765
70.8793,0.0297854
70.8919,0.0283415
70.9062,0.0271453
70.9198,0.0259841
70.9342,0.024673
70.9477,0.0233372
70.9627,0.0218459
70.976,0.0207524
70.9907,0.0197056
71.0037,0.0187007
71.019,0.0175808
71.0326,0.0168031
71.0477,0.0154069
71.0623,0.0143814
71.0762,0.0134909
71.0898,0.0121005
71.1045,0.0109456
71.1193,0.00992039
71.1341,0.00887782
71.1476,0.00801322
71.1624,0.00701981
71.177,0.00600172
71.1912,0.005228
71.2065,0.0044706
71.22,0.00303688
71.2353,0.00187994
71.2503,0.000583023
71.2649,-0.000955633
71.2787,-0.0021111
71.2946,-0.00325352
71.3092,-0.00390981
71.3248,-0.00503822
71.3398,-0.00598113
71.3546,-0.00674619
71.3691,-0.00729995
71.3845,-0.00832411
71.3997,-0.00903404
71.4148,-0.0100396
71.4301,-0.0110001
71.4453,-0.0122592
71.46,-0.0130765
71.4746,-0.0142897
71.4904,-0.0151554
71.5053,-0.0162757
71.521,-0.0171422
71.5355,-0.0179
71.5514,-0.0188404
71.5662,-0.0194256
71.5819,-0.0202482
71.597,-0.0210324
71.6133,-0.0218785
71.6282,-0.0225391
71.6437,-0.0231188
71.6595,-0.02419
71.6751,-0.0252807
71.6903,-0.0259141
71.7059,-0.0266944
71.7209,-0.0278086
71.7373,-0.0285611
71.7527,-0.0294675
71.7673,-0.0300978
71.784,-0.0307498
71.8001,-0.0314729
71.8148,-0.0323974
71.8307,-0.0330824
71.8459,-0.0339413
71.8614,-0.0347485
71.8774,-0.0357476
71.8935,-0.0366513
71.9089,-0.0373516
71.9248,-0.0379217
71.9409,-0.0383771
71.9574,-0.0388851
71.9734,-0.0395592
71.989,-0.040323
72.0045,-0.0409166
72.0205,-0.0413437
72.0363,-0.0420947
72.0519,-0.0428175
72.067,-0.0435913
72.0838,-0.0443046
72.0988,-0.0449879
72.1157,-0.0458111
72.1315,-0.0464796
72.1473,-0.0471889
72.1632,-0.047818
72.1791,-0.0480076
72.1956,-0.0486825
72.2108,-0.0494669
