Wavenumber (cm-1),Intensity
1828.19,-7.71E-04
1829.15,-6.55E-04
1830.12,-5.61E-04
1831.08,-5.44E-04
1832.04,-6.19E-04
1833.01,-7.55E-04
1833.97,-9.01E-04
1834.94,-0.0010123
1835.9,-0.00105838
1836.86,-0.001034
1837.83,-9.64E-04
1838.79,-8.87E-04
1839.76,-8.26E-04
1840.72,-7.74E-04
1841.69,-7.02E-04
1842.65,-5.79E-04
1843.61,-4.01E-04
1844.58,-2.21E-04
1845.54,-1.25E-04
1846.51,-1.50E-04
1847.47,-2.62E-04
1848.44,-4.05E-04
1849.4,-5.37E-04
1850.36,-6.38E-04
1851.33,-7.01E-04
1852.29,-7.32E-04
1853.26,-7.45E-04
1854.22,-7.50E-04
1855.19,-7.55E-04
1856.15,-7.57E-04
1857.11,-7.53E-04
1858.08,-7.37E-04
1859.04,-7.12E-04
1860.01,-6.89E-04
1860.97,-6.86E-04
1861.93,-7.11E-04
1862.9,-7.62E-04
1863.86,-8.20E-04
1864.83,-8.56E-04
1865.79,-8.34E-04
1866.76,-7.24E-04
1867.72,-5.27E-04
1868.68,-3.15E-04
1869.65,-1.95E-04
1870.61,-2.11E-04
1871.58,-3.22E-04
1872.54,-4.66E-04
1873.51,-5.96E-04
1874.47,-6.88E-04
1875.43,-7.35E-04
1876.4,-7.45E-04
1877.36,-7.35E-04
1878.33,-7.23E-04
1879.29,-7.15E-04
1880.26,-7.06E-04
1881.22,-6.88E-04
1882.18,-6.63E-04
1883.15,-6.43E-04
1884.11,-6.41E-04
1885.08,-6.60E-04
1886.04,-6.82E-04
1887,-6.77E-04
1887.97,-6.24E-04
1888.93,-5.30E-04
1889.9,-4.31E-04
1890.86,-3.67E-04
1891.83,-3.48E-04
1892.79,-3.52E-04
1893.75,-3.45E-04
1894.72,-3.12E-04
1895.68,-2.68E-04
1896.65,-2.49E-04
1897.61,-2.77E-04
1898.58,-3.41E-04
1899.54,-4.06E-04
1900.5,-4.36E-04
1901.47,-4.16E-04
1902.43,-3.62E-04
1903.4,-3.12E-04
1904.36,-2.94E-04
1905.33,-3.09E-04
1906.29,-3.32E-04
1907.25,-3.26E-04
1908.22,-2.70E-04
1909.18,-1.75E-04
1910.15,-8.42E-05
1911.11,-4.26E-05
1912.08,-6.17E-05
1913.04,-1.15E-04
1914,-1.60E-04
1914.97,-1.56E-04
1915.93,-8.97E-05
1916.9,1.77E-05
1917.86,1.16E-04
1918.82,1.59E-04
1919.79,1.45E-04
1920.75,1.12E-04
1921.72,1.09E-04
1922.68,1.56E-04
1923.65,2.33E-04
1924.61,2.92E-04
1925.57,3.01E-04
1926.54,2.56E-04
1927.5,1.85E-04
1928.47,1.16E-04
1929.43,6.67E-05
1930.4,3.70E-05
1931.36,1.99E-05
1932.32,1.20E-05
1933.29,1.92E-05
1934.25,4.92E-05
1935.22,1.00E-04
1936.18,1.55E-04
1937.15,1.93E-04
1938.11,2.03E-04
1939.07,1.90E-04
1940.04,1.77E-04
1941,1.87E-04
1941.97,2.32E-04
1942.93,2.96E-04
1943.89,3.46E-04
1944.86,3.56E-04
1945.82,3.26E-04
1946.79,2.73E-04
1947.75,2.20E-04
1948.72,1.78E-04
1949.68,1.51E-04
1950.64,1.35E-04
1951.61,1.28E-04
1952.57,1.29E-04
1953.54,1.42E-04
1954.5,1.66E-04
1955.47,1.99E-04
1956.43,2.31E-04
1957.39,2.53E-04
1958.36,2.57E-04
1959.32,2.37E-04
1960.29,1.90E-04
1961.25,1.20E-04
1962.22,4.32E-05
1963.18,-1.83E-05
1964.14,-3.82E-05
1965.11,0
1966.07,8.13E-05
1967.04,1.82E-04
1968,2.52E-04
1968.96,2.57E-04
1969.93,1.92E-04
1970.89,8.41E-05
1971.86,-3.02E-05
1972.82,-1.21E-04
1973.79,-1.72E-04
1974.75,-1.89E-04
1975.71,-1.84E-04
1976.68,-1.75E-04
1977.64,-1.67E-04
1978.61,-1.58E-04
1979.57,-1.39E-04
1980.54,-1.07E-04
1981.5,-6.38E-05
1982.46,-2.26E-05
1983.43,3.52E-06
1984.39,5.94E-06
1985.36,-1.35E-05
1986.32,-4.33E-05
1987.29,-6.69E-05
1988.25,-7.04E-05
1989.21,-4.84E-05
1990.18,-7.52E-06
1991.14,3.44E-05
1992.11,5.52E-05
1993.07,4.10E-05
1994.03,-4.51E-06
1995,-6.33E-05
1995.96,-1.12E-04
1996.93,-1.35E-04
1997.89,-1.28E-04
1998.86,-9.89E-05
1999.82,-6.57E-05
2000.78,-4.29E-05
2001.75,-3.49E-05
2002.71,-3.53E-05
2003.68,-3.36E-05
2004.64,-2.49E-05
2005.61,-1.24E-05
2006.57,-4.80E-06
2007.53,-8.94E-06
2008.5,-2.48E-05
2009.46,-4.64E-05
2010.43,-6.68E-05
2011.39,-8.14E-05
2012.36,-8.82E-05
2013.32,-8.45E-05
2014.28,-6.57E-05
2015.25,-2.86E-05
2016.21,2.14E-05
2017.18,6.81E-05
2018.14,9.05E-05
2019.11,7.72E-05
2020.07,3.56E-05
2021.03,-1.23E-05
2022,-4.23E-05
2022.96,-4.12E-05
2023.93,-1.32E-05
2024.89,2.54E-05
2025.85,5.63E-05
2026.82,7.00E-05
2027.78,6.82E-05
2028.75,5.89E-05
2029.71,4.83E-05
2030.68,3.84E-05
2031.64,2.79E-05
2032.6,1.69E-05
2033.57,7.37E-06
2034.53,1.55E-06
2035.5,-1.14E-06
2036.46,-3.67E-06
2037.43,-8.63E-06
2038.39,-1.47E-05
2039.35,-1.72E-05
2040.32,-1.24E-05
2041.28,-1.83E-06
2042.25,7.80E-06
2043.21,9.08E-06
2044.18,4.26E-07
2045.14,-1.32E-05
2046.1,-2.45E-05
2047.07,-3.12E-05
2048.03,-3.88E-05
2049,-5.76E-05
2049.96,-9.53E-05
2050.92,-1.50E-04
2051.89,-2.10E-04
2052.85,-2.59E-04
2053.82,-2.83E-04
2054.78,-2.76E-04
2055.75,-2.43E-04
2056.71,-1.99E-04
2057.67,-1.61E-04
2058.64,-1.47E-04
2059.6,-1.64E-04
2060.57,-2.06E-04
2061.53,-2.59E-04
2062.5,-3.01E-04
2063.46,-3.17E-04
2064.42,-3.02E-04
2065.39,-2.66E-04
2066.35,-2.26E-04
2067.32,-1.99E-04
2068.28,-1.92E-04
2069.25,-2.06E-04
2070.21,-2.37E-04
2071.17,-2.82E-04
2072.14,-3.36E-04
2073.1,-3.95E-04
2074.07,-4.46E-04
2075.03,-4.77E-04
2075.99,-4.79E-04
2076.96,-4.50E-04
2077.92,-3.99E-04
2078.89,-3.41E-04
2079.85,-2.95E-04
2080.82,-2.70E-04
2081.78,-2.72E-04
2082.74,-2.95E-04
2083.71,-3.29E-04
2084.67,-3.61E-04
2085.64,-3.83E-04
2086.6,-3.85E-04
2087.57,-3.68E-04
2088.53,-3.31E-04
2089.49,-2.83E-04
2090.46,-2.35E-04
2091.42,-1.97E-04
2092.39,-1.81E-04
2093.35,-1.90E-04
2094.32,-2.18E-04
2095.28,-2.56E-04
2096.24,-2.92E-04
2097.21,-3.19E-04
2098.17,-3.38E-04
2099.14,-3.54E-04
2100.1,-3.69E-04
2101.06,-3.86E-04
2102.03,-4.01E-04
2102.99,-4.09E-04
2103.96,-4.09E-04
2104.92,-4.00E-04
2105.89,-3.86E-04
2106.85,-3.70E-04
2107.81,-3.56E-04
2108.78,-3.43E-04
2109.74,-3.32E-04
2110.71,-3.26E-04
2111.67,-3.27E-04
2112.64,-3.39E-04
2113.6,-3.64E-04
2114.56,-3.97E-04
2115.53,-4.25E-04
2116.49,-4.35E-04
2117.46,-4.18E-04
2118.42,-3.77E-04
2119.39,-3.25E-04
2120.35,-2.81E-04
2121.31,-2.57E-04
2122.28,-2.58E-04
2123.24,-2.77E-04
2124.21,-3.08E-04
2125.17,-3.45E-04
2126.13,-3.89E-04
2127.1,-4.37E-04
2128.06,-4.80E-04
2129.03,-5.07E-04
2129.99,-5.03E-04
2130.96,-4.67E-04
2131.92,-4.08E-04
2132.88,-3.46E-04
2133.85,-2.98E-04
2134.81,-2.79E-04
2135.78,-2.89E-04
2136.74,-3.24E-04
2137.71,-3.75E-04
2138.67,-4.29E-04
2139.63,-4.74E-04
2140.6,-4.98E-04
2141.56,-4.92E-04
2142.53,-4.57E-04
2143.49,-4.06E-04
2144.46,-3.62E-04
2145.42,-3.48E-04
2146.38,-3.76E-04
2147.35,-4.43E-04
2148.31,-5.28E-04
2149.28,-6.02E-04
2150.24,-6.40E-04
2151.2,-6.32E-04
2152.17,-5.83E-04
2153.13,-5.09E-04
2154.1,-4.32E-04
2155.06,-3.66E-04
2156.03,-3.24E-04
2156.99,-3.09E-04
2157.95,-3.22E-04
2158.92,-3.55E-04
2159.88,-3.96E-04
2160.85,-4.28E-04
2161.81,-4.38E-04
2162.78,-4.19E-04
2163.74,-3.77E-04
2164.7,-3.24E-04
2165.67,-2.80E-04
2166.63,-2.56E-04
2167.6,-2.62E-04
2168.56,-2.97E-04
2169.53,-3.53E-04
2170.49,-4.18E-04
2171.45,-4.78E-04
2172.42,-5.20E-04
2173.38,-5.36E-04
2174.35,-5.28E-04
2175.31,-5.07E-04
2176.27,-4.82E-04
2177.24,-4.64E-04
2178.2,-4.55E-04
2179.17,-4.47E-04
2180.13,-4.33E-04
2181.1,-4.08E-04
2182.06,-3.74E-04
2183.02,-3.43E-04
2183.99,-3.28E-04
2184.95,-3.40E-04
2185.92,-3.80E-04
2186.88,-4.37E-04
2187.85,-4.95E-04
2188.81,-5.36E-04
2189.77,-5.52E-04
2190.74,-5.41E-04
2191.7,-5.11E-04
2192.67,-4.72E-04
2193.63,-4.35E-04
2194.6,-4.07E-04
2195.56,-3.92E-04
2196.52,-3.90E-04
2197.49,-3.96E-04
2198.45,-4.02E-04
2199.42,-4.00E-04
2200.38,-3.88E-04
2201.35,-3.71E-04
2202.31,-3.58E-04
2203.27,-3.55E-04
2204.24,-3.61E-04
2205.2,-3.68E-04
2206.17,-3.66E-04
2207.13,-3.53E-04
2208.09,-3.33E-04
2209.06,-3.20E-04
2210.02,-3.23E-04
2210.99,-3.46E-04
2211.95,-3.81E-04
2212.92,-4.19E-04
2213.88,-4.51E-04
2214.84,-4.72E-04
2215.81,-4.81E-04
2216.77,-4.79E-04
2217.74,-4.62E-04
2218.7,-4.29E-04
2219.67,-3.81E-04
2220.63,-3.27E-04
2221.59,-2.78E-04
2222.56,-2.46E-04
2223.52,-2.37E-04
2224.49,-2.46E-04
2225.45,-2.61E-04
2226.42,-2.71E-04
2227.38,-2.66E-04
2228.34,-2.49E-04
2229.31,-2.27E-04
2230.27,-2.13E-04
2231.24,-2.13E-04
2232.2,-2.29E-04
2233.16,-2.54E-04
2234.13,-2.77E-04
2235.09,-2.91E-04
2236.06,-2.92E-04
2237.02,-2.84E-04
2237.99,-2.75E-04
2238.95,-2.74E-04
2239.91,-2.86E-04
2240.88,-3.07E-04
2241.84,-3.31E-04
2242.81,-3.43E-04
2243.77,-3.36E-04
2244.74,-3.07E-04
2245.7,-2.61E-04
2246.66,-2.08E-04
2247.63,-1.60E-04
2248.59,-1.24E-04
2249.56,-1.05E-04
2250.52,-1.01E-04
2251.49,-1.04E-04
2252.45,-1.04E-04
2253.41,-9.11E-05
2254.38,-6.20E-05
2255.34,-2.30E-05
2256.31,1.20E-05
2257.27,2.85E-05
2258.23,2.00E-05
2259.2,-7.77E-06
2260.16,-3.83E-05
2261.13,-5.33E-05
2262.09,-4.07E-05
2263.06,0
2264.02,5.69E-05
2264.98,1.21E-04
2265.95,1.84E-04
2266.91,2.39E-04
2267.88,2.85E-04
2268.84,3.20E-04
2269.81,3.38E-04
2270.77,3.38E-04
2271.73,3.19E-04
2272.7,2.88E-04
2273.66,2.57E-04
2274.63,2.38E-04
2275.59,2.39E-04
2276.56,2.56E-04
2277.52,2.80E-04
2278.48,2.99E-04
2279.45,3.01E-04
2280.41,2.84E-04
2281.38,2.52E-04
2282.34,2.16E-04
2283.3,1.88E-04
2284.27,1.81E-04
2285.23,2.09E-04
2286.2,2.78E-04
2287.16,3.89E-04
2288.13,5.30E-04
2289.09,6.84E-04
2290.05,8.30E-04
2291.02,9.56E-04
2291.98,0.00106201
2292.95,0.0011582
2293.91,0.00125694
2294.88,0.0013665
2295.84,0.00148884
2296.8,0.00162118
2297.77,0.00175866
2298.73,0.00189433
2299.7,0.00201808
2300.66,0.00211912
2301.63,0.00219325
2302.59,0.00225221
2303.55,0.002326
2304.52,0.00245404
2305.48,0.00266815
2306.45,0.00297563
2307.41,0.00335133
2308.38,0.00374408
2309.34,0.00409572
2310.3,0.00436594
2311.27,0.00454918
2312.23,0.0046756
2313.2,0.00479683
2314.16,0.00496493
2315.12,0.00521359
2316.09,0.00554582
2317.05,0.00593181
2318.02,0.00631966
2318.98,0.00666202
2319.95,0.00694969
2320.91,0.00722996
2321.87,0.00758234
2322.84,0.0080551
2323.8,0.00860972
2324.77,0.0091272
2325.73,0.00948046
2326.7,0.00962191
2327.66,0.00962053
2328.62,0.00961946
2329.59,0.00974262
2330.55,0.0100247
2331.52,0.0104214
2332.48,0.0108806
2333.45,0.0113939
2334.41,0.0119787
2335.37,0.0126142
2336.34,0.0132022
2337.3,0.0135991
2338.27,0.0137126
2339.23,0.0135884
2340.19,0.0134008
2341.16,0.0133205
2342.12,0.0133392
2343.09,0.0131955
2344.05,0.0125883
2345.02,0.0115359
2345.98,0.0103464
2346.94,0.00929049
2347.91,0.00847781
2348.87,0.00792708
2349.84,0.00764971
2350.8,0.00769615
2351.77,0.00817489
2352.73,0.00923229
2353.69,0.0109475
2354.66,0.013145
2355.62,0.0153512
2356.59,0.0171053
2357.55,0.0182313
2358.52,0.0186842
2359.48,0.0183504
2360.44,0.0172002
2361.41,0.0155772
2362.37,0.0141485
2363.34,0.0135219
2364.3,0.0138742
2365.26,0.0148283
2366.23,0.0156852
2367.19,0.0158645
2368.16,0.0151924
2369.12,0.0138776
2370.09,0.0122958
2371.05,0.0107714
2372.01,0.00946341
2372.98,0.00837405
2373.94,0.00742823
2374.91,0.00655495
2375.87,0.0057288
2376.84,0.00496632
2377.8,0.00429752
2378.76,0.00373617
2379.73,0.00326633
2380.69,0.00284926
2381.66,0.00244307
2382.62,0.00202243
2383.59,0.00158774
2384.55,0.00116104
2385.51,7.73E-04
2386.48,4.50E-04
2387.44,2.05E-04
2388.41,3.95E-05
2389.37,-5.32E-05
2390.33,-8.41E-05
2391.3,-6.75E-05
2392.26,-2.44E-05
2393.23,1.82E-05
2394.19,3.31E-05
2395.16,4.97E-06
2396.12,-6.10E-05
2397.08,-1.39E-04
2398.05,-1.97E-04
2399.01,-2.11E-04
2399.98,-1.78E-04
2400.94,-1.17E-04
2401.91,-5.91E-05
2402.87,-2.86E-05
2403.83,-3.43E-05
2404.8,-6.74E-05
2405.76,-1.09E-04
2406.73,-1.38E-04
2407.69,-1.45E-04
2408.66,-1.32E-04
2409.62,-1.09E-04
2410.58,-8.96E-05
2411.55,-8.34E-05
2412.51,-8.83E-05
2413.48,-9.32E-05
2414.44,-8.53E-05
2415.4,-5.96E-05
2416.37,-2.46E-05
2417.33,-9.77E-07
2418.3,-1.03E-05
2419.26,-6.23E-05
2420.23,-1.47E-04
2421.19,-2.36E-04
2422.15,-2.98E-04
2423.12,-3.14E-04
2424.08,-2.84E-04
2425.05,-2.31E-04
2426.01,-1.83E-04
2426.98,-1.60E-04
2427.94,-1.67E-04
2428.9,-1.93E-04
2429.87,-2.20E-04
2430.83,-2.35E-04
2431.8,-2.35E-04
2432.76,-2.22E-04
2433.73,-2.01E-04
2434.69,-1.71E-04
2435.65,-1.27E-04
2436.62,-6.90E-05
2437.58,-1.04E-06
2438.55,6.36E-05
2439.51,1.09E-04
2440.47,1.22E-04
2441.44,9.91E-05
2442.4,4.70E-05
2443.37,-2.05E-05
2444.33,-8.73E-05
2445.3,-1.39E-04
2446.26,-1.67E-04
2447.22,-1.68E-04
2448.19,-1.45E-04
2449.15,-1.08E-04
2450.12,-7.30E-05
2451.08,-5.46E-05
2452.05,-6.27E-05
2453.01,-9.56E-05
2453.97,-1.40E-04
2454.94,-1.75E-04
2455.9,-1.86E-04
2456.87,-1.71E-04
2457.83,-1.41E-04
2458.8,-1.18E-04
2459.76,-1.16E-04
2460.72,-1.35E-04
2461.69,-1.64E-04
2462.65,-1.85E-04
2463.62,-1.87E-04
2464.58,-1.77E-04
2465.54,-1.68E-04
2466.51,-1.74E-04
2467.47,-1.97E-04
2468.44,-2.28E-04
2469.4,-2.49E-04
2470.37,-2.48E-04
2471.33,-2.28E-04
2472.29,-2.00E-04
2473.26,-1.81E-04
2474.22,-1.77E-04
2475.19,-1.84E-04
2476.15,-1.91E-04
2477.12,-1.87E-04
2478.08,-1.69E-04
2479.04,-1.43E-04
2480.01,-1.18E-04
2480.97,-1.01E-04
2481.94,-9.31E-05
2482.9,-9.27E-05
2483.87,-9.80E-05
2484.83,-1.09E-04
2485.79,-1.26E-04
2486.76,-1.47E-04
2487.72,-1.68E-04
2488.69,-1.85E-04
2489.65,-1.95E-04
2490.62,-2.01E-04
2491.58,-2.04E-04
2492.54,-2.07E-04
2493.51,-2.09E-04
2494.47,-2.13E-04
2495.44,-2.21E-04
2496.4,-2.37E-04
2497.36,-2.63E-04
2498.33,-2.95E-04
2499.29,-3.21E-04
2500.26,-3.34E-04
2501.22,-3.27E-04
2502.19,-3.03E-04
2503.15,-2.71E-04
2504.11,-2.34E-04
2505.08,-1.98E-04
2506.04,-1.63E-04
2507.01,-1.34E-04
2507.97,-1.19E-04
2508.94,-1.27E-04
2509.9,-1.60E-04
2510.86,-2.12E-04
2511.83,-2.69E-04
2512.79,-3.13E-04
2513.76,-3.33E-04
2514.72,-3.25E-04
2515.69,-2.93E-04
2516.65,-2.48E-04
2517.61,-2.01E-04
2518.58,-1.62E-04
2519.54,-1.38E-04
2520.51,-1.32E-04
2521.47,-1.44E-04
2522.43,-1.72E-04
2523.4,-2.13E-04
2524.36,-2.61E-04
2525.33,-3.11E-04
2526.29,-3.54E-04
2527.26,-3.83E-04
2528.22,-3.91E-04
2529.18,-3.75E-04
2530.15,-3.37E-04
2531.11,-2.84E-04
2532.08,-2.28E-04
2533.04,-1.82E-04
2534.01,-1.54E-04
2534.97,-1.49E-04
2535.93,-1.59E-04
2536.9,-1.75E-04
2537.86,-1.86E-04
2538.83,-1.92E-04
2539.79,-2.00E-04
2540.76,-2.20E-04
2541.72,-2.60E-04
2542.68,-3.13E-04
2543.65,-3.57E-04
2544.61,-3.69E-04
2545.58,-3.34E-04
2546.54,-2.62E-04
2547.5,-1.80E-04
2548.47,-1.25E-04
2549.43,-1.21E-04
2550.4,-1.68E-04
2551.36,-2.44E-04
2552.33,-3.16E-04
2553.29,-3.59E-04
2554.25,-3.66E-04
2555.22,-3.49E-04
2556.18,-3.24E-04
2557.15,-3.02E-04
2558.11,-2.86E-04
2559.08,-2.67E-04
2560.04,-2.41E-04
2561,-2.10E-04
2561.97,-1.86E-04
2562.93,-1.77E-04
2563.9,-1.89E-04
2564.86,-2.16E-04
2565.83,-2.48E-04
2566.79,-2.79E-04
2567.75,-3.10E-04
2568.72,-3.47E-04
2569.68,-3.90E-04
2570.65,-4.33E-04
2571.61,-4.62E-04
2572.58,-4.61E-04
2573.54,-4.25E-04
2574.5,-3.58E-04
2575.47,-2.73E-04
2576.43,-1.86E-04
2577.4,-1.10E-04
2578.36,-5.23E-05
2579.32,-2.06E-05
2580.29,-1.91E-05
2581.25,-4.79E-05
2582.22,-1.01E-04
2583.18,-1.64E-04
2584.15,-2.24E-04
2585.11,-2.70E-04
2586.07,-3.03E-04
2587.04,-3.28E-04
2588,-3.52E-04
2588.97,-3.72E-04
2589.93,-3.78E-04
2590.9,-3.55E-04
2591.86,-2.99E-04
2592.82,-2.19E-04
2593.79,-1.36E-04
2594.75,-7.32E-05
2595.72,-4.45E-05
2596.68,-4.72E-05
2597.65,-6.75E-05
2598.61,-9.01E-05
2599.57,-1.07E-04
2600.54,-1.20E-04
2601.5,-1.33E-04
2602.47,-1.48E-04
2603.43,-1.63E-04
2604.39,-1.70E-04
2605.36,-1.66E-04
2606.32,-1.47E-04
2607.29,-1.15E-04
2608.25,-7.27E-05
2609.22,-2.95E-05
2610.18,6.10E-07
2611.14,0
2612.11,-4.48E-05
2613.07,-1.32E-04
2614.04,-2.41E-04
2615,-3.39E-04
2615.97,-3.95E-04
2616.93,-3.96E-04
2617.89,-3.49E-04
2618.86,-2.78E-04
2619.82,-2.12E-04
2620.79,-1.69E-04
2621.75,-1.57E-04
2622.72,-1.73E-04
2623.68,-2.07E-04
2624.64,-2.47E-04
2625.61,-2.81E-04
2626.57,-2.97E-04
2627.54,-2.92E-04
2628.5,-2.72E-04
2629.46,-2.50E-04
2630.43,-2.41E-04
2631.39,-2.55E-04
2632.36,-2.89E-04
2633.32,-3.36E-04
2634.29,-3.85E-04
2635.25,-4.25E-04
2636.21,-4.50E-04
2637.18,-4.59E-04
2638.14,-4.55E-04
2639.11,-4.45E-04
2640.07,-4.41E-04
2641.04,-4.56E-04
2642,-4.90E-04
2642.96,-5.35E-04
2643.93,-5.69E-04
2644.89,-5.71E-04
2645.86,-5.33E-04
2646.82,-4.66E-04
2647.79,-3.96E-04
2648.75,-3.48E-04
2649.71,-3.37E-04
2650.68,-3.58E-04
2651.64,-3.94E-04
2652.61,-4.22E-04
2653.57,-4.29E-04
2654.53,-4.15E-04
2655.5,-3.91E-04
2656.46,-3.73E-04
2657.43,-3.77E-04
2658.39,-4.05E-04
2659.36,-4.54E-04
2660.32,-5.13E-04
2661.28,-5.71E-04
2662.25,-6.18E-04
2663.21,-6.49E-04
2664.18,-6.62E-04
2665.14,-6.58E-04
2666.11,-6.40E-04
2667.07,-6.10E-04
2668.03,-5.70E-04
2669,-5.19E-04
2669.96,-4.58E-04
2670.93,-3.93E-04
2671.89,-3.40E-04
2672.86,-3.17E-04
2673.82,-3.40E-04
2674.78,-4.07E-04
2675.75,-4.97E-04
2676.71,-5.75E-04
2677.68,-6.09E-04
2678.64,-5.86E-04
2679.6,-5.17E-04
2680.57,-4.34E-04
2681.53,-3.66E-04
2682.5,-3.31E-04
2683.46,-3.29E-04
2684.43,-3.46E-04
2685.39,-3.69E-04
2686.35,-3.90E-04
2687.32,-4.07E-04
2688.28,-4.15E-04
2689.25,-4.09E-04
2690.21,-3.84E-04
2691.18,-3.43E-04
2692.14,-3.03E-04
2693.1,-2.89E-04
2694.07,-3.18E-04
2695.03,-3.92E-04
2696,-4.90E-04
2696.96,-5.78E-04
2697.93,-6.26E-04
2698.89,-6.24E-04
2699.85,-5.82E-04
2700.82,-5.28E-04
2701.78,-4.89E-04
2702.75,-4.77E-04
2703.71,-4.89E-04
2704.67,-5.13E-04
2705.64,-5.39E-04
2706.6,-5.62E-04
2707.57,-5.84E-04
2708.53,-6.05E-04
2709.5,-6.20E-04
2710.46,-6.22E-04
2711.42,-6.02E-04
2712.39,-5.61E-04
2713.35,-5.06E-04
2714.32,-4.46E-04
2715.28,-3.88E-04
2716.25,-3.36E-04
2717.21,-2.92E-04
2718.17,-2.58E-04
2719.14,-2.41E-04
2720.1,-2.50E-04
2721.07,-2.88E-04
2722.03,-3.49E-04
2723,-4.21E-04
2723.96,-4.90E-04
2724.92,-5.43E-04
2725.89,-5.75E-04
2726.85,-5.84E-04
2727.82,-5.70E-04
2728.78,-5.36E-04
2729.74,-4.87E-04
2730.71,-4.35E-04
2731.67,-3.94E-04
2732.64,-3.77E-04
2733.6,-3.87E-04
2734.57,-4.11E-04
2735.53,-4.28E-04
2736.49,-4.22E-04
2737.46,-3.92E-04
2738.42,-3.55E-04
2739.39,-3.35E-04
2740.35,-3.48E-04
2741.32,-3.89E-04
2742.28,-4.35E-04
2743.24,-4.61E-04
2744.21,-4.56E-04
2745.17,-4.34E-04
2746.14,-4.21E-04
2747.1,-4.38E-04
2748.07,-4.88E-04
2749.03,-5.50E-04
2749.99,-5.99E-04
2750.96,-6.17E-04
2751.92,-6.02E-04
2752.89,-5.69E-04
2753.85,-5.37E-04
2754.81,-5.15E-04
2755.78,-5.04E-04
2756.74,-4.96E-04
2757.71,-4.85E-04
2758.67,-4.67E-04
2759.64,-4.42E-04
2760.6,-4.10E-04
2761.56,-3.72E-04
2762.53,-3.28E-04
2763.49,-2.82E-04
2764.46,-2.42E-04
2765.42,-2.21E-04
2766.39,-2.23E-04
2767.35,-2.44E-04
2768.31,-2.72E-04
2769.28,-2.93E-04
2770.24,-3.00E-04
2771.21,-2.97E-04
2772.17,-2.98E-04
2773.14,-3.15E-04
2774.1,-3.52E-04
2775.06,-3.98E-04
2776.03,-4.36E-04
2776.99,-4.51E-04
2777.96,-4.43E-04
2778.92,-4.20E-04
2779.89,-3.97E-04
2780.85,-3.80E-04
2781.81,-3.70E-04
2782.78,-3.60E-04
2783.74,-3.46E-04
2784.71,-3.31E-04
2785.67,-3.20E-04
2786.63,-3.16E-04
2787.6,-3.19E-04
2788.56,-3.23E-04
2789.53,-3.21E-04
2790.49,-3.10E-04
2791.46,-2.90E-04
2792.42,-2.71E-04
2793.38,-2.59E-04
2794.35,-2.64E-04
2795.31,-2.87E-04
2796.28,-3.26E-04
2797.24,-3.69E-04
2798.21,-4.03E-04
2799.17,-4.14E-04
2800.13,-3.97E-04
2801.1,-3.55E-04
2802.06,-3.00E-04
2803.03,-2.49E-04
2803.99,-2.14E-04
2804.96,-2.04E-04
2805.92,-2.18E-04
2806.88,-2.48E-04
2807.85,-2.77E-04
2808.81,-2.93E-04
2809.78,-2.88E-04
2810.74,-2.67E-04
2811.7,-2.46E-04
2812.67,-2.38E-04
2813.63,-2.47E-04
2814.6,-2.64E-04
2815.56,-2.74E-04
2816.53,-2.65E-04
2817.49,-2.36E-04
2818.45,-2.01E-04
2819.42,-1.73E-04
2820.38,-1.65E-04
2821.35,-1.76E-04
2822.31,-1.98E-04
2823.28,-2.22E-04
2824.24,-2.43E-04
2825.2,-2.59E-04
2826.17,-2.72E-04
2827.13,-2.83E-04
2828.1,-2.90E-04
2829.06,-2.89E-04
2830.03,-2.80E-04
2830.99,-2.63E-04
2831.95,-2.42E-04
2832.92,-2.25E-04
2833.88,-2.17E-04
2834.85,-2.20E-04
2835.81,-2.33E-04
2836.77,-2.50E-04
2837.74,-2.61E-04
2838.7,-2.56E-04
2839.67,-2.25E-04
2840.63,-1.63E-04
2841.6,-7.65E-05
2842.56,1.90E-05
2843.52,1.01E-04
2844.49,1.48E-04
2845.45,1.55E-04
2846.42,1.28E-04
2847.38,9.28E-05
2848.35,7.27E-05
2849.31,8.33E-05
2850.27,1.22E-04
2851.24,1.73E-04
2852.2,2.16E-04
2853.17,2.37E-04
2854.13,2.37E-04
2855.1,2.28E-04
2856.06,2.27E-04
2857.02,2.44E-04
2857.99,2.78E-04
2858.95,3.17E-04
2859.92,3.45E-04
2860.88,3.50E-04
2861.85,3.32E-04
2862.81,3.04E-04
2863.77,2.80E-04
2864.74,2.68E-04
2865.7,2.63E-04
2866.67,2.52E-04
2867.63,2.22E-04
2868.59,1.72E-04
2869.56,1.15E-04
2870.52,6.94E-05
2871.49,4.60E-05
2872.45,4.39E-05
2873.42,4.99E-05
2874.38,4.83E-05
2875.34,2.97E-05
2876.31,-4.35E-06
2877.27,-4.51E-05
2878.24,-8.25E-05
2879.2,-1.09E-04
2880.17,-1.20E-04
2881.13,-1.11E-04
2882.09,-7.86E-05
2883.06,-2.39E-05
2884.02,4.37E-05
2884.99,1.05E-04
2885.95,1.39E-04
2886.92,1.33E-04
2887.88,9.09E-05
2888.84,3.45E-05
2889.81,-8.17E-06
2890.77,-1.88E-05
2891.74,1.54E-06
2892.7,3.50E-05
2893.66,5.99E-05
2894.63,6.51E-05
