Point,Distance (µm),Br L series
1,0,27818.2
2,0.00271984529852551,28627.41
3,0.005439690597051,29402.23
4,0.00815953589557651,27435.09
5,0.010879381194102,29377.48
6,0.0135992264926275,30009.88
7,0.016319071791153,26725.57
8,0.0190389170896785,31007.63
9,0.021758762388204,28453.54
10,0.0244786076867295,28558.46
11,0.027198452985255,26701.77
12,0.0299182982837805,23744.97
13,0.032638143582306,27604.71
14,0.0353579888808315,25381.02
15,0.038077834179357,26326.6
16,0.0407976794778825,30529.75
17,0.043517524776408,26706.47
18,0.0462373700749335,27452.35
19,0.048957215373459,27704.2
20,0.0516770606719845,30710.97
21,0.05439690597051,28197.62
22,0.0571167512690355,24811.13
23,0.059836596567561,26067.74
24,0.0625564418660866,26121.71
25,0.065276287164612,27528.7
26,0.0679961324631375,24626.38
27,0.070715977761663,28303.22
28,0.0734358230601886,26689.21
29,0.076155668358714,25239.61
30,0.0788755136572395,26773.15
31,0.0815953589557651,27815.26
32,0.0843152042542906,25718.96
33,0.087035049552816,25824.12
34,0.0897548948513415,25384.79
35,0.0924747401498671,25310.68
36,0.0951945854483925,26149.56
37,0.097914430746918,26061.75
38,0.100634276045444,30381.78
39,0.103354121343969,26798.57
40,0.106073966642495,26620.95
41,0.10879381194102,27707.81
42,0.111513657239546,28583.14
43,0.114233502538071,26197.73
44,0.116953347836597,26867.1
45,0.119673193135122,29549.84
46,0.122393038433648,29451.82
47,0.125112883732173,24109.28
48,0.127832729030699,26933.65
49,0.130552574329224,27315.31
50,0.13327241962775,28315.18
51,0.135992264926275,26894.83
52,0.138712110224801,27063.52
53,0.141431955523326,24272.1
54,0.144151800821852,24597.5
55,0.146871646120377,26031.68
56,0.149591491418903,25626.57
57,0.152311336717428,29644.92
58,0.155031182015954,26740.21
59,0.157751027314479,28431.48
60,0.160470872613005,26493.97
61,0.16319071791153,26612.83
62,0.165910563210056,27844.56
63,0.168630408508581,24769.66
64,0.171350253807107,23703.16
65,0.174070099105632,28432.96
66,0.176789944404158,27592.53
67,0.179509789702683,28445.42
68,0.182229635001209,26269.56
69,0.184949480299734,27992.05
70,0.18766932559826,27731.62
71,0.190389170896785,26376.69
72,0.193109016195311,22954.81
73,0.195828861493836,27216.42
74,0.198548706792362,26079.29
75,0.201268552090887,29800.34
76,0.203988397389413,26363.32
77,0.206708242687938,25553.32
78,0.209428087986464,28420.1
79,0.212147933284989,26857.36
80,0.214867778583515,25799.99
81,0.21758762388204,27309.11
82,0.220307469180566,27895.11
83,0.223027314479091,30204.39
84,0.225747159777617,21733.66
85,0.228467005076142,24626.91
86,0.231186850374668,23266.15
87,0.233906695673193,23924.67
88,0.236626540971719,26520.82
89,0.239346386270244,23972.1
90,0.24206623156877,25965.08
91,0.244786076867295,25994.5
92,0.247505922165821,28211.31
93,0.250225767464346,28135.38
94,0.252945612762872,21839.76
95,0.255665458061397,27795.73
96,0.258385303359923,26733.36
97,0.261105148658448,24803.88
98,0.263824993956974,23817.36
99,0.266544839255499,24859.71
100,0.269264684554025,27016.07
101,0.27198452985255,26399.04
102,0.274704375151076,24901.43
103,0.277424220449601,27560.85
104,0.280144065748127,25324.91
105,0.282863911046652,26838.63
106,0.285583756345178,27003.88
107,0.288303601643703,27620.69
108,0.291023446942229,31047.32
109,0.293743292240754,24639.45
110,0.29646313753928,23977.54
111,0.299182982837805,24682.55
112,0.301902828136331,27646.56
113,0.304622673434856,27029.66
114,0.307342518733382,26287.07
115,0.310062364031907,25008.17
116,0.312782209330433,26358.11
117,0.315502054628958,25719.93
118,0.318221899927484,28220.42
119,0.320941745226009,26106.27
120,0.323661590524535,27564.74
121,0.32638143582306,27463.88
122,0.329101281121586,26006.34
123,0.331821126420111,23870.26
124,0.334540971718637,26947.66
125,0.337260817017162,27597.23
126,0.339980662315688,26896.57
127,0.342700507614213,25317.58
128,0.345420352912739,24359.78
129,0.348140198211264,26212.19
130,0.35086004350979,28320.12
131,0.353579888808315,24406.13
132,0.356299734106841,23152.69
133,0.359019579405366,24214.55
134,0.361739424703892,29468.17
135,0.364459270002417,25051.64
136,0.367179115300943,23857.8
137,0.369898960599468,24903.29
138,0.372618805897994,26263.87
139,0.375338651196519,26586.13
140,0.378058496495045,26386.01
141,0.38077834179357,23777.78
142,0.383498187092096,27795.02
143,0.386218032390621,19986.4
144,0.388937877689147,26558.28
145,0.391657722987672,26208.44
146,0.394377568286198,29929.24
147,0.397097413584723,26214.52
148,0.399817258883249,27554.46
149,0.402537104181774,27330.87
150,0.4052569494803,26390.59
151,0.407976794778825,25146.16
152,0.410696640077351,25781.77
153,0.413416485375876,25161.93
154,0.416136330674402,25112.88
155,0.418856175972927,24609.93
156,0.421576021271453,22482.24
157,0.424295866569978,27091.77
158,0.427015711868504,19607.03
159,0.429735557167029,28520.52
160,0.432455402465555,27151.36
161,0.43517524776408,23919.26
162,0.437895093062606,23488.18
163,0.440614938361131,22778.62
164,0.443334783659657,25090.54
165,0.446054628958182,23850.74
166,0.448774474256708,27614.08
167,0.451494319555233,24546.19
168,0.454214164853759,27872.13
169,0.456934010152284,25291.36
170,0.45965385545081,23702.23
171,0.462373700749335,27742.67
172,0.465093546047861,27397.35
173,0.467813391346386,21907.46
174,0.470533236644912,22988.97
175,0.473253081943437,23495.61
176,0.475972927241963,25805.36
177,0.478692772540488,25072.84
178,0.481412617839014,24945.63
179,0.484132463137539,25875.69
180,0.486852308436065,23278.93
181,0.48957215373459,25044.87
182,0.492291999033116,25866.92
183,0.495011844331641,27875.75
184,0.497731689630167,24077.82
185,0.500451534928692,26953.16
186,0.503171380227218,24354.64
187,0.505891225525743,23841.32
188,0.508611070824269,25164.89
189,0.511330916122794,22134.99
190,0.51405076142132,26730.39
191,0.516770606719845,24765.04
192,0.519490452018371,27368.45
193,0.522210297316896,24908.13
194,0.524930142615422,24959.88
195,0.527649987913947,23655.54
196,0.530369833212473,24562.91
197,0.533089678510998,25884.02
198,0.535809523809524,23382.25
199,0.538529369108049,24951.98
200,0.541249214406575,23853.58
201,0.5439690597051,25855.02
202,0.546688905003626,26232.22
203,0.549408750302151,23946.99
204,0.552128595600677,27337.78
205,0.554848440899202,28817.12
206,0.557568286197728,27862.87
207,0.560288131496253,26973.91
208,0.563007976794779,25716.1
209,0.565727822093304,25917.73
210,0.56844766739183,25912.4
211,0.571167512690355,25940.53
212,0.573887357988881,26617.65
213,0.576607203287406,26715.6
214,0.579327048585932,27599.59
215,0.582046893884457,23934.03
216,0.584766739182983,23518.13
217,0.587486584481508,23603.52
218,0.590206429780034,26878.63
219,0.592926275078559,27396.79
220,0.595646120377085,23949.43
221,0.59836596567561,26652.81
222,0.601085810974136,25489.63
223,0.603805656272661,24517.07
224,0.606525501571187,26541.2
225,0.609245346869712,23061.31
226,0.611965192168238,26199.23
227,0.614685037466763,26333.82
228,0.617404882765289,26372.52
229,0.620124728063814,25124.07
230,0.62284457336234,26457.5
231,0.625564418660865,28716.42
232,0.628284263959391,25934.92
233,0.631004109257916,25371.82
234,0.633723954556442,24199.67
235,0.636443799854967,23594.63
236,0.639163645153493,28622.71
237,0.641883490452018,27724.11
238,0.644603335750544,25982.3
239,0.647323181049069,22845.57
240,0.650043026347595,28467.57
241,0.65276287164612,24562.9
242,0.655482716944646,26679.8
243,0.658202562243171,27476.3
244,0.660922407541697,27676.03
245,0.663642252840222,28427.7
246,0.666362098138748,23677.48
247,0.669081943437273,25463.72
248,0.671801788735799,24930.31
249,0.674521634034324,27158.02
250,0.67724147933285,27133.84
251,0.679961324631375,26013.12
252,0.682681169929901,25050.13
253,0.685401015228426,25392.1
254,0.688120860526952,23355.4
255,0.690840705825477,26761.29
256,0.693560551124003,27004.58
257,0.696280396422528,25332.89
258,0.699000241721054,23606.9
259,0.701720087019579,22558.21
260,0.704439932318105,24272.58
261,0.70715977761663,26410.2
262,0.709879622915156,26570.94
