Point,Distance (µm),Br L series
1,0.0,26193.75
2,0.0113462630085164,26925.18
3,0.0226925260170292,24374.96
4,0.0340387890255457,24972.01
5,0.0453850520340585,26294.47
6,0.0567313150425749,26656.76
7,0.0680775780510877,26439.56
8,0.0794238410596041,25768.74
9,0.0907701040681169,26228.49
10,0.102116367076633,23570.79
11,0.113462630085146,24315.18
12,0.124808893093663,24325.17
13,0.136155156102175,24116.8
14,0.147501419110692,24617.59
15,0.158847682119205,24553.5
16,0.170193945127721,24849.88
17,0.181540208136234,23672.39
18,0.19288647114475,24920.68
19,0.204232734153263,24010.72
20,0.21557899716178,22945.9
21,0.226925260170292,25495.42
22,0.238271523178809,23229.56
23,0.249617786187322,23898.03
24,0.260964049195838,22760.55
25,0.272310312204351,22889.31
26,0.283656575212867,22699.33
27,0.29500283822138,21894.86
28,0.306349101229896,23151.05
29,0.317695364238409,21893.64
30,0.329041627246926,22562.29
31,0.340387890255438,23500.9
32,0.351734153263955,20716.84
33,0.363080416272468,22080.73
34,0.374426679280984,21192.52
35,0.385772942289497,21648.96
36,0.397119205298013,22919.83
37,0.408465468306526,23034.0
38,0.419811731315043,21739.73
39,0.431157994323555,21683.24
40,0.442504257332072,20371.53
41,0.453850520340588,21245.79
42,0.465196783349101,22335.71
43,0.476543046357617,21931.43
44,0.48788930936613,20509.24
45,0.499235572374647,22655.43
46,0.510581835383159,20855.21
47,0.521928098391676,21955.75
48,0.533274361400189,22043.55
49,0.544620624408705,21227.46
50,0.555966887417218,21717.76
51,0.567313150425734,22613.08
52,0.578659413434247,21740.39
53,0.590005676442764,21469.9
54,0.601351939451276,21864.0
55,0.612698202459793,22623.97
56,0.624044465468306,22743.65
57,0.635390728476822,22792.44
58,0.646736991485335,23565.25
59,0.658083254493851,22938.38
60,0.669429517502364,23562.76
61,0.680775780510881,22768.07
62,0.692122043519393,21879.32
63,0.70346830652791,21568.37
64,0.714814569536423,22896.16
65,0.726160832544939,23759.61
66,0.737507095553452,22675.02
67,0.748853358561968,21610.27
68,0.760199621570481,24422.79
69,0.771545884578998,23319.56
70,0.78289214758751,22824.23
71,0.794238410596027,23904.37
