Point,Distance (µm),Br L series
1,0.0,23749.37
2,0.0080223577235769,24071.02
3,0.0160447154471539,24159.32
4,0.0240670731707309,25443.29
5,0.0320894308943078,24526.56
6,0.0401117886178848,24972.44
7,0.0481341463414618,24224.99
8,0.0561565040650424,22728.26
9,0.0641788617886193,23744.95
10,0.0722012195121963,23594.85
11,0.0802235772357732,23975.62
12,0.0882459349593502,24629.46
13,0.0962682926829272,24201.49
14,0.104290650406504,24900.39
15,0.112313008130081,23661.44
16,0.120335365853658,24204.87
17,0.128357723577235,22389.46
18,0.136380081300812,23388.54
19,0.144402439024389,22859.6
20,0.152424796747966,23912.92
21,0.160447154471546,23962.77
22,0.168469512195123,22633.02
23,0.1764918699187,22758.23
24,0.184514227642277,23656.87
25,0.192536585365854,24128.74
26,0.200558943089431,23130.72
27,0.208581300813008,24373.38
28,0.216603658536585,23409.31
29,0.224626016260162,22945.71
30,0.232648373983739,24025.52
31,0.240670731707316,23577.15
32,0.248693089430893,22801.9
33,0.25671544715447,24070.79
34,0.264737804878051,23684.52
35,0.272760162601628,24084.79
36,0.280782520325205,24950.74
37,0.288804878048781,22099.21
38,0.296827235772358,25494.2
39,0.304849593495935,25266.67
40,0.312871951219512,23771.54
41,0.320894308943089,23929.4
42,0.328916666666666,22979.96
43,0.336939024390243,22339.45
44,0.34496138211382,22998.06
45,0.352983739837397,23064.31
46,0.361006097560974,23552.08
47,0.369028455284551,23018.27
48,0.377050813008132,23191.91
49,0.385073170731709,24880.06
50,0.393095528455286,23310.61
51,0.401117886178863,23950.46
52,0.409140243902439,23086.79
53,0.417162601626016,23716.76
54,0.425184959349593,22666.44
55,0.43320731707317,23029.77
56,0.441229674796747,23549.02
57,0.449252032520324,22374.92
58,0.457274390243901,25065.71
59,0.465296747967478,23602.37
60,0.473319105691055,22980.01
61,0.481341463414636,23018.41
62,0.489363821138213,23586.68
63,0.49738617886179,24346.27
64,0.505408536585367,22971.36
65,0.513430894308944,23578.13
66,0.521453252032521,23578.77
67,0.529475609756098,23181.86
68,0.537497967479674,22550.44
69,0.545520325203251,22667.13
70,0.553542682926828,23295.19
71,0.561565040650405,23778.63
72,0.569587398373982,23350.78
73,0.577609756097559,23478.87
74,0.58563211382114,24441.55
75,0.593654471544717,24273.42
76,0.601676829268294,23062.21
77,0.609699186991871,23842.93
78,0.617721544715448,22567.5
79,0.625743902439025,23639.3
80,0.633766260162602,23106.47
81,0.641788617886179,23577.0
82,0.649810975609756,22914.41
83,0.657833333333332,21080.4
84,0.665855691056909,23335.96
85,0.673878048780486,23011.1
86,0.681900406504063,23684.9
87,0.689922764227644,23406.86
88,0.697945121951221,23607.55
89,0.705967479674798,24536.62
90,0.713989837398375,23444.2
91,0.722012195121952,23572.46
92,0.730034552845529,22202.72
93,0.738056910569106,24933.32
94,0.746079268292683,23272.58
95,0.75410162601626,22472.76
96,0.762123983739837,23200.54
97,0.770146341463414,22798.79
98,0.778168699186991,23989.12
99,0.786191056910567,23817.94
100,0.794213414634148,22803.6
101,0.802235772357725,23761.98
102,0.810258130081302,22543.06
103,0.818280487804879,24751.23
104,0.826302845528456,24372.39
105,0.834325203252033,23664.91
106,0.84234756097561,22392.59
107,0.850369918699187,23677.51
108,0.858392276422764,24410.43
109,0.866414634146341,22928.79
110,0.874436991869918,23966.05
111,0.882459349593495,22555.85
112,0.890481707317072,23576.18
113,0.898504065040649,24212.89
114,0.906526422764229,24111.89
115,0.914548780487806,22941.21
116,0.922571138211383,23530.87
117,0.93059349593496,24116.58
118,0.938615853658537,24169.15
119,0.946638211382114,22915.08
120,0.954660569105691,22930.59
121,0.962682926829268,22840.31
122,0.970705284552845,22619.02
123,0.978727642276422,22726.69
124,0.986749999999999,23156.88
125,0.994772357723576,22714.92
126,1.00279471544715,23276.56
127,1.01081707317073,22038.99
128,1.01883943089431,22726.3
129,1.02686178861789,22794.06
130,1.03488414634146,23549.78
131,1.04290650406504,22981.92
132,1.05092886178862,23456.18
133,1.0589512195122,22829.11
134,1.06697357723577,23308.46
135,1.07499593495935,22692.47
136,1.08301829268293,23982.14
137,1.0910406504065,23544.87
138,1.09906300813008,23347.59
139,1.10708536585366,22385.02
140,1.11510772357724,22553.89
141,1.12313008130081,22674.94
142,1.13115243902439,22098.79
143,1.13917479674797,23441.44
144,1.14719715447155,23323.61
145,1.15521951219512,22820.15
146,1.1632418699187,22630.43
147,1.17126422764228,22430.53
148,1.17928658536585,22877.87
149,1.18730894308943,23579.54
150,1.19533130081301,22569.86
151,1.20335365853658,22477.88
152,1.21137601626016,23674.14
153,1.21939837398374,23373.25
154,1.22742073170732,23130.31
155,1.2354430894309,23419.12
156,1.24346544715447,23508.32
157,1.25148780487805,23740.83
158,1.25951016260163,23560.36
159,1.2675325203252,23291.59
160,1.27555487804878,22537.01
161,1.28357723577236,24043.49
162,1.29159959349593,22919.28
163,1.29962195121951,23875.43
164,1.30764430894309,22776.52
165,1.31566666666667,22502.53
166,1.32368902439025,22964.96
167,1.33171138211382,21736.69
168,1.3397337398374,23016.29
169,1.34775609756098,24006.97
170,1.35577845528455,22998.35
171,1.36380081300813,23743.39
172,1.37182317073171,22925.83
173,1.37984552845528,22668.57
174,1.38786788617886,22860.81
