Displacement;Gc (KJ/m²)
mm;KJ/m^2
0.05667;0.03024
0.07367;-7.293E-4
0.09033;-6.959E-4
0.1073;-0.003714
0.124;-0.006215
0.1407;-0.006608
0.1577;-0.004776
0.1743;-0.005468
0.1913;0.007978
0.208;0.01168
0.2247;0.01447
0.2413;0.01679
0.258;0.01896
0.275;0.01596
0.2917;0.01627
0.3083;0.01831
0.325;0.01839
0.3417;0.01575
0.3583;0.01835
0.375;0.02008
0.3917;0.01897
0.4083;0.01883
0.425;0.02334
0.4417;0.02454
0.4583;0.02241
0.475;0.02491
0.4917;0.02922
0.5083;0.02891
0.525;0.02751
0.5417;0.02916
0.5583;0.03166
0.575;0.03309
0.5917;0.03256
0.6083;0.0323
0.625;0.02091
0.6417;-0.004133
0.6583;-0.01579
0.675;-0.01638
0.6917;0.001577
0.7083;0.02217
0.725;0.02341
0.7417;0.0303
0.7583;0.03027
0.775;0.03034
0.792;0.03011
0.8087;0.02964
0.8257;0.02838
0.8423;0.02673
0.859;0.0259
0.8757;0.0252
0.8923;0.02222
0.9093;0.02041
0.9263;0.02076
0.943;0.01917
0.9597;0.01785
0.9763;0.01753
0.993;0.01808
1.01;0.01828
1.026;0.01879
1.043;0.01836
1.06;0.01906
1.076;0.02082
1.093;0.02172
1.11;0.02043
1.127;0.02036
1.144;0.01984
1.16;0.01993
1.177;0.0196
1.194;0.01815
1.21;0.01803
1.227;0.01832
1.244;0.01788
1.261;0.01731
1.277;0.01988
1.294;0.01959
1.311;0.02113
1.328;0.02225
1.345;0.02276
1.362;0.0228
1.379;0.0249
1.395;0.02537
1.412;0.0259
1.429;0.028
1.446;0.02968
1.462;0.02983
1.479;0.03058
1.496;0.03107
1.512;0.02981
1.529;0.02885
1.546;0.02808
1.562;0.02729
1.579;0.02512
1.596;0.02388
1.612;0.0234
1.629;0.02323
1.646;0.02464
1.663;0.02515
1.68;0.0253
1.696;0.02649
1.713;0.02787
1.73;0.02727
1.746;0.02646
1.763;0.02789
1.78;0.02839
1.796;0.02739
1.813;0.02658
1.83;0.02486
1.847;0.02654
1.864;0.02689
1.88;0.0265
1.897;0.02632
1.914;0.0256
1.93;0.02371
1.947;0.026
1.964;0.02957
1.98;0.03166
1.997;0.03457
2.014;0.0372
2.03;0.04036
2.047;0.04278
2.064;0.0445
2.08;0.04533
2.097;0.04794
2.114;0.04798
2.13;0.04674
2.147;0.0461
2.164;0.04616
2.18;0.04601
2.197;0.04607
2.214;0.04505
2.23;0.0441
2.247;0.04392
2.264;0.04416
2.28;0.04489
2.297;0.04417
2.314;0.04477
2.331;0.04412
2.347;0.04388
2.364;0.04555
2.381;0.04584
2.398;0.04774
2.414;0.04835
2.431;0.04973
2.448;0.05083
2.465;0.05163
2.482;0.05279
2.498;0.05184
2.515;0.05241
2.532;0.05144
2.548;0.05255
2.565;0.05358
2.582;0.05417
2.598;0.05504
2.615;0.05666
2.632;0.05538
2.648;0.05726
2.665;0.05888
2.682;0.06065
2.698;0.06
2.715;0.05858
2.732;0.05635
2.748;0.05716
2.765;0.05803
2.782;0.05865
2.798;0.06015
2.815;0.06009
2.832;0.06085
2.848;0.05977
2.865;0.06091
2.882;0.06281
2.899;0.06331
2.916;0.06386
2.932;0.06434
2.95;0.06389
2.966;0.06345
2.983;0.0613
3;0.06114
3.016;0.06196
3.033;0.06175
3.05;0.06299
3.066;0.0628
3.083;0.06451
3.1;0.06503
3.117;0.06548
3.134;0.06555
3.15;0.0656
3.167;0.0641
3.184;0.06434
3.201;0.06626
3.218;0.06785
3.234;0.06889
3.251;0.06904
3.268;0.06977
3.285;0.06982
3.301;0.0692
3.318;0.06964
3.335;0.06768
3.351;0.06641
3.368;0.06446
3.385;0.06468
3.401;0.06554
3.418;0.06575
3.435;0.06698
3.451;0.06584
3.468;0.066
3.485;0.06804
3.501;0.06716
3.518;0.0676
3.535;0.06779
3.552;0.06924
3.568;0.06942
3.585;0.06958
3.602;0.06999
3.619;0.07048
3.636;0.07129
3.652;0.07057
3.669;0.07038
3.686;0.07072
3.703;0.07113
3.719;0.07153
3.736;0.07237
3.753;0.0715
3.769;0.07273
3.786;0.07218
3.803;0.07263
3.82;0.07225
3.836;0.07181
3.853;0.07307
3.87;0.07372
3.887;0.07508
3.903;0.07446
3.92;0.07372
3.937;0.07239
3.954;0.07239
3.971;0.07385
3.987;0.07528
4.004;0.07707
4.021;0.07767
4.038;0.07883
4.054;0.0799
4.071;0.07849
4.088;0.07878
4.105;0.07901
4.121;0.07937
4.138;0.0802
4.155;0.08099
4.171;0.08245
4.188;0.08252
4.205;0.08307
4.221;0.08368
4.238;0.08402
4.255;0.08509
4.271;0.08496
4.288;0.08493
4.305;0.0826
4.321;0.08224
4.338;0.08294
4.355;0.08143
4.371;0.08044
4.388;0.08129
4.405;0.08025
4.421;0.08022
4.438;0.08011
4.455;0.07939
4.472;0.07973
4.489;0.07827
4.505;0.078
4.522;0.07851
4.539;0.07658
4.555;0.07656
4.572;0.07589
4.589;0.07448
4.605;0.07419
4.622;0.07377
