Displacement;Gc (KJ/m²)
10.08;0.6677
10.1;0.6515
10.11;0.6475
10.13;0.6445
10.15;0.6418
10.16;0.6422
10.18;0.6443
10.2;0.6476
10.21;0.6502
10.23;0.6515
10.25;0.6522
10.26;0.6527
10.28;0.635
10.3;0.6177
10.31;0.3343
10.33;0.235
10.35;0.2155
10.36;0.2099
10.38;0.2094
10.4;0.2101
10.41;0.2147
10.43;0.2152
10.45;0.2192
10.46;0.2224
10.48;0.2262
10.5;0.2295
10.51;0.2328
10.53;0.2348
10.55;0.2364
10.56;0.2359
10.58;0.2381
10.6;0.2401
10.61;0.2404
10.63;0.2407
10.65;0.2412
10.67;0.2419
10.68;0.2412
10.7;0.2425
10.72;0.2424
10.73;0.2425
10.75;0.2411
10.77;0.2388
10.78;0.2389
10.8;0.2366
10.82;0.2367
10.83;0.235
10.85;0.2365
10.87;0.236
10.88;0.2357
10.9;0.2368
10.92;0.2391
10.93;0.2397
10.95;0.2298
10.97;0.224
10.98;0.2219
11;0.2213
11.02;0.22
11.03;0.2212
11.05;0.2221
11.07;0.2229
11.08;0.2243
11.1;0.2235
11.12;0.2244
11.13;0.2244
11.15;0.2244
11.17;0.2275
11.18;0.2285
11.2;0.23
11.22;0.2294
11.23;0.2299
11.25;0.2322
11.27;0.2332
11.28;0.2343
11.3;0.2353
11.32;0.2342
11.33;0.2345
11.35;0.2324
11.37;0.2323
11.38;0.2304
11.4;0.2295
11.42;0.2284
11.43;0.228
11.45;0.226
11.47;0.2258
11.48;0.2257
11.5;0.2267
11.52;0.2275
11.53;0.2264
11.55;0.2269
11.57;0.2247
11.58;0.2251
11.6;0.2242
11.62;0.2223
11.63;0.2226
11.65;0.2212
11.67;0.2208
11.68;0.2211
11.7;0.2224
11.72;0.2253
11.74;0.2279
11.75;0.2296
11.77;0.2319
11.79;0.2336
11.8;0.2339
11.82;0.2356
11.84;0.2367
11.85;0.2363
11.87;0.2337
11.89;0.2323
11.9;0.231
11.92;0.2302
11.94;0.2285
11.95;0.2283
11.97;0.228
11.99;0.226
12;0.2246
12.02;0.2238
12.04;0.2236
12.05;0.2223
12.07;0.2208
12.09;0.2182
12.1;0.2182
12.12;0.2181
12.14;0.2191
12.15;0.2211
12.17;0.2225
12.19;0.2247
12.2;0.2268
12.22;0.2288
12.24;0.232
12.25;0.2331
12.27;0.234
12.29;0.2338
12.3;0.235
12.32;0.237
12.34;0.2389
12.35;0.2402
12.37;0.2416
12.39;0.2439
12.4;0.2433
12.42;0.2442
12.44;0.2443
12.45;0.2435
12.47;0.2409
12.49;0.2367
12.5;0.2329
12.52;0.2323
12.54;0.231
12.55;0.2297
12.57;0.229
12.59;0.2295
12.6;0.2288
12.62;0.2287
12.64;0.2301
12.65;0.2315
12.67;0.2324
12.69;0.2337
12.7;0.2335
12.72;0.2343
12.74;0.2365
12.75;0.2371
12.77;0.2385
12.79;0.2391
12.8;0.2406
12.82;0.241
12.84;0.2422
12.85;0.2431
12.87;0.2398
12.89;0.239
12.9;0.2369
12.92;0.2343
12.94;0.2323
12.95;0.2296
12.97;0.2264
12.99;0.2215
13;0.2163
13.02;0.2121
13.04;0.2083
13.05;0.2042
13.07;0.2002
13.09;0.1996
13.1;0.1968
13.12;0.1957
13.14;0.1932
13.15;0.1928
13.17;0.1925
13.19;0.1911
13.21;0.1912
13.22;0.1911
13.24;0.1911
13.26;0.19
13.27;0.1893
13.29;0.1885
13.31;0.1892
13.32;0.1896
13.34;0.1877
13.36;0.1875
13.37;0.185
13.39;0.1847
13.41;0.1822
13.42;0.1835
13.44;0.1835
13.46;0.1843
13.47;0.1854
13.49;0.1877
13.51;0.1896
13.52;0.1906
13.54;0.1883
13.56;0.1887
13.57;0.1905
13.59;0.1915
13.61;0.1936
13.62;0.1941
13.64;0.1959
13.66;0.1967
13.67;0.1972
13.69;0.199
13.71;0.2015
13.72;0.2041
13.74;0.2065
13.76;0.2091
13.77;0.2101
13.79;0.2102
13.81;0.2103
13.82;0.2101
13.84;0.2095
13.86;0.2073
13.87;0.2055
13.89;0.2049
13.91;0.2024
13.92;0.2019
13.94;0.1978
13.96;0.1932
13.97;0.1911
13.99;0.1882
14.01;0.1894
14.02;0.1864
14.04;0.1854
14.06;0.1828
14.07;0.1809
14.09;0.1788
14.11;0.1783
14.12;0.1771
14.14;0.1773
14.16;0.1781
14.17;0.1793
14.19;0.1779
14.21;0.1768
14.22;0.1776
14.24;0.1785
14.26;0.1795
14.28;0.1812
14.29;0.1833
14.31;0.1819
14.33;0.1825
14.34;0.1815
14.36;0.1814
14.38;0.1818
14.39;0.1802
14.41;0.1787
14.43;0.1757
14.44;0.1742
14.46;0.1742
14.48;0.1732
14.49;0.1718
14.51;0.1708
14.53;0.1699
14.54;0.1687
14.56;0.1681
14.58;0.1657
14.59;0.1653
14.61;0.163
14.63;0.1624
14.64;0.1615
14.66;0.1615
14.68;0.1615
14.69;0.1613
14.71;0.163
14.73;0.1633
14.74;0.1624
14.76;0.1611
14.78;0.1573
14.79;0.1535
14.81;0.1526
14.83;0.1512
14.84;0.1496
14.86;0.1483
14.88;0.1463
14.89;0.1446
14.91;0.1419
14.93;0.1387
14.94;0.1349
14.96;0.131
14.98;0.1289
15;0.1285
15.01;0.1286
15.03;0.1282
15.05;0.1288
15.06;0.1284
15.08;0.1299
15.1;0.1315
15.11;0.1314
15.13;0.131
15.15;0.1316
15.16;0.1317
15.18;0.1311
15.2;0.1306
15.21;0.1303
15.23;0.1293
15.25;0.1267
15.26;0.124
15.28;0.1198
15.3;0.1143
15.31;0.1127
15.33;0.1092
15.35;0.1084
15.36;0.1062
15.38;0.1052
15.4;0.1026
15.41;0.1023
15.43;0.1014
15.45;0.1042
15.46;0.1053
15.48;0.106
15.5;0.1084
15.51;0.1089
15.53;0.1106
15.55;0.1136
15.56;0.1141
15.58;0.1167
15.6;0.1173
15.61;0.1185
15.63;0.1179
15.65;0.1182
15.66;0.1187
15.68;0.1187
15.7;0.1178
15.71;0.1178
15.73;0.1182
15.75;0.1178
15.77;0.1164
15.78;0.1132
15.8;0.1085
15.82;0.1037
15.83;0.09967
15.85;0.09681
15.87;0.09526
15.88;0.09447
15.9;0.09535
15.92;0.09549
15.93;0.09581
15.95;0.09489
15.97;0.09716
15.98;0.09898
16;0.101
16.02;0.1024
16.03;0.1053
16.05;0.1055
16.07;0.1057
16.08;0.1063
16.1;0.1056
16.12;0.1073
16.13;0.1096
16.15;0.1095
16.17;0.1104
16.18;0.1105
16.2;0.1097
16.22;0.1097
16.23;0.1108
16.25;0.1105
16.27;0.1115
16.28;0.1119
16.3;0.1124
16.32;0.1128
16.33;0.1142
16.35;0.1131
16.37;0.1111
16.38;0.1103
16.4;0.1089
16.42;0.1066
16.43;0.1049
16.45;0.1023
16.47;0.1004
16.48;0.09818
16.5;0.09751
16.52;0.09743
16.53;0.09783
16.55;0.09997
16.57;0.1009
16.58;0.1016
16.6;0.0998
16.62;0.09964
16.63;0.1004
16.65;0.102
16.67;0.1024
16.68;0.1044
16.7;0.1065
16.72;0.1062
16.73;0.1081
16.75;0.1084
16.77;0.1087
16.79;0.1073
16.8;0.1064
16.82;0.1018
16.84;0.1009
16.85;0.09919
16.87;0.09855
16.89;0.09663
16.9;0.09542
16.92;0.09396
16.94;0.09292
16.95;0.09161
16.97;0.09015
16.99;0.08921
17;0.08819
17.02;0.0867
17.04;0.08653
17.05;0.08607
17.07;0.08689
17.09;0.08807
17.1;0.08918
17.12;0.09048
17.14;0.08967
17.15;0.09055
17.17;0.09107
17.19;0.09299
17.2;0.09533
17.22;0.09599
17.24;0.09757
17.25;0.09716
17.27;0.09818
17.29;0.1003
17.3;0.1002
17.32;0.1017
17.34;0.1027
17.35;0.1016
17.37;0.09675
17.39;0.09809
17.4;0.09799
17.42;0.09697
17.44;0.09749
17.45;0.09603
17.47;0.09452
17.49;0.09338
17.5;0.0909
17.52;0.0889
17.54;0.08811
17.56;0.08541
17.57;0.08482
17.59;0.0847
17.61;0.0821
17.62;0.07844
17.64;0.07614
17.66;0.07644
17.67;0.07802
17.69;0.07886
17.71;0.0794
17.72;0.07997
17.74;0.07819
17.76;0.07824
17.77;0.077
17.79;0.07584
17.81;0.0768
17.82;0.07681
17.84;0.07887
17.86;0.07955
17.87;0.07917
17.89;0.07842
17.91;0.07865
17.92;0.07907
17.94;0.07766
17.96;0.07597
17.97;0.07641
17.99;0.07522
18.01;0.07621
18.02;0.07541
18.04;0.07565
18.06;0.07652
18.07;0.07686
18.09;0.07796
18.11;0.07943
18.12;0.08053
18.14;0.08242
18.16;0.08356
18.17;0.08492
18.19;0.08875
18.21;0.09183
18.22;0.09392
18.24;0.0975
18.26;0.1005
18.27;0.1042
18.29;0.105
18.31;0.1059
18.32;0.1092
18.34;0.1103
18.36;0.1125
18.37;0.1146
18.39;0.1171
18.41;0.1187
18.42;0.1207
18.44;0.1231
18.46;0.1214
18.47;0.1198
18.49;0.116
18.51;0.1128
18.52;0.1118
18.54;0.1106
18.56;0.1103
18.58;0.1101
18.59;0.1093
18.61;0.1083
18.63;0.1086
18.64;0.1076
18.66;0.1059
18.68;0.1034
18.69;0.1041
18.71;0.1037
18.73;0.1047
18.74;0.1054
18.76;0.1061
18.78;0.1078
18.79;0.1096
18.81;0.1108
18.83;0.1106
18.84;0.1125
18.86;0.1122
18.88;0.1116
18.89;0.1127
18.91;0.1126
18.93;0.1143
18.94;0.1134
18.96;0.1141
18.98;0.1151
18.99;0.1154
19.01;0.1154
19.03;0.1168
19.04;0.1175
19.06;0.1205
19.08;0.1224
19.09;0.126
19.11;0.1285
19.13;0.1302
19.14;0.1315
19.16;0.1322
19.18;0.1345
19.19;0.1376
19.21;0.1404
19.23;0.1431
19.24;0.1426
19.26;0.1435
19.28;0.1437
19.29;0.144
19.31;0.1445
19.33;0.1446
19.34;0.1435
19.36;0.1426
19.38;0.1447
19.39;0.1462
19.41;0.148
19.43;0.1485
19.44;0.1511
19.46;0.1528
19.48;0.1543
19.49;0.1559
19.51;0.1581
19.53;0.1598
19.55;0.1587
19.56;0.158
19.58;0.1599
19.6;0.16
19.61;0.1584
19.63;0.1585
19.65;0.158
19.66;0.1551
19.68;0.1544
19.7;0.1547
19.71;0.155
19.73;0.155
19.75;0.1562
19.76;0.1565
19.78;0.1567
19.8;0.1571
19.81;0.1574
19.83;0.1582
19.85;0.1604
19.86;0.162
19.88;0.1627
19.9;0.1648
19.91;0.1685
19.93;0.1701
19.95;0.1736
19.96;0.178
19.98;0.1814
20;0.1844
20.01;0.1882
20.03;0.1922
20.05;0.1933
20.06;0.1954
20.08;0.1955
20.1;0.1962
20.11;0.1971
20.13;0.2
20.15;0.2015
20.16;0.2023
20.18;0.202
20.2;0.2021
20.21;0.2011
20.23;0.1994
20.25;0.1971
20.26;0.1961
20.28;0.1945
20.3;0.1939
20.31;0.1954
20.33;0.1971
20.35;0.1979
20.36;0.1981
20.38;0.1986
20.4;0.1983
20.41;0.1999
20.43;0.2021
20.45;0.2047
20.46;0.2062
20.48;0.2086
20.5;0.209
20.51;0.212
20.53;0.2111
20.55;0.2115
20.56;0.2143
20.58;0.2161
20.6;0.2186
20.61;0.2203
20.63;0.222
20.65;0.2233
20.66;0.2252
20.68;0.224
20.7;0.2248
20.72;0.2257
20.73;0.2249
20.75;0.2259
20.77;0.2261
20.78;0.2252
20.8;0.224
20.82;0.2234
20.83;0.2242
20.85;0.2238
20.87;0.2212
20.88;0.2217
20.9;0.2252
20.92;0.2274
20.93;0.2288
20.95;0.2313
20.97;0.2316
20.98;0.2338
21;0.2363
21.02;0.2381
21.03;0.2379
21.05;0.24
21.07;0.2424
21.08;0.2434
21.1;0.2442
21.12;0.248
21.13;0.2498
21.15;0.2514
21.17;0.2531
21.18;0.2526
21.2;0.2523
21.22;0.2513
21.23;0.2523
21.25;0.2499
21.27;0.251
21.28;0.2515
21.3;0.2529
21.32;0.2545
21.33;0.2538
21.35;0.2535
21.37;0.2533
21.38;0.2528
21.4;0.2527
21.42;0.255
21.43;0.2562
21.45;0.2585
21.47;0.2621
21.48;0.2648
21.5;0.2691
21.52;0.272
21.53;0.2756
21.55;0.2794
21.57;0.2849
21.58;0.2882
21.6;0.2893
21.62;0.2901
21.63;0.2928
21.65;0.2969
21.67;0.3001
21.68;0.301
21.7;0.3013
21.72;0.3031
21.73;0.3039
21.75;0.3055
21.77;0.3067
21.78;0.307
21.8;0.3088
21.82;0.3097
21.83;0.3129
21.85;0.3144
21.87;0.3128
21.88;0.3136
21.9;0.3149
21.92;0.3187
21.94;0.3214
21.95;0.3235
21.97;0.3252
21.99;0.328
22;0.3304
22.02;0.3329
22.04;0.336
22.05;0.3383
22.07;0.3398
22.09;0.3421
22.1;0.3438
22.12;0.346
22.14;0.3496
22.15;0.3523
22.17;0.3548
22.19;0.3567
22.2;0.3573
22.22;0.3576
22.24;0.3607
22.25;0.3634
22.27;0.3669
22.29;0.3702
22.3;0.3711
22.32;0.3724
22.34;0.37
22.35;0.3696
22.37;0.3698
22.39;0.3688
22.4;0.3691
22.42;0.3715
22.44;0.372
22.45;0.3734
22.47;0.3742
22.49;0.3754
22.5;0.3771
22.52;0.3798
22.54;0.3803
22.55;0.3783
22.57;0.379
22.59;0.3808
22.6;0.3814
22.62;0.3836
22.64;0.3848
22.65;0.3867
22.67;0.389
22.69;0.3901
22.7;0.3894
22.72;0.3921
22.74;0.3938
22.75;0.3949
22.77;0.3978
22.79;0.4009
22.8;0.4014
22.82;0.4022
22.84;0.4017
22.85;0.4033
22.87;0.4029
22.89;0.4009
22.9;0.3994
22.92;0.3974
22.94;0.3954
22.95;0.3936
22.97;0.3919
22.99;0.391
23;0.388
23.02;0.3876
23.04;0.3859
23.05;0.3817
23.07;0.3802
23.09;0.3808
23.1;0.3808
23.12;0.3824
23.14;0.3824
23.15;0.382
23.17;0.3822
23.19;0.3825
23.2;0.3836
23.22;0.3849
23.24;0.3875
23.25;0.3889
23.27;0.3915
23.29;0.393
23.3;0.3954
23.32;0.3981
23.34;0.3976
23.35;0.3979
23.37;0.3974
23.39;0.3955
23.4;0.3944
23.42;0.3956
23.44;0.397
23.45;0.3971
23.47;0.3973
23.49;0.3974
23.5;0.3986
23.52;0.3985
23.54;0.3971
23.56;0.3982
23.57;0.3981
23.59;0.4001
23.61;0.4003
23.62;0.4004
23.64;0.4012
23.66;0.4003
23.67;0.3989
23.69;0.3976
23.71;0.3989
23.72;0.4003
23.74;0.4025
23.76;0.4033
23.77;0.405
23.79;0.4059
23.81;0.4079
23.82;0.4072
23.84;0.4089
23.86;0.4099
23.87;0.4089
23.89;0.4097
23.91;0.4108
23.92;0.411
23.94;0.4103
23.96;0.4084
23.97;0.4078
23.99;0.4065
24.01;0.4021
24.02;0.3986
24.04;0.3984
24.06;0.3983
24.07;0.3972
24.09;0.3975
24.11;0.399
24.12;0.3991
24.14;0.4001
24.16;0.3997
24.17;0.3992
24.19;0.3985
24.21;0.3984
24.22;0.3984
24.24;0.3994
24.26;0.4007
24.27;0.4009
24.29;0.3997
24.31;0.3998
24.32;0.4017
24.34;0.404
24.36;0.4039
24.37;0.4045
24.39;0.406
24.41;0.4063
24.43;0.4054
24.44;0.4039
24.46;0.4036
24.48;0.4031
24.49;0.4002
24.51;0.3976
24.53;0.3966
24.54;0.3952
24.56;0.3949
24.58;0.3961
24.59;0.3958
24.61;0.3954
24.63;0.3954
24.64;0.394
24.66;0.3936
24.68;0.3945
24.69;0.3947
24.71;0.3951
24.73;0.3971
24.74;0.3978
24.76;0.3976
24.78;0.3975
24.79;0.3989
24.81;0.4025
24.83;0.4023
24.84;0.4029
24.86;0.4034
24.88;0.4052
24.89;0.4054
24.91;0.4068
24.93;0.408
24.94;0.4081
24.96;0.4099
24.98;0.4075
24.99;0.4076
25.01;0.4082
25.03;0.4078
25.04;0.4086
25.06;0.4087
25.08;0.4083
25.09;0.4075
25.11;0.4075
25.13;0.4073
25.14;0.4062
25.16;0.4055
25.18;0.4059
25.19;0.4047
25.21;0.4042
25.23;0.4035
25.24;0.4056
25.26;0.4073
25.28;0.4089
25.29;0.41
25.31;0.4127
25.33;0.4148
25.34;0.4172
25.36;0.4196
25.38;0.4204
25.39;0.4222
25.41;0.4241
25.43;0.4253
25.44;0.4257
25.46;0.4276
25.48;0.4291
25.49;0.4286
25.51;0.4287
25.53;0.4267
25.54;0.4244
25.56;0.4236
25.58;0.4245
25.59;0.424
25.61;0.4234
25.63;0.4217
25.64;0.4198
25.66;0.4194
25.68;0.419
25.69;0.4193
25.71;0.4189
25.73;0.4174
25.74;0.4157
25.76;0.4138
25.78;0.4124
25.79;0.4129
25.81;0.4113
25.83;0.408
25.84;0.409
25.86;0.4083
25.88;0.4089
25.89;0.4094
25.91;0.4109
25.93;0.4127
25.94;0.4136
25.96;0.4144
25.98;0.4157
25.99;0.4157
26.01;0.416
26.03;0.4183
26.04;0.4199
26.06;0.4198
26.08;0.4211
26.09;0.4202
26.11;0.4181
26.13;0.4192
26.14;0.419
26.16;0.4187
