Displacement;Gc (KJ/m²)
2.869;0.007594
2.886;0.008595
2.902;0.00847
2.919;0.009664
2.936;0.009805
2.953;0.009939
2.97;0.01144
2.987;0.01005
3.004;0.009644
3.02;0.009099
3.037;0.007975
3.054;0.009374
3.07;0.009752
3.087;0.009562
3.104;0.009816
3.12;0.01118
3.137;0.01195
3.154;0.01149
3.17;0.0122
3.187;0.01299
3.204;0.01338
3.22;0.01304
3.237;0.01286
3.254;0.01033
3.27;0.009958
3.287;0.01201
3.304;0.01283
3.321;0.01275
3.338;0.01137
3.354;0.01153
3.371;0.01107
3.388;0.01192
3.404;0.01276
3.421;0.01316
3.438;0.01302
3.455;0.01298
3.471;0.01398
3.488;0.01495
3.505;0.01494
3.521;0.01461
3.538;0.01485
3.555;0.01446
3.571;0.01321
3.588;0.01214
3.605;0.01009
3.622;0.01016
3.639;0.008085
3.655;0.008254
3.672;0.007121
3.689;0.005856
3.705;0.004226
3.722;0.003616
3.739;0.003297
3.755;0.003949
3.772;0.00295
3.789;0.002766
3.806;0.003943
3.823;0.004811
3.839;0.006778
3.856;0.007325
3.873;0.00883
3.89;0.01008
3.906;0.01069
3.923;0.01133
3.94;0.01138
3.956;0.00978
3.973;0.008478
3.99;0.008989
4.007;0.00979
4.023;0.00977
4.04;0.009509
4.057;0.01102
4.074;0.01067
4.09;0.01181
4.107;0.01253
4.124;0.01234
4.14;0.01303
4.157;0.01194
4.174;0.0108
4.191;0.01173
4.207;0.01044
4.224;0.01055
4.241;0.01171
4.257;0.01127
4.274;0.01197
4.291;0.01185
4.307;0.01172
4.324;0.01042
4.341;0.01122
4.357;0.01101
4.374;0.01272
4.391;0.01361
4.407;0.01433
4.424;0.01614
4.441;0.01536
4.457;0.01615
4.474;0.0157
4.491;0.01625
4.507;0.01462
4.524;0.0155
4.541;0.01624
4.557;0.01403
4.574;0.0146
4.591;0.01321
4.607;0.01314
4.624;0.01309
4.641;0.01284
4.657;0.01244
4.674;0.01297
4.691;0.01066
4.707;0.006643
4.724;0.004468
4.741;0.003804
4.757;0.002269
4.774;0.001428
4.791;4.668E-4
4.807;-4.19E-4
4.824;-3.215E-4
4.841;-1.767E-5
4.857;-8.701E-5
4.874;-7.636E-4
4.891;-1.781E-4
4.907;5.943E-4
4.924;0.001802
4.941;0.001983
4.957;9.443E-4
4.974;0.001187
4.991;0.002184
5.008;0.001479
5.025;0.001741
5.042;0.001317
5.059;3.809E-4
5.075;-1.856E-5
5.092;4.732E-4
5.109;-6.612E-4
5.125;-5.093E-4
5.142;-1.107E-5
5.159;-2.082E-4
5.176;0.001156
5.193;0.00103
5.209;0.001695
5.226;0.002585
5.243;0.002654
5.259;0.002604
5.276;0.003087
5.293;0.00241
5.31;0.001347
5.326;6.239E-4
5.343;8.587E-4
5.36;0.0025
5.377;0.004433
5.394;0.005598
5.411;0.005928
5.428;0.006188
5.445;0.006866
5.461;0.007764
5.478;0.007371
5.495;0.006905
5.511;0.006419
5.528;0.006529
5.545;0.00616
5.561;0.004804
5.578;0.005442
5.595;0.003788
5.611;0.004082
5.628;0.005126
5.645;0.005425
5.661;0.004761
5.678;0.004349
5.695;0.005791
5.711;0.005118
5.728;0.004657
5.745;0.004464
5.761;0.003694
5.778;0.00304
5.795;0.002272
5.811;0.002059
5.828;0.002622
5.845;0.00163
5.861;0.001086
5.878;-2.053E-5
5.895;-0.00164
5.911;-0.001534
5.928;-0.002132
5.945;-6.459E-4
5.961;-1.227E-4
5.978;0.00207
5.995;0.002122
6.011;0.003351
6.028;0.003888
6.045;0.003217
6.062;0.002943
6.079;0.00225
6.095;0.002084
6.112;0.003032
6.129;0.003111
6.145;0.00358
6.162;0.002922
6.179;0.002394
6.195;0.002684
6.212;0.004012
6.229;0.003409
6.245;0.002815
6.262;0.002055
6.279;0.002209
6.295;4.424E-4
6.312;0.001833
6.329;0.001479
6.346;0.001131
6.363;6.477E-4
6.38;0.002244
6.396;0.001965
6.413;0.001096
6.43;-7.925E-4
6.447;-0.002035
6.463;-6.931E-4
6.48;-0.001189
6.497;6.8E-4
6.513;-7.287E-4
6.53;-4.497E-4
6.547;2.561E-4
6.564;2.333E-4
6.58;0.001212
6.597;0.001114
6.614;0.002136
6.63;0.00317
6.647;0.00488
6.664;0.005693
6.68;0.007242
6.697;0.008292
6.714;0.007834
6.731;0.007329
6.747;0.008656
6.764;0.007584
6.781;0.009354
6.798;0.009174
6.815;0.01075
6.832;0.0123
6.849;0.0109
6.865;0.01108
6.882;0.008947
6.899;0.008977
6.916;0.01189
6.932;0.01155
6.949;0.01256
6.966;0.01462
6.983;0.01516
6.999;0.0163
7.016;0.01836
7.033;0.01728
7.049;0.01786
7.066;0.01951
7.083;0.02038
7.099;0.0201
7.116;0.02154
7.133;0.02128
7.15;0.02352
7.166;0.02389
7.183;0.02485
7.2;0.02739
7.217;0.02942
7.234;0.03013
7.25;0.02816
7.267;0.02862
7.284;0.02998
7.301;0.03145
7.318;0.03313
7.335;0.03569
7.351;0.03506
7.368;0.03525
7.385;0.03654
7.401;0.03713
7.418;0.03785
7.435;0.03871
7.451;0.04009
7.468;0.04124
7.485;0.04357
7.501;0.04325
7.518;0.04419
7.535;0.04526
7.551;0.04629
7.568;0.04731
7.585;0.04948
7.601;0.05031
7.618;0.05135
7.635;0.05021
7.652;0.05052
7.669;0.05238
7.685;0.05329
7.702;0.05398
7.719;0.05476
7.735;0.05479
7.752;0.05441
7.769;0.05455
7.785;0.05586
7.802;0.0572
7.819;0.05782
7.836;0.0606
7.852;0.06139
7.869;0.06265
7.886;0.06314
7.902;0.06228
7.919;0.06375
7.936;0.06436
7.953;0.06467
7.969;0.06502
7.986;0.06529
8.003;0.06563
8.02;0.06578
8.037;0.06698
8.053;0.06684
8.07;0.06648
8.087;0.06784
8.103;0.06479
8.12;0.01097
8.137;0.0131
8.154;0.01477
8.17;0.01569
8.187;0.01655
8.204;0.01921
8.22;0.0223
8.237;0.02381
8.254;0.02439
8.27;0.0273
8.287;0.0298
8.304;0.03216
8.32;0.03259
8.337;0.03541
8.354;0.0395
8.37;0.04408
8.387;0.04871
8.404;0.05291
8.42;0.05843
8.437;0.06331
8.454;0.06845
8.47;0.07246
8.487;0.0772
8.504;0.08213
8.52;0.08614
8.537;0.09305
8.554;0.09769
8.57;0.1018
8.587;0.1065
8.604;0.1119
8.621;0.1174
8.637;0.1219
8.654;0.1257
8.671;0.1282
8.688;0.1309
8.704;0.1356
8.721;0.1411
8.738;0.145
8.754;0.1019
8.771;0.08711
8.788;0.08959
8.805;0.09312
8.822;0.097
8.838;0.1006
8.855;0.1038
8.872;0.1061
8.889;0.1088
8.905;0.1136
8.922;0.119
8.939;0.1185
8.955;0.12
8.972;0.124
8.989;0.1291
9.005;0.1314
9.022;0.1357
9.039;0.1395
9.056;0.1442
9.072;0.1475
9.089;0.151
9.106;0.1528
9.123;0.1559
9.14;0.1597
9.156;0.163
9.173;0.1647
9.19;0.1698
9.206;0.172
9.223;0.1736
9.24;0.178
9.256;0.1814
9.273;0.1848
9.29;0.1885
9.307;0.1901
9.323;0.193
9.34;0.1947
9.357;0.1985
9.374;0.2014
9.39;0.2042
9.408;0.2064
9.425;0.2089
9.441;0.211
9.458;0.2138
9.475;0.2161
9.492;0.218
9.509;0.2189
9.525;0.2219
9.542;0.2234
9.559;0.2271
9.576;0.2294
9.593;0.1295
9.61;0.1143
9.626;0.1137
9.643;0.1128
9.66;0.1133
9.677;0.1144
9.694;0.1176
9.71;0.1179
9.727;0.1193
9.744;0.1211
9.76;0.1237
9.777;0.1249
9.794;0.1277
9.81;0.1306
9.827;0.1312
9.844;0.132
9.86;0.1342
9.877;0.1376
9.894;0.1395
9.91;0.1416
9.927;0.1445
9.944;0.1489
9.961;0.1526
9.978;0.1563
9.994;0.1594
10.01;0.1614
10.03;0.1634
10.04;0.1659
10.06;0.1685
10.08;0.1097
10.09;0.1129
10.11;0.1134
10.13;0.114
10.14;0.117
10.16;0.119
10.18;0.1223
10.19;0.125
10.21;0.127
10.23;0.1274
10.24;0.1304
10.26;0.134
10.28;0.1359
10.29;0.1379
10.31;0.1417
10.33;0.1452
10.35;0.1465
10.36;0.1496
10.38;0.1531
10.4;0.1553
10.41;0.1571
10.43;0.1592
10.45;0.1637
10.46;0.1665
10.48;0.1716
10.5;0.176
10.51;0.1805
10.53;0.1838
10.55;0.1888
10.56;0.1911
10.58;0.1959
10.6;0.1971
10.61;0.2011
10.63;0.205
10.65;0.2053
10.66;0.0959
10.68;0.1032
10.7;0.1054
10.71;0.107
10.73;0.1078
10.75;0.1075
10.76;0.1088
10.78;0.1111
10.8;0.1139
10.81;0.1161
10.83;0.1163
10.85;0.1186
10.86;0.1223
10.88;0.1243
10.9;0.1265
10.91;0.1298
10.93;0.1332
10.95;0.135
10.96;0.1362
10.98;0.1375
11;0.141
11.01;0.1445
11.03;0.1503
11.05;0.1543
11.06;0.1577
11.08;0.1608
11.1;0.1643
11.11;0.1672
11.13;0.1695
11.15;0.1657
11.16;0.1687
11.18;0.1699
11.2;0.1725
11.21;0.1737
11.23;0.176
11.25;0.1797
11.26;0.1811
11.28;0.1825
11.3;0.1826
11.31;0.1866
11.33;0.19
11.35;0.1938
11.36;0.1968
11.38;0.2024
11.4;0.2059
11.41;0.211
11.43;0.2131
11.45;0.2182
11.47;0.2216
11.48;0.2255
11.5;0.2297
11.52;0.2342
11.53;0.2396
11.55;0.2437
11.57;0.2473
11.58;0.2157
11.6;0.09817
11.62;0.09932
11.63;0.1019
11.65;0.1046
11.67;0.1061
11.68;0.1075
11.7;0.1096
11.72;0.1123
11.73;0.1141
11.75;0.1164
11.77;0.1201
11.78;0.1215
11.8;0.1228
11.82;0.1249
11.83;0.1287
11.85;0.1311
11.87;0.1338
11.88;0.1363
11.9;0.1399
11.92;0.1432
11.94;0.1459
11.95;0.1467
11.97;0.1491
11.99;0.1536
12;0.1571
12.02;0.1592
12.04;0.1616
12.05;0.1638
12.07;0.1652
12.09;0.168
12.1;0.1707
12.12;0.1738
12.14;0.1772
12.15;0.1802
12.17;0.1855
12.19;0.1893
12.2;0.1935
12.22;0.1168
12.24;0.1059
12.25;0.1058
12.27;0.1071
12.29;0.1094
12.3;0.1136
12.32;0.1157
12.34;0.1192
12.35;0.1224
12.37;0.1253
12.39;0.1291
12.4;0.1323
12.42;0.1347
12.44;0.1363
12.45;0.1392
12.47;0.1416
12.49;0.1438
12.5;0.1468
12.52;0.1497
12.54;0.1515
12.55;0.1545
12.57;0.1577
12.59;0.1583
12.6;0.1592
12.62;0.1626
12.64;0.1666
12.66;0.1703
12.67;0.1739
12.69;0.1772
12.71;0.1783
12.72;0.1818
12.74;0.1856
12.76;0.1872
12.77;0.1886
12.79;0.1913
12.81;0.1946
12.82;0.1992
12.84;0.201
12.86;0.2049
12.87;0.208
12.89;0.2115
12.91;0.2146
12.92;0.1506
12.94;0.08861
12.96;0.09011
12.97;0.09364
12.99;0.09393
13.01;0.09587
13.02;0.09772
13.04;0.09851
13.06;0.09883
13.07;0.09817
13.09;0.09977
13.11;0.1021
13.12;0.1038
13.14;0.1049
13.16;0.1066
13.17;0.1078
13.19;0.1083
13.21;0.1104
13.22;0.1137
13.24;0.1174
13.26;0.1183
13.27;0.1212
13.29;0.1235
13.31;0.1245
13.32;0.1266
13.34;0.129
13.36;0.1299
13.37;0.1324
13.39;0.1345
13.41;0.1364
13.42;0.1401
13.44;0.1433
13.46;0.1463
13.47;0.1489
13.49;0.1526
13.51;0.1552
13.52;0.158
13.54;0.1615
13.56;0.1658
13.58;0.1688
13.59;0.171
13.61;0.1723
13.63;0.1767
13.64;0.1803
13.66;0.1854
13.68;0.1893
13.69;0.1927
13.71;0.1962
13.73;0.2012
13.74;0.2057
13.76;0.2097
13.78;0.2141
13.79;0.2176
13.81;0.2216
13.83;0.2253
13.84;0.229
13.86;0.1287
13.88;0.0956
13.89;0.09925
13.91;0.09766
13.93;0.1007
13.94;0.1043
13.96;0.1076
13.98;0.1112
13.99;0.1154
14.01;0.118
14.03;0.1207
14.04;0.1248
14.06;0.1255
14.08;0.1289
14.09;0.1328
14.11;0.1366
14.13;0.1405
14.14;0.1431
14.16;0.1474
14.18;0.1503
14.19;0.1533
14.21;0.1562
14.23;0.1586
14.24;0.1605
14.26;0.1635
14.28;0.1656
14.29;0.1679
14.31;0.1698
14.33;0.171
14.34;0.1749
14.36;0.1768
14.38;0.1792
14.39;0.1795
14.41;0.1821
14.43;0.185
14.44;0.1881
14.46;0.1896
14.48;0.1923
14.49;0.1942
14.51;0.1981
14.53;0.2025
14.55;0.1712
14.56;0.1281
14.58;0.1301
14.6;0.1308
14.61;0.1317
14.63;0.134
14.65;0.1362
14.66;0.1379
14.68;0.1405
14.7;0.1425
14.71;0.1462
14.73;0.1496
14.75;0.1534
14.76;0.1562
14.78;0.1577
14.8;0.1618
14.81;0.1654
14.83;0.1691
14.85;0.1737
14.86;0.1763
14.88;0.1802
14.9;0.1815
14.92;0.1855
14.93;0.188
14.95;0.1893
14.97;0.1944
14.98;0.1994
15;0.203
15.02;0.2071
15.03;0.2104
15.05;0.2128
15.07;0.2159
15.08;0.2204
15.1;0.2249
15.12;0.2268
15.13;0.231
15.15;0.2366
15.17;0.2393
15.18;0.125
15.2;0.1138
15.22;0.1163
15.23;0.1187
15.25;0.1195
15.27;0.1184
15.28;0.1222
15.3;0.124
15.32;0.1265
15.33;0.1294
15.35;0.1318
15.37;0.1343
15.38;0.1359
15.4;0.14
15.42;0.1423
15.43;0.144
15.45;0.1445
15.47;0.147
15.48;0.1499
15.5;0.1534
15.52;0.1546
15.54;0.1563
15.55;0.1594
15.57;0.1614
15.59;0.1639
15.6;0.167
15.62;0.1704
15.64;0.1727
15.65;0.1759
15.67;0.1784
15.69;0.1813
15.7;0.1828
15.72;0.1857
15.74;0.1886
15.75;0.1908
15.77;0.1945
15.79;0.1981
15.8;0.2015
15.82;0.206
15.84;0.2093
15.85;0.1454
15.87;0.1326
15.89;0.1318
15.9;0.1328
15.92;0.135
15.94;0.1379
15.95;0.1403
15.97;0.1423
15.99;0.1444
16;0.1473
16.02;0.1505
16.04;0.1516
16.05;0.1532
16.07;0.1557
16.09;0.1591
16.1;0.1619
16.12;0.1626
16.14;0.1661
16.15;0.1672
16.17;0.1701
16.19;0.1722
16.2;0.1733
16.22;0.1777
16.24;0.182
16.25;0.1858
16.27;0.1894
16.29;0.1912
16.3;0.1948
16.32;0.1986
16.34;0.2022
16.35;0.2051
16.37;0.2078
16.39;0.2102
16.4;0.2144
16.42;0.2182
16.44;0.2207
16.45;0.2248
16.47;0.2276
16.49;0.2288
16.5;0.2317
16.52;0.2365
16.54;0.2412
16.55;0.2451
16.57;0.2485
16.59;0.2516
16.6;0.2555
16.62;0.2606
16.64;0.265
16.65;0.2684
16.67;0.2722
16.69;0.2767
16.7;0.2813
16.72;0.2862
16.74;0.2903
16.75;0.2942
16.77;0.2985
16.79;0.2957
16.8;0.1177
16.82;0.128
16.84;0.1288
16.85;0.1295
16.87;0.1302
16.89;0.1294
16.9;0.1305
16.92;0.1327
16.94;0.1354
16.95;0.139
16.97;0.1402
16.99;0.1436
17;0.1449
17.02;0.1481
17.04;0.1502
17.05;0.1523
17.07;0.1539
17.09;0.1556
17.1;0.1577
17.12;0.1591
17.14;0.1611
17.15;0.1632
17.17;0.166
17.19;0.168
17.21;0.1676
17.22;0.1689
17.24;0.1702
17.26;0.1758
17.27;0.1771
17.29;0.1805
17.31;0.1836
17.32;0.1867
17.34;0.1895
17.36;0.1934
17.37;0.1832
17.39;0.1327
17.41;0.1366
17.42;0.1402
17.44;0.1421
17.46;0.1461
17.47;0.1499
17.49;0.1512
17.51;0.1511
17.52;0.1535
17.54;0.157
17.56;0.1585
17.57;0.1632
17.59;0.1656
17.61;0.1685
17.62;0.171
17.64;0.174
17.66;0.1762
17.67;0.1782
17.69;0.182
17.71;0.1856
17.72;0.1885
17.74;0.1909
17.76;0.1943
17.77;0.1965
17.79;0.1986
17.81;0.2019
17.83;0.2052
17.84;0.2091
17.86;0.2124
17.88;0.2162
17.89;0.2198
17.91;0.2245
17.93;0.2272
17.94;0.2299
17.96;0.2322
17.98;0.2371
17.99;0.2412
18.01;0.2439
18.03;0.1594
18.04;0.1401
18.06;0.1401
18.08;0.1411
18.09;0.1437
18.11;0.1472
18.13;0.1496
18.14;0.1522
18.16;0.1547
18.18;0.1575
18.19;0.1608
18.21;0.1629
18.23;0.1654
18.24;0.1663
18.26;0.1683
18.28;0.1729
18.29;0.1752
18.31;0.1781
18.33;0.1833
18.34;0.1848
18.36;0.185
18.38;0.1898
18.39;0.1923
18.41;0.196
18.43;0.1993
18.44;0.2015
18.46;0.2053
18.48;0.2077
18.49;0.2115
18.51;0.2137
18.53;0.2171
18.54;0.22
18.56;0.2224
18.58;0.2262
18.59;0.2291
18.61;0.232
18.63;0.2345
18.64;0.2342
18.66;0.2368
18.68;0.2414
18.7;0.2457
18.71;0.2504
18.73;0.254
18.75;0.2592
18.76;0.2619
18.78;0.2649
18.8;0.2699
18.81;0.2721
18.83;0.2756
18.85;0.2796
18.86;0.2839
18.88;0.2794
18.9;0.1634
18.91;0.1738
18.93;0.1774
18.95;0.1802
18.96;0.1817
18.98;0.1831
19;0.1864
19.01;0.1891
19.03;0.1936
19.05;0.1981
19.06;0.2014
19.08;0.2042
19.1;0.2083
19.11;0.2115
19.13;0.213
19.15;0.2156
19.16;0.2191
19.18;0.223
19.2;0.2244
19.21;0.2279
19.23;0.2321
19.25;0.2337
19.26;0.2363
19.28;0.2409
19.3;0.2428
19.31;0.247
19.33;0.25
19.35;0.2537
19.36;0.2554
19.38;0.2557
19.4;0.2594
19.41;0.2631
19.43;0.1965
19.45;0.1617
19.46;0.1658
19.48;0.1687
19.5;0.1711
19.51;0.1737
19.53;0.1761
19.55;0.1777
19.56;0.181
19.58;0.1823
19.6;0.1849
19.61;0.1879
19.63;0.19
19.65;0.193
19.66;0.1932
19.68;0.1946
19.7;0.196
19.71;0.1969
19.73;0.2008
19.75;0.2044
19.76;0.2088
19.78;0.2118
19.8;0.2152
19.81;0.219
19.83;0.2221
19.85;0.2258
19.86;0.2306
19.88;0.2341
19.9;0.2384
19.91;0.24
19.93;0.2454
19.95;0.2486
19.96;0.2536
19.98;0.2568
20;0.2606
20.01;0.2642
20.03;0.2648
20.05;0.2658
20.06;0.268
20.08;0.2714
20.1;0.2735
20.12;0.2783
20.13;0.2828
20.15;0.2878
20.17;0.2906
20.18;0.2958
20.2;0.3
20.22;0.304
20.23;0.3069
20.25;0.3115
20.27;0.2477
20.28;0.1484
20.3;0.1507
20.32;0.1522
20.33;0.1534
20.35;0.1547
20.37;0.1555
20.38;0.1576
20.4;0.1597
20.42;0.1614
20.43;0.1624
20.45;0.1638
20.47;0.1651
20.48;0.1665
20.5;0.1661
20.52;0.1681
20.53;0.1692
20.55;0.1711
20.57;0.1723
20.58;0.1754
20.6;0.1757
20.62;0.1748
20.63;0.1753
20.65;0.1769
20.67;0.1788
20.68;0.1808
20.7;0.1837
20.72;0.1863
20.73;0.1891
20.75;0.1918
20.77;0.1932
20.78;0.1952
20.8;0.1962
20.82;0.1999
20.83;0.2035
20.85;0.2068
20.87;0.2097
20.88;0.2131
20.9;0.1779
20.92;0.1428
20.93;0.1425
20.95;0.1458
20.97;0.1484
20.98;0.1511
21;0.1546
21.02;0.1578
21.03;0.159
21.05;0.1624
21.07;0.1651
21.08;0.1698
21.1;0.1731
21.12;0.176
21.13;0.18
21.15;0.1851
21.17;0.1889
21.18;0.1919
21.2;0.1957
21.22;0.1985
21.23;0.2014
21.25;0.201
21.27;0.2045
21.28;0.2091
21.3;0.2121
21.32;0.2164
21.33;0.219
21.35;0.2223
21.37;0.2269
21.38;0.23
21.4;0.2341
21.42;0.2379
21.43;0.2422
21.45;0.2449
21.47;0.2465
21.48;0.2497
21.5;0.252
21.52;0.256
21.54;0.2594
21.55;0.2624
21.57;0.2679
21.59;0.2736
21.6;0.2774
21.62;0.2803
21.64;0.284
21.65;0.2879
21.67;0.2073
21.69;0.1469
21.7;0.1492
21.72;0.1523
21.74;0.156
21.75;0.1587
21.77;0.1593
21.79;0.1636
21.8;0.1677
21.82;0.1713
21.84;0.1757
21.85;0.1803
21.87;0.1839
21.89;0.1858
21.9;0.1893
21.92;0.1913
21.94;0.1937
21.95;0.1983
21.97;0.2002
21.99;0.202
22;0.2044
22.02;0.2081
22.04;0.2104
22.05;0.2128
22.07;0.215
22.09;0.218
22.11;0.2204
22.12;0.2222
22.14;0.223
22.16;0.2231
22.17;0.223
22.19;0.2251
22.21;0.2266
22.22;0.2269
22.24;0.2299
22.26;0.2313
22.27;0.2342
22.29;0.2371
22.31;0.2382
22.32;0.2402
22.34;0.2405
22.36;0.2427
22.37;0.1889
22.39;0.1528
22.41;0.1529
22.42;0.1542
22.44;0.1562
22.46;0.1581
22.47;0.159
22.49;0.1592
22.51;0.1632
22.52;0.1655
22.54;0.1672
22.56;0.17
22.57;0.1717
22.59;0.1746
22.61;0.1769
22.62;0.1787
22.64;0.1799
22.66;0.1799
22.67;0.1816
22.69;0.1842
22.71;0.187
22.72;0.1898
22.74;0.1917
22.76;0.1946
22.77;0.1964
22.79;0.1969
22.81;0.1992
22.83;0.2022
22.84;0.2031
22.86;0.2054
22.88;0.2091
22.89;0.2095
22.91;0.21
22.93;0.2112
22.94;0.2148
22.96;0.2176
22.98;0.2205
22.99;0.2238
23.01;0.2266
23.03;0.2306
23.04;0.2344
23.06;0.2375
23.08;0.2406
23.09;0.2433
23.11;0.2465
23.13;0.2478
23.14;0.2497
23.16;0.2516
23.18;0.255
23.19;0.2565
23.21;0.259
23.23;0.1429
23.24;0.1265
23.26;0.1305
23.28;0.1321
23.29;0.1322
23.31;0.1343
23.33;0.1369
23.34;0.139
23.36;0.1406
23.38;0.1425
23.39;0.1435
23.41;0.1451
23.43;0.1481
23.44;0.1498
23.46;0.1521
23.48;0.1541
23.49;0.155
23.51;0.1555
23.53;0.156
23.54;0.1583
23.56;0.1615
23.58;0.1637
23.59;0.1669
23.61;0.1708
23.63;0.1746
23.64;0.1767
23.66;0.1796
23.68;0.1826
23.69;0.1857
23.71;0.1876
23.73;0.1886
23.74;0.1916
23.76;0.1949
23.78;0.196
23.79;0.1983
23.81;0.2007
23.83;0.2044
23.84;0.1835
23.86;0.1272
23.88;0.13
23.9;0.1318
23.91;0.1339
23.93;0.1362
23.95;0.1365
23.96;0.139
23.98;0.1409
24;0.1423
24.01;0.1436
24.03;0.1437
24.05;0.1438
24.06;0.1454
24.08;0.1472
24.1;0.1503
24.11;0.152
24.13;0.1537
24.15;0.1542
24.16;0.1567
24.18;0.1598
24.2;0.1618
24.21;0.1629
24.23;0.1662
24.25;0.1681
24.26;0.1716
24.28;0.1732
24.3;0.1748
24.31;0.1777
24.33;0.18
24.35;0.1792
24.36;0.183
24.38;0.1853
24.4;0.1892
24.41;0.1911
24.43;0.1949
24.45;0.1974
24.46;0.2005
24.48;0.2018
24.5;0.2041
24.51;0.2076
24.53;0.2107
24.55;0.2132
24.56;0.2168
24.58;0.2196
24.6;0.2221
24.62;0.2234
24.63;0.2236
24.65;0.2258
24.67;0.2295
24.68;0.2335
24.7;0.2382
24.72;0.1734
24.73;0.1261
24.75;0.1295
24.77;0.1315
24.78;0.1355
24.8;0.1365
24.82;0.1392
24.83;0.1417
24.85;0.1446
24.87;0.1457
24.88;0.1481
24.9;0.1499
24.92;0.152
24.93;0.1543
24.95;0.1562
24.97;0.1595
24.98;0.1609
25;0.1609
25.02;0.1641
25.03;0.1679
25.05;0.1723
25.07;0.1775
25.08;0.1809
25.1;0.1842
25.12;0.1885
25.13;0.1927
25.15;0.1967
25.17;0.1998
25.18;0.2035
25.2;0.2072
25.22;0.2105
25.23;0.2149
25.25;0.2196
25.27;0.223
25.28;0.2255
25.3;0.2294
25.32;0.233
25.33;0.2383
25.35;0.2427
25.37;0.2112
25.38;0.1299
25.4;0.1348
25.42;0.1392
25.43;0.1415
25.45;0.1429
25.47;0.1461
25.48;0.1506
25.5;0.1529
25.52;0.1564
25.53;0.1582
25.55;0.161
25.57;0.1615
25.58;0.1644
25.6;0.1662
25.62;0.169
25.63;0.1705
25.65;0.1719
25.67;0.1761
25.69;0.1791
25.7;0.1813
25.72;0.1838
25.74;0.1871
25.75;0.1907
25.77;0.1951
25.79;0.1976
25.8;0.2021
25.82;0.2045
25.84;0.2077
