Displacement;Gc (KJ/m²)
20.49;0.3848
20.51;0.3876
20.53;0.3914
20.54;0.3951
20.56;0.3982
20.58;0.4025
20.59;0.4079
20.61;0.4119
20.63;0.4121
20.64;0.4153
20.66;0.419
20.68;0.4222
20.69;0.4263
20.71;0.4303
20.73;0.4345
20.75;0.4398
20.76;0.4435
20.78;0.4481
20.8;0.278
20.81;0.2473
20.83;0.2491
20.85;0.253
20.86;0.2566
20.88;0.2589
20.9;0.261
20.91;0.2634
20.93;0.2665
20.95;0.2681
20.96;0.2711
20.98;0.2738
21;0.2781
21.01;0.2806
21.03;0.2836
21.05;0.287
21.06;0.2868
21.08;0.2876
21.1;0.2896
21.11;0.293
21.13;0.2963
21.15;0.3003
21.16;0.3032
21.18;0.3062
21.2;0.3097
21.21;0.3141
21.23;0.3159
21.25;0.3183
21.26;0.321
21.28;0.324
21.3;0.3267
21.31;0.33
21.33;0.3344
21.35;0.3354
21.36;0.3362
21.38;0.3389
21.4;0.3425
21.41;0.3456
21.43;0.3499
21.45;0.3538
21.46;0.3566
21.48;0.3592
21.5;0.3632
21.51;0.3673
21.53;0.3702
21.55;0.3734
21.56;0.3771
21.58;0.3812
21.6;0.3856
21.61;0.3888
21.63;0.3927
21.65;0.3951
21.66;0.3969
21.68;0.4011
21.7;0.4057
21.71;0.2842
21.73;0.2759
21.75;0.2779
21.76;0.2814
21.78;0.2843
21.8;0.2877
21.81;0.291
21.83;0.2933
21.85;0.2942
21.86;0.2959
21.88;0.3
21.9;0.3035
21.91;0.3069
21.93;0.3101
21.95;0.3141
21.96;0.3187
21.98;0.3229
22;0.3256
22.01;0.3296
22.03;0.3334
22.05;0.3379
22.06;0.3398
22.08;0.3442
22.1;0.3467
22.11;0.349
22.13;0.353
22.15;0.3569
22.17;0.3602
22.18;0.3646
22.2;0.3688
22.22;0.3736
22.23;0.3779
22.25;0.3837
22.27;0.3873
22.28;0.3571
22.3;0.2514
22.32;0.2536
22.33;0.2566
22.35;0.2599
22.37;0.2621
22.38;0.266
22.4;0.2681
22.42;0.2703
22.43;0.2741
22.45;0.2775
22.47;0.2807
22.48;0.2856
22.5;0.2885
22.52;0.292
22.53;0.2938
22.55;0.2959
22.57;0.2974
22.58;0.3017
22.6;0.3052
22.62;0.3084
22.63;0.312
22.65;0.3148
22.67;0.3157
22.68;0.3197
22.7;0.3211
22.72;0.3237
22.73;0.3265
22.75;0.3298
22.77;0.3324
22.78;0.2781
22.8;0.2502
22.82;0.2499
22.83;0.2495
22.85;0.2523
22.87;0.2529
22.88;0.2554
22.9;0.2599
22.92;0.2616
22.93;0.2652
22.95;0.2689
22.97;0.2718
22.98;0.2727
23;0.2749
23.02;0.2762
23.03;0.2786
23.05;0.2809
23.07;0.2846
23.08;0.2862
23.1;0.2906
23.12;0.2941
23.13;0.2955
23.15;0.2979
23.17;0.3033
23.18;0.3084
23.2;0.3115
23.22;0.3155
23.23;0.3194
23.25;0.3229
23.27;0.3279
23.28;0.3332
23.3;0.3352
23.32;0.3383
23.33;0.3429
23.35;0.3474
23.37;0.3511
23.39;0.3541
23.4;0.2277
23.42;0.2311
23.44;0.2323
23.45;0.2362
23.47;0.2407
23.49;0.245
23.5;0.2492
23.52;0.2521
23.54;0.255
23.55;0.2585
23.57;0.261
23.59;0.2629
23.6;0.2672
23.62;0.271
23.64;0.2746
23.65;0.2787
23.67;0.2816
23.69;0.2824
23.7;0.2844
23.72;0.2874
23.74;0.2917
23.75;0.2936
23.77;0.2979
23.79;0.3021
23.8;0.3051
23.82;0.3099
23.84;0.3148
23.85;0.3178
23.87;0.3211
23.89;0.3243
23.9;0.3267
23.92;0.3292
23.94;0.3322
23.95;0.3346
23.97;0.3356
23.99;0.3381
24;0.3427
24.02;0.3461
24.04;0.3507
24.06;0.3545
24.07;0.3589
24.09;0.3636
24.11;0.3686
24.12;0.3722
24.14;0.3746
24.16;0.3798
24.17;0.3837
24.19;0.243
24.21;0.1803
24.22;0.182
24.24;0.1858
24.26;0.189
24.27;0.1893
24.29;0.1922
24.31;0.1956
24.32;0.1981
24.34;0.1987
24.36;0.2017
24.37;0.205
24.39;0.2066
24.41;0.2105
24.42;0.2135
24.44;0.2133
24.46;0.2129
24.47;0.2153
24.49;0.2179
24.51;0.2213
24.52;0.2241
24.54;0.2264
24.56;0.2294
24.57;0.2335
24.59;0.2369
24.61;0.2395
24.62;0.2418
24.64;0.2448
24.66;0.2459
24.67;0.2489
24.69;0.2518
24.71;0.2561
24.72;0.2591
24.74;0.2631
24.76;0.2654
24.77;0.2692
24.79;0.2724
24.81;0.2743
24.82;0.2785
24.84;0.2827
24.86;0.2865
24.87;0.2917
24.89;0.295
24.91;0.2983
24.93;0.3005
24.94;0.3034
24.96;0.3076
24.98;0.3116
24.99;0.3161
25.01;0.3211
25.03;0.3257
25.04;0.2595
25.06;0.1975
25.08;0.1993
25.09;0.2027
25.11;0.2059
25.13;0.209
25.14;0.2127
25.16;0.2148
25.18;0.2192
25.19;0.222
25.21;0.2223
25.23;0.2243
25.24;0.2287
25.26;0.2306
25.28;0.2344
25.29;0.2379
25.31;0.2414
25.33;0.2437
25.34;0.2481
25.36;0.2515
25.38;0.2539
25.39;0.2551
25.41;0.2585
25.43;0.1931
25.44;0.1926
25.46;0.1956
25.48;0.1994
25.49;0.2011
25.51;0.2031
25.53;0.2053
25.54;0.209
25.56;0.2119
25.58;0.2164
25.6;0.2193
25.61;0.2228
25.63;0.2268
25.65;0.23
25.66;0.2335
25.68;0.2361
25.7;0.2384
25.71;0.2423
25.73;0.2446
25.75;0.2483
25.76;0.2512
