Time [s]	Channel 1	Channel 2	Channel 3	Channel 4	Solar 1\t	Solar 2
1.7000000E-1	6.4666442E+1	6.0912804E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
2.2000000E-1	1.6426762E+1	1.6828610E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
2.7000000E-1	1.6401399E+1	1.6811274E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
3.2000000E-1	1.6404370E+1	1.6812666E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
3.7000000E-1	1.6452880E+1	1.6806791E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
4.2000000E-1	1.7392991E+1	1.7270832E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
4.7000000E-1	1.8546789E+1	1.8312148E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
5.2000000E-1	1.9692855E+1	1.9357903E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
5.7000000E-1	2.0883579E+1	2.0493923E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
6.2000000E-1	2.2052681E+1	2.1691211E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
6.7000000E-1	2.3250327E+1	2.2837189E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
7.2000000E-1	2.4238458E+1	2.3755556E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
7.7100000E-1	2.4052056E+1	2.3566069E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
8.2100000E-1	2.3782671E+1	2.3326872E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
8.7100000E-1	2.3793400E+1	2.3315924E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
9.2100000E-1	2.3838901E+1	2.3320715E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
9.7100000E-1	2.3801950E+1	2.3317287E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
1.0210000E+0	2.3779872E+1	2.3307787E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
1.0710000E+0	2.3845506E+1	2.3322262E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
1.1210000E+0	2.3838483E+1	2.3325747E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
1.1710000E+0	2.3789247E+1	2.3325863E+1	0.0000000E+0	0.0000000E+0	1.0000000E+2	0.0000000E+0
