Temperature (°C),Heat flow (W/g)
94.49,-0.232
94.5,-0.232
94.52,-0.232
94.54,-0.232
94.55,-0.232
94.57,-0.232
94.59,-0.232
94.6,-0.232
94.62,-0.232
94.64,-0.232
94.65,-0.232
94.67,-0.232
94.69,-0.232
94.7,-0.232
94.72,-0.232
94.74,-0.232
94.75,-0.232
94.77,-0.232
94.79,-0.232
94.8,-0.232
94.82,-0.232
94.84,-0.232
94.85,-0.232
94.87,-0.232
94.89,-0.232
94.9,-0.232
94.92,-0.232
94.94,-0.232
94.95,-0.232
94.97,-0.232
94.99,-0.232
95.0,-0.232
95.02,-0.232
95.04,-0.232
95.05,-0.232
95.07,-0.232
95.09,-0.232
95.1,-0.232
95.12,-0.232
95.14,-0.232
95.15,-0.232
95.17,-0.232
95.19,-0.232
95.2,-0.232
95.22,-0.232
95.24,-0.232
95.25,-0.232
95.27,-0.232
95.29,-0.232
95.3,-0.232
95.32,-0.232
95.34,-0.232
95.35,-0.232
95.37,-0.232
95.39,-0.232
95.4,-0.232
95.42,-0.232
95.44,-0.232
95.45,-0.232
95.47,-0.232
95.49,-0.232
95.5,-0.232
95.52,-0.232
95.54,-0.232
95.55,-0.232
95.57,-0.232
95.59,-0.232
95.6,-0.232
95.62,-0.232
95.64,-0.232
95.65,-0.232
95.67,-0.232
95.69,-0.232
95.7,-0.232
95.72,-0.232
95.74,-0.232
95.75,-0.232
95.77,-0.232
95.79,-0.232
95.8,-0.232
95.82,-0.232
95.84,-0.232
95.85,-0.232
95.87,-0.232
95.89,-0.232
95.9,-0.232
95.92,-0.232
95.94,-0.232
95.95,-0.232
95.97,-0.232
95.99,-0.232
96.0,-0.232
96.02,-0.232
96.04,-0.232
96.05,-0.232
96.07,-0.232
96.09,-0.232
96.1,-0.232
96.12,-0.232
96.14,-0.232
96.15,-0.232
96.17,-0.232
96.19,-0.232
96.2,-0.232
96.22,-0.232
96.24,-0.232
96.25,-0.232
96.27,-0.233
96.29,-0.233
96.3,-0.233
96.32,-0.233
96.34,-0.233
96.35,-0.233
96.37,-0.233
96.39,-0.233
96.4,-0.233
96.42,-0.233
96.44,-0.233
96.45,-0.233
96.47,-0.233
96.49,-0.233
96.5,-0.233
96.52,-0.233
96.54,-0.233
96.55,-0.233
96.57,-0.233
96.59,-0.233
96.6,-0.233
96.62,-0.233
96.64,-0.233
96.65,-0.233
96.67,-0.233
96.69,-0.233
96.7,-0.233
96.72,-0.233
96.74,-0.233
96.75,-0.233
96.77,-0.233
96.79,-0.233
96.8,-0.233
96.82,-0.233
96.84,-0.233
96.85,-0.233
96.87,-0.233
96.89,-0.233
96.9,-0.233
96.92,-0.233
96.94,-0.233
96.95,-0.233
96.97,-0.233
96.99,-0.233
97.0,-0.233
97.02,-0.233
97.04,-0.233
97.05,-0.233
97.07,-0.233
97.09,-0.233
97.1,-0.233
97.12,-0.233
97.14,-0.233
97.15,-0.233
97.17,-0.233
97.19,-0.233
97.2,-0.233
97.22,-0.233
97.24,-0.233
97.25,-0.233
97.27,-0.233
97.29,-0.233
97.3,-0.233
97.32,-0.233
97.34,-0.233
97.35,-0.233
97.37,-0.233
97.39,-0.233
97.4,-0.233
97.42,-0.233
97.44,-0.233
97.45,-0.233
97.47,-0.233
97.49,-0.233
97.5,-0.233
97.52,-0.233
97.54,-0.233
97.55,-0.233
97.57,-0.233
97.59,-0.233
97.6,-0.233
97.62,-0.233
97.64,-0.233
97.65,-0.233
97.67,-0.233
97.69,-0.233
97.7,-0.233
97.72,-0.233
97.74,-0.233
97.75,-0.233
97.77,-0.233
97.79,-0.233
97.8,-0.233
97.82,-0.233
97.84,-0.233
97.85,-0.233
97.87,-0.233
97.89,-0.233
97.9,-0.233
97.92,-0.233
97.94,-0.233
97.95,-0.233
97.97,-0.233
97.99,-0.233
98.0,-0.233
98.02,-0.233
98.04,-0.233
98.05,-0.233
98.07,-0.233
98.09,-0.233
98.1,-0.233
98.12,-0.233
98.14,-0.233
98.15,-0.233
98.17,-0.233
98.19,-0.233
98.2,-0.233
98.22,-0.233
98.24,-0.233
98.25,-0.233
98.27,-0.233
98.29,-0.234
98.3,-0.234
98.32,-0.234
98.34,-0.234
98.35,-0.234
98.37,-0.234
98.39,-0.234
98.41,-0.234
98.42,-0.234
98.44,-0.234
98.46,-0.234
98.47,-0.234
98.49,-0.234
98.51,-0.234
98.52,-0.234
98.54,-0.234
98.56,-0.234
98.57,-0.234
98.59,-0.234
98.61,-0.234
98.62,-0.234
98.64,-0.234
98.65,-0.234
98.67,-0.234
98.69,-0.234
98.71,-0.234
98.72,-0.234
98.74,-0.234
98.75,-0.234
98.77,-0.234
98.79,-0.234
98.8,-0.234
98.82,-0.234
98.84,-0.234
98.86,-0.234
98.87,-0.234
98.89,-0.234
98.91,-0.234
98.92,-0.234
98.94,-0.234
98.96,-0.234
98.97,-0.234
98.99,-0.234
99.01,-0.234
99.02,-0.234
99.04,-0.234
99.06,-0.234
99.07,-0.234
99.09,-0.234
99.11,-0.234
99.12,-0.234
99.14,-0.234
99.16,-0.234
99.17,-0.234
99.19,-0.234
99.21,-0.234
99.22,-0.234
99.24,-0.234
99.26,-0.234
99.27,-0.234
99.29,-0.234
99.31,-0.234
99.32,-0.234
99.34,-0.234
99.36,-0.234
99.37,-0.234
99.39,-0.234
99.41,-0.234
99.42,-0.234
99.44,-0.234
99.45,-0.234
99.47,-0.234
99.49,-0.234
99.51,-0.234
99.52,-0.234
99.54,-0.234
99.56,-0.234
99.57,-0.234
99.59,-0.234
99.6,-0.234
99.62,-0.234
99.64,-0.234
99.66,-0.234
99.67,-0.234
99.69,-0.234
99.71,-0.234
99.72,-0.234
99.74,-0.234
99.76,-0.234
99.77,-0.234
99.79,-0.234
99.81,-0.234
99.82,-0.234
99.84,-0.234
99.86,-0.234
99.87,-0.234
99.89,-0.234
99.91,-0.234
99.92,-0.234
99.94,-0.234
99.96,-0.234
99.97,-0.234
99.99,-0.234
100.01,-0.234
100.02,-0.234
100.04,-0.234
100.06,-0.234
100.07,-0.234
100.09,-0.234
100.11,-0.234
100.12,-0.234
100.14,-0.234
100.16,-0.234
100.17,-0.234
100.19,-0.234
100.21,-0.234
100.22,-0.234
100.24,-0.234
100.26,-0.234
100.27,-0.234
100.29,-0.234
100.31,-0.234
100.32,-0.234
100.34,-0.234
100.36,-0.234
100.37,-0.234
100.39,-0.234
100.41,-0.234
100.42,-0.234
100.44,-0.234
100.46,-0.234
100.47,-0.235
100.49,-0.235
100.51,-0.235
100.52,-0.235
100.54,-0.235
100.56,-0.235
100.57,-0.235
100.59,-0.235
100.61,-0.235
100.62,-0.235
100.64,-0.235
100.66,-0.235
100.67,-0.235
100.69,-0.235
100.71,-0.235
100.72,-0.235
100.74,-0.235
100.76,-0.235
100.77,-0.235
100.79,-0.235
100.81,-0.235
100.82,-0.235
100.84,-0.235
100.86,-0.235
100.87,-0.235
100.89,-0.235
100.91,-0.235
100.92,-0.235
100.94,-0.235
100.96,-0.235
100.97,-0.235
100.99,-0.235
101.01,-0.235
101.02,-0.235
101.04,-0.235
101.06,-0.235
101.07,-0.235
101.09,-0.235
101.11,-0.235
101.12,-0.235
101.14,-0.235
101.16,-0.235
101.17,-0.235
101.19,-0.235
101.21,-0.235
101.22,-0.235
101.24,-0.235
101.26,-0.235
101.27,-0.235
101.29,-0.235
101.31,-0.235
101.32,-0.235
101.34,-0.235
101.36,-0.235
101.37,-0.235
101.39,-0.235
101.41,-0.235
101.42,-0.235
101.44,-0.235
101.46,-0.235
101.47,-0.235
101.49,-0.235
101.51,-0.235
101.52,-0.235
101.54,-0.235
101.56,-0.235
101.57,-0.235
101.59,-0.235
101.61,-0.235
101.62,-0.235
101.64,-0.235
101.66,-0.235
101.67,-0.235
101.69,-0.235
101.71,-0.235
101.72,-0.235
101.74,-0.235
101.76,-0.235
101.77,-0.235
101.79,-0.235
101.81,-0.235
101.82,-0.235
101.84,-0.235
101.86,-0.235
101.87,-0.235
101.89,-0.235
101.91,-0.235
101.92,-0.235
101.94,-0.235
101.96,-0.235
101.97,-0.235
101.99,-0.235
102.01,-0.235
102.02,-0.235
102.04,-0.235
102.06,-0.235
102.07,-0.235
102.09,-0.235
102.11,-0.235
102.12,-0.235
102.14,-0.235
102.16,-0.235
102.17,-0.235
102.19,-0.235
102.21,-0.235
102.22,-0.235
102.24,-0.235
102.26,-0.235
102.27,-0.235
102.29,-0.235
102.31,-0.235
102.32,-0.235
102.34,-0.235
102.36,-0.235
102.37,-0.235
102.39,-0.235
102.41,-0.235
102.42,-0.235
102.44,-0.235
102.46,-0.235
102.47,-0.235
102.49,-0.235
102.51,-0.235
102.52,-0.235
102.54,-0.235
102.56,-0.235
102.57,-0.235
102.59,-0.235
102.61,-0.235
102.62,-0.235
102.64,-0.235
102.66,-0.235
102.67,-0.236
102.69,-0.236
102.71,-0.236
102.72,-0.236
102.74,-0.236
102.76,-0.236
102.77,-0.236
102.79,-0.236
102.81,-0.236
102.82,-0.236
102.84,-0.236
102.86,-0.236
102.87,-0.236
102.89,-0.236
102.91,-0.236
102.92,-0.236
102.94,-0.236
102.96,-0.236
102.97,-0.236
102.99,-0.236
103.01,-0.236
103.02,-0.236
103.04,-0.236
103.06,-0.236
103.08,-0.236
103.09,-0.236
103.11,-0.236
103.12,-0.236
103.14,-0.236
103.16,-0.236
103.18,-0.236
103.19,-0.236
103.21,-0.236
103.22,-0.236
103.24,-0.236
103.26,-0.236
103.27,-0.236
103.29,-0.236
103.31,-0.236
103.33,-0.236
103.34,-0.236
103.36,-0.236
103.37,-0.236
103.39,-0.236
103.41,-0.236
103.42,-0.236
103.44,-0.236
103.46,-0.236
103.48,-0.236
103.49,-0.236
103.51,-0.236
103.53,-0.236
103.54,-0.236
103.56,-0.236
103.57,-0.236
103.59,-0.236
103.61,-0.236
103.62,-0.236
103.64,-0.236
103.66,-0.236
103.67,-0.236
103.69,-0.236
103.71,-0.236
103.73,-0.236
103.74,-0.236
103.76,-0.236
103.77,-0.236
103.79,-0.236
103.81,-0.236
103.82,-0.236
103.84,-0.236
103.86,-0.236
103.87,-0.236
103.89,-0.236
103.91,-0.236
103.92,-0.236
103.94,-0.236
103.96,-0.236
103.98,-0.236
103.99,-0.236
104.01,-0.236
104.03,-0.236
104.04,-0.236
104.06,-0.236
104.07,-0.236
104.09,-0.236
104.11,-0.236
104.13,-0.236
104.14,-0.236
104.16,-0.236
104.18,-0.236
104.19,-0.236
104.21,-0.236
104.23,-0.236
104.24,-0.236
104.26,-0.236
104.27,-0.236
104.29,-0.236
104.31,-0.236
104.33,-0.236
104.34,-0.236
104.36,-0.236
104.38,-0.236
104.39,-0.236
104.41,-0.236
104.43,-0.236
104.44,-0.236
104.46,-0.236
104.47,-0.236
104.49,-0.236
104.51,-0.236
104.53,-0.236
104.54,-0.236
104.56,-0.236
104.58,-0.236
104.59,-0.236
104.61,-0.236
104.63,-0.236
104.64,-0.236
104.66,-0.236
104.67,-0.236
104.69,-0.236
104.71,-0.236
104.73,-0.236
104.74,-0.236
104.76,-0.236
104.77,-0.236
104.79,-0.236
104.81,-0.236
104.83,-0.236
104.84,-0.236
104.86,-0.237
104.87,-0.237
104.89,-0.237
104.91,-0.237
104.93,-0.237
104.94,-0.237
104.96,-0.237
104.97,-0.237
104.99,-0.237
105.01,-0.237
105.02,-0.237
105.04,-0.237
105.06,-0.237
105.07,-0.237
105.09,-0.237
105.11,-0.237
105.13,-0.237
105.14,-0.237
105.16,-0.237
105.18,-0.237
105.19,-0.237
105.21,-0.237
105.23,-0.237
105.24,-0.237
105.26,-0.237
105.28,-0.237
105.29,-0.237
105.31,-0.237
105.33,-0.237
105.34,-0.237
105.36,-0.237
105.38,-0.237
105.39,-0.237
105.41,-0.237
105.43,-0.237
105.44,-0.237
105.46,-0.237
105.48,-0.237
105.49,-0.237
105.51,-0.237
105.52,-0.237
105.54,-0.237
105.56,-0.237
105.57,-0.237
105.59,-0.237
105.61,-0.237
105.62,-0.237
105.64,-0.237
105.66,-0.237
105.68,-0.237
105.69,-0.237
105.71,-0.237
105.73,-0.237
105.74,-0.237
105.76,-0.237
105.78,-0.237
105.79,-0.237
105.81,-0.237
105.83,-0.237
105.84,-0.237
105.86,-0.237
105.88,-0.237
105.89,-0.237
105.91,-0.237
105.93,-0.237
105.94,-0.237
105.96,-0.237
105.98,-0.237
105.99,-0.237
106.01,-0.237
106.03,-0.237
106.04,-0.237
106.06,-0.237
106.08,-0.237
106.09,-0.237
106.11,-0.237
106.13,-0.237
106.14,-0.237
106.16,-0.237
106.18,-0.237
106.19,-0.237
106.21,-0.237
106.23,-0.237
106.24,-0.237
106.26,-0.237
106.28,-0.237
106.29,-0.237
106.31,-0.237
106.33,-0.237
106.34,-0.237
106.36,-0.237
106.38,-0.237
106.39,-0.237
106.41,-0.237
106.43,-0.237
106.44,-0.237
106.46,-0.237
106.48,-0.237
106.49,-0.237
106.51,-0.237
106.53,-0.237
106.54,-0.237
106.56,-0.237
106.58,-0.237
106.59,-0.237
106.61,-0.237
106.63,-0.237
106.64,-0.237
106.66,-0.237
106.68,-0.237
106.69,-0.237
106.71,-0.237
106.73,-0.237
106.74,-0.237
106.76,-0.237
106.78,-0.237
106.79,-0.237
106.81,-0.237
106.83,-0.237
106.84,-0.237
106.86,-0.237
106.88,-0.237
106.89,-0.238
106.91,-0.238
106.93,-0.238
106.94,-0.238
106.96,-0.238
106.98,-0.238
106.99,-0.238
107.01,-0.238
107.03,-0.238
107.04,-0.238
107.06,-0.238
107.07,-0.238
107.09,-0.238
107.11,-0.238
107.13,-0.238
107.14,-0.238
107.16,-0.238
107.18,-0.238
107.19,-0.238
107.21,-0.238
107.23,-0.238
107.24,-0.238
107.26,-0.238
107.28,-0.238
107.29,-0.238
107.31,-0.238
107.33,-0.238
107.34,-0.238
107.36,-0.238
107.38,-0.238
107.39,-0.238
107.41,-0.238
107.43,-0.238
107.44,-0.238
107.46,-0.238
107.48,-0.238
107.49,-0.238
107.51,-0.238
107.53,-0.238
107.54,-0.238
107.56,-0.238
107.58,-0.238
107.59,-0.238
107.61,-0.238
107.63,-0.238
107.64,-0.238
107.66,-0.238
107.68,-0.238
107.69,-0.238
107.71,-0.238
107.73,-0.238
107.74,-0.238
107.76,-0.238
107.78,-0.238
107.79,-0.238
107.81,-0.238
107.83,-0.238
107.84,-0.238
107.86,-0.238
107.88,-0.238
107.89,-0.238
107.91,-0.238
107.93,-0.238
107.94,-0.238
107.96,-0.238
107.98,-0.238
107.99,-0.238
108.01,-0.238
108.03,-0.238
108.04,-0.238
108.06,-0.238
108.08,-0.238
108.09,-0.238
108.11,-0.238
108.13,-0.238
108.14,-0.238
108.16,-0.238
108.18,-0.238
108.19,-0.238
108.21,-0.238
108.23,-0.238
108.24,-0.238
108.26,-0.238
108.28,-0.238
108.29,-0.238
108.31,-0.238
108.33,-0.238
108.34,-0.238
108.36,-0.238
108.38,-0.238
108.39,-0.238
108.41,-0.238
108.43,-0.238
108.44,-0.238
108.46,-0.238
108.48,-0.238
108.49,-0.238
108.51,-0.238
108.53,-0.238
108.54,-0.238
108.56,-0.238
108.58,-0.238
108.59,-0.238
108.61,-0.238
108.63,-0.238
108.64,-0.238
108.66,-0.238
108.68,-0.238
108.69,-0.238
108.71,-0.238
108.73,-0.238
108.74,-0.238
108.76,-0.238
108.78,-0.239
108.79,-0.239
108.81,-0.239
108.83,-0.239
108.84,-0.239
108.86,-0.239
108.88,-0.239
108.89,-0.239
108.91,-0.239
108.93,-0.239
108.94,-0.239
108.96,-0.239
108.98,-0.239
108.99,-0.239
109.01,-0.239
109.03,-0.239
109.04,-0.239
109.06,-0.239
109.08,-0.239
109.09,-0.239
109.11,-0.239
109.13,-0.239
109.14,-0.239
109.16,-0.239
109.18,-0.239
109.19,-0.239
109.21,-0.239
109.23,-0.239
109.24,-0.239
109.26,-0.239
109.28,-0.239
109.29,-0.239
109.31,-0.239
109.33,-0.239
109.34,-0.239
109.36,-0.239
109.38,-0.239
109.39,-0.239
109.41,-0.239
109.43,-0.239
109.44,-0.239
109.46,-0.239
109.48,-0.239
109.49,-0.239
109.51,-0.239
109.53,-0.239
109.54,-0.239
109.56,-0.239
109.58,-0.239
109.6,-0.239
109.61,-0.239
109.63,-0.239
109.65,-0.239
109.66,-0.239
109.68,-0.239
109.69,-0.239
109.71,-0.239
109.73,-0.239
109.74,-0.239
109.76,-0.239
109.78,-0.239
109.79,-0.239
109.81,-0.239
109.83,-0.239
109.85,-0.239
109.86,-0.239
109.88,-0.239
109.9,-0.239
109.91,-0.239
109.93,-0.239
109.94,-0.239
109.96,-0.239
109.98,-0.239
109.99,-0.239
110.01,-0.239
110.03,-0.239
110.04,-0.239
110.06,-0.239
110.08,-0.239
110.09,-0.239
110.11,-0.239
110.13,-0.239
110.14,-0.239
110.16,-0.239
110.18,-0.239
110.19,-0.239
110.21,-0.239
110.23,-0.239
110.24,-0.239
110.26,-0.239
110.28,-0.239
110.29,-0.239
110.31,-0.239
110.33,-0.239
110.35,-0.239
110.36,-0.239
110.38,-0.239
110.39,-0.239
110.41,-0.239
110.43,-0.239
110.45,-0.239
110.46,-0.239
110.48,-0.239
110.49,-0.239
110.51,-0.239
110.53,-0.239
110.54,-0.239
110.56,-0.239
110.58,-0.239
110.59,-0.239
110.61,-0.239
110.63,-0.239
110.64,-0.239
110.66,-0.239
110.68,-0.24
110.69,-0.24
110.71,-0.24
110.73,-0.24
110.74,-0.24
110.76,-0.24
110.78,-0.24
110.8,-0.24
110.81,-0.24
110.83,-0.24
110.85,-0.24
110.86,-0.24
110.88,-0.24
110.89,-0.24
110.91,-0.24
110.93,-0.24
110.95,-0.24
110.96,-0.24
110.98,-0.24
111.0,-0.24
111.01,-0.24
111.03,-0.24
111.04,-0.24
111.06,-0.24
111.08,-0.24
111.09,-0.24
111.11,-0.24
111.13,-0.24
111.14,-0.24
111.16,-0.24
111.18,-0.24
111.19,-0.24
111.21,-0.24
111.23,-0.24
111.25,-0.24
111.26,-0.24
111.28,-0.24
111.3,-0.24
111.31,-0.24
111.33,-0.24
111.35,-0.24
111.36,-0.24
111.38,-0.24
111.39,-0.24
111.41,-0.24
111.43,-0.24
111.45,-0.24
111.46,-0.24
111.48,-0.24
111.5,-0.24
111.51,-0.24
111.53,-0.24
111.54,-0.24
111.56,-0.24
111.58,-0.24
111.59,-0.24
111.61,-0.24
111.63,-0.24
111.65,-0.24
111.66,-0.24
111.68,-0.24
111.69,-0.24
111.71,-0.24
111.73,-0.24
111.74,-0.24
111.76,-0.24
111.78,-0.24
111.79,-0.24
111.81,-0.24
111.83,-0.24
111.85,-0.24
111.86,-0.24
111.88,-0.24
111.9,-0.24
111.91,-0.24
111.93,-0.24
111.95,-0.24
111.96,-0.24
111.98,-0.24
112.0,-0.24
112.01,-0.24
112.03,-0.24
112.05,-0.24
112.06,-0.24
112.08,-0.24
112.09,-0.24
112.11,-0.24
112.13,-0.24
112.14,-0.24
112.16,-0.24
112.18,-0.24
112.2,-0.24
112.21,-0.24
112.23,-0.24
112.25,-0.24
112.26,-0.24
112.28,-0.24
112.29,-0.24
112.31,-0.24
112.33,-0.24
112.34,-0.24
112.36,-0.24
112.38,-0.24
112.4,-0.24
112.41,-0.24
112.43,-0.24
112.44,-0.24
112.46,-0.24
112.48,-0.24
112.5,-0.24
112.51,-0.24
112.53,-0.24
112.55,-0.24
112.56,-0.24
112.58,-0.24
112.6,-0.24
112.61,-0.24
112.63,-0.24
112.65,-0.24
112.66,-0.24
112.68,-0.241
112.7,-0.241
112.71,-0.241
112.73,-0.241
112.75,-0.241
112.76,-0.241
112.78,-0.241
112.8,-0.241
112.81,-0.241
112.83,-0.241
112.85,-0.241
112.86,-0.241
112.88,-0.241
112.9,-0.241
112.91,-0.241
112.93,-0.241
112.95,-0.241
112.96,-0.241
112.98,-0.241
112.99,-0.241
113.01,-0.241
113.03,-0.241
113.05,-0.241
113.06,-0.241
113.08,-0.241
113.1,-0.241
113.11,-0.241
113.13,-0.241
113.15,-0.241
113.16,-0.241
113.18,-0.241
113.2,-0.241
113.21,-0.241
113.23,-0.241
113.25,-0.241
113.26,-0.241
113.28,-0.241
113.3,-0.241
113.31,-0.241
113.33,-0.241
113.35,-0.241
113.36,-0.241
113.38,-0.241
113.4,-0.241
113.41,-0.241
113.43,-0.241
113.45,-0.241
113.46,-0.241
113.48,-0.241
113.5,-0.241
113.51,-0.241
113.53,-0.241
113.55,-0.241
113.56,-0.241
113.58,-0.241
113.6,-0.241
113.61,-0.241
113.63,-0.241
113.65,-0.241
113.66,-0.241
113.68,-0.241
113.7,-0.241
113.71,-0.241
113.73,-0.241
113.75,-0.241
113.76,-0.241
113.78,-0.241
113.8,-0.241
113.81,-0.241
113.83,-0.241
113.85,-0.241
113.86,-0.241
113.88,-0.241
113.9,-0.241
113.91,-0.241
113.93,-0.241
113.95,-0.241
113.96,-0.241
113.98,-0.241
114.0,-0.241
114.01,-0.241
114.03,-0.241
114.05,-0.241
114.06,-0.241
114.08,-0.241
114.1,-0.241
114.11,-0.241
114.13,-0.241
114.15,-0.241
114.16,-0.241
114.18,-0.241
114.2,-0.241
114.21,-0.241
114.23,-0.241
114.25,-0.241
114.26,-0.241
114.28,-0.241
114.3,-0.241
114.31,-0.241
114.33,-0.241
114.35,-0.241
114.36,-0.241
114.38,-0.241
114.4,-0.241
114.41,-0.241
114.43,-0.241
114.45,-0.241
114.46,-0.241
114.48,-0.241
114.5,-0.241
114.51,-0.241
114.53,-0.241
114.55,-0.241
114.56,-0.241
114.58,-0.241
114.6,-0.241
114.61,-0.242
114.63,-0.242
114.65,-0.242
114.66,-0.242
114.68,-0.242
114.7,-0.242
114.71,-0.242
114.73,-0.242
114.75,-0.242
114.76,-0.242
114.78,-0.242
114.8,-0.242
114.81,-0.242
114.83,-0.242
114.85,-0.242
114.86,-0.242
114.88,-0.242
114.9,-0.242
114.91,-0.242
114.93,-0.242
114.95,-0.242
114.96,-0.242
114.98,-0.242
115.0,-0.242
115.01,-0.242
115.03,-0.242
115.05,-0.242
115.06,-0.242
115.08,-0.242
115.1,-0.242
115.11,-0.242
115.13,-0.242
115.15,-0.242
115.16,-0.242
115.18,-0.242
115.2,-0.242
115.21,-0.242
115.23,-0.242
115.25,-0.242
115.26,-0.242
115.28,-0.242
115.3,-0.242
115.31,-0.242
115.33,-0.242
115.35,-0.242
115.36,-0.242
115.38,-0.242
115.4,-0.242
115.41,-0.242
115.43,-0.242
115.45,-0.242
115.46,-0.242
115.48,-0.242
115.5,-0.242
115.51,-0.242
115.53,-0.242
115.55,-0.242
115.56,-0.242
115.58,-0.242
115.6,-0.242
115.61,-0.242
115.63,-0.242
115.65,-0.242
115.66,-0.242
115.68,-0.242
115.7,-0.242
115.71,-0.242
115.73,-0.242
115.75,-0.242
115.76,-0.242
115.78,-0.242
115.8,-0.242
115.81,-0.242
115.83,-0.242
115.85,-0.242
115.86,-0.242
115.88,-0.242
115.9,-0.242
115.91,-0.242
115.93,-0.242
115.95,-0.242
115.96,-0.242
115.98,-0.242
116.0,-0.242
116.01,-0.242
116.03,-0.242
116.05,-0.242
116.06,-0.242
116.08,-0.242
116.1,-0.242
116.11,-0.242
116.13,-0.242
116.15,-0.242
116.16,-0.242
116.18,-0.242
116.2,-0.242
116.21,-0.242
116.23,-0.242
116.25,-0.242
116.26,-0.242
116.28,-0.242
116.3,-0.242
116.31,-0.242
116.33,-0.242
116.35,-0.242
116.36,-0.242
116.38,-0.242
116.4,-0.242
116.41,-0.242
116.43,-0.242
116.45,-0.242
116.46,-0.242
116.48,-0.242
116.5,-0.242
116.51,-0.242
116.53,-0.242
116.55,-0.242
116.56,-0.243
116.58,-0.243
116.6,-0.243
116.61,-0.243
116.63,-0.243
116.65,-0.243
116.66,-0.243
116.68,-0.243
116.7,-0.243
116.71,-0.243
116.73,-0.243
116.75,-0.243
116.76,-0.243
116.78,-0.243
116.8,-0.243
116.81,-0.243
116.83,-0.243
116.85,-0.243
116.86,-0.243
116.88,-0.243
116.9,-0.243
116.91,-0.243
116.93,-0.243
116.95,-0.243
116.96,-0.243
116.98,-0.243
117.0,-0.243
117.01,-0.243
117.03,-0.243
117.05,-0.243
117.06,-0.243
117.08,-0.243
117.1,-0.243
117.11,-0.243
117.13,-0.243
117.15,-0.243
117.16,-0.243
117.18,-0.243
117.2,-0.243
117.21,-0.243
117.23,-0.243
117.25,-0.243
117.26,-0.243
117.28,-0.243
117.3,-0.243
117.31,-0.243
117.33,-0.243
117.35,-0.243
117.36,-0.243
117.38,-0.243
117.4,-0.243
117.41,-0.243
117.43,-0.243
117.45,-0.243
117.46,-0.243
117.48,-0.243
117.5,-0.243
117.51,-0.243
117.53,-0.243
117.55,-0.243
117.56,-0.243
117.58,-0.243
117.6,-0.243
117.61,-0.243
117.63,-0.243
117.65,-0.243
117.66,-0.243
117.68,-0.243
117.7,-0.243
117.71,-0.243
117.73,-0.243
117.75,-0.243
117.76,-0.243
117.78,-0.243
117.8,-0.243
117.81,-0.243
117.83,-0.243
117.85,-0.243
117.86,-0.243
117.88,-0.243
117.9,-0.243
117.91,-0.243
117.93,-0.243
117.95,-0.243
117.96,-0.243
117.98,-0.243
118.0,-0.243
118.02,-0.243
118.03,-0.243
118.05,-0.243
118.06,-0.243
118.08,-0.243
118.1,-0.243
118.11,-0.243
118.13,-0.243
118.15,-0.243
118.16,-0.243
118.18,-0.243
118.2,-0.243
118.22,-0.243
118.23,-0.243
118.25,-0.243
118.26,-0.243
118.28,-0.243
118.3,-0.243
118.32,-0.243
118.33,-0.243
118.35,-0.243
118.36,-0.243
118.38,-0.243
118.4,-0.243
118.41,-0.243
118.43,-0.243
118.45,-0.243
118.47,-0.244
118.48,-0.244
118.5,-0.244
118.52,-0.244
118.53,-0.244
118.55,-0.244
118.57,-0.244
118.58,-0.244
118.6,-0.244
118.62,-0.244
118.63,-0.244
118.65,-0.244
118.66,-0.244
118.68,-0.244
118.7,-0.244
118.71,-0.244
118.73,-0.244
118.75,-0.244
118.77,-0.244
118.78,-0.244
118.8,-0.244
118.81,-0.244
118.83,-0.244
118.85,-0.244
118.87,-0.244
118.88,-0.244
118.9,-0.244
118.92,-0.244
118.93,-0.244
118.95,-0.244
118.97,-0.244
118.98,-0.244
119.0,-0.244
119.01,-0.244
119.03,-0.244
119.05,-0.244
119.07,-0.244
119.08,-0.244
119.1,-0.244
119.11,-0.244
119.13,-0.244
119.15,-0.244
119.16,-0.244
119.18,-0.244
119.2,-0.244
119.22,-0.244
119.23,-0.244
119.25,-0.244
119.26,-0.244
119.28,-0.244
119.3,-0.244
119.31,-0.244
119.33,-0.244
119.35,-0.244
119.36,-0.244
119.38,-0.244
119.4,-0.244
119.41,-0.244
119.43,-0.244
119.45,-0.244
119.47,-0.244
119.48,-0.244
119.5,-0.244
119.51,-0.244
119.53,-0.244
119.55,-0.244
119.57,-0.244
119.58,-0.244
119.6,-0.244
119.62,-0.244
119.63,-0.244
119.65,-0.244
119.67,-0.244
119.68,-0.244
119.7,-0.244
119.72,-0.244
119.73,-0.244
119.75,-0.244
119.77,-0.244
119.78,-0.244
119.8,-0.244
119.82,-0.244
119.83,-0.244
119.85,-0.244
119.87,-0.244
119.88,-0.244
119.9,-0.244
119.92,-0.244
119.93,-0.244
119.95,-0.244
119.96,-0.244
119.98,-0.244
120.0,-0.244
120.02,-0.244
120.03,-0.244
120.05,-0.244
120.06,-0.244
120.08,-0.244
120.1,-0.244
120.11,-0.244
120.13,-0.244
120.15,-0.244
120.17,-0.244
120.18,-0.244
120.2,-0.244
120.21,-0.244
120.23,-0.244
120.25,-0.244
120.26,-0.244
120.28,-0.244
120.3,-0.244
120.31,-0.244
120.33,-0.244
120.35,-0.244
120.36,-0.244
