Temperaturee (°C),Heat flow (W/g)
32.32,347.36,-0.351734406
32.32,347.38,-0.351457825
32.33,347.4,-0.351260376
32.33,347.41,-0.351061737
32.33,347.43,-0.350912811
32.33,347.45,-0.350745697
32.33,347.46,-0.350599548
32.33,347.48,-0.350432434
32.33,347.5,-0.350227936
32.34,347.51,-0.350016419
32.34,347.53,-0.349824768
32.34,347.55,-0.349646942
32.34,347.56,-0.349470398
32.34,347.58,-0.349317627
32.34,347.6,-0.349146545
32.35,347.61,-0.348970429
32.35,347.63,-0.348798706
32.35,347.65,-0.348617493
32.35,347.66,-0.348352722
32.35,347.68,-0.348048889
32.36,347.7,-0.347749054
32.36,347.71,-0.347487396
32.36,347.73,-0.34731308
32.36,347.75,-0.347113861
32.36,347.76,-0.346943207
32.36,347.78,-0.346792725
32.37,347.8,-0.346571381
32.37,347.81,-0.346406677
32.37,347.83,-0.3462388
32.37,347.85,-0.346058655
32.37,347.87,-0.345863556
32.37,347.88,-0.345672577
32.38,347.9,-0.345484589
32.38,347.92,-0.345338745
32.38,347.93,-0.345149475
32.38,347.95,-0.344881714
32.38,347.97,-0.344669464
32.38,347.98,-0.344427856
32.38,348,-0.344188538
32.39,348.02,-0.343900177
32.39,348.03,-0.343629944
32.39,348.05,-0.343411591
32.39,348.07,-0.343213745
32.39,348.08,-0.343044067
32.39,348.1,-0.342885223
32.4,348.12,-0.342747437
32.4,348.13,-0.342619263
32.4,348.15,-0.342511017
32.4,348.17,-0.342405762
32.4,348.18,-0.342283081
32.41,348.2,-0.342137817
32.41,348.22,-0.342027283
32.41,348.23,-0.341919983
32.41,348.25,-0.341778473
32.41,348.27,-0.341617584
32.41,348.28,-0.341458313
32.42,348.3,-0.341240845
32.42,348.32,-0.341105255
32.42,348.33,-0.340983856
32.42,348.35,-0.340837647
32.42,348.37,-0.340635925
32.42,348.38,-0.340448059
32.43,348.4,-0.340271271
32.43,348.42,-0.340131287
32.43,348.43,-0.339957367
32.43,348.45,-0.339792053
32.43,348.47,-0.339631775
32.43,348.48,-0.339453919
32.43,348.5,-0.339296051
32.44,348.52,-0.339108398
32.44,348.53,-0.338949921
32.44,348.55,-0.338774078
32.44,348.57,-0.338559326
32.44,348.59,-0.338343506
32.44,348.6,-0.338136963
32.45,348.62,-0.338022858
32.45,348.64,-0.337926849
32.45,348.65,-0.337796967
32.45,348.67,-0.337668304
32.45,348.68,-0.337546234
32.46,348.7,-0.337400574
32.46,348.72,-0.337259735
32.46,348.74,-0.337098755
32.46,348.75,-0.336932861
32.46,348.77,-0.33673642
32.46,348.78,-0.33656369
32.47,348.8,-0.336393829
32.47,348.82,-0.336260895
32.47,348.84,-0.336126984
32.47,348.85,-0.335978058
32.47,348.87,-0.335842743
32.47,348.89,-0.335679596
32.48,348.9,-0.335496124
32.48,348.92,-0.335350311
32.48,348.94,-0.335191254
32.48,348.95,-0.33504129
32.48,348.97,-0.33489624
32.48,348.99,-0.334773865
32.48,349,-0.334622131
32.49,349.02,-0.334482086
32.49,349.04,-0.334364807
32.49,349.05,-0.334237885
32.49,349.07,-0.334102844
32.49,349.09,-0.333932404
32.49,349.1,-0.333734283
32.5,349.12,-0.333532532
32.5,349.14,-0.333337219
32.5,349.15,-0.333198731
32.5,349.17,-0.333085968
32.5,349.19,-0.332988922
32.51,349.2,-0.332864655
32.51,349.22,-0.332748657
32.51,349.24,-0.332637268
32.51,349.25,-0.332536835
32.51,349.27,-0.33242218
32.51,349.29,-0.332313568
32.52,349.3,-0.332206513
32.52,349.32,-0.332074738
32.52,349.34,-0.331919678
32.52,349.35,-0.331799011
32.52,349.37,-0.331609619
32.52,349.39,-0.331451447
32.53,349.4,-0.331338654
32.53,349.42,-0.33123172
32.53,349.44,-0.33114566
32.53,349.45,-0.331071045
32.53,349.47,-0.331008789
32.53,349.49,-0.330917267
32.53,349.5,-0.330815094
32.54,349.52,-0.330737854
32.54,349.54,-0.330635712
32.54,349.55,-0.330463074
32.54,349.57,-0.330356323
32.54,349.59,-0.330257599
32.54,349.6,-0.330152435
32.55,349.62,-0.330083923
32.55,349.64,-0.330006165
32.55,349.65,-0.329931702
32.55,349.67,-0.329842224
32.55,349.69,-0.329733826
32.56,349.71,-0.329619202
32.56,349.72,-0.329493164
32.56,349.74,-0.329345001
32.56,349.75,-0.3292099
32.56,349.77,-0.329114868
32.56,349.79,-0.329058868
32.57,349.8,-0.329007141
32.57,349.82,-0.328940186
32.57,349.84,-0.328888306
32.57,349.86,-0.328829651
32.57,349.87,-0.328767365
32.57,349.89,-0.32869928
32.58,349.91,-0.328626953
32.58,349.92,-0.328544891
32.58,349.94,-0.328467896
32.58,349.96,-0.328383392
32.58,349.97,-0.328309418
32.58,349.99,-0.328258575
32.58,350.01,-0.328200989
32.59,350.02,-0.32813446
32.59,350.04,-0.328061829
32.59,350.06,-0.327977966
32.59,350.07,-0.32788913
32.59,350.09,-0.327796204
32.59,350.11,-0.327698364
32.6,350.12,-0.327615418
32.6,350.14,-0.327539124
32.6,350.16,-0.327446289
32.6,350.17,-0.327348389
32.6,350.19,-0.327241211
32.61,350.21,-0.327138702
32.61,350.22,-0.327042114
32.61,350.24,-0.32694754
32.61,350.26,-0.326857819
32.61,350.27,-0.326755646
32.61,350.29,-0.326664459
32.62,350.31,-0.326564911
32.62,350.32,-0.3264758
32.62,350.34,-0.326401184
32.62,350.36,-0.326318726
32.62,350.37,-0.326245178
32.62,350.39,-0.326181946
32.63,350.41,-0.32611023
32.63,350.42,-0.326025391
32.63,350.44,-0.325937225
32.63,350.46,-0.325862152
32.63,350.47,-0.325797943
32.63,350.49,-0.325732758
32.63,350.51,-0.325674927
32.64,350.52,-0.325620361
32.64,350.54,-0.325564453
32.64,350.56,-0.32548999
32.64,350.57,-0.325431152
32.64,350.59,-0.325376556
32.64,350.61,-0.3253237
32.65,350.63,-0.325257416
32.65,350.64,-0.325182404
32.65,350.66,-0.325105957
32.65,350.68,-0.325031799
32.65,350.69,-0.324969116
32.66,350.71,-0.324911987
32.66,350.73,-0.324853912
32.66,350.74,-0.324771759
32.66,350.76,-0.324686218
32.66,350.78,-0.324588287
32.66,350.79,-0.32449469
32.67,350.81,-0.324416199
32.67,350.83,-0.324348236
32.67,350.84,-0.324281311
32.67,350.86,-0.324207001
32.67,350.87,-0.324144745
32.67,350.89,-0.324094757
32.68,350.91,-0.324037872
32.68,350.92,-0.32399411
32.68,350.94,-0.323942688
32.68,350.96,-0.32388092
32.68,350.98,-0.323816895
32.68,350.99,-0.323758667
32.68,351.01,-0.323690826
32.69,351.03,-0.323611969
32.69,351.04,-0.323538666
32.69,351.06,-0.323484375
32.69,351.08,-0.323418304
32.69,351.09,-0.323339844
32.69,351.11,-0.323269775
32.7,351.13,-0.32320462
32.7,351.14,-0.323119812
32.7,351.16,-0.323044525
32.7,351.18,-0.322972778
32.7,351.19,-0.322884705
32.71,351.21,-0.322820221
32.71,351.23,-0.322761108
32.71,351.24,-0.322698731
32.71,351.26,-0.322644287
32.71,351.28,-0.322597199
32.71,351.29,-0.322543823
32.72,351.31,-0.322505737
32.72,351.33,-0.322465088
32.72,351.34,-0.322401642
32.72,351.36,-0.322356567
32.72,351.38,-0.322315308
32.72,351.39,-0.32226181
32.73,351.41,-0.322204865
32.73,351.43,-0.322141022
32.73,351.44,-0.322064606
32.73,351.46,-0.321988922
32.73,351.48,-0.321941101
32.73,351.49,-0.321895294
32.73,351.51,-0.321856445
32.74,351.53,-0.321813934
32.74,351.54,-0.321758698
32.74,351.56,-0.321696381
32.74,351.58,-0.321639191
32.74,351.59,-0.321563232
32.74,351.61,-0.321473114
32.75,351.63,-0.321401428
32.75,351.64,-0.321328003
32.75,351.66,-0.321264801
32.75,351.68,-0.32120343
32.75,351.69,-0.321148254
32.76,351.71,-0.321104279
32.76,351.73,-0.321059204
32.76,351.74,-0.321009338
32.76,351.76,-0.320965149
32.76,351.78,-0.320920319
32.76,351.79,-0.320883148
32.77,351.81,-0.320845154
32.77,351.83,-0.320812042
32.77,351.84,-0.320783112
32.77,351.86,-0.320759522
32.77,351.88,-0.320736877
32.77,351.89,-0.320713013
32.78,351.91,-0.320687317
32.78,351.93,-0.320654236
32.78,351.94,-0.320618958
32.78,351.96,-0.320575684
32.78,351.98,-0.320517395
32.78,351.99,-0.320470703
32.78,352.01,-0.320427704
32.79,352.03,-0.320391266
32.79,352.04,-0.320346802
32.79,352.06,-0.320293854
32.79,352.08,-0.320245453
32.79,352.09,-0.320204559
32.79,352.11,-0.320159088
32.8,352.13,-0.320117004
32.8,352.15,-0.320081787
32.8,352.16,-0.320034729
32.8,352.18,-0.319996765
32.8,352.2,-0.319968811
32.81,352.21,-0.319927643
32.81,352.23,-0.31985849
32.81,352.25,-0.319791351
32.81,352.26,-0.319731384
32.81,352.28,-0.319674957
32.81,352.3,-0.319625458
32.82,352.31,-0.319586762
32.82,352.33,-0.319563568
32.82,352.35,-0.319536987
32.82,352.36,-0.319515747
32.82,352.38,-0.31949408
32.82,352.4,-0.319468109
32.83,352.41,-0.319431702
32.83,352.43,-0.319399292
32.83,352.45,-0.31936496
32.83,352.46,-0.31932312
32.83,352.48,-0.319272217
32.83,352.5,-0.319215149
32.83,352.51,-0.31914917
32.84,352.53,-0.319083435
32.84,352.54,-0.319028076
32.84,352.56,-0.318979523
32.84,352.58,-0.318933044
32.84,352.6,-0.318907227
32.84,352.61,-0.318882172
32.85,352.63,-0.318866272
32.85,352.65,-0.318849609
32.85,352.66,-0.318833252
32.85,352.68,-0.318816376
32.85,352.7,-0.318797913
32.86,352.71,-0.318769867
32.86,352.73,-0.31874057
32.86,352.75,-0.318710297
32.86,352.76,-0.318673248
32.86,352.78,-0.318634216
32.86,352.8,-0.318598541
32.87,352.81,-0.318562775
32.87,352.83,-0.318529327
32.87,352.85,-0.318478546
32.87,352.86,-0.318435638
32.87,352.88,-0.318383667
32.87,352.9,-0.31833194
32.88,352.91,-0.318274994
32.88,352.93,-0.318222351
32.88,352.95,-0.318171875
32.88,352.96,-0.31814798
32.88,352.98,-0.318122955
32.88,353,-0.318104614
32.88,353.01,-0.318084015
32.89,353.03,-0.318062347
32.89,353.05,-0.318029541
32.89,353.06,-0.317988342
32.89,353.08,-0.317931885
32.89,353.1,-0.317855316
32.89,353.11,-0.317770538
32.9,353.13,-0.317680145
32.9,353.15,-0.317640869
32.9,353.16,-0.317612122
32.9,353.18,-0.317591888
32.9,353.2,-0.317570953
32.91,353.21,-0.317548431
32.91,353.23,-0.317530121
32.91,353.25,-0.317487427
32.91,353.26,-0.31746936
32.91,353.28,-0.31745166
32.91,353.3,-0.317432312
32.92,353.31,-0.317406586
32.92,353.33,-0.317387116
32.92,353.35,-0.3173685
32.92,353.36,-0.317349793
32.92,353.38,-0.317330505
32.92,353.4,-0.317306213
32.93,353.41,-0.317268372
32.93,353.43,-0.317202942
32.93,353.45,-0.317139496
32.93,353.46,-0.317063385
32.93,353.48,-0.317010376
32.93,353.5,-0.316961273
32.93,353.51,-0.316901428
32.94,353.53,-0.316861542
32.94,353.55,-0.316826416
32.94,353.56,-0.316799622
32.94,353.58,-0.31678009
32.94,353.6,-0.316760681
32.94,353.61,-0.316740692
32.95,353.63,-0.316715637
32.95,353.65,-0.316687103
32.95,353.66,-0.316666473
32.95,353.68,-0.316646149
32.95,353.7,-0.316626007
32.96,353.71,-0.31660611
32.96,353.73,-0.316585754
32.96,353.75,-0.316564026
32.96,353.76,-0.316543304
32.96,353.78,-0.316523041
32.96,353.8,-0.316502777
32.97,353.81,-0.31648169
32.97,353.83,-0.316454712
32.97,353.85,-0.316433044
32.97,353.86,-0.316402374
32.97,353.88,-0.316368042
32.97,353.9,-0.316346222
32.98,353.91,-0.316324616
32.98,353.93,-0.316302551
32.98,353.95,-0.316280426
32.98,353.96,-0.316253418
32.98,353.98,-0.316231232
32.98,354,-0.316206696
32.98,354.01,-0.316184174
32.99,354.03,-0.316162262
32.99,354.05,-0.31611969
32.99,354.06,-0.316077393
32.99,354.08,-0.316045166
32.99,354.1,-0.316023102
32.99,354.11,-0.316001099
33,354.13,-0.315979797
33,354.15,-0.315958557
33,354.16,-0.315937561
33,354.18,-0.315916626
33,354.2,-0.315894806
33.01,354.21,-0.31587262
33.01,354.23,-0.315849365
33.01,354.25,-0.315806854
33.01,354.26,-0.315760559
33.01,354.28,-0.315709503
33.01,354.3,-0.315655853
33.02,354.31,-0.315632904
33.02,354.33,-0.315610107
33.02,354.35,-0.315588074
33.02,354.36,-0.315566193
33.02,354.38,-0.315544464
33.02,354.4,-0.31552478
33.03,354.41,-0.315504242
33.03,354.43,-0.315481934
33.03,354.45,-0.315451294
33.03,354.46,-0.31541153
33.03,354.48,-0.315371429
33.03,354.5,-0.315340485
33.03,354.52,-0.315303253
33.04,354.53,-0.315276459
33.04,354.55,-0.315236694
33.04,354.56,-0.315213043
33.04,354.58,-0.315190643
33.04,354.6,-0.315169067
33.04,354.61,-0.315139282
33.05,354.63,-0.315114746
33.05,354.65,-0.315092896
33.05,354.66,-0.315071442
33.05,354.68,-0.315049652
33.05,354.7,-0.315027283
33.06,354.72,-0.31500528
33.06,354.73,-0.314980011
33.06,354.75,-0.314957489
33.06,354.76,-0.314935547
33.06,354.78,-0.314912689
33.06,354.8,-0.314890045
33.07,354.81,-0.314866669
33.07,354.83,-0.314844147
33.07,354.85,-0.314821472
33.07,354.86,-0.314798645
33.07,354.88,-0.314775238
33.07,354.9,-0.31475238
33.08,354.91,-0.314728973
33.08,354.93,-0.314705689
33.08,354.95,-0.314682953
33.08,354.96,-0.314660461
33.08,354.98,-0.314638123
33.08,355,-0.314616608
33.08,355.01,-0.314594269
33.09,355.03,-0.314571259
33.09,355.05,-0.314548187
33.09,355.06,-0.314524994
33.09,355.08,-0.314499817
33.09,355.1,-0.314468842
33.09,355.11,-0.314434296
33.1,355.13,-0.314403992
33.1,355.15,-0.314372711
33.1,355.16,-0.314344605
33.1,355.18,-0.31431189
33.1,355.2,-0.314283539
33.11,355.21,-0.314259125
33.11,355.23,-0.314234131
33.11,355.25,-0.314210754
33.11,355.26,-0.314186951
33.11,355.28,-0.314163452
33.11,355.3,-0.314139404
33.12,355.32,-0.314114899
33.12,355.33,-0.314090027
33.12,355.35,-0.314066315
33.12,355.37,-0.314042175
33.12,355.38,-0.3140177
33.12,355.4,-0.313992767
33.13,355.41,-0.313968018
33.13,355.43,-0.313944305
33.13,355.45,-0.313920349
33.13,355.47,-0.313895996
33.13,355.48,-0.313871857
33.13,355.5,-0.313847015
33.13,355.52,-0.31382428
33.14,355.53,-0.313802307
33.14,355.55,-0.313781403
33.14,355.57,-0.313758575
33.14,355.58,-0.313734375
33.14,355.6,-0.313711334
33.14,355.62,-0.313688538
33.15,355.63,-0.313664642
33.15,355.65,-0.313640747
33.15,355.67,-0.313617584
33.15,355.68,-0.313594086
33.15,355.7,-0.313571075
33.16,355.72,-0.313547852
33.16,355.73,-0.31352417
33.16,355.75,-0.31350174
33.16,355.77,-0.313477783
33.16,355.78,-0.313453461
33.16,355.8,-0.313429993
33.17,355.82,-0.313406372
33.17,355.83,-0.313382294
33.17,355.85,-0.313358765
33.17,355.87,-0.313334625
33.17,355.88,-0.313312042
33.17,355.9,-0.313290253
33.18,355.92,-0.3132677
33.18,355.93,-0.313245178
33.18,355.95,-0.313223053
33.18,355.97,-0.313202026
33.18,355.98,-0.313180939
33.18,356,-0.313160767
33.18,356.02,-0.313139771
33.19,356.03,-0.313118927
33.19,356.05,-0.313098297
33.19,356.07,-0.313078369
33.19,356.08,-0.313058502
33.19,356.1,-0.313037903
33.19,356.12,-0.313016968
33.2,356.13,-0.312994812
33.2,356.15,-0.312973541
33.2,356.17,-0.312952667
33.2,356.18,-0.312932007
33.2,356.2,-0.312911865
33.21,356.22,-0.312891815
33.21,356.23,-0.312871002
33.21,356.25,-0.312850922
33.21,356.27,-0.312829895
33.21,356.28,-0.312809143
33.21,356.3,-0.3127883
33.22,356.32,-0.312766754
33.22,356.33,-0.312744873
33.22,356.35,-0.312723358
33.22,356.37,-0.312702423
33.22,356.38,-0.312682312
33.22,356.4,-0.312661926
33.23,356.42,-0.312641907
33.23,356.43,-0.312622986
33.23,356.45,-0.312604004
33.23,356.47,-0.312585327
33.23,356.48,-0.312567383
33.23,356.5,-0.312550293
33.23,356.52,-0.312532135
33.24,356.53,-0.312514099
33.24,356.55,-0.312495483
33.24,356.57,-0.312476654
33.24,356.58,-0.312457336
33.24,356.6,-0.312437775
33.24,356.62,-0.312416596
33.25,356.63,-0.312396484
33.25,356.65,-0.312376343
33.25,356.67,-0.31235733
33.25,356.68,-0.312338715
33.25,356.7,-0.312320679
33.26,356.72,-0.312304169
33.26,356.73,-0.312288513
33.26,356.75,-0.312271668
33.26,356.77,-0.31225415
33.26,356.78,-0.312235138
33.26,356.8,-0.312216827
33.27,356.82,-0.312198395
33.27,356.83,-0.312180084
33.27,356.85,-0.312161591
33.27,356.87,-0.312143768
33.27,356.88,-0.312125946
33.27,356.9,-0.312107391
33.28,356.92,-0.312089569
33.28,356.93,-0.312071472
33.28,356.95,-0.31205304
33.28,356.97,-0.3120354
33.28,356.98,-0.312018219
33.28,357,-0.312001862
33.28,357.02,-0.311986694
33.29,357.03,-0.311970703
33.29,357.05,-0.31195517
33.29,357.07,-0.311940247
33.29,357.08,-0.311923401
33.29,357.1,-0.311905853
33.29,357.12,-0.311887299
33.3,357.13,-0.311870148
33.3,357.15,-0.311852356
33.3,357.17,-0.311835114
33.3,357.18,-0.31181839
33.3,357.2,-0.311801666
33.31,357.22,-0.31178421
33.31,357.23,-0.311766388
33.31,357.25,-0.311749237
33.31,357.27,-0.311729858
33.31,357.28,-0.311710449
33.31,357.3,-0.311690674
33.32,357.32,-0.311672546
33.32,357.33,-0.311656311
33.32,357.35,-0.311639282
33.32,357.37,-0.311623871
33.32,357.38,-0.311608734
33.32,357.4,-0.311593109
33.33,357.42,-0.311576843
33.33,357.43,-0.311560669
33.33,357.45,-0.31154422
33.33,357.47,-0.311527069
33.33,357.48,-0.31150882
33.33,357.5,-0.311491608
33.33,357.52,-0.311475342
33.34,357.53,-0.311458618
33.34,357.55,-0.311442413
33.34,357.57,-0.311425385
33.34,357.58,-0.311408173
33.34,357.6,-0.31139151
33.34,357.62,-0.311374237
33.35,357.63,-0.31135733
33.35,357.65,-0.311340881
33.35,357.67,-0.311325104
33.35,357.68,-0.311309662
33.35,357.7,-0.3112948
33.36,357.72,-0.311279968
33.36,357.73,-0.311266327
33.36,357.75,-0.311253357
33.36,357.77,-0.311240112
33.36,357.78,-0.311226227
33.36,357.8,-0.31121167
33.37,357.82,-0.311196198
33.37,357.83,-0.311180176
33.37,357.85,-0.311164612
33.37,357.87,-0.311149048
33.37,357.88,-0.311134064
33.37,357.9,-0.3111185
33.38,357.92,-0.311103546
33.38,357.93,-0.311088348
33.38,357.95,-0.311073731
33.38,357.97,-0.311058868
33.38,357.98,-0.311043823
33.38,358,-0.311026733
33.38,358.02,-0.311008728
33.39,358.03,-0.310990662
33.39,358.05,-0.310972748
33.39,358.07,-0.310955994
33.39,358.08,-0.310939362
33.39,358.1,-0.310923798
33.39,358.12,-0.310908295
33.4,358.13,-0.310893799
33.4,358.15,-0.31088028
33.4,358.17,-0.310866058
33.4,358.18,-0.31085144
33.4,358.2,-0.310836945
33.41,358.22,-0.310821838
33.41,358.23,-0.310806427
33.41,358.25,-0.310792114
33.41,358.27,-0.310777557
33.41,358.28,-0.310764221
33.41,358.3,-0.310750946
33.42,358.32,-0.310739014
33.42,358.33,-0.310727448
33.42,358.35,-0.310716492
33.42,358.37,-0.310705994
33.42,358.38,-0.310695007
33.42,358.4,-0.310684326
33.43,358.42,-0.31067218
33.43,358.44,-0.310660278
33.43,358.45,-0.310647095
33.43,358.47,-0.310633331
33.43,358.48,-0.310620117
33.43,358.5,-0.31060556
33.43,358.52,-0.310591919
33.44,358.53,-0.310579559
33.44,358.55,-0.3105672
33.44,358.57,-0.310555481
33.44,358.58,-0.310543274
33.44,358.6,-0.310530731
33.44,358.62,-0.310518768
33.45,358.63,-0.310505615
33.45,358.65,-0.310493286
33.45,358.67,-0.310481476
33.45,358.68,-0.310469788
33.45,358.7,-0.310457367
33.46,358.72,-0.310446533
33.46,358.73,-0.310434326
33.46,358.75,-0.310421234
33.46,358.77,-0.310408905
33.46,358.78,-0.310397278
33.46,358.8,-0.310385193
33.47,358.82,-0.310374786
33.47,358.84,-0.310365418
33.47,358.85,-0.310356232
33.47,358.87,-0.310348419
33.47,358.88,-0.31034021
33.47,358.9,-0.310332214
33.48,358.92,-0.31032254
33.48,358.93,-0.310311798
33.48,358.95,-0.31030069
33.48,358.97,-0.31028952
33.48,358.98,-0.310277771
33.48,359,-0.310267761
33.48,359.02,-0.310258637
33.49,359.03,-0.310248169
33.49,359.05,-0.310238464
33.49,359.07,-0.310228729
33.49,359.08,-0.310217926
33.49,359.1,-0.310207092
33.49,359.12,-0.310195282
33.5,359.13,-0.31018457
33.5,359.15,-0.310174469
33.5,359.17,-0.310164887
33.5,359.18,-0.310155487
33.5,359.2,-0.310145355
33.51,359.22,-0.310136078
33.51,359.23,-0.310126221
33.51,359.25,-0.310117127
33.51,359.27,-0.310107849
33.51,359.28,-0.310096893
33.51,359.3,-0.310085419
33.52,359.32,-0.310073761
33.52,359.33,-0.310063446
33.52,359.35,-0.310053558
33.52,359.37,-0.310043457
33.52,359.38,-0.310033661
33.52,359.4,-0.310023621
33.53,359.42,-0.310013428
33.53,359.43,-0.310002136
33.53,359.45,-0.309991852
33.53,359.47,-0.30998172
33.53,359.48,-0.30997171
33.53,359.5,-0.309961823
33.53,359.52,-0.309951325
33.54,359.53,-0.309940857
33.54,359.55,-0.309930298
33.54,359.57,-0.309920563
33.54,359.58,-0.309910736
33.54,359.6,-0.309899994
33.54,359.62,-0.309889618
33.55,359.63,-0.309879578
33.55,359.65,-0.309870087
33.55,359.67,-0.309860504
33.55,359.68,-0.309851593
33.55,359.7,-0.309842011
33.56,359.72,-0.309832062
33.56,359.73,-0.309821289
33.56,359.75,-0.309811157
33.56,359.77,-0.309801178
33.56,359.78,-0.309790558
33.56,359.8,-0.30977948
33.57,359.82,-0.309768341
33.57,359.83,-0.309756683
33.57,359.85,-0.309745178
33.57,359.87,-0.309735016
33.57,359.88,-0.309724915
33.57,359.9,-0.309715851
33.58,359.92,-0.309705505
33.58,359.93,-0.309695923
33.58,359.95,-0.3096875
33.58,359.97,-0.309679108
